reporting_view,split,path_regime_state,metric_x,metric_y,winner_n,non_null_metric_n,spearman_corr,power_flag
regime_only,all,all,day_to_confirm,day_to_deepest_low_20,3075,3075,0.5182286583330656,ok
regime_only,all,all,day_to_confirm,day_to_deepest_pre_target_low,3075,3075,0.47089773164783716,ok
regime_only,all,all,day_to_confirm,deepest_pre_target_ret_low,3075,3075,-0.5722877829778689,ok
regime_only,all,all,day_to_confirm,deepest_ret_low_20,3075,3075,-0.5762715927922213,ok
regime_only,all,all,day_to_confirm,limit_like_up_day_count_to_target,3075,3075,-0.07040702984382054,ok
regime_only,all,all,day_to_confirm,mae_120_recomputed,3075,3075,-0.47332564628084245,ok
regime_only,all,all,day_to_confirm,mae_20_recomputed,3075,3075,-0.576116311736128,ok
regime_only,all,all,day_to_confirm,mae_60_recomputed,3075,3075,-0.5375871150831681,ok
regime_only,all,all,day_to_confirm,max_drawdown_to_target,3075,3075,-0.040024617764385276,ok
regime_only,all,all,day_to_confirm,max_gap_open_return_to_target,3075,3075,-0.1083167718753914,ok
regime_only,all,all,day_to_confirm,max_single_day_close_return_to_target,3075,3075,-0.17223571714905028,ok
regime_only,all,all,day_to_confirm,mfe_120_recomputed,3075,3075,-0.12291669444612532,ok
regime_only,all,all,day_to_confirm,mfe_20_recomputed,3075,3075,-0.8156808857518582,ok
regime_only,all,all,day_to_confirm,mfe_60_recomputed,3075,3075,-0.4831907154982066,ok
regime_only,all,all,day_to_deepest_low_20,limit_like_up_day_count_to_target,3075,3075,0.03743536540439044,ok
regime_only,all,all,day_to_deepest_low_20,mae_120_recomputed,3075,3075,-0.5137436172663618,ok
regime_only,all,all,day_to_deepest_low_20,mae_20_recomputed,3075,3075,-0.5733107169485046,ok
regime_only,all,all,day_to_deepest_low_20,mae_60_recomputed,3075,3075,-0.5653125195936508,ok
regime_only,all,all,day_to_deepest_low_20,max_gap_open_return_to_target,3075,3075,0.09299420248452239,ok
regime_only,all,all,day_to_deepest_low_20,max_single_day_close_return_to_target,3075,3075,0.029896927304197532,ok
regime_only,all,all,day_to_deepest_low_20,mfe_120_recomputed,3075,3075,-0.09135306399429138,ok
regime_only,all,all,day_to_deepest_low_20,mfe_20_recomputed,3075,3075,-0.5965955273669611,ok
regime_only,all,all,day_to_deepest_low_20,mfe_60_recomputed,3075,3075,-0.3760716681371712,ok
regime_only,all,all,day_to_deepest_pre_target_low,day_to_deepest_low_20,3075,3075,0.7927084992248661,ok
regime_only,all,all,day_to_deepest_pre_target_low,deepest_ret_low_20,3075,3075,-0.4635504559232302,ok
regime_only,all,all,day_to_deepest_pre_target_low,limit_like_up_day_count_to_target,3075,3075,0.06351269294557864,ok
regime_only,all,all,day_to_deepest_pre_target_low,mae_120_recomputed,3075,3075,-0.5408708569447207,ok
regime_only,all,all,day_to_deepest_pre_target_low,mae_20_recomputed,3075,3075,-0.4632198191237231,ok
regime_only,all,all,day_to_deepest_pre_target_low,mae_60_recomputed,3075,3075,-0.5763904899331798,ok
regime_only,all,all,day_to_deepest_pre_target_low,max_drawdown_to_target,3075,3075,-0.44512625974191866,ok
regime_only,all,all,day_to_deepest_pre_target_low,max_gap_open_return_to_target,3075,3075,0.152329114276449,ok
regime_only,all,all,day_to_deepest_pre_target_low,max_single_day_close_return_to_target,3075,3075,0.06292521243245507,ok
regime_only,all,all,day_to_deepest_pre_target_low,mfe_120_recomputed,3075,3075,-0.15212755514633278,ok
regime_only,all,all,day_to_deepest_pre_target_low,mfe_20_recomputed,3075,3075,-0.5588665122431155,ok
regime_only,all,all,day_to_deepest_pre_target_low,mfe_60_recomputed,3075,3075,-0.5114039109730573,ok
regime_only,all,all,day_to_target,day_to_confirm,3075,3075,0.49475967649845215,ok
regime_only,all,all,day_to_target,day_to_deepest_low_20,3075,3075,0.4127620476148783,ok
regime_only,all,all,day_to_target,day_to_deepest_pre_target_low,3075,3075,0.5487144618799563,ok
regime_only,all,all,day_to_target,deepest_pre_target_ret_low,3075,3075,-0.4530817497168087,ok
regime_only,all,all,day_to_target,deepest_ret_low_20,3075,3075,-0.34980930404891414,ok
regime_only,all,all,day_to_target,limit_like_up_day_count_to_target,3075,3075,-0.08698239447197319,ok
regime_only,all,all,day_to_target,mae_120_recomputed,3075,3075,-0.34133708147305913,ok
regime_only,all,all,day_to_target,mae_20_recomputed,3075,3075,-0.34932531179574394,ok
regime_only,all,all,day_to_target,mae_60_recomputed,3075,3075,-0.3950195497319771,ok
regime_only,all,all,day_to_target,max_drawdown_to_target,3075,3075,-0.48557733239573303,ok
regime_only,all,all,day_to_target,max_gap_open_return_to_target,3075,3075,0.00965835102878344,ok
regime_only,all,all,day_to_target,max_single_day_close_return_to_target,3075,3075,-0.21893280080577013,ok
regime_only,all,all,day_to_target,mfe_120_recomputed,3075,3075,-0.30067577145846763,ok
regime_only,all,all,day_to_target,mfe_20_recomputed,3075,3075,-0.624597626903266,ok
regime_only,all,all,day_to_target,mfe_60_recomputed,3075,3075,-0.8416833747633705,ok
regime_only,all,all,deepest_pre_target_ret_low,day_to_deepest_low_20,3075,3075,-0.5912539567677876,ok
regime_only,all,all,deepest_pre_target_ret_low,day_to_deepest_pre_target_low,3075,3075,-0.6243017659400393,ok
