reporting_view,split,path_regime_state,metric,bin_left,bin_right,bin_label,winner_n,non_null_metric_n,bin_count,bin_rate,bin_power_flag,power_flag
regime_only,all,risk_off,deepest_pre_target_ret_low,-0.2,-0.12,"[-0.2,-0.12)",1393,1393,130,0.09332376166547021,ok,ok
regime_only,all,risk_off,deepest_pre_target_ret_low,-0.12,-0.08,"[-0.12,-0.08)",1393,1393,193,0.13854989231873654,ok,ok
regime_only,all,risk_off,deepest_pre_target_ret_low,-0.08,-0.04,"[-0.08,-0.04)",1393,1393,367,0.26346015793251976,ok,ok
regime_only,all,risk_off,deepest_pre_target_ret_low,-0.04,0.0,"[-0.04,0)",1393,1393,465,0.3338119167264896,ok,ok
regime_only,all,risk_off,deepest_pre_target_ret_low,0.0,0.5,"[0,0.5)",1393,1393,201,0.14429289303661164,ok,ok
regime_only,all,risk_off,limit_like_up_day_count_to_target,0.0,1.0,"[0,1)",1393,1393,566,0.4063173007896626,ok,ok
regime_only,all,risk_off,limit_like_up_day_count_to_target,1.0,2.0,"[1,2)",1393,1393,326,0.2340272792534099,ok,ok
regime_only,all,risk_off,limit_like_up_day_count_to_target,2.0,3.0,"[2,3)",1393,1393,228,0.16367552045944006,ok,ok
regime_only,all,risk_off,limit_like_up_day_count_to_target,3.0,5.0,"[3,5)",1393,1393,254,0.1823402727925341,ok,ok
regime_only,all,risk_off,limit_like_up_day_count_to_target,5.0,10.0,"[5,10)",1393,1393,19,0.013639626704953339,ok,ok
regime_only,all,risk_off,limit_like_up_day_count_to_target,10.0,120.0,"[10,120)",1393,1393,0,0.0,low_power,ok
regime_only,all,risk_off,max_drawdown_to_target,-1.0,-0.3,"[-1,-0.3)",1393,1393,48,0.03445800430725054,ok,ok
regime_only,all,risk_off,max_drawdown_to_target,-0.3,-0.2,"[-0.3,-0.2)",1393,1393,291,0.2089016511127064,ok,ok
regime_only,all,risk_off,max_drawdown_to_target,-0.2,-0.12,"[-0.2,-0.12)",1393,1393,717,0.5147164393395549,ok,ok
regime_only,all,risk_off,max_drawdown_to_target,-0.12,-0.08,"[-0.12,-0.08)",1393,1393,306,0.21966977745872218,ok,ok
regime_only,all,risk_off,max_drawdown_to_target,-0.08,-0.04,"[-0.08,-0.04)",1393,1393,29,0.0208183776022972,ok,ok
regime_only,all,risk_off,max_drawdown_to_target,-0.04,0.0,"[-0.04,0)",1393,1393,2,0.0014357501794687725,low_power,ok
regime_only,all,risk_off,max_gap_open_return_to_target,-0.2,-0.05,"[-0.2,-0.05)",1393,1393,0,0.0,low_power,ok
regime_only,all,risk_off,max_gap_open_return_to_target,-0.05,0.0,"[-0.05,0)",1393,1393,0,0.0,low_power,ok
regime_only,all,risk_off,max_gap_open_return_to_target,0.0,0.04,"[0,0.04)",1393,1393,436,0.31299353912419237,ok,ok
regime_only,all,risk_off,max_gap_open_return_to_target,0.04,0.08,"[0.04,0.08)",1393,1393,636,0.45656855707106964,ok,ok
regime_only,all,risk_off,max_gap_open_return_to_target,0.08,0.12,"[0.08,0.12)",1393,1393,226,0.16223977027997127,ok,ok
regime_only,all,risk_off,max_gap_open_return_to_target,0.12,0.2,"[0.12,0.2)",1393,1393,74,0.05312275664034458,ok,ok
regime_only,all,risk_off,max_gap_open_return_to_target,0.2,0.5,"[0.2,0.5)",1393,1393,21,0.01507537688442211,ok,ok
regime_only,all,risk_on,day_to_target,0.0,20.0,"[0,20)",1268,1268,138,0.10883280757097792,ok,ok
regime_only,all,risk_on,day_to_target,20.0,40.0,"[20,40)",1268,1268,219,0.17271293375394323,ok,ok
regime_only,all,risk_on,day_to_target,40.0,60.0,"[40,60)",1268,1268,228,0.17981072555205047,ok,ok
regime_only,all,risk_on,day_to_target,60.0,90.0,"[60,90)",1268,1268,293,0.23107255520504733,ok,ok
regime_only,all,risk_on,day_to_target,90.0,120.0,"[90,120)",1268,1268,390,0.30757097791798105,ok,ok
regime_only,all,risk_on,deepest_pre_target_ret_low,-1.0,-0.3,"[-1,-0.3)",1268,1268,35,0.027602523659305992,ok,ok
regime_only,all,risk_on,deepest_pre_target_ret_low,-0.3,-0.2,"[-0.3,-0.2)",1268,1268,136,0.10725552050473186,ok,ok
regime_only,all,risk_on,deepest_pre_target_ret_low,-0.2,-0.12,"[-0.2,-0.12)",1268,1268,249,0.19637223974763407,ok,ok
regime_only,all,risk_on,deepest_pre_target_ret_low,-0.12,-0.08,"[-0.12,-0.08)",1268,1268,179,0.1411671924290221,ok,ok
regime_only,all,risk_on,deepest_pre_target_ret_low,-0.08,-0.04,"[-0.08,-0.04)",1268,1268,260,0.20504731861198738,ok,ok
regime_only,all,risk_on,deepest_pre_target_ret_low,-0.04,0.0,"[-0.04,0)",1268,1268,263,0.20741324921135645,ok,ok
regime_only,all,risk_on,deepest_pre_target_ret_low,0.0,0.5,"[0,0.5)",1268,1268,146,0.11514195583596215,ok,ok
regime_only,all,risk_on,limit_like_up_day_count_to_target,0.0,1.0,"[0,1)",1268,1268,520,0.41009463722397477,ok,ok
regime_only,all,risk_on,limit_like_up_day_count_to_target,1.0,2.0,"[1,2)",1268,1268,367,0.2894321766561514,ok,ok
regime_only,all,risk_on,limit_like_up_day_count_to_target,2.0,3.0,"[2,3)",1268,1268,180,0.14195583596214512,ok,ok
regime_only,all,risk_on,limit_like_up_day_count_to_target,3.0,5.0,"[3,5)",1268,1268,166,0.1309148264984227,ok,ok
regime_only,all,risk_on,limit_like_up_day_count_to_target,5.0,10.0,"[5,10)",1268,1268,35,0.027602523659305992,ok,ok
regime_only,all,risk_on,limit_like_up_day_count_to_target,10.0,120.0,"[10,120)",1268,1268,0,0.0,low_power,ok
regime_only,all,risk_on,max_drawdown_to_target,-1.0,-0.3,"[-1,-0.3)",1268,1268,128,0.10094637223974763,ok,ok
regime_only,all,risk_on,max_drawdown_to_target,-0.3,-0.2,"[-0.3,-0.2)",1268,1268,371,0.29258675078864355,ok,ok
regime_only,all,risk_on,max_drawdown_to_target,-0.2,-0.12,"[-0.2,-0.12)",1268,1268,583,0.4597791798107255,ok,ok
regime_only,all,risk_on,max_drawdown_to_target,-0.12,-0.08,"[-0.12,-0.08)",1268,1268,174,0.13722397476340695,ok,ok
regime_only,all,risk_on,max_drawdown_to_target,-0.08,-0.04,"[-0.08,-0.04)",1268,1268,12,0.00946372239747634,ok,ok
regime_only,all,risk_on,max_drawdown_to_target,-0.04,0.0,"[-0.04,0)",1268,1268,0,0.0,low_power,ok
regime_only,all,risk_on,max_gap_open_return_to_target,-0.2,-0.05,"[-0.2,-0.05)",1268,1268,0,0.0,low_power,ok
regime_only,all,risk_on,max_gap_open_return_to_target,-0.05,0.0,"[-0.05,0)",1268,1268,0,0.0,low_power,ok
regime_only,all,risk_on,max_gap_open_return_to_target,0.0,0.04,"[0,0.04)",1268,1268,419,0.3304416403785489,ok,ok
regime_only,all,risk_on,max_gap_open_return_to_target,0.04,0.08,"[0.04,0.08)",1268,1268,568,0.4479495268138801,ok,ok
regime_only,all,risk_on,max_gap_open_return_to_target,0.08,0.12,"[0.08,0.12)",1268,1268,209,0.16482649842271294,ok,ok
regime_only,all,risk_on,max_gap_open_return_to_target,0.12,0.2,"[0.12,0.2)",1268,1268,57,0.044952681388012616,ok,ok
regime_only,all,risk_on,max_gap_open_return_to_target,0.2,0.5,"[0.2,0.5)",1268,1268,15,0.011829652996845425,ok,ok
regime_only,all,transition,day_to_target,0.0,20.0,"[0,20)",414,414,51,0.12318840579710146,ok,ok
regime_only,all,transition,day_to_target,20.0,40.0,"[20,40)",414,414,109,0.2632850241545894,ok,ok
regime_only,all,transition,day_to_target,40.0,60.0,"[40,60)",414,414,69,0.16666666666666666,ok,ok
regime_only,all,transition,day_to_target,60.0,90.0,"[60,90)",414,414,87,0.21014492753623187,ok,ok
regime_only,all,transition,day_to_target,90.0,120.0,"[90,120)",414,414,98,0.23671497584541062,ok,ok
regime_only,all,transition,deepest_pre_target_ret_low,-1.0,-0.3,"[-1,-0.3)",414,414,2,0.004830917874396135,low_power,ok
regime_only,all,transition,deepest_pre_target_ret_low,-0.3,-0.2,"[-0.3,-0.2)",414,414,16,0.03864734299516908,ok,ok
regime_only,all,transition,deepest_pre_target_ret_low,-0.2,-0.12,"[-0.2,-0.12)",414,414,59,0.14251207729468598,ok,ok
regime_only,all,transition,deepest_pre_target_ret_low,-0.12,-0.08,"[-0.12,-0.08)",414,414,69,0.16666666666666666,ok,ok
regime_only,all,transition,deepest_pre_target_ret_low,-0.08,-0.04,"[-0.08,-0.04)",414,414,109,0.2632850241545894,ok,ok
regime_only,all,transition,deepest_pre_target_ret_low,-0.04,0.0,"[-0.04,0)",414,414,106,0.2560386473429952,ok,ok
regime_only,all,transition,deepest_pre_target_ret_low,0.0,0.5,"[0,0.5)",414,414,53,0.1280193236714976,ok,ok
regime_only,all,transition,limit_like_up_day_count_to_target,0.0,1.0,"[0,1)",414,414,163,0.39371980676328505,ok,ok
regime_only,all,transition,limit_like_up_day_count_to_target,1.0,2.0,"[1,2)",414,414,93,0.2246376811594203,ok,ok
regime_only,all,transition,limit_like_up_day_count_to_target,2.0,3.0,"[2,3)",414,414,84,0.2028985507246377,ok,ok
regime_only,all,transition,limit_like_up_day_count_to_target,3.0,5.0,"[3,5)",414,414,61,0.1473429951690821,ok,ok
regime_only,all,transition,limit_like_up_day_count_to_target,5.0,10.0,"[5,10)",414,414,13,0.03140096618357488,ok,ok
regime_only,all,transition,limit_like_up_day_count_to_target,10.0,120.0,"[10,120)",414,414,0,0.0,low_power,ok
regime_only,all,transition,max_drawdown_to_target,-1.0,-0.3,"[-1,-0.3)",414,414,24,0.057971014492753624,ok,ok
regime_only,all,transition,max_drawdown_to_target,-0.3,-0.2,"[-0.3,-0.2)",414,414,94,0.22705314009661837,ok,ok
regime_only,all,transition,max_drawdown_to_target,-0.2,-0.12,"[-0.2,-0.12)",414,414,224,0.5410628019323671,ok,ok
regime_only,all,transition,max_drawdown_to_target,-0.12,-0.08,"[-0.12,-0.08)",414,414,72,0.17391304347826086,ok,ok
regime_only,all,transition,max_drawdown_to_target,-0.08,-0.04,"[-0.08,-0.04)",414,414,0,0.0,low_power,ok
regime_only,all,transition,max_drawdown_to_target,-0.04,0.0,"[-0.04,0)",414,414,0,0.0,low_power,ok
regime_only,all,transition,max_gap_open_return_to_target,-0.2,-0.05,"[-0.2,-0.05)",414,414,0,0.0,low_power,ok
regime_only,all,transition,max_gap_open_return_to_target,-0.05,0.0,"[-0.05,0)",414,414,0,0.0,low_power,ok
regime_only,all,transition,max_gap_open_return_to_target,0.0,0.04,"[0,0.04)",414,414,158,0.38164251207729466,ok,ok
regime_only,all,transition,max_gap_open_return_to_target,0.04,0.08,"[0.04,0.08)",414,414,184,0.4444444444444444,ok,ok
regime_only,all,transition,max_gap_open_return_to_target,0.08,0.12,"[0.08,0.12)",414,414,46,0.1111111111111111,ok,ok
regime_only,all,transition,max_gap_open_return_to_target,0.12,0.2,"[0.12,0.2)",414,414,23,0.05555555555555555,ok,ok
regime_only,all,transition,max_gap_open_return_to_target,0.2,0.5,"[0.2,0.5)",414,414,3,0.007246376811594203,low_power,ok
split_only,all,all,day_to_target,0.0,20.0,"[0,20)",3075,3075,365,0.11869918699186992,ok,ok
split_only,all,all,day_to_target,20.0,40.0,"[20,40)",3075,3075,635,0.20650406504065041,ok,ok
split_only,all,all,day_to_target,40.0,60.0,"[40,60)",3075,3075,559,0.18178861788617887,ok,ok
split_only,all,all,day_to_target,60.0,90.0,"[60,90)",3075,3075,746,0.24260162601626017,ok,ok
split_only,all,all,day_to_target,90.0,120.0,"[90,120)",3075,3075,770,0.25040650406504067,ok,ok
split_only,all,all,deepest_pre_target_ret_low,-1.0,-0.3,"[-1,-0.3)",3075,3075,44,0.014308943089430894,ok,ok
split_only,all,all,deepest_pre_target_ret_low,-0.3,-0.2,"[-0.3,-0.2)",3075,3075,182,0.0591869918699187,ok,ok
split_only,all,all,deepest_pre_target_ret_low,-0.2,-0.12,"[-0.2,-0.12)",3075,3075,438,0.1424390243902439,ok,ok
split_only,all,all,deepest_pre_target_ret_low,-0.12,-0.08,"[-0.12,-0.08)",3075,3075,441,0.14341463414634145,ok,ok
split_only,all,all,deepest_pre_target_ret_low,-0.08,-0.04,"[-0.08,-0.04)",3075,3075,736,0.23934959349593496,ok,ok
split_only,all,all,deepest_pre_target_ret_low,-0.04,0.0,"[-0.04,0)",3075,3075,834,0.27121951219512197,ok,ok
split_only,all,all,deepest_pre_target_ret_low,0.0,0.5,"[0,0.5)",3075,3075,400,0.13008130081300814,ok,ok
split_only,all,all,limit_like_up_day_count_to_target,0.0,1.0,"[0,1)",3075,3075,1249,0.4061788617886179,ok,ok
split_only,all,all,limit_like_up_day_count_to_target,1.0,2.0,"[1,2)",3075,3075,786,0.255609756097561,ok,ok
split_only,all,all,limit_like_up_day_count_to_target,2.0,3.0,"[2,3)",3075,3075,492,0.16,ok,ok
split_only,all,all,limit_like_up_day_count_to_target,3.0,5.0,"[3,5)",3075,3075,481,0.15642276422764229,ok,ok
split_only,all,all,limit_like_up_day_count_to_target,5.0,10.0,"[5,10)",3075,3075,67,0.021788617886178863,ok,ok
split_only,all,all,limit_like_up_day_count_to_target,10.0,120.0,"[10,120)",3075,3075,0,0.0,low_power,ok
split_only,all,all,max_drawdown_to_target,-1.0,-0.3,"[-1,-0.3)",3075,3075,200,0.06504065040650407,ok,ok
split_only,all,all,max_drawdown_to_target,-0.3,-0.2,"[-0.3,-0.2)",3075,3075,756,0.24585365853658536,ok,ok
split_only,all,all,max_drawdown_to_target,-0.2,-0.12,"[-0.2,-0.12)",3075,3075,1524,0.49560975609756097,ok,ok
split_only,all,all,max_drawdown_to_target,-0.12,-0.08,"[-0.12,-0.08)",3075,3075,552,0.1795121951219512,ok,ok
split_only,all,all,max_drawdown_to_target,-0.08,-0.04,"[-0.08,-0.04)",3075,3075,41,0.013333333333333334,ok,ok
split_only,all,all,max_drawdown_to_target,-0.04,0.0,"[-0.04,0)",3075,3075,2,0.0006504065040650406,low_power,ok
split_only,all,all,max_gap_open_return_to_target,-0.2,-0.05,"[-0.2,-0.05)",3075,3075,0,0.0,low_power,ok
split_only,all,all,max_gap_open_return_to_target,-0.05,0.0,"[-0.05,0)",3075,3075,0,0.0,low_power,ok
split_only,all,all,max_gap_open_return_to_target,0.0,0.04,"[0,0.04)",3075,3075,1013,0.32943089430894307,ok,ok
split_only,all,all,max_gap_open_return_to_target,0.04,0.08,"[0.04,0.08)",3075,3075,1388,0.4513821138211382,ok,ok
split_only,all,all,max_gap_open_return_to_target,0.08,0.12,"[0.08,0.12)",3075,3075,481,0.15642276422764229,ok,ok
split_only,all,all,max_gap_open_return_to_target,0.12,0.2,"[0.12,0.2)",3075,3075,154,0.05008130081300813,ok,ok
split_only,all,all,max_gap_open_return_to_target,0.2,0.5,"[0.2,0.5)",3075,3075,39,0.012682926829268294,ok,ok
split_only,robustness,all,day_to_target,0.0,20.0,"[0,20)",1761,1761,203,0.11527541169789893,ok,ok
split_only,robustness,all,day_to_target,20.0,40.0,"[20,40)",1761,1761,367,0.20840431572969903,ok,ok
split_only,robustness,all,day_to_target,40.0,60.0,"[40,60)",1761,1761,327,0.18568994889267462,ok,ok
split_only,robustness,all,day_to_target,60.0,90.0,"[60,90)",1761,1761,455,0.25837592277115273,ok,ok
split_only,robustness,all,day_to_target,90.0,120.0,"[90,120)",1761,1761,409,0.23225440090857466,ok,ok
split_only,robustness,all,deepest_pre_target_ret_low,-1.0,-0.3,"[-1,-0.3)",1761,1761,32,0.018171493469619535,ok,ok
split_only,robustness,all,deepest_pre_target_ret_low,-0.3,-0.2,"[-0.3,-0.2)",1761,1761,113,0.06416808631459398,ok,ok
split_only,robustness,all,deepest_pre_target_ret_low,-0.2,-0.12,"[-0.2,-0.12)",1761,1761,266,0.15105053946621239,ok,ok
split_only,robustness,all,deepest_pre_target_ret_low,-0.12,-0.08,"[-0.12,-0.08)",1761,1761,223,0.12663259511641112,ok,ok
split_only,robustness,all,deepest_pre_target_ret_low,-0.08,-0.04,"[-0.08,-0.04)",1761,1761,432,0.2453151618398637,ok,ok
split_only,robustness,all,deepest_pre_target_ret_low,-0.04,0.0,"[-0.04,0)",1761,1761,474,0.26916524701873934,ok,ok
split_only,robustness,all,deepest_pre_target_ret_low,0.0,0.5,"[0,0.5)",1761,1761,221,0.1254968767745599,ok,ok
split_only,robustness,all,limit_like_up_day_count_to_target,0.0,1.0,"[0,1)",1761,1761,699,0.3969335604770017,ok,ok
split_only,robustness,all,limit_like_up_day_count_to_target,1.0,2.0,"[1,2)",1761,1761,516,0.293015332197615,ok,ok
split_only,robustness,all,limit_like_up_day_count_to_target,2.0,3.0,"[2,3)",1761,1761,291,0.16524701873935263,ok,ok
split_only,robustness,all,limit_like_up_day_count_to_target,3.0,5.0,"[3,5)",1761,1761,226,0.12833617262918795,ok,ok
split_only,robustness,all,limit_like_up_day_count_to_target,5.0,10.0,"[5,10)",1761,1761,29,0.016467915956842702,ok,ok
split_only,robustness,all,limit_like_up_day_count_to_target,10.0,120.0,"[10,120)",1761,1761,0,0.0,low_power,ok
split_only,robustness,all,max_drawdown_to_target,-1.0,-0.3,"[-1,-0.3)",1761,1761,120,0.06814310051107325,ok,ok
split_only,robustness,all,max_drawdown_to_target,-0.3,-0.2,"[-0.3,-0.2)",1761,1761,456,0.25894378194207834,ok,ok
split_only,robustness,all,max_drawdown_to_target,-0.2,-0.12,"[-0.2,-0.12)",1761,1761,826,0.4690516751845542,ok,ok
split_only,robustness,all,max_drawdown_to_target,-0.12,-0.08,"[-0.12,-0.08)",1761,1761,334,0.1896649630891539,ok,ok
split_only,robustness,all,max_drawdown_to_target,-0.08,-0.04,"[-0.08,-0.04)",1761,1761,23,0.01306076093128904,ok,ok
split_only,robustness,all,max_drawdown_to_target,-0.04,0.0,"[-0.04,0)",1761,1761,2,0.001135718341851221,low_power,ok
split_only,robustness,all,max_gap_open_return_to_target,-0.2,-0.05,"[-0.2,-0.05)",1761,1761,0,0.0,low_power,ok
split_only,robustness,all,max_gap_open_return_to_target,-0.05,0.0,"[-0.05,0)",1761,1761,0,0.0,low_power,ok
split_only,robustness,all,max_gap_open_return_to_target,0.0,0.04,"[0,0.04)",1761,1761,414,0.23509369676320271,ok,ok
split_only,robustness,all,max_gap_open_return_to_target,0.04,0.08,"[0.04,0.08)",1761,1761,876,0.49744463373083475,ok,ok
split_only,robustness,all,max_gap_open_return_to_target,0.08,0.12,"[0.08,0.12)",1761,1761,313,0.17773992049971607,ok,ok
split_only,robustness,all,max_gap_open_return_to_target,0.12,0.2,"[0.12,0.2)",1761,1761,122,0.06927881885292447,ok,ok
split_only,robustness,all,max_gap_open_return_to_target,0.2,0.5,"[0.2,0.5)",1761,1761,36,0.020442930153321975,ok,ok
split_only,train,all,day_to_target,0.0,20.0,"[0,20)",1080,1080,133,0.12314814814814815,ok,ok
split_only,train,all,day_to_target,20.0,40.0,"[20,40)",1080,1080,226,0.20925925925925926,ok,ok
split_only,train,all,day_to_target,40.0,60.0,"[40,60)",1080,1080,180,0.16666666666666666,ok,ok
split_only,train,all,day_to_target,60.0,90.0,"[60,90)",1080,1080,231,0.21388888888888888,ok,ok
split_only,train,all,day_to_target,90.0,120.0,"[90,120)",1080,1080,310,0.28703703703703703,ok,ok
split_only,train,all,deepest_pre_target_ret_low,-1.0,-0.3,"[-1,-0.3)",1080,1080,12,0.011111111111111112,ok,ok
split_only,train,all,deepest_pre_target_ret_low,-0.3,-0.2,"[-0.3,-0.2)",1080,1080,63,0.058333333333333334,ok,ok
split_only,train,all,deepest_pre_target_ret_low,-0.2,-0.12,"[-0.2,-0.12)",1080,1080,153,0.14166666666666666,ok,ok
split_only,train,all,deepest_pre_target_ret_low,-0.12,-0.08,"[-0.12,-0.08)",1080,1080,177,0.1638888888888889,ok,ok
split_only,train,all,deepest_pre_target_ret_low,-0.08,-0.04,"[-0.08,-0.04)",1080,1080,254,0.2351851851851852,ok,ok
split_only,train,all,deepest_pre_target_ret_low,-0.04,0.0,"[-0.04,0)",1080,1080,274,0.2537037037037037,ok,ok
split_only,train,all,deepest_pre_target_ret_low,0.0,0.5,"[0,0.5)",1080,1080,147,0.1361111111111111,ok,ok
split_only,train,all,limit_like_up_day_count_to_target,0.0,1.0,"[0,1)",1080,1080,472,0.43703703703703706,ok,ok
split_only,train,all,limit_like_up_day_count_to_target,1.0,2.0,"[1,2)",1080,1080,198,0.18333333333333332,ok,ok
split_only,train,all,limit_like_up_day_count_to_target,2.0,3.0,"[2,3)",1080,1080,157,0.14537037037037037,ok,ok
split_only,train,all,limit_like_up_day_count_to_target,3.0,5.0,"[3,5)",1080,1080,222,0.20555555555555555,ok,ok
split_only,train,all,limit_like_up_day_count_to_target,5.0,10.0,"[5,10)",1080,1080,31,0.028703703703703703,ok,ok
split_only,train,all,limit_like_up_day_count_to_target,10.0,120.0,"[10,120)",1080,1080,0,0.0,low_power,ok
split_only,train,all,max_drawdown_to_target,-1.0,-0.3,"[-1,-0.3)",1080,1080,62,0.05740740740740741,ok,ok
split_only,train,all,max_drawdown_to_target,-0.3,-0.2,"[-0.3,-0.2)",1080,1080,259,0.23981481481481481,ok,ok
split_only,train,all,max_drawdown_to_target,-0.2,-0.12,"[-0.2,-0.12)",1080,1080,567,0.525,ok,ok
split_only,train,all,max_drawdown_to_target,-0.12,-0.08,"[-0.12,-0.08)",1080,1080,174,0.16111111111111112,ok,ok
split_only,train,all,max_drawdown_to_target,-0.08,-0.04,"[-0.08,-0.04)",1080,1080,18,0.016666666666666666,ok,ok
split_only,train,all,max_drawdown_to_target,-0.04,0.0,"[-0.04,0)",1080,1080,0,0.0,low_power,ok
split_only,train,all,max_gap_open_return_to_target,-0.2,-0.05,"[-0.2,-0.05)",1080,1080,0,0.0,low_power,ok
split_only,train,all,max_gap_open_return_to_target,-0.05,0.0,"[-0.05,0)",1080,1080,0,0.0,low_power,ok
split_only,train,all,max_gap_open_return_to_target,0.0,0.04,"[0,0.04)",1080,1080,495,0.4583333333333333,ok,ok
split_only,train,all,max_gap_open_return_to_target,0.04,0.08,"[0.04,0.08)",1080,1080,438,0.40555555555555556,ok,ok
split_only,train,all,max_gap_open_return_to_target,0.08,0.12,"[0.08,0.12)",1080,1080,120,0.1111111111111111,ok,ok
split_only,train,all,max_gap_open_return_to_target,0.12,0.2,"[0.12,0.2)",1080,1080,26,0.024074074074074074,ok,ok
split_only,train,all,max_gap_open_return_to_target,0.2,0.5,"[0.2,0.5)",1080,1080,1,0.000925925925925926,low_power,ok
split_only,validation,all,day_to_target,0.0,20.0,"[0,20)",234,234,29,0.12393162393162394,ok,ok
split_only,validation,all,day_to_target,20.0,40.0,"[20,40)",234,234,42,0.1794871794871795,ok,ok
split_only,validation,all,day_to_target,40.0,60.0,"[40,60)",234,234,52,0.2222222222222222,ok,ok
