reporting_view,split,path_regime_state,comparison_axis,comparison_id,baseline_split,baseline_path_regime_state,metric,winner_n,non_null_metric_n,baseline_winner_n,baseline_non_null_metric_n,standardized_mean_delta,ks_statistic,psi,psi_bin_power_flag,power_flag,p01_delta,p05_delta,p10_delta,p25_delta,p50_delta,p75_delta,p90_delta,p95_delta,p99_delta
split_regime,robustness,transition,split_regime_vs_all,robustness_transition_vs_all,all,all,max_drawdown_to_target,123,123,3075,3075,0.08002454101470746,0.1248780487804878,0.06044933964981608,low_power,ok,0.056977934238549466,0.018997196661559024,0.01295081231414752,0.037441231511722906,-0.0014939173376676829,0.006143287864962488,-0.00540138483871383,-0.013807333781415423,-0.023589227673734836
split_regime,train,risk_off,split_regime_vs_all,train_risk_off_vs_all,all,all,max_drawdown_to_target,440,440,3075,3075,0.2319283253687365,0.11642276422764225,0.11068964414198013,low_power,ok,0.07923465063993607,0.05306516984681836,0.030744732540684938,0.02788294530330182,0.009346537128491816,0.004161275650555213,0.0036591398030452332,0.0035620948922611695,0.000325276858931689
split_regime,train,risk_on,split_regime_vs_all,train_risk_on_vs_all,all,all,max_drawdown_to_target,388,388,3075,3075,-0.2695505467567273,0.11094795071662056,0.04346360566943706,low_power,ok,-0.057117900583123715,-0.04201248740275898,-0.026240976686331186,-0.02625494365757297,-0.010817158771972313,-0.012969527808775055,-0.006104957775590558,-0.005220900188316516,-0.010957751470244581
split_regime,train,transition,split_regime_vs_all,train_transition_vs_all,all,all,max_drawdown_to_target,252,252,3075,3075,0.0051389260417445595,0.11009678668215256,0.008205039567458215,low_power,ok,-0.007408400374280366,-0.021135557175629816,0.013854831872615492,0.007742900748504256,0.011355038662058281,-0.002375051631557046,-0.00654853444279109,-0.014013288454616135,-0.020694236678981293
split_regime,validation,risk_off,split_regime_vs_all,validation_risk_off_vs_all,all,all,max_drawdown_to_target,142,142,3075,3075,0.3415399197786383,0.2400366426199474,0.04193644349905738,low_power,ok,0.09987227240605667,0.034080778247211285,0.04178857022356042,0.049850375092575616,0.030298926952498584,0.009688994734256606,0.0009457049469300122,0.0033524236825900194,-0.010066722781366888
split_regime,validation,risk_on,split_regime_vs_all,validation_risk_on_vs_all,all,all,max_drawdown_to_target,53,53,3075,3075,-0.13865562666771802,0.23992636907501153,0.20022976531258002,low_power,low_power,0.08864356545570751,0.010482563574361004,-0.022718441020687874,0.021991595031543132,-0.011065673527228315,-0.03462291938956574,-0.029158457641429825,-0.012292789899542383,-0.020467534552041533
split_regime,validation,transition,split_regime_vs_all,validation_transition_vs_all,all,all,max_drawdown_to_target,39,39,3075,3075,-0.12505683199871925,0.12090056285178236,0.08011546467635733,low_power,low_power,0.048262725916100147,-0.00645515318866674,-0.034521485962656806,0.010328975957918318,0.002832095963838821,-0.005694790933275629,-0.013605600248967023,-0.00890173239150581,-0.019936683966064406
split_only,robustness,all,split_vs_all,robustness_vs_all,all,all,max_drawdown_to_target,1761,1761,3075,3075,-0.019892427217707804,0.025262253985401828,0.0028505146919386537,low_power,ok,0.0068512868017091,-0.004323138836003382,-0.005064031249853329,-0.0064417909012505215,-0.0030460011065228665,0.002620493680211111,0.0006980461147954586,0.004231830691251048,-2.9640894206151014e-05
split_only,train,all,split_vs_all,train_vs_all,all,all,max_drawdown_to_target,1080,1080,3075,3075,-0.0011501292748578634,0.03401535682023482,0.0055301338178489505,low_power,ok,-0.057117900583123715,0.003587211397339418,0.007700548469504409,0.006380184636921915,0.0009601580359387407,-0.0033320590735561872,-0.0016970228653327424,-0.003194004618031085,7.677437400999132e-05
split_only,validation,all,split_vs_all,validation_vs_all,all,all,max_drawdown_to_target,234,234,3075,3075,0.15501155533003233,0.13584740462789247,0.034141598100309374,low_power,ok,0.08655517983815103,0.011362337226523411,0.0,0.022121432974696265,0.009698862530320818,0.003075490815731413,0.00021340942955233588,0.0001586914888578872,-0.010066722781366888
regime_only,all,risk_off,regime_pairwise,risk_off_vs_transition,all,transition,max_gap_open_return_to_target,1393,1393,414,414,0.11812019936493405,0.12026835349972775,0.03340293435180793,low_power,ok,0.0004356719153672233,-0.00036019858034213106,0.0013453450062503869,0.004815203049999495,0.001493920196918186,0.002542735042734945,0.0004754202934212637,0.014834689900838194,0.00010476689366156755
regime_only,all,risk_on,regime_pairwise,risk_on_vs_risk_off,all,risk_off,max_gap_open_return_to_target,1268,1268,1393,1393,-0.029469454284751714,0.038213827134772504,0.0033029957498376533,low_power,ok,-0.0006703553368100565,0.0012596132018538597,0.0016530118046251818,-0.0007732927076628537,0.0018316787709573568,0.0006678897901377656,-0.00011198716885077453,-0.0123362920144231,9.970403294964902e-05
regime_only,all,risk_on,regime_pairwise,risk_on_vs_transition,all,transition,max_gap_open_return_to_target,1268,1268,414,414,0.08570106408555192,0.10468004693762478,0.030831987084417183,low_power,ok,-0.00023468342144283318,0.0008994146215117287,0.0029983568108755687,0.004041910342336641,0.0033255989678755427,0.0032106248328727105,0.00036343312457048915,0.0024983978864150935,0.00020447092661121657
regime_only,all,risk_off,regime_vs_all,risk_off_vs_all,all,all,max_gap_open_return_to_target,1393,1393,3075,3075,0.027715862875965634,0.02528391084341569,0.0017057265901312582,low_power,ok,0.00028356809743111666,-0.00013128892379965507,-6.287559910234108e-05,0.0009551013959527843,-0.0005999282738633482,0.0007629307897574211,0.00010483722594281653,0.01012403412158433,0.0
regime_only,all,risk_on,regime_vs_all,risk_on_vs_all,all,all,max_gap_open_return_to_target,1268,1268,3075,3075,-0.002980570896161173,0.026594598753558518,0.0010825861282672308,low_power,ok,-0.00038678723937893983,0.0011283242780542047,0.0015901362055228407,0.00018180868828993058,0.0012317504970940085,0.0014308205798951867,-7.149942907958007e-06,-0.0022122578928387704,9.970403294964902e-05
regime_only,all,transition,regime_vs_all,transition_vs_all,all,all,max_gap_open_return_to_target,414,414,3075,3075,-0.08412761615914877,0.0976481677860257,0.023854610309285325,low_power,ok,-0.00015210381793610665,0.000228909656542476,-0.001408220605352728,-0.0038601016540467104,-0.002093848470781534,-0.0017798042529775238,-0.00037058306747844716,-0.004710655779253864,-0.00010476689366156755
split_only,train,all,split_pairwise,train_vs_robustness,robustness,all,max_gap_open_return_to_target,1080,1080,1761,1761,-0.4548485572923197,0.27126790333774997,0.24688693961488903,low_power,ok,-0.005329145580930818,-0.008391046732611152,-0.009759975290607681,-0.011522776450920702,-0.014967171623766484,-0.023922826692754695,-0.017780113505274642,-0.07712307456417984,-0.10212181601338607
split_only,train,all,split_pairwise,train_vs_validation,validation,all,max_gap_open_return_to_target,1080,1080,234,234,-0.2070602340092666,0.1367521367521367,0.08038667782045968,low_power,ok,-0.005469765609279066,-0.0021900022596842983,-0.0016241207215441644,0.0007939524370434992,-0.0016866127847283696,-0.0117561188025741,-0.007554455097137813,-0.01647906855919075,-0.061838008980866194
split_only,validation,all,split_pairwise,validation_vs_robustness,robustness,all,max_gap_open_return_to_target,234,234,1761,1761,-0.28604523309240065,0.22760960410023443,0.2627051253097536,low_power,ok,0.00014062002834824838,-0.006201044472926853,-0.008135854569063516,-0.012316728887964201,-0.013280558839038115,-0.012166707890180595,-0.010225658408136828,-0.06064400600498909,-0.04028380703251988
split_regime,all,risk_off,split_regime_vs_all,all_risk_off_vs_all,all,all,max_gap_open_return_to_target,1393,1393,3075,3075,0.027715862875965634,0.02528391084341569,0.0017057265901312582,low_power,ok,0.00028356809743111666,-0.00013128892379965507,-6.287559910234108e-05,0.0009551013959527843,-0.0005999282738633482,0.0007629307897574211,0.00010483722594281653,0.01012403412158433,0.0
split_regime,all,risk_on,split_regime_vs_all,all_risk_on_vs_all,all,all,max_gap_open_return_to_target,1268,1268,3075,3075,-0.002980570896161173,0.026594598753558518,0.0010825861282672308,low_power,ok,-0.00038678723937893983,0.0011283242780542047,0.0015901362055228407,0.00018180868828993058,0.0012317504970940085,0.0014308205798951867,-7.149942907958007e-06,-0.0022122578928387704,9.970403294964902e-05
split_regime,all,transition,split_regime_vs_all,all_transition_vs_all,all,all,max_gap_open_return_to_target,414,414,3075,3075,-0.08412761615914877,0.0976481677860257,0.023854610309285325,low_power,ok,-0.00015210381793610665,0.000228909656542476,-0.001408220605352728,-0.0038601016540467104,-0.002093848470781534,-0.0017798042529775238,-0.00037058306747844716,-0.004710655779253864,-0.00010476689366156755
split_regime,robustness,risk_off,split_regime_vs_all,robustness_risk_off_vs_all,all,all,max_gap_open_return_to_target,811,811,3075,3075,0.2315695904297264,0.1365336380860726,0.09099865193911019,low_power,ok,0.002164635618061652,0.008371750674950995,0.007552314420898876,0.006924837165944608,0.004961862837945308,0.009702118499010037,0.010607686354124901,0.06114453584789348,0.05812219253454626
split_regime,robustness,risk_on,split_regime_vs_all,robustness_risk_on_vs_all,all,all,max_gap_open_return_to_target,827,827,3075,3075,0.1551115419359265,0.10625967106103956,0.022446207386840736,low_power,ok,0.003973062260806173,0.004232038148630782,0.003907128510419522,0.003003750372388314,0.00659418201166595,0.012095006938963149,0.004119816711258939,0.018936760721526863,0.028681465115669658
split_regime,robustness,transition,split_regime_vs_all,robustness_transition_vs_all,all,all,max_gap_open_return_to_target,123,123,3075,3075,0.3455671656382069,0.2546341463414634,0.14818834841387013,low_power,ok,0.007181142351252978,0.005094664387478919,0.0039227663181156565,0.006716541830382061,0.019662458185395026,0.0004104282629269207,0.04375885130073176,0.061549021416082705,0.012778373765532536
split_regime,train,risk_off,split_regime_vs_all,train_risk_off_vs_all,all,all,max_gap_open_return_to_target,440,440,3075,3075,-0.28946583035557416,0.18005912786400596,0.07953990117602011,low_power,ok,0.00021222207899742988,-0.003213266706134865,-0.004298324927674967,-0.006714392812619541,-0.008583609152045701,-0.013484965932029525,-0.0044974461611795025,-0.038402023451177644,-0.06083751633792686
split_regime,train,risk_on,split_regime_vs_all,train_risk_on_vs_all,all,all,max_gap_open_return_to_target,388,388,3075,3075,-0.32367991305024535,0.1466532562232839,0.10628602484544811,low_power,ok,-0.002888273942346706,-0.0034793453682681816,-0.003065134810515513,-0.005651602198292194,-0.007660999950480418,-0.014618710699644377,-0.018797174129565067,-0.03874895639713513,-0.07191367961230441
split_regime,train,transition,split_regime_vs_all,train_transition_vs_all,all,all,max_gap_open_return_to_target,252,252,3075,3075,-0.3102945634759837,0.19013937282229965,0.10105970021961326,low_power,ok,-0.0004198909380063263,-0.0012992877365427535,-0.0027754058415587063,-0.0058163490430278575,-0.009448079043035018,-0.009757694626077562,-0.01607591540430664,-0.039230569146986305,-0.055836638547600875
split_regime,validation,risk_off,split_regime_vs_all,validation_risk_off_vs_all,all,all,max_gap_open_return_to_target,142,142,3075,3075,-0.15373081335095268,0.19804420016031146,0.15176948766122625,low_power,ok,-0.001258180674858507,-0.0031358981925240226,-0.0047974189665924705,-0.011139352164246719,0.00048794199170709707,0.004446873879188518,0.00038202794598807266,-0.032859409270095785,-0.05705112177674265
split_regime,validation,risk_on,split_regime_vs_all,validation_risk_on_vs_all,all,all,max_gap_open_return_to_target,53,53,3075,3075,-0.1220528832801641,0.2060438717594723,0.04226229066513985,low_power,low_power,0.008741118862011584,0.003278601413465143,0.005437952451260976,0.002633715333239861,-0.009706360355490995,-0.004119704700545457,-0.009902276067009066,-0.022298865506938714,0.005170789569553469
split_regime,validation,transition,split_regime_vs_all,validation_transition_vs_all,all,all,max_gap_open_return_to_target,39,39,3075,3075,0.02206757775797151,0.15144465290806755,0.04291676474462351,low_power,low_power,0.00720867779976562,0.00201312613907767,-0.00026214964498341015,-0.005528332892984489,-0.0014337297735382837,0.0038865566433663457,0.01809776894080005,-0.010436671988201085,-0.000144599596310524
split_only,robustness,all,split_vs_all,robustness_vs_all,all,all,max_gap_open_return_to_target,1761,1761,3075,3075,0.20362574922942578,0.11216298943227931,0.048960975016118485,low_power,ok,0.0032553583006386024,0.005292445700912474,0.0055978372476248595,0.005714606880796724,0.006383562471720783,0.010386903637203071,0.010607686354124901,0.03834514049805038,0.040139207436209356
split_only,train,all,split_vs_all,train_vs_all,all,all,max_gap_open_return_to_target,1080,1080,3075,3075,-0.3066175940887926,0.15918247515808487,0.0820221239538447,low_power,ok,-0.0020737872802922153,-0.003098601031698678,-0.004162138042982821,-0.005808169570123978,-0.008583609152045701,-0.013535923055551624,-0.007172427151149741,-0.03877793406612946,-0.06198260857717672
split_only,validation,all,split_vs_all,validation_vs_all,all,all,max_gap_open_return_to_target,234,234,3075,3075,-0.11725616571420121,0.12964769647696472,0.11209197495890727,low_power,ok,0.003395978328986851,-0.0009085987720143796,-0.002538017321438657,-0.006602122007167477,-0.006896996367317332,-0.0017798042529775238,0.00038202794598807266,-0.022298865506938714,-0.000144599596310524
