audit_section,population_stage,split,path_regime_state,path_regime_source,row_count,winner_n,unique_instrument_n,unique_trade_open_date_n,pit_universe_row_n,pit_universe_unique_key_n,pit_universe_duplicate_key_n,pit_universe_missing_key_n,pit_universe_joined_n,pit_universe_excluded_n,pit_universe_excluded_rate,exclusion_reason,pit_universe_name,pit_universe_date_key,pit_membership_rule_version,episode_regime_missing_event_fallback_n,path_regime_unresolved_missing_n,audit_status
injury_scope,pit_filtered_injury_scope_winner,robustness,risk_on,all,279,279,134,129,470682,470682,0,0,1092,1555,0.5874574990555346,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,153,0,pass
injury_scope,pit_filtered_injury_scope_winner,robustness,transition,all,45,45,21,36,470682,470682,0,0,1092,1555,0.5874574990555346,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
injury_scope,pit_filtered_injury_scope_winner,train,all,all,399,399,117,218,470682,470682,0,0,1092,1555,0.5874574990555346,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,84,0,pass
injury_scope,pit_filtered_injury_scope_winner,train,risk_off,all,157,157,62,105,470682,470682,0,0,1092,1555,0.5874574990555346,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
injury_scope,pit_filtered_injury_scope_winner,train,risk_on,all,151,151,64,112,470682,470682,0,0,1092,1555,0.5874574990555346,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,84,0,pass
injury_scope,pit_filtered_injury_scope_winner,train,transition,all,91,91,46,72,470682,470682,0,0,1092,1555,0.5874574990555346,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
injury_scope,pit_filtered_injury_scope_winner,validation,all,all,75,75,40,41,470682,470682,0,0,1092,1555,0.5874574990555346,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,14,0,pass
injury_scope,pit_filtered_injury_scope_winner,validation,risk_off,all,44,44,26,25,470682,470682,0,0,1092,1555,0.5874574990555346,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
injury_scope,pit_filtered_injury_scope_winner,validation,risk_on,all,16,16,11,15,470682,470682,0,0,1092,1555,0.5874574990555346,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,14,0,pass
injury_scope,pit_filtered_injury_scope_winner,validation,transition,all,15,15,9,14,470682,470682,0,0,1092,1555,0.5874574990555346,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
injury_scope,raw_injury_scope_winner,all,all,all,2647,2647,0,0,470682,470682,0,0,1092,1555,0.5874574990555346,pre_pit_injury_candidate,pit_largecap_main_chinext,usable_trade_date,,0,0,pass
injury_scope,raw_injury_scope_winner,robustness,all,all,995,995,0,0,470682,470682,0,0,1092,1555,0.5874574990555346,pre_pit_injury_candidate,pit_largecap_main_chinext,usable_trade_date,,0,0,pass
injury_scope,raw_injury_scope_winner,train,all,all,1491,1491,0,0,470682,470682,0,0,1092,1555,0.5874574990555346,pre_pit_injury_candidate,pit_largecap_main_chinext,usable_trade_date,,0,0,pass
injury_scope,raw_injury_scope_winner,validation,all,all,161,161,0,0,470682,470682,0,0,1092,1555,0.5874574990555346,pre_pit_injury_candidate,pit_largecap_main_chinext,usable_trade_date,,0,0,pass
path_regime_source_distribution,non_pit_winner_candidate,all,risk_off,episode_regime_bucket,1495,1495,309,453,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,0,0,excluded_non_pit
path_regime_source_distribution,non_pit_winner_candidate,all,risk_off,event_regime_bucket_fallback,19,19,18,19,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,19,0,excluded_non_pit
path_regime_source_distribution,non_pit_winner_candidate,all,risk_on,episode_regime_bucket,486,486,99,241,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,0,0,excluded_non_pit
path_regime_source_distribution,non_pit_winner_candidate,all,risk_on,event_regime_bucket_fallback,1508,1508,343,540,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,1508,0,excluded_non_pit
path_regime_source_distribution,non_pit_winner_candidate,all,transition,episode_regime_bucket,604,604,105,261,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,0,0,excluded_non_pit
path_regime_source_distribution,non_pit_winner_candidate,robustness,risk_off,episode_regime_bucket,366,366,80,127,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,0,0,excluded_non_pit
path_regime_source_distribution,non_pit_winner_candidate,robustness,risk_off,event_regime_bucket_fallback,2,2,2,2,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,2,0,excluded_non_pit
path_regime_source_distribution,non_pit_winner_candidate,robustness,risk_on,episode_regime_bucket,139,139,35,71,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,0,0,excluded_non_pit
path_regime_source_distribution,non_pit_winner_candidate,robustness,risk_on,event_regime_bucket_fallback,416,416,111,171,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,416,0,excluded_non_pit
path_regime_source_distribution,non_pit_winner_candidate,robustness,transition,episode_regime_bucket,40,40,6,29,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,0,0,excluded_non_pit
path_regime_source_distribution,non_pit_winner_candidate,train,risk_off,episode_regime_bucket,988,988,220,256,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,0,0,excluded_non_pit
path_regime_source_distribution,non_pit_winner_candidate,train,risk_off,event_regime_bucket_fallback,14,14,13,14,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,14,0,excluded_non_pit
path_regime_source_distribution,non_pit_winner_candidate,train,risk_on,episode_regime_bucket,333,333,61,160,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,0,0,excluded_non_pit
path_regime_source_distribution,non_pit_winner_candidate,train,risk_on,event_regime_bucket_fallback,1011,1011,235,323,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,1011,0,excluded_non_pit
path_regime_source_distribution,non_pit_winner_candidate,train,transition,episode_regime_bucket,556,556,95,225,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,0,0,excluded_non_pit
path_regime_source_distribution,non_pit_winner_candidate,validation,risk_off,episode_regime_bucket,141,141,45,70,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,0,0,excluded_non_pit
path_regime_source_distribution,non_pit_winner_candidate,validation,risk_off,event_regime_bucket_fallback,3,3,3,3,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,3,0,excluded_non_pit
path_regime_source_distribution,non_pit_winner_candidate,validation,risk_on,episode_regime_bucket,14,14,6,10,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,0,0,excluded_non_pit
path_regime_source_distribution,non_pit_winner_candidate,validation,risk_on,event_regime_bucket_fallback,81,81,27,47,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,81,0,excluded_non_pit
path_regime_source_distribution,non_pit_winner_candidate,validation,transition,episode_regime_bucket,8,8,8,7,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,0,0,excluded_non_pit
path_regime_source_distribution,pit_filtered_injury_scope_winner,all,risk_off,episode_regime_bucket,495,495,169,245,470682,470682,0,0,1092,1555,0.5874574990555346,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
path_regime_source_distribution,pit_filtered_injury_scope_winner,all,risk_on,episode_regime_bucket,195,195,96,146,470682,470682,0,0,1092,1555,0.5874574990555346,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
path_regime_source_distribution,pit_filtered_injury_scope_winner,all,risk_on,event_regime_bucket_fallback,251,251,146,175,470682,470682,0,0,1092,1555,0.5874574990555346,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,251,0,pass
path_regime_source_distribution,pit_filtered_injury_scope_winner,all,transition,episode_regime_bucket,151,151,70,122,470682,470682,0,0,1092,1555,0.5874574990555346,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
path_regime_source_distribution,pit_filtered_injury_scope_winner,robustness,risk_off,episode_regime_bucket,294,294,105,115,470682,470682,0,0,1092,1555,0.5874574990555346,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
path_regime_source_distribution,pit_filtered_injury_scope_winner,robustness,risk_on,episode_regime_bucket,126,126,65,86,470682,470682,0,0,1092,1555,0.5874574990555346,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
path_regime_source_distribution,pit_filtered_injury_scope_winner,robustness,risk_on,event_regime_bucket_fallback,153,153,99,91,470682,470682,0,0,1092,1555,0.5874574990555346,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,153,0,pass
path_regime_source_distribution,pit_filtered_injury_scope_winner,robustness,transition,episode_regime_bucket,45,45,21,36,470682,470682,0,0,1092,1555,0.5874574990555346,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
path_regime_source_distribution,pit_filtered_injury_scope_winner,train,risk_off,episode_regime_bucket,157,157,62,105,470682,470682,0,0,1092,1555,0.5874574990555346,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
path_regime_source_distribution,pit_filtered_injury_scope_winner,train,risk_on,episode_regime_bucket,67,67,33,58,470682,470682,0,0,1092,1555,0.5874574990555346,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
path_regime_source_distribution,pit_filtered_injury_scope_winner,train,risk_on,event_regime_bucket_fallback,84,84,48,71,470682,470682,0,0,1092,1555,0.5874574990555346,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,84,0,pass
path_regime_source_distribution,pit_filtered_injury_scope_winner,train,transition,episode_regime_bucket,91,91,46,72,470682,470682,0,0,1092,1555,0.5874574990555346,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
path_regime_source_distribution,pit_filtered_injury_scope_winner,validation,risk_off,episode_regime_bucket,44,44,26,25,470682,470682,0,0,1092,1555,0.5874574990555346,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
path_regime_source_distribution,pit_filtered_injury_scope_winner,validation,risk_on,episode_regime_bucket,2,2,2,2,470682,470682,0,0,1092,1555,0.5874574990555346,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
path_regime_source_distribution,pit_filtered_injury_scope_winner,validation,risk_on,event_regime_bucket_fallback,14,14,9,13,470682,470682,0,0,1092,1555,0.5874574990555346,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,14,0,pass
path_regime_source_distribution,pit_filtered_injury_scope_winner,validation,transition,episode_regime_bucket,15,15,9,14,470682,470682,0,0,1092,1555,0.5874574990555346,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
path_regime_source_distribution,pit_filtered_profiling_scope,all,risk_off,episode_regime_bucket,1387,1387,189,413,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
path_regime_source_distribution,pit_filtered_profiling_scope,all,risk_off,event_regime_bucket_fallback,6,6,6,6,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,6,0,pass
path_regime_source_distribution,pit_filtered_profiling_scope,all,risk_on,episode_regime_bucket,583,583,108,256,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
path_regime_source_distribution,pit_filtered_profiling_scope,all,risk_on,event_regime_bucket_fallback,685,685,169,285,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,685,0,pass
path_regime_source_distribution,pit_filtered_profiling_scope,all,transition,episode_regime_bucket,414,414,79,234,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
path_regime_source_distribution,pit_filtered_profiling_scope,robustness,risk_off,episode_regime_bucket,811,811,118,165,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
path_regime_source_distribution,pit_filtered_profiling_scope,robustness,risk_on,episode_regime_bucket,404,404,74,149,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
path_regime_source_distribution,pit_filtered_profiling_scope,robustness,risk_on,event_regime_bucket_fallback,423,423,111,131,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,423,0,pass
path_regime_source_distribution,pit_filtered_profiling_scope,robustness,transition,episode_regime_bucket,123,123,25,77,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
path_regime_source_distribution,pit_filtered_profiling_scope,train,risk_off,episode_regime_bucket,437,437,65,185,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
path_regime_source_distribution,pit_filtered_profiling_scope,train,risk_off,event_regime_bucket_fallback,3,3,3,3,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,3,0,pass
path_regime_source_distribution,pit_filtered_profiling_scope,train,risk_on,episode_regime_bucket,173,173,36,103,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
path_regime_source_distribution,pit_filtered_profiling_scope,train,risk_on,event_regime_bucket_fallback,215,215,58,125,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,215,0,pass
path_regime_source_distribution,pit_filtered_profiling_scope,train,transition,episode_regime_bucket,252,252,50,129,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
path_regime_source_distribution,pit_filtered_profiling_scope,validation,risk_off,episode_regime_bucket,139,139,40,63,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
path_regime_source_distribution,pit_filtered_profiling_scope,validation,risk_off,event_regime_bucket_fallback,3,3,3,3,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,3,0,pass
path_regime_source_distribution,pit_filtered_profiling_scope,validation,risk_on,episode_regime_bucket,6,6,3,4,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
path_regime_source_distribution,pit_filtered_profiling_scope,validation,risk_on,event_regime_bucket_fallback,47,47,13,29,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,47,0,pass
path_regime_source_distribution,pit_filtered_profiling_scope,validation,transition,episode_regime_bucket,39,39,13,28,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,pit_largecap_akshare_qlib_v0,0,0,pass
path_regime_source_distribution,raw_09a_winner_candidate,all,risk_off,episode_regime_bucket,2882,2882,425,611,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,0,0,pass
path_regime_source_distribution,raw_09a_winner_candidate,all,risk_off,event_regime_bucket_fallback,25,25,24,23,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,25,0,pass
path_regime_source_distribution,raw_09a_winner_candidate,all,risk_on,episode_regime_bucket,1069,1069,185,393,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,0,0,pass
path_regime_source_distribution,raw_09a_winner_candidate,all,risk_on,event_regime_bucket_fallback,2193,2193,454,604,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,2193,0,pass
path_regime_source_distribution,raw_09a_winner_candidate,all,transition,episode_regime_bucket,1018,1018,169,398,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,0,0,pass
path_regime_source_distribution,raw_09a_winner_candidate,robustness,risk_off,episode_regime_bucket,1177,1177,157,198,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,0,0,pass
path_regime_source_distribution,raw_09a_winner_candidate,robustness,risk_off,event_regime_bucket_fallback,2,2,2,2,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,2,0,pass
path_regime_source_distribution,raw_09a_winner_candidate,robustness,risk_on,episode_regime_bucket,543,543,99,169,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,0,0,pass
path_regime_source_distribution,raw_09a_winner_candidate,robustness,risk_on,event_regime_bucket_fallback,839,839,199,202,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,839,0,pass
path_regime_source_distribution,raw_09a_winner_candidate,robustness,transition,episode_regime_bucket,163,163,29,93,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,0,0,pass
path_regime_source_distribution,raw_09a_winner_candidate,train,risk_off,episode_regime_bucket,1425,1425,268,311,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,0,0,pass
path_regime_source_distribution,raw_09a_winner_candidate,train,risk_off,event_regime_bucket_fallback,17,17,16,15,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,17,0,pass
path_regime_source_distribution,raw_09a_winner_candidate,train,risk_on,episode_regime_bucket,506,506,90,210,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,0,0,pass
path_regime_source_distribution,raw_09a_winner_candidate,train,risk_on,event_regime_bucket_fallback,1226,1226,281,339,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,1226,0,pass
path_regime_source_distribution,raw_09a_winner_candidate,train,transition,episode_regime_bucket,808,808,133,270,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,0,0,pass
path_regime_source_distribution,raw_09a_winner_candidate,validation,risk_off,episode_regime_bucket,280,280,77,102,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,0,0,pass
path_regime_source_distribution,raw_09a_winner_candidate,validation,risk_off,event_regime_bucket_fallback,6,6,6,6,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,6,0,pass
path_regime_source_distribution,raw_09a_winner_candidate,validation,risk_on,episode_regime_bucket,20,20,9,14,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,0,0,pass
path_regime_source_distribution,raw_09a_winner_candidate,validation,risk_on,event_regime_bucket_fallback,128,128,35,64,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,128,0,pass
path_regime_source_distribution,raw_09a_winner_candidate,validation,transition,episode_regime_bucket,47,47,21,35,470682,470682,0,0,3075,4112,0.5721441491582023,pre_pit_candidate,pit_largecap_main_chinext,usable_trade_date,,0,0,pass
pit_universe_schema,pit_executable_universe,all,all,all,0,0,0,0,470682,470682,0,0,3075,4112,0.5721441491582023,,pit_largecap_main_chinext,usable_trade_date,,0,0,pass
profiling_scope,non_pit_winner_candidate,all,all,all,4112,4112,578,798,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,1527,0,excluded_non_pit
profiling_scope,non_pit_winner_candidate,all,risk_off,all,1514,1514,315,463,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,19,0,excluded_non_pit
profiling_scope,non_pit_winner_candidate,all,risk_on,all,1994,1994,387,586,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,1508,0,excluded_non_pit
profiling_scope,non_pit_winner_candidate,all,transition,all,604,604,105,261,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,0,0,excluded_non_pit
profiling_scope,non_pit_winner_candidate,robustness,all,all,963,963,198,227,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,418,0,excluded_non_pit
profiling_scope,non_pit_winner_candidate,robustness,risk_off,all,368,368,82,129,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,2,0,excluded_non_pit
profiling_scope,non_pit_winner_candidate,robustness,risk_on,all,555,555,130,189,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,416,0,excluded_non_pit
profiling_scope,non_pit_winner_candidate,robustness,transition,all,40,40,6,29,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,0,0,excluded_non_pit
profiling_scope,non_pit_winner_candidate,train,all,all,2902,2902,431,468,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,1025,0,excluded_non_pit
profiling_scope,non_pit_winner_candidate,train,risk_off,all,1002,1002,224,264,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,14,0,excluded_non_pit
profiling_scope,non_pit_winner_candidate,train,risk_on,all,1344,1344,265,345,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,1011,0,excluded_non_pit
profiling_scope,non_pit_winner_candidate,train,transition,all,556,556,95,225,470682,470682,0,0,3075,4112,0.5721441491582023,not_in_pit_executable_universe_on_trade_open_date,pit_largecap_main_chinext,usable_trade_date,,0,0,excluded_non_pit
