canonical_unit_id,horizon,split,decomposition_axis,decomposition_value,complete_event_count,mean_net_return,median_net_return,p10_net_return,loss_rate,relative_comparable_event_share,mean_matched_delta_return,median_matched_delta_return,p10_matched_delta_return,matched_loss_rate_delta,event_share,net_return_contribution_share,matched_delta_contribution_share
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,robustness,industry_id,sw_801010,2,-0.025071112512979388,-0.025071112512979388,-0.07940710092759157,0.5,1.0,-0.005910015738937735,-0.005910015738937735,-0.027774975438177828,0.0,0.022727272727272728,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,robustness,industry_id,sw_801030,3,0.014050908816956994,-0.012433090131231284,-0.028724360594364073,0.6666666666666666,1.0,0.03393148487617922,0.00937679514711287,-0.010990169400187398,-0.33333333333333337,0.03409090909090909,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,robustness,industry_id,sw_801050,5,0.015960233572150862,0.021403320744851184,-0.028675549988909508,0.2,1.0,0.0249853915602223,0.01879049687891632,-0.03449025050954415,-0.39999999999999997,0.056818181818181816,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,robustness,industry_id,sw_801080,1,-0.02229302673728306,-0.02229302673728306,-0.02229302673728306,1.0,1.0,-0.02648464328737099,-0.02648464328737099,-0.02648464328737099,1.0,0.011363636363636364,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,robustness,industry_id,sw_801110,6,-0.012050617669338645,-0.0030448044239854144,-0.06713694409491272,0.5,1.0,-0.006188232013895771,0.013269385906403086,-0.06763682217361183,-0.16666666666666663,0.06818181818181818,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,robustness,industry_id,sw_801120,3,0.0025968256580623703,0.0038380253628307326,-0.028044802280975344,0.3333333333333333,1.0,-0.02437842483443094,-0.04500508275474968,-0.04812884661824799,0.3333333333333333,0.03409090909090909,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,robustness,industry_id,sw_801150,2,0.006408886098481226,0.006408886098481226,-0.05104413754296502,0.5,1.0,0.02947026030085187,0.02947026030085187,-0.02670878558409413,-0.5,0.022727272727272728,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,robustness,industry_id,sw_801160,2,0.014741514134602396,0.014741514134602396,-0.0009909654692516479,0.5,1.0,0.042529040272729246,0.042529040272729246,0.020235085421730505,-0.5,0.022727272727272728,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,robustness,industry_id,sw_801170,5,-0.026343241831531673,-0.012432366168277476,-0.08024059034390267,0.6,0.8,-0.01664898348176802,-0.016775929956763136,-0.0403520407581438,0.25,0.056818181818181816,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,robustness,industry_id,sw_801180,1,0.2674170131811804,0.2674170131811804,0.2674170131811804,0.0,1.0,0.10750694526526394,0.10750694526526394,0.10750694526526394,0.0,0.011363636363636364,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,robustness,industry_id,sw_801710,1,-0.020198603243021807,-0.020198603243021807,-0.020198603243021807,1.0,1.0,-0.033854194067804655,-0.033854194067804655,-0.033854194067804655,1.0,0.011363636363636364,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,robustness,industry_id,sw_801720,3,-0.04997841657108829,-0.04809807096120933,-0.08329859054384725,1.0,1.0,-0.02170228508270548,-0.01737930904278917,-0.04053381295550471,0.33333333333333337,0.03409090909090909,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,robustness,industry_id,sw_801730,2,0.007319567606400845,0.007319567606400845,0.0005956076261551147,0.5,1.0,-0.01194978098143995,-0.01194978098143995,-0.023418363445535207,0.5,0.022727272727272728,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,robustness,industry_id,sw_801740,2,0.025895587705496048,0.025895587705496048,0.010917595417672388,0.0,1.0,0.044127722341987585,0.044127722341987585,0.02551665074887275,-1.0,0.022727272727272728,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,robustness,industry_id,sw_801750,4,0.006305742857967256,0.007397348631773104,-0.05292828163216076,0.5,1.0,0.003529687202990739,-0.004265565320249687,-0.05756817929065041,0.25,0.045454545454545456,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,robustness,industry_id,sw_801770,3,0.016478026292422048,-0.032649041784603594,-0.0646477351937355,0.6666666666666666,1.0,0.029954216760097574,0.03287565551916838,0.0220948447432457,0.0,0.03409090909090909,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,robustness,industry_id,sw_801780,25,-0.021572236146637905,-0.010967098703888234,-0.0909915786751816,0.6,1.0,-0.004485602381499221,-0.0074400087504656875,-0.05875378643966309,-0.20000000000000007,0.2840909090909091,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,robustness,industry_id,sw_801790,10,0.021912585905357274,0.01865609006957558,-0.00977024935583639,0.2,1.0,0.018290642936318192,0.024141890199858795,-0.019285106129441697,-0.2,0.11363636363636363,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,robustness,industry_id,sw_801880,4,0.015568661083626423,0.04007851414907915,-0.07447521426783471,0.5,1.0,-0.005448589986962404,0.007918772500805749,-0.05783451598189031,0.0,0.045454545454545456,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,robustness,industry_id,sw_801960,4,-0.03109567892207668,-0.0271051497273207,-0.04749190068086882,1.0,1.0,-0.02519398252881036,-0.03029225688903936,-0.05749374950519105,0.75,0.045454545454545456,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,train,industry_id,sw_801010,1,0.03768131793921481,0.03768131793921481,0.03768131793921481,0.0,1.0,0.08079282851403247,0.08079282851403247,0.08079282851403247,-1.0,0.014084507042253521,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,train,industry_id,sw_801030,6,0.001590915409150832,-0.019561719297246705,-0.03189604262842005,0.6666666666666666,1.0,0.026380561599431546,0.0276777753697508,0.004591769390924205,-0.16666666666666674,0.08450704225352113,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,train,industry_id,sw_801040,1,-0.013067004288712547,-0.013067004288712547,-0.013067004288712547,1.0,1.0,-0.037394895236173675,-0.037394895236173675,-0.037394895236173675,1.0,0.014084507042253521,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,train,industry_id,sw_801050,3,0.010860179970229847,-0.01713378125627185,-0.038399981606690205,0.6666666666666666,1.0,-0.005386595194970385,-0.02181731581723867,-0.039048031462895,0.3333333333333333,0.04225352112676056,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,train,industry_id,sw_801080,2,0.03831868930194815,0.03831868930194815,-0.022875015761646744,0.5,1.0,0.059221429139713844,0.059221429139713844,-0.02955691958585691,0.0,0.028169014084507043,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,train,industry_id,sw_801120,4,0.06559797243368048,0.060156058768869425,0.01337404872396495,0.0,1.0,0.020477931547576378,0.018382755924152727,-0.01234165864284331,-0.25,0.056338028169014086,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,train,industry_id,sw_801150,2,-0.025000588985012062,-0.025000588985012062,-0.045855348088697546,0.5,1.0,-0.0033568721430759507,-0.0033568721430759507,-0.02108886791105663,-0.5,0.028169014084507043,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,train,industry_id,sw_801170,4,0.03754129643602272,0.016921581242079764,-0.02911054538884714,0.25,1.0,0.018748300020154318,0.01035288256391409,-0.016565228311601496,-0.25,0.056338028169014086,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,train,industry_id,sw_801180,5,-0.005516053153221545,-0.02768674469219068,-0.04492850013726597,0.6,1.0,0.018581891642863814,-0.0019805112354598364,-0.02937769459585706,-0.20000000000000007,0.07042253521126761,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,train,industry_id,sw_801720,3,-0.004264823054191662,0.006308568973949269,-0.02863301541484522,0.3333333333333333,1.0,-0.018517523741888198,-0.005543230415251621,-0.05954601856120902,-0.3333333333333333,0.04225352112676056,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,train,industry_id,sw_801730,2,-0.021723244079510762,-0.021723244079510762,-0.021727923314713092,1.0,1.0,-0.021791755427728488,-0.021791755427728488,-0.033265371742276485,0.5,0.028169014084507043,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,train,industry_id,sw_801740,1,0.01806447740072148,0.01806447740072148,0.01806447740072148,0.0,1.0,0.022145915230603386,0.022145915230603386,0.022145915230603386,-1.0,0.014084507042253521,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,train,industry_id,sw_801770,1,-0.07535726298791956,-0.07535726298791956,-0.07535726298791956,1.0,1.0,-0.049168999318309536,-0.049168999318309536,-0.049168999318309536,0.0,0.014084507042253521,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,train,industry_id,sw_801780,14,-0.007319244227191902,-0.014469078493135168,-0.047624830156225664,0.7857142857142857,1.0,-0.00670565223173578,-0.01004111636378352,-0.05525657288380501,0.2142857142857143,0.19718309859154928,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,train,industry_id,sw_801790,9,-0.01592080545370045,-0.02370825106466601,-0.05390623532742023,0.7777777777777778,1.0,0.0012370666502820532,0.0007543847526746417,-0.016356177480447886,0.11111111111111116,0.1267605633802817,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,train,industry_id,sw_801880,5,-0.027265681266135423,-0.03546476758658068,-0.08433578449474999,0.8,1.0,-0.007494003637975899,0.007295231883161946,-0.051293767596593765,0.20000000000000007,0.07042253521126761,1.0,1.0
