canonical_unit_id,horizon,split,relative_comparable_event_share,blocked_insufficient_comparator_count,fallback_comparator_share,mean_matched_delta_return,median_matched_delta_return,p10_matched_delta_return,matched_loss_rate_delta,weak_comparator_quality,relative_positive
r01_launch_breakout_money_surge_natural_exit_v0,H5,train,1.0,0,0.3007299270072993,0.003214487859262156,-0.004555666347253573,-0.0734473423149489,-0.024087591240876005,True,False
r01_launch_breakout_money_surge_natural_exit_v0,H5,validation,1.0,0,0.0,0.003510398169273628,-0.001303235609685427,-0.05194957942383367,-0.12956810631229243,False,False
r01_launch_breakout_money_surge_natural_exit_v0,H5,robustness,0.9762979683972912,21,0.023702031602708805,0.0003751433302849111,-0.007346607697743757,-0.05984968937640895,-0.02196531791907519,False,False
r01_launch_breakout_money_surge_natural_exit_v0,H10,train,0.9992570579494799,1,0.3224368499257058,0.0074193529256654294,-0.0049782335572102765,-0.09981302410960058,0.03271375464684012,True,False
r01_launch_breakout_money_surge_natural_exit_v0,H10,validation,1.0,0,0.0,0.00742127685018369,0.0008344171383304344,-0.06906061643967346,-0.09121621621621623,False,False
r01_launch_breakout_money_surge_natural_exit_v0,H10,robustness,0.9755529685681025,21,0.024447031431897557,-0.0007798403423841358,-0.009413996981454953,-0.08014944984890353,0.039379474940334225,False,False
r01_launch_breakout_money_surge_natural_exit_v0,H20,train,1.0,0,0.36049192928516527,0.003897475597050034,-0.01368082159068118,-0.12948455223630506,0.02690238278247492,True,False
r01_launch_breakout_money_surge_natural_exit_v0,H20,validation,1.0,0,0.0,0.004366925837623879,-0.006775550430959787,-0.0992608018333303,-0.099827882960413,False,False
r01_launch_breakout_money_surge_natural_exit_v0,H20,robustness,0.9750889679715302,21,0.02491103202846975,0.002992223880239241,-0.01383187690024662,-0.10669359694641743,0.06326034063260344,False,False
r01_launch_breakout_money_surge_fast_fail_v0,H5,train,1.0,0,0.29737609329446063,0.003220604267602793,-0.0062781839201951906,-0.06978641023823005,-0.03498542274052474,False,False
r01_launch_breakout_money_surge_fast_fail_v0,H5,validation,1.0,0,0.0,0.0028050223190898256,-0.001710769944825774,-0.053068034374732016,-0.13101160862354888,False,False
r01_launch_breakout_money_surge_fast_fail_v0,H5,robustness,0.9762979683972912,21,0.023702031602708805,-0.0005460921455851077,-0.009211190771648559,-0.057571543444167525,-0.030057803468208077,False,False
r01_launch_breakout_money_surge_fast_fail_v0,H10,train,0.9992630803242447,1,0.3124539425202653,0.0060014397622915865,-0.013404037135481273,-0.08357623935516295,0.016961651917404064,True,False
r01_launch_breakout_money_surge_fast_fail_v0,H10,validation,1.0,0,0.0,0.005573122226544395,-0.00786173257012307,-0.06644887419015422,-0.09228187919463093,False,False
r01_launch_breakout_money_surge_fast_fail_v0,H10,robustness,0.9756944444444444,21,0.024305555555555556,-0.0020719956663181626,-0.013442689776547723,-0.07316724154385543,0.022538552787663146,False,False
r01_launch_breakout_money_surge_fast_fail_v0,H20,train,1.0,0,0.3416666666666667,0.0020831138629676233,-0.02939723453105536,-0.09598037247255581,0.018181818181818188,True,False
r01_launch_breakout_money_surge_fast_fail_v0,H20,validation,1.0,0,0.0,0.0034819628309210805,-0.020188483444140592,-0.0815927816189712,-0.0731292517006803,False,False
r01_launch_breakout_money_surge_fast_fail_v0,H20,robustness,0.9750889679715302,21,0.02491103202846975,0.002015316115054104,-0.021660976440863122,-0.08275144401024495,0.041362530413625254,False,False
r01_base_breakout_vcp_sparse_natural_exit_v0,H5,train,1.0,0,0.4647887323943662,0.0024528580237473904,0.0009162903748882734,-0.03595126994286546,0.028169014084507005,True,False
r01_base_breakout_vcp_sparse_natural_exit_v0,H5,validation,1.0,0,0.0,-0.001443681026092104,-0.0044180250478408345,-0.0398979299886965,0.04081632653061218,False,False
r01_base_breakout_vcp_sparse_natural_exit_v0,H5,robustness,0.9888888888888889,1,0.011111111111111112,0.005892533677777081,0.00442654297845424,-0.03467713020912959,0.022471910112359494,False,False
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,train,1.0,0,0.5352112676056338,0.0026668071097055634,0.000548179889665823,-0.051241522874823975,0.028169014084507116,True,False
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,validation,1.0,0,0.0,0.0015154851897094103,0.0047294264329984514,-0.050880747061365424,0.0,False,False
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,robustness,0.9886363636363636,1,0.011363636363636364,0.003225678112909535,0.00238594709867912,-0.058079118430893216,-0.05747126436781602,False,False
r01_base_breakout_vcp_sparse_natural_exit_v0,H20,train,1.0,0,0.5735294117647058,-0.003145334411444935,-0.009947374264690667,-0.09791576535127146,0.0735294117647059,True,False
r01_base_breakout_vcp_sparse_natural_exit_v0,H20,validation,1.0,0,0.0,0.007347518626452027,0.0062634206083398425,-0.07772200506459608,0.0,False,False
r01_base_breakout_vcp_sparse_natural_exit_v0,H20,robustness,0.9886363636363636,1,0.011363636363636364,0.011097004306335234,-0.0023427985523765127,-0.05890552126646507,0.103448275862069,False,False
