canonical_unit_id,horizon,split,decomposition_axis,decomposition_value,complete_event_count,mean_net_return,median_net_return,p10_net_return,loss_rate,relative_comparable_event_share,mean_matched_delta_return,median_matched_delta_return,p10_matched_delta_return,matched_loss_rate_delta,event_share,net_return_contribution_share,matched_delta_contribution_share
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,robustness,market_state,mixed,22,-0.001144753991173142,-0.00691335007747601,-0.05552080526073015,0.5454545454545454,1.0,-0.0025919348169667496,-0.007390564117796317,-0.06301975125808865,0.045454545454545414,0.25,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,robustness,market_state,risk_off,20,-0.00965884375334355,-0.006263523911479829,-0.10263827098846821,0.5,1.0,0.006859842102792013,0.02513164019139197,-0.06321845439727337,-0.30000000000000004,0.22727272727272727,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,robustness,market_state,risk_on,46,-0.0006514375461005572,-0.002543724343480269,-0.07089645482079687,0.5217391304347826,0.9782608695652174,0.004454660438679061,0.00041481333587756186,-0.046376534398865445,0.0,0.5227272727272727,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,train,market_state,mixed,11,-0.02086847436308905,-0.021729093123513676,-0.053531481536830405,0.7272727272727273,1.0,0.002302417532123861,0.011685776553755689,-0.016636672895751548,-0.18181818181818177,0.15492957746478872,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,train,market_state,risk_off,16,0.0008959318476947711,-0.009610771700067355,-0.0427753743525901,0.5625,1.0,-0.004364222495282559,-0.013349475490971374,-0.049276376124921084,0.1875,0.22535211267605634,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,train,market_state,risk_on,42,0.003189905534642593,-0.013515550650161967,-0.04977947828091157,0.6428571428571429,1.0,0.0060185596679027545,-0.0007161656728970067,-0.05170921583163533,0.04761904761904767,0.5915492957746479,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,train,market_state,unknown,2,-0.02735588089508123,-0.02735588089508123,-0.04979537657083986,0.5,1.0,-0.009467617095831105,-0.009467617095831105,-0.025934078419525598,-0.5,0.028169014084507043,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,validation,market_state,mixed,9,-0.006024763489435234,-0.007757258627988706,-0.07558773740556572,0.6666666666666666,1.0,-0.00878702475015003,-0.020981143407697633,-0.07073924407549403,0.2222222222222222,0.1836734693877551,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,validation,market_state,risk_off,18,-0.02382299252541263,-0.023410432088542932,-0.061501780790041656,0.7777777777777778,1.0,0.008362579719383442,0.014041423733526459,-0.039392814650230645,-0.16666666666666663,0.3673469387755102,1.0,1.0
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,validation,market_state,risk_on,22,-0.0021757521488612068,-0.017349100760673475,-0.05791278155303177,0.5454545454545454,1.0,0.0001279800953731561,0.00015187388276916014,-0.04896443600614992,0.045454545454545414,0.4489795918367347,1.0,1.0
