canonical_unit_id,unit_role,horizon,split,signal_event_count,entry_executable_count,complete_event_count,blocked_event_count,complete_event_share,mean_gross_return,mean_net_return,median_net_return,p10_net_return,p25_net_return,p75_net_return,p90_net_return,loss_rate,relative_comparable_event_share,blocked_insufficient_comparator_count,fallback_comparator_share,mean_matched_delta_return,median_matched_delta_return,p10_matched_delta_return,matched_loss_rate_delta,matched_comparator_count_mean,matched_comparator_scope_same_industry_same_liquidity_share,matched_comparator_scope_same_industry_only_share,matched_comparator_scope_same_liquidity_only_share,matched_comparator_scope_same_day_pit_universe_share,same_day_universe_delta_mean,industry_only_delta_mean,liquidity_only_delta_mean,SH000300_delta_mean,top1_instrument_event_share,top5_instrument_event_share,top1_industry_event_share,top5_industry_event_share,top1_entry_date_event_share,year_count,min_year_complete_event_count,sample_status,sample_gate_pass,concentration_gate_pass,absolute_positive,relative_positive,weak_comparator_quality,horizon_pass,strongly_negative,adjacent_horizon_shape_status,robustness_confirmed
r01_launch_breakout_money_surge_fast_fail_v0,secondary loss-control variant,H5,robustness,944,922,886,58,0.9385593220338984,-0.000880175322392529,-0.01183762105664336,-0.01942219667466738,-0.0871801445352911,-0.0600142505687489,0.01408423227092187,0.06666724790955314,0.6557562076749436,0.9762979683972912,21,0.023702031602708805,-0.0005460921455851077,-0.009211190771648559,-0.057571543444167525,-0.030057803468208077,44.159142212189614,0.0,0.0,0.9762979683972912,0.023702031602708805,-0.0008226173312017067,-0.0010599379042947937,-0.0005949063957829341,,0.009029345372460496,0.040632054176072234,0.11173814898419865,0.40857787810383744,0.0981941309255079,2,441,sample_pass,False,False,False,False,False,False,False,adjacent_horizon_clean,False
r01_launch_breakout_money_surge_fast_fail_v0,secondary loss-control variant,H10,train,1446,1421,1357,89,0.9384508990318119,0.014956152771496534,0.0038250284639328677,-0.01717511907405711,-0.09447760701377732,-0.07340545830337708,0.048415822243900175,0.13484786860147474,0.5733235077376566,0.9992630803242447,1,0.3124539425202653,0.0060014397622915865,-0.013404037135481273,-0.08357623935516295,0.016961651917404064,71.43109801031687,0.0,0.0,0.6875460574797347,0.3124539425202653,0.006171869812669962,0.00650769211796938,0.005771280101803729,,0.008106116433308769,0.0397936624907885,0.10906411201179071,0.39793662490788506,0.04863669859985262,5,58,sample_pass,False,False,False,False,True,False,False,not_applicable,False
r01_launch_breakout_money_surge_fast_fail_v0,secondary loss-control variant,H10,validation,636,624,596,40,0.9371069182389937,0.0011619030637429308,-0.009817938345729726,-0.02234957613643901,-0.08665038462619945,-0.0677055813699958,0.026227960212190704,0.0832395268279067,0.62248322147651,1.0,0,0.0,0.005573122226544395,-0.00786173257012307,-0.06644887419015422,-0.09228187919463093,44.00335570469799,0.0,0.0,1.0,0.0,0.005842490893549107,0.004026532546777381,0.005573122226544395,,0.008389261744966443,0.04194630872483222,0.12919463087248323,0.37080536912751677,0.031879194630872486,2,262,sample_pass,False,True,False,False,False,False,False,not_applicable,False
r01_launch_breakout_money_surge_fast_fail_v0,secondary loss-control variant,H10,robustness,944,922,864,80,0.9152542372881356,-0.002713525443378021,-0.01365086464589321,-0.02750550549160924,-0.09137201661987172,-0.07482317593312768,0.022861951787517043,0.0884390799189943,0.6574074074074074,0.9756944444444444,21,0.024305555555555556,-0.0020719956663181626,-0.013442689776547723,-0.07316724154385543,0.022538552787663146,43.86226851851852,0.0,0.0,0.9756944444444444,0.024305555555555556,-0.0032890327556947896,-0.0020393519695483236,-0.002084964939165246,,0.009259259259259259,0.04050925925925926,0.11226851851851852,0.4097222222222222,0.10069444444444445,2,427,sample_pass,False,False,False,False,False,False,False,not_applicable,False
r01_launch_breakout_money_surge_fast_fail_v0,secondary loss-control variant,H20,train,1446,1421,1320,126,0.9128630705394191,0.011101920637875623,1.3066074549079161e-05,-0.044119108973906196,-0.10508482033168727,-0.08085932863037623,0.05593210574000884,0.15385769947624217,0.6295454545454545,1.0,0,0.3416666666666667,0.0020831138629676233,-0.02939723453105536,-0.09598037247255581,0.018181818181818188,73.93712121212121,0.0,0.0,0.6583333333333333,0.3416666666666667,0.002564775297489048,0.005499403697808854,0.0018586653436523562,,0.008333333333333333,0.04090909090909091,0.11136363636363636,0.4,0.05,5,58,sample_pass,False,False,False,False,True,False,False,adjacent_horizon_clean,False
r01_launch_breakout_money_surge_fast_fail_v0,secondary loss-control variant,H20,validation,636,624,588,48,0.9245283018867925,-0.0057507664370497645,-0.016654795917799864,-0.05026981479183712,-0.09128794111751476,-0.07878510594950766,0.02104718178911341,0.0919478578238029,0.6836734693877551,1.0,0,0.0,0.0034819628309210805,-0.020188483444140592,-0.0815927816189712,-0.0731292517006803,43.564625850340136,0.0,0.0,1.0,0.0,0.0037538554143223784,0.0033318603520135744,0.0034819628309210805,,0.008503401360544218,0.04251700680272109,0.13095238095238096,0.3741496598639456,0.03231292517006803,2,260,sample_pass,False,True,False,False,False,False,False,adjacent_horizon_clean,False
r01_launch_breakout_money_surge_fast_fail_v0,secondary loss-control variant,H20,robustness,944,922,843,101,0.8930084745762712,0.00905787061371533,-0.0020085666512405643,-0.03908954290207545,-0.09460721607260177,-0.07949129918021308,0.04344252560325734,0.14199217498729835,0.6215895610913404,0.9750889679715302,21,0.02491103202846975,0.002015316115054104,-0.021660976440863122,-0.08275144401024495,0.041362530413625254,43.60260972716489,0.0,0.0,0.9750889679715302,0.02491103202846975,0.0010040470861672273,0.0011685291453439285,0.0019002046095396344,,0.009489916963226572,0.04033214709371293,0.11150652431791222,0.4092526690391459,0.10320284697508897,2,407,sample_pass,False,False,False,False,False,False,False,adjacent_horizon_clean,False
r01_base_breakout_vcp_sparse_natural_exit_v0,backup sparse event-source probe,H5,train,71,71,71,0,1.0,0.005117580790941764,-0.005905642926605856,-0.013117116960851494,-0.04606945396513373,-0.030438342815554076,0.019222493662508167,0.043767951049404896,0.676056338028169,1.0,0,0.4647887323943662,0.0024528580237473904,0.0009162903748882734,-0.03595126994286546,0.028169014084507005,84.21126760563381,0.0,0.0,0.5352112676056338,0.4647887323943662,0.0025027651738354522,0.0017857057729583894,0.002718702160922399,,0.056338028169014086,0.23943661971830985,0.19718309859154928,0.5633802816901409,0.04225352112676056,5,4,blocked_insufficient_sample,False,False,False,False,True,False,False,adjacent_horizon_not_evaluable,False
r01_base_breakout_vcp_sparse_natural_exit_v0,backup sparse event-source probe,H5,validation,50,50,49,1,0.98,-0.0036169732872661105,-0.014544404288103576,-0.018434641611720926,-0.05435185986149528,-0.033855202428978215,-0.0008749360627497982,0.03263518359693129,0.7551020408163265,1.0,0,0.0,-0.001443681026092104,-0.0044180250478408345,-0.0398979299886965,0.04081632653061218,43.59183673469388,0.0,0.0,1.0,0.0,7.427345831543888e-05,-0.005635828611798015,-0.001443681026092104,,0.04081632653061224,0.20408163265306123,0.2857142857142857,0.6530612244897959,0.061224489795918366,2,23,blocked_insufficient_sample,False,False,False,False,False,False,False,adjacent_horizon_not_evaluable,False
r01_base_breakout_vcp_sparse_natural_exit_v0,backup sparse event-source probe,H5,robustness,91,91,90,1,0.989010989010989,0.011089317139624737,6.008001075147935e-07,-0.007545031357551413,-0.04671801612810151,-0.026545062855883816,0.0071221328248658455,0.03792727582184113,0.6777777777777778,0.9888888888888889,1,0.011111111111111112,0.005892533677777081,0.00442654297845424,-0.03467713020912959,0.022471910112359494,42.93333333333333,0.0,0.0,0.9888888888888889,0.011111111111111112,0.005640117902085739,0.008125562586726332,0.0054341382922997615,,0.03333333333333333,0.14444444444444443,0.2777777777777778,0.5888888888888889,0.05555555555555555,2,45,blocked_insufficient_sample,False,False,False,False,False,False,False,adjacent_horizon_not_evaluable,False
r01_base_breakout_vcp_sparse_natural_exit_v0,backup sparse event-source probe,H10,train,71,71,71,0,1.0,0.009152630908119297,-0.0019148456023385459,-0.01394611068571927,-0.05340081347766623,-0.03477836532971568,0.018850397240951278,0.06212881183883656,0.6338028169014085,1.0,0,0.5352112676056338,0.0026668071097055634,0.000548179889665823,-0.051241522874823975,0.028169014084507116,91.67605633802818,0.0,0.0,0.4647887323943662,0.5352112676056338,0.0028866859142607,0.00047778588437063124,0.0029246767805289897,,0.056338028169014086,0.23943661971830985,0.19718309859154928,0.5633802816901409,0.04225352112676056,5,4,blocked_insufficient_sample,False,False,False,False,True,False,False,not_applicable,False
r01_base_breakout_vcp_sparse_natural_exit_v0,backup sparse event-source probe,H10,validation,50,50,49,1,0.98,0.00013380525860540624,-0.010834760900761041,-0.021188604279132384,-0.07085663104990966,-0.04393483151326283,0.022559475322229572,0.05898145401024241,0.6530612244897959,1.0,0,0.0,0.0015154851897094103,0.0047294264329984514,-0.050880747061365424,0.0,42.97959183673469,0.0,0.0,1.0,0.0,0.0041803083377383735,-0.005317275985945494,0.0015154851897094103,,0.04081632653061224,0.20408163265306123,0.2857142857142857,0.6530612244897959,0.061224489795918366,2,23,blocked_insufficient_sample,False,False,False,False,False,False,False,not_applicable,False
r01_base_breakout_vcp_sparse_natural_exit_v0,backup sparse event-source probe,H10,robustness,91,91,88,3,0.967032967032967,0.008235513966696143,-0.0028219044317421105,-0.004238298346732616,-0.07533688625634435,-0.033421267409330435,0.023205219421554457,0.06680747438477212,0.5227272727272727,0.9886363636363636,1,0.011363636363636364,0.003225678112909535,0.00238594709867912,-0.058079118430893216,-0.05747126436781602,42.36363636363637,0.0,0.0,0.9886363636363636,0.011363636363636364,0.00215689112793256,0.0037728651114630105,0.003053468926662238,,0.03409090909090909,0.14772727272727273,0.2840909090909091,0.5795454545454546,0.056818181818181816,2,43,blocked_insufficient_sample,False,False,False,False,False,False,False,not_applicable,False
r01_base_breakout_vcp_sparse_natural_exit_v0,backup sparse event-source probe,H20,train,71,71,68,3,0.9577464788732394,0.022159335279644775,0.01094921295853212,-0.002066722923817599,-0.09117789960497662,-0.03333828209530065,0.05896188721216433,0.12251505793821978,0.5294117647058824,1.0,0,0.5735294117647058,-0.003145334411444935,-0.009947374264690667,-0.09791576535127146,0.0735294117647059,94.07352941176471,0.0,0.0,0.4264705882352941,0.5735294117647058,-0.0021184696993885735,-0.00022608273388444503,-0.00237716554407869,,0.058823529411764705,0.25,0.19117647058823528,0.5588235294117647,0.04411764705882353,5,4,blocked_insufficient_sample,False,False,False,False,True,False,False,adjacent_horizon_not_evaluable,False
r01_base_breakout_vcp_sparse_natural_exit_v0,backup sparse event-source probe,H20,validation,50,50,47,3,0.94,0.0044534364920101105,-0.0065625034894574875,-0.02322782507041965,-0.08684962473001151,-0.04676663196434777,0.045822899767370195,0.08530533329513486,0.6170212765957447,1.0,0,0.0,0.007347518626452027,0.0062634206083398425,-0.07772200506459608,0.0,42.87234042553192,0.0,0.0,1.0,0.0,0.010182522013119779,0.006628818533789663,0.007347518626452027,,0.0425531914893617,0.2127659574468085,0.2765957446808511,0.6595744680851063,0.06382978723404255,2,23,blocked_insufficient_sample,False,False,False,False,False,False,False,adjacent_horizon_not_evaluable,False
r01_base_breakout_vcp_sparse_natural_exit_v0,backup sparse event-source probe,H20,robustness,91,91,88,3,0.967032967032967,0.026911214162373853,0.015648977516525386,-0.001971645237679953,-0.07240365152428019,-0.028848205227277518,0.05326179780797702,0.12434102398210772,0.5227272727272727,0.9886363636363636,1,0.011363636363636364,0.011097004306335234,-0.0023427985523765127,-0.05890552126646507,0.103448275862069,42.18181818181818,0.0,0.0,0.9886363636363636,0.011363636363636364,0.011944573855831335,0.013475480235079862,0.010865610158070376,,0.03409090909090909,0.14772727272727273,0.2840909090909091,0.5795454545454546,0.056818181818181816,2,43,blocked_insufficient_sample,False,False,False,False,False,False,False,adjacent_horizon_not_evaluable,False
