canonical_unit_id,horizon,split,mean_net_return,median_net_return,p10_net_return,loss_rate,absolute_positive
r01_launch_breakout_money_surge_natural_exit_v0,H5,train,0.001255019284830001,-0.007188278249071478,-0.08356273308078906,0.545985401459854,False
r01_launch_breakout_money_surge_natural_exit_v0,H5,validation,-0.010702164832331783,-0.015922348934701624,-0.06913003636544415,0.632890365448505,False
r01_launch_breakout_money_surge_natural_exit_v0,H5,robustness,-0.01240725326583735,-0.018326500378134825,-0.09211833733551905,0.6523702031602708,False
r01_launch_breakout_money_surge_natural_exit_v0,H10,train,0.0066498524943560035,-0.009580282209029789,-0.10949671954748036,0.5430906389301634,False
r01_launch_breakout_money_surge_natural_exit_v0,H10,validation,-0.0082684532081926,-0.01520976586373085,-0.08793964269231012,0.6047297297297297,False
r01_launch_breakout_money_surge_natural_exit_v0,H10,robustness,-0.01045928533955117,-0.021915791812657792,-0.10231116957701153,0.6367869615832363,False
r01_launch_breakout_money_surge_natural_exit_v0,H20,train,0.0047647860936256056,-0.017207047816047982,-0.14386036687328208,0.5603382013835511,False
r01_launch_breakout_money_surge_natural_exit_v0,H20,validation,-0.01777039389078824,-0.029237422793397694,-0.13600002950268464,0.6402753872633391,False
r01_launch_breakout_money_surge_natural_exit_v0,H20,robustness,0.0077134144950646005,-0.013351801607723868,-0.11364188051392188,0.5599051008303677,False
r01_launch_breakout_money_surge_fast_fail_v0,H5,train,0.0005802444744424606,-0.008733422304252225,-0.08161233190054035,0.5561224489795918,False
r01_launch_breakout_money_surge_fast_fail_v0,H5,validation,-0.011306788309587788,-0.016191803712935826,-0.07598100306868809,0.6351575456053068,False
r01_launch_breakout_money_surge_fast_fail_v0,H5,robustness,-0.01183762105664336,-0.01942219667466738,-0.0871801445352911,0.6557562076749436,False
r01_launch_breakout_money_surge_fast_fail_v0,H10,train,0.0038250284639328677,-0.01717511907405711,-0.09447760701377732,0.5733235077376566,False
r01_launch_breakout_money_surge_fast_fail_v0,H10,validation,-0.009817938345729726,-0.02234957613643901,-0.08665038462619945,0.62248322147651,False
r01_launch_breakout_money_surge_fast_fail_v0,H10,robustness,-0.01365086464589321,-0.02750550549160924,-0.09137201661987172,0.6574074074074074,False
r01_launch_breakout_money_surge_fast_fail_v0,H20,train,1.3066074549079161e-05,-0.044119108973906196,-0.10508482033168727,0.6295454545454545,False
r01_launch_breakout_money_surge_fast_fail_v0,H20,validation,-0.016654795917799864,-0.05026981479183712,-0.09128794111751476,0.6836734693877551,False
r01_launch_breakout_money_surge_fast_fail_v0,H20,robustness,-0.0020085666512405643,-0.03908954290207545,-0.09460721607260177,0.6215895610913404,False
r01_base_breakout_vcp_sparse_natural_exit_v0,H5,train,-0.005905642926605856,-0.013117116960851494,-0.04606945396513373,0.676056338028169,False
r01_base_breakout_vcp_sparse_natural_exit_v0,H5,validation,-0.014544404288103576,-0.018434641611720926,-0.05435185986149528,0.7551020408163265,False
r01_base_breakout_vcp_sparse_natural_exit_v0,H5,robustness,6.008001075147935e-07,-0.007545031357551413,-0.04671801612810151,0.6777777777777778,False
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,train,-0.0019148456023385459,-0.01394611068571927,-0.05340081347766623,0.6338028169014085,False
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,validation,-0.010834760900761041,-0.021188604279132384,-0.07085663104990966,0.6530612244897959,False
r01_base_breakout_vcp_sparse_natural_exit_v0,H10,robustness,-0.0028219044317421105,-0.004238298346732616,-0.07533688625634435,0.5227272727272727,False
r01_base_breakout_vcp_sparse_natural_exit_v0,H20,train,0.01094921295853212,-0.002066722923817599,-0.09117789960497662,0.5294117647058824,False
r01_base_breakout_vcp_sparse_natural_exit_v0,H20,validation,-0.0065625034894574875,-0.02322782507041965,-0.08684962473001151,0.6170212765957447,False
r01_base_breakout_vcp_sparse_natural_exit_v0,H20,robustness,0.015648977516525386,-0.001971645237679953,-0.07240365152428019,0.5227272727272727,False
