instrument_id,provider,endpoint,request_url,requested_start,requested_end,accessed_at_utc,http_status,payload_sha256,source_artifact,fetch_error,mixed_provider_bridge_sensitivity
SH600372,tencent_ifzq_qfq,https://web.ifzq.gtimg.cn/appstock/app/fqkline/get,https://web.ifzq.gtimg.cn/appstock/app/fqkline/get?param=sh600372%2Cday%2C2022-04-01%2C2022-06-30%2C640%2Cqfq,2022-04-01,2022-06-30,2026-07-14T03:10:32.259199Z,200,f4b0c3c9b5ce4f311a984332ccaa14827723c2eca58eb08c6a2188a9e37bf4ba,source/tencent_qfq_bridge_SH600372_2022-04-01_2022-06-30.json,,True
SH601298,tencent_ifzq_qfq,https://web.ifzq.gtimg.cn/appstock/app/fqkline/get,https://web.ifzq.gtimg.cn/appstock/app/fqkline/get?param=sh601298%2Cday%2C2023-05-01%2C2023-07-31%2C640%2Cqfq,2023-05-01,2023-07-31,2026-07-14T03:10:32.872085Z,200,cebbf6a617813f2a3a1309afa8a889c3a84c1c0bee10641363a3305218ece73d,source/tencent_qfq_bridge_SH601298_2023-05-01_2023-07-31.json,,True
SZ002049,tencent_ifzq_qfq,https://web.ifzq.gtimg.cn/appstock/app/fqkline/get,https://web.ifzq.gtimg.cn/appstock/app/fqkline/get?param=sz002049%2Cday%2C2025-11-01%2C2026-01-31%2C640%2Cqfq,2025-11-01,2026-01-31,2026-07-14T03:10:33.480067Z,200,83f62aa518afb5ee792b5e1d302719c02f420f6a10bce162a22de0729911bd93,source/tencent_qfq_bridge_SZ002049_2025-11-01_2026-01-31.json,,True
SZ002064,tencent_ifzq_qfq,https://web.ifzq.gtimg.cn/appstock/app/fqkline/get,https://web.ifzq.gtimg.cn/appstock/app/fqkline/get?param=sz002064%2Cday%2C2024-09-01%2C2024-11-30%2C640%2Cqfq,2024-09-01,2024-11-30,2026-07-14T03:10:34.098366Z,200,f5086384988bb9fabea24c1cfa4b3ba937d38ef59baac0bf6c40afb3e8687506,source/tencent_qfq_bridge_SZ002064_2024-09-01_2024-11-30.json,,True
