fetched_at_utc,snapshot_date,provider,board_type,board_name,board_code,role,source_api,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,18,快递,BK1489,5513.92,124.86,2.32,279246544000,1.19,4,0,申通快递,4.72
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,19,银行,BK1283,3970.72,89.78,2.31,14358853632000,0.3,42,0,青岛银行,5.31
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,20,银行Ⅱ,BK0475,3970.72,89.78,2.31,14358853632000,0.3,42,0,青岛银行,5.31
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,21,股份制银行Ⅲ,BK1610,2235.46,50.36,2.3,2724894976000,0.5,9,0,浙商银行,4.41
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,22,肉制品,BK1580,2372.92,52.51,2.26,110397494000,1.85,6,1,华统股份,4.04
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,23,集成电路制造,BK1329,4800.61,99.2,2.11,2475997664000,4.68,5,3,盛合晶微,8.79
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,24,卫浴电器,BK1452,1309.0,26.77,2.09,14517114000,2.04,3,0,万和电气,2.94
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,25,钛白粉,BK1421,1858.69,36.62,2.01,70013017000,2.82,4,2,金浦钛业,10.16
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,26,血液制品,BK1597,4103.69,76.08,1.89,80684014000,1.21,5,0,派林生物,4.41
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,27,教育出版,BK1290,1974.82,36.57,1.89,116363569000,0.73,9,1,南方传媒,5.48
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,28,零食,BK1583,1836.09,33.65,1.87,98642611000,1.94,10,0,万辰集团,6.15
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,29,摩托车,BK1521,3294.97,59.83,1.85,154836428000,1.22,6,3,涛涛车业,11.69
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,30,集成电路封测,BK1328,10915.86,197.73,1.84,535208240000,9.75,9,4,伟测科技,11.45
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,31,畜禽饲料,BK1508,1770.03,31.91,1.84,41202664000,3.03,7,1,唐人神,4.27
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,32,有机硅,BK1431,3899.82,67.22,1.75,129965775000,6.1,6,4,新亚强,10.01
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,33,高速公路,BK1483,2614.73,44.99,1.75,366394576000,0.51,18,3,四川成渝,6.14
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,34,油气开采Ⅲ,BK1574,3145.7,52.54,1.7,1404866864000,2.75,3,2,中国海油,2.09
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,35,油气开采Ⅱ,BK1276,3145.7,52.54,1.7,1404866864000,2.75,3,2,中国海油,2.09
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,36,个护小家电,BK1458,761.54,12.68,1.69,18790571000,1.47,3,1,倍益康,7.68
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,37,其他生物制品,BK1596,7896.52,124.68,1.6,657937712000,3.58,30,7,三元基因,13.46
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,38,纺织鞋类制造,BK1347,375.38,5.77,1.56,37238970000,0.22,1,0,华利集团,1.56
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,39,乳品,BK1585,1972.26,29.4,1.51,235174141000,1.66,13,4,皇氏集团,10.1
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,40,空调,BK1450,14403.03,213.63,1.51,864048720000,0.92,3,0,美的集团,2.62
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,41,航海装备Ⅱ,BK1230,5081.78,73.31,1.46,539590608000,2.81,5,5,松发股份,10.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,42,复合肥,BK1433,3033.46,43.56,1.46,73905759000,2.41,8,2,ST司特,5.88
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,43,航海装备Ⅲ,BK1383,5081.78,73.31,1.46,539590608000,2.81,5,5,松发股份,10.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,44,国有大型银行Ⅲ,BK1611,2920.02,40.62,1.41,10158773760000,0.16,6,0,交通银行,2.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,45,焦炭Ⅲ,BK1492,702.18,9.53,1.38,49869786000,1.34,6,1,山西焦化,3.01
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,46,焦炭Ⅱ,BK1249,702.18,9.53,1.38,49869786000,1.34,6,1,山西焦化,3.01
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,47,电信运营商,BK1587,930.61,12.71,1.38,2546356832000,0.25,3,0,中国电信,2.58
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,48,生物制品,BK1044,986.1,13.18,1.35,943708832000,2.45,46,10,三元基因,13.46
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,49,磷肥及磷化工,BK1435,3335.19,44.33,1.35,209019829000,2.56,4,4,六国化工,10.03
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,50,钾肥,BK1434,2335.6,30.28,1.31,335942384000,1.95,2,2,东方铁塔,4.42
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,51,煤化工,BK1419,1647.67,20.71,1.27,228928018000,1.75,8,1,华谊集团,4.58
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,52,医疗服务,BK0727,1264.99,15.22,1.22,1018710720000,3.25,31,23,诚达药业,12.83
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,53,保险Ⅲ,BK1358,1309.22,15.67,1.21,2816815120000,0.45,5,0,中国平安,2.06
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,54,保险Ⅱ,BK0474,1309.22,15.67,1.21,2816815120000,0.45,5,0,中国平安,2.06
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,55,航运,BK1482,1494.81,17.76,1.2,649737248000,1.6,14,5,海科B,6.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,56,动物保健Ⅲ,BK1501,4410.53,52.13,1.2,58078599000,2.32,9,2,大禹生物,5.28
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,57,动物保健Ⅱ,BK1254,4410.53,52.13,1.2,58078599000,2.32,9,2,大禹生物,5.28
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,58,棉纺,BK1349,2463.31,29.01,1.19,44634361000,2.08,6,3,华孚时尚,9.97
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,59,综合电力设备商,BK1323,1286.77,14.81,1.16,210337627000,1.08,1,1,东方电气,3.05
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,60,航运港口,BK0450,11307.69,129.66,1.16,1132611600000,0.86,29,7,海科B,6.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,61,管材,BK1466,1889.87,21.57,1.15,34787269000,2.14,4,3,青龙管业,10.01
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,62,化学制剂,BK1594,3878.97,43.25,1.13,2138831744000,4.14,80,33,罗欣药业,9.98
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,63,港口,BK1481,1499.2,16.46,1.11,482874352000,0.44,15,2,上港集团,2.67
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,64,航空运输,BK1479,1391.42,15.23,1.11,456645584000,0.75,8,1,吉祥航空,2.59
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,65,饮料乳品,BK1282,2045.0,22.26,1.1,417541792000,1.49,18,7,皇氏集团,10.1
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,66,医药流通,BK1607,1916.21,20.65,1.09,219879517000,1.83,17,7,国药一致,3.78
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,67,炼化及贸易,BK1274,3324.68,35.58,1.08,2842817680000,0.44,16,13,东方盛虹,10.04
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,68,租赁,BK1365,2821.26,29.74,1.07,73306895000,1.54,2,1,渤海租赁,4.54
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,69,医药商业,BK1042,1032.7,10.7,1.05,295120368000,1.77,24,8,国药一致,3.78
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,70,航空机场,BK0420,4192.74,43.21,1.04,585543984000,0.74,12,2,吉祥航空,2.59
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,71,饲料,BK1258,3200.0,31.56,1.0,162142999000,2.76,11,5,唐人神,4.27
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,72,氮肥,BK1432,1688.32,16.03,0.96,88280301000,2.04,4,2,华鲁恒升,4.5
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,73,化学制药,BK0465,36056.08,344.28,0.96,2480908192000,4.04,108,50,罗欣药业,9.98
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,74,机场,BK1480,1742.72,15.94,0.92,128898395000,0.68,4,1,深圳机场,1.89
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,75,线下药店,BK1606,3310.41,30.11,0.92,75240856000,1.45,7,1,漱玉平民,2.4
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,76,人力资源服务,BK1568,1743.44,15.09,0.87,20342766000,0.65,2,1,北京人力,2.3
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,77,其他酒类,BK1578,1446.46,12.28,0.86,56443126000,1.42,7,3,*ST尼雅,8.02
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,78,交通运输,BK1210,2343.71,19.41,0.84,3121455136000,0.79,90,39,四川成渝,6.14
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,79,休闲食品,BK1281,2046.44,16.78,0.83,159122809000,1.5,14,7,万辰集团,6.15
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,80,粮食种植,BK1515,843.92,6.83,0.82,31197922000,1.12,1,1,北大荒,1.76
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,81,食品加工,BK1280,4053.16,32.26,0.8,224588468000,2.12,18,9,三全食品,4.35
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,82,预加工食品,BK1581,5972.26,46.24,0.78,62555799000,1.67,7,4,三全食品,4.35
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,83,厨房小家电,BK1457,2125.48,16.2,0.77,75529681000,0.83,5,5,爱仕达,9.99
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,84,食品饮料,BK0438,24802.42,184.11,0.75,3641954096000,1.51,82,41,皇氏集团,10.1
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,85,农化制品,BK0731,1598.49,11.42,0.72,919744304000,2.25,36,22,六国化工,10.03
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,86,铁路公路,BK0421,8058.05,57.25,0.72,767390736000,0.5,25,11,四川成渝,6.14
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,87,人工景区,BK1562,2581.45,18.11,0.71,31665229000,1.21,3,2,大连圣亚,3.32
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,88,商用载货车,BK1530,1889.0,13.11,0.7,184305964000,1.62,6,2,一汽解放,2.58
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,89,商业地产,BK1345,1164.72,7.87,0.68,177811045000,0.82,7,4,中国国贸,3.99
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,90,食品及饲料添加剂,BK1429,2049.12,13.67,0.67,244722419000,1.3,14,10,爱普股份,10.04
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,91,视频媒体,BK1296,718.64,4.75,0.67,28304005000,1.6,1,0,芒果超媒,0.67
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,92,酒店,BK1560,2113.61,13.9,0.66,42366962000,1.33,5,1,首旅酒店,2.78
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,93,医药生物,BK1216,4482.06,28.45,0.64,6715259392000,2.84,316,185,罗欣药业,9.98
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,94,农林牧渔,BK0433,13196.43,81.07,0.62,1171530944000,2.57,70,39,巨星农牧,9.99
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,95,石油石化,BK0464,6129.24,37.57,0.62,4456969472000,0.59,24,24,贝肯能源,9.98
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,96,培训教育,BK1557,4267.31,26.48,0.62,49343619000,2.55,6,5,中公教育,10.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,97,彩电,BK1453,4562.37,27.44,0.61,117503354000,2.69,2,2,兆驰股份,5.72
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,98,粮油加工,BK1504,1280.03,7.73,0.61,156401723000,1.29,7,1,金龙鱼,1.85
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,99,物流,BK0422,6863.5,41.53,0.61,635908816000,1.35,24,19,厦门象屿,5.31
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,100,模拟芯片设计,BK1330,7991.05,48.76,0.61,737462256000,4.33,16,19,盛景微,10.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,101,自然景区,BK1563,2864.95,17.17,0.6,58503791000,1.97,8,4,西藏旅游,6.25
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,102,能源金属,BK1015,1011.9,5.92,0.59,518424768000,5.47,6,5,寒锐钴业,4.37
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,103,白酒Ⅱ,BK1277,4007.15,22.17,0.56,2295932112000,1.1,13,6,迎驾贡酒,3.55
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,104,原料药,BK1595,3736.23,20.77,0.56,342076448000,3.67,28,17,欧康医药,12.72
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,105,白酒Ⅲ,BK1575,4007.15,22.17,0.56,2295932112000,1.1,13,6,迎驾贡酒,3.55
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,106,水泥制品,BK1463,2014.16,10.88,0.54,29299772000,2.31,4,5,三和管桩,7.33
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,107,酒店餐饮,BK1271,2023.95,10.29,0.51,53244226000,1.26,7,3,首旅酒店,2.78
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,108,白银,BK1616,4341.68,21.91,0.51,104161486000,8.91,2,1,湖南白银,2.01
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,109,出版,BK1218,1738.42,8.38,0.48,229589438000,0.93,16,11,南方传媒,5.48
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,110,调味发酵品Ⅱ,BK1278,4610.39,21.54,0.47,339018336000,1.65,9,5,安琪酵母,3.45
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,111,水产养殖,BK1514,562.46,2.65,0.47,10381044000,1.72,2,1,獐子岛,1.62
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,112,调味发酵品Ⅲ,BK1576,4610.39,21.54,0.47,339018336000,1.65,9,5,安琪酵母,3.45
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,113,非白酒,BK1279,1904.56,8.84,0.47,205750585000,1.15,10,7,*ST尼雅,8.02
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,114,商用车,BK1264,2503.83,11.44,0.46,268826048000,1.63,7,5,一汽解放,2.58
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,115,特种纸,BK1545,2525.3,11.51,0.46,73112296000,3.03,5,8,宜宾纸业,9.99
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,116,疫苗,BK1598,3884.38,17.32,0.45,205087113000,2.09,11,3,华兰生物,1.71
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,117,水力发电,BK1380,3770.2,16.78,0.45,1122731840000,0.61,5,5,韶能股份,8.94
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,118,中药Ⅲ,BK1608,1277.49,5.56,0.44,749828752000,1.76,45,20,众生药业,5.65
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,119,中药Ⅱ,BK1040,1277.49,5.56,0.44,749828752000,1.76,45,20,众生药业,5.65
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,120,水务及水治理,BK1390,1984.73,8.44,0.43,282405376000,1.55,28,20,中持股份,10.04
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,121,房地产开发,BK0451,13099.37,52.2,0.4,852191504000,1.82,43,35,金科股份,10.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,122,住宅开发,BK1346,1791.86,6.71,0.38,545348336000,2.16,29,27,金科股份,10.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,123,游戏Ⅱ,BK1046,1290.31,4.82,0.37,421232864000,2.73,11,12,名臣健康,10.02
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,124,游戏Ⅲ,BK1301,1290.31,4.82,0.37,421232864000,2.73,11,12,名臣健康,10.02
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,125,教育,BK0740,520.62,1.8,0.35,66868661000,2.48,7,8,中公教育,10.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,126,房屋建设Ⅲ,BK1470,1723.94,5.79,0.34,256613517000,0.63,5,2,陕建股份,1.81
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,127,房屋建设Ⅱ,BK1246,1723.94,5.79,0.34,256613517000,0.63,5,2,陕建股份,1.81
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,128,镍,BK1622,5607.23,17.93,0.32,88825375000,3.36,1,0,华友钴业,0.32
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,129,端到端供应链服务,BK1491,1635.43,5.2,0.32,26698769000,4.08,3,3,东方嘉盛,3.99
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,130,信托,BK1363,1850.88,5.45,0.3,66518317000,0.71,2,1,陕国投Ａ,1.05
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,131,跨境物流,BK1488,1536.38,4.43,0.29,163457975000,0.91,7,6,嘉友国际,4.14
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,132,医院,BK1601,5963.47,16.96,0.29,186432339000,1.99,7,8,三博脑科,5.98
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,133,纯碱,BK1417,942.54,2.76,0.29,46260961000,2.36,3,1,江盐集团,1.14
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,134,餐饮,BK1559,1322.65,3.75,0.28,10877263000,1.12,2,2,全 聚 德,1.49
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,135,洗护用品,BK1496,524.11,1.41,0.27,17703548000,1.13,3,1,两面针,1.28
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,136,产业地产,BK1344,2236.52,6.09,0.27,129032113000,0.9,7,4,临港B股,3.05
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,137,房地产综合服务,BK1342,1153.55,3.09,0.27,6429450000,2.07,1,1,中交发展,4.04
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,138,房地产,BK1202,1860.22,4.87,0.26,906360704000,1.83,46,45,金科股份,10.0
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,,,board_list,stock_board_industry_name_em,139,分立器件,BK1327,20155.8,46.6,0.23,762606048000,5.98,5,13,银河微电,18.7
