family,metric_id,J,K,split,week_count,active_portfolio_count,active_vintage_count_mean,signal_eligible_instrument_count_mean,signal_eligible_instrument_count_min,assigned_long_leg_count_mean,assigned_short_leg_count_mean,label_evaluable_long_leg_count_mean,label_evaluable_short_leg_count_mean,label_evaluable_long_leg_share_mean,label_evaluable_short_leg_share_mean,weekly_mean_return,annualized_mean_return,weekly_volatility,annualized_volatility,sharpe_ratio,t_stat_weekly_mean_newey_west,newey_west_lag_used,positive_week_share,max_drawdown,mean_buy_turnover,mean_sell_turnover,after_cost_weekly_mean_return,after_cost_annualized_mean_return,after_cost_weekly_volatility,after_cost_t_stat_newey_west,after_cost_sharpe_ratio,long_leg_weekly_mean_return,short_leg_weekly_mean_return,blocked_week_count
bivariate_risk_adjusted_imom,IES1,2,1,robustness,57,1.0,1.0,223.68421052631578,179.0,7.684210526315789,14.719298245614034,7.666666666666667,14.719298245614034,0.9974937343358397,1.0,0.0069117847697956,0.3594128080293712,0.030157883298613176,0.21747158918521775,1.652688562105756,2.0329465609008444,1,0.6140350877192983,-0.1433711850322944,1.1401066303892629,1.1401066303892629,-0.005629388164486293,-0.2927281845532872,0.030294329822124422,-1.6417421605324574,-1.3399898790117606,0.005478780804550603,-0.001433003965244997,42
bivariate_risk_adjusted_imom,IES1,2,1,train,50,1.0,1.0,196.96,120.0,7.66,15.98,7.66,15.98,1.0,1.0,-0.0031428651041045764,-0.16342898541343798,0.04145696116067054,0.29895039837943344,-0.5466759244990563,-0.6038451150948949,1,0.38,-0.3154936401732691,1.054173765665642,1.054173765665642,-0.01473877652642664,-0.7664163793741853,0.04179136906615983,-2.81134887727783,-2.543176530996542,-6.854608723544805e-05,0.0030743190168691296,124
bivariate_risk_adjusted_imom,IES1,2,1,validation,48,1.0,1.0,227.3125,206.0,7.479166666666667,16.770833333333332,7.479166666666667,16.770833333333332,1.0,1.0,0.0052090085849222706,0.2708684464159581,0.04021334792462956,0.2899825758006505,0.9340852486328952,0.9955339879206629,1,0.5416666666666666,-0.15039904726910636,1.0886614613855936,1.0886614613855936,-0.0067662674903192594,-0.3518459094966015,0.04024666968824003,-1.2794452337297968,-1.2123300918475552,-0.002527038916945896,-0.007736047501868168,50
bivariate_risk_adjusted_imom,IES1,2,2,robustness,76,1.486842105263158,1.486842105263158,225.03947368421052,182.0,10.0,18.236842105263158,9.973684210526315,18.236842105263158,0.9980263157894737,1.0,0.007256916396735924,0.37735965263026805,0.032437810870335176,0.2339123807135933,1.6132521565513638,1.981804452738652,2,0.5789473684210527,-0.16671028620688633,0.7829718204738491,0.7829718204738491,-0.0013557736284764157,-0.07050022868077362,0.032773321215212405,-0.3691595650501606,-0.2983104033487196,0.006681664838689918,-0.0005752515580460059,23
bivariate_risk_adjusted_imom,IES1,2,2,train,78,1.2692307692307692,1.2692307692307692,192.76923076923077,120.0,8.717948717948717,17.576923076923077,8.717948717948717,17.55128205128205,1.0,0.9972934472934474,-0.0015128900954638868,-0.07867028496412211,0.038674189880409195,0.27888354930169174,-0.28209008799948204,-0.37863058826437196,2,0.4230769230769231,-0.4001395341414662,0.6571004031584945,0.6571004031584945,-0.008740994530207324,-0.45453171557078087,0.03928081166122868,-2.192137905886267,-1.6046564540986863,0.0017567864684075373,0.0032696765638714253,96
bivariate_risk_adjusted_imom,IES1,2,2,validation,68,1.4264705882352942,1.4264705882352942,226.98529411764707,206.0,9.220588235294118,20.073529411764707,9.220588235294118,20.073529411764707,1.0,1.0,0.005622016688803739,0.29234486781779445,0.035523487543410934,0.25616351164214884,1.1412432080732466,1.4050235312727581,2,0.5588235294117647,-0.15785215987990964,0.7169756526199728,0.7169756526199728,-0.00226471549001596,-0.11776520548082993,0.03560995775139777,-0.5650214446675667,-0.45861036289882046,-0.0031185682862033596,-0.008740584975007102,30
bivariate_risk_adjusted_imom,IES1,2,3,robustness,90,1.8888888888888888,1.8888888888888888,225.34444444444443,182.0,11.955555555555556,21.122222222222224,11.911111111111111,21.122222222222224,0.9969135802469137,1.0,0.0035254118615140268,0.1833214167987294,0.02989666104811724,0.21558788874830737,0.8503326316848524,1.191518887142447,3,0.5222222222222223,-0.19272263432154213,0.6184746734697977,0.6184746734697979,-0.00327780954665375,-0.170446096425995,0.030560946209113368,-1.09838378876875,-0.7734256858932733,0.005131799952962237,0.0016063880914482102,9
bivariate_risk_adjusted_imom,IES1,2,3,train,101,1.4554455445544554,1.4554455445544554,190.7887788778878,120.0,9.564356435643564,18.801980198019802,9.564356435643564,18.752475247524753,1.0,0.9954345434543455,-0.0012086570926913647,-0.06285016881995097,0.037700333233411515,0.2718609691502886,-0.2311849656697372,-0.3112440099996783,3,0.48514851485148514,-0.4016959282460548,0.5175298394535621,0.5175298394535621,-0.0069014853266805495,-0.3588772369873886,0.03814925697158334,-1.7904293040238486,-1.3045422740864614,0.0027291575023512893,0.0039378145950426545,73
bivariate_risk_adjusted_imom,IES1,2,3,validation,82,1.7804878048780488,1.7804878048780488,227.0772357723577,206.0,10.78048780487805,22.9390243902439,10.78048780487805,22.9390243902439,1.0,1.0,0.0026608512883064548,0.13836426699193566,0.03451133831855871,0.2488647997848972,0.5559816700133119,0.7296100179193027,3,0.5365853658536586,-0.17991379797040752,0.5951366686092876,0.5951366686092876,-0.0038856520663957095,-0.2020539074525769,0.03421750569233089,-1.068957095557766,-0.8188742855761315,-0.0033253436777662074,-0.005986194966072661,16
bivariate_risk_adjusted_imom,IES1,2,4,robustness,96,2.375,2.375,225.41579861111111,182.0,14.270833333333334,24.385416666666668,14.208333333333334,24.375,0.9965857697245565,0.9990530303030303,0.002017836358761351,0.10492749065559026,0.030535525645908137,0.22019480687913487,0.476521186592675,0.6071622454968416,4,0.5416666666666666,-0.26276099434966416,0.5100955067818815,0.5100955067818815,-0.003593214215839347,-0.18684713922364604,0.0309213949997634,-1.0909849592604015,-0.8379646583884088,0.004048582507627657,0.002030746148866307,3
bivariate_risk_adjusted_imom,IES1,2,4,train,115,1.6956521739130435,1.6956521739130435,189.28768115942032,120.0,10.704347826086957,20.382608695652173,10.695652173913043,20.321739130434782,0.9994565217391305,0.9948309178743963,-0.002735302643071382,-0.14223573743971185,0.039328023197337844,0.28359840840127765,-0.5015392654759027,-0.7054320847677792,4,0.4782608695652174,-0.4850946785193897,0.43565943283716313,0.4356594328371632,-0.007527556404280176,-0.39143293302256915,0.03965582058815471,-1.9682418068539471,-1.368827586570562,0.0025688266618279507,0.0053041293048993335,59
bivariate_risk_adjusted_imom,IES1,2,4,validation,89,2.1797752808988764,2.1797752808988764,227.1638576779026,206.0,12.662921348314606,26.0561797752809,12.651685393258427,26.0561797752809,0.999438202247191,1.0,0.0013720996371441605,0.07134918113149634,0.03417365190333038,0.24642970841463047,0.2895315730822832,0.37137776006382706,4,0.5168539325842697,-0.23367812643548513,0.4936878659284617,0.49368786592846176,-0.004058466888068919,-0.2110402781795838,0.03416765138882432,-1.0986021048201375,-0.8565417797192508,-0.004065515398850277,-0.005437615035994438,9
