family,metric_id,J,K,split,week_count,active_portfolio_count,active_vintage_count_mean,signal_eligible_instrument_count_mean,signal_eligible_instrument_count_min,assigned_long_leg_count_mean,assigned_short_leg_count_mean,label_evaluable_long_leg_count_mean,label_evaluable_short_leg_count_mean,label_evaluable_long_leg_share_mean,label_evaluable_short_leg_share_mean,weekly_mean_return,annualized_mean_return,weekly_volatility,annualized_volatility,sharpe_ratio,t_stat_weekly_mean_newey_west,newey_west_lag_used,positive_week_share,max_drawdown,mean_buy_turnover,mean_sell_turnover,after_cost_weekly_mean_return,after_cost_annualized_mean_return,after_cost_weekly_volatility,after_cost_t_stat_newey_west,after_cost_sharpe_ratio,long_leg_weekly_mean_return,short_leg_weekly_mean_return,blocked_week_count
imom,,2,1,robustness,78,1.0,1.0,228.43589743589743,179.0,22.384615384615383,23.26923076923077,22.333333333333332,23.26923076923077,0.9976143514605054,1.0,0.0049182913300927535,0.25575114916482317,0.031711400172023986,0.22867415867398008,1.1184086153322057,1.4631529290943104,1,0.6538461538461539,-0.14205714604130848,1.2500753273849265,1.2500753273849265,-0.008832537271141439,-0.4592919380993548,0.03187575094976634,-2.642746133815053,-1.9981437346360418,0.005429712402173799,0.0005114210720810464,21
imom,,2,1,train,133,1.0,1.0,189.0,120.0,18.473684210526315,19.345864661654137,18.44360902255639,19.330827067669173,0.9986463901141901,0.999140006879945,0.001567889784469718,0.08153026879242534,0.03280260346046555,0.23654293749084204,0.34467428897800784,0.5776170726007562,1,0.5037593984962406,-0.23926436086676095,1.2322418597765286,1.2322418597765286,-0.0119867706730721,-0.6233120749997493,0.03309036903085814,-4.419722865242444,-2.61217493517138,0.003219325254275785,0.0016514354698060677,41
imom,,2,1,validation,81,1.0,1.0,227.53086419753086,205.0,22.333333333333332,23.271604938271604,22.333333333333332,23.271604938271604,1.0,1.0,7.691749860694045e-05,0.003999709927560904,0.03460925033825446,0.24957085339989174,0.016026350325260532,0.022148693762232455,1,0.4691358024691358,-0.23436455544474566,1.2488611784827561,1.2488611784827564,-0.01366055546470338,-0.7103488841645758,0.034609039272270124,-3.943852049740403,-2.8462987829177675,-0.002094073489685752,-0.002170990988292693,17
imom,,2,2,robustness,88,1.7727272727272727,1.7727272727272727,226.5340909090909,182.0,32.90909090909091,33.38636363636363,32.79545454545455,33.375,0.9965231907792155,0.9997294372294373,0.00419893362497836,0.21834454849887472,0.027642930201426705,0.19933600449063216,1.0953593108119906,1.4787377638663692,2,0.5795454545454546,-0.18830266538945917,0.8276226316151815,0.8276226316151813,-0.004904915322788635,-0.25505559678500905,0.027593744705426023,-1.7370472002238437,-1.2818067201039134,0.005616425693195402,0.0014174920682170397,11
imom,,2,2,train,151,1.7549668874172186,1.7549668874172186,187.48675496688742,120.0,27.09271523178808,27.695364238410598,27.039735099337747,27.642384105960264,0.9983825634400748,0.9978077362388355,0.0009521856128522445,0.04951365186831671,0.030670471523031533,0.2211679154378966,0.22387357483694337,0.4156593887290625,2,0.4966887417218543,-0.2762068893364322,0.8280044525687406,0.8280044525687406,-0.008155863365403903,-0.42410489500100296,0.030738175802167107,-3.5514013639536386,-1.9133460455756033,0.0038958633252887307,0.0029436777124364853,23
imom,,2,2,validation,90,1.8,1.8,227.63888888888889,207.0,33.43333333333333,33.98888888888889,33.43333333333333,33.98888888888889,1.0,1.0,-0.0020264181448794542,-0.10537374353373162,0.030145345208397876,0.21738117573088242,-0.4847418051698467,-0.6909514291490443,2,0.45555555555555555,-0.35176373802776983,0.8457735344365775,0.8457735344365778,-0.01132992702368181,-0.5891562052314541,0.03001864506291718,-3.903644397130978,-2.721683989768994,-0.005171905310530597,-0.0031454871656511414,8
imom,,2,3,robustness,98,2.3877551020408165,2.3877551020408165,225.07142857142858,182.0,39.66326530612245,38.61224489795919,39.52040816326531,38.58163265306123,0.9964620152033974,0.9993802086958316,0.0032023448930819085,0.16652193444025926,0.025908300140043253,0.1868274092300736,0.89131426232642,1.28687602031761,3,0.5816326530612245,-0.17391144045765394,0.6710114819969606,0.6710114819969606,-0.00417878140888466,-0.21729663326200233,0.02664823837470722,-1.6218536653746012,-1.13079224426255,0.0047400515253517225,0.0015377066322698138,1
imom,,2,3,train,167,2.37125748502994,2.37125748502994,186.35129740518963,120.0,32.964071856287426,32.18562874251497,32.90419161676647,32.08383233532934,0.9984777477223774,0.9965830423775763,0.0016604127058582375,0.08634146070462835,0.03100679565921306,0.22359318327425384,0.38615426213027276,0.7134929453374983,3,0.48502994011976047,-0.21559230842779475,0.6596129678254667,0.659612967825467,-0.0055953299402219,-0.2909571568915388,0.031064826454676297,-2.4493276386293115,-1.2988483313784627,0.004955246743856965,0.0032948340379987274,7
imom,,2,3,validation,98,2.479591836734694,2.479591836734694,227.9455782312925,208.33333333333334,41.244897959183675,40.214285714285715,41.244897959183675,40.214285714285715,1.0,1.0,-0.0022793046602895294,-0.11852384233505553,0.02800694320514381,0.20196093959030753,-0.5868651758874253,-0.8228257327810808,3,0.41836734693877553,-0.38714914540911305,0.6709713998988619,0.6709713998988622,-0.009659990059177012,-0.5023194830772046,0.028515790897830493,-3.324050351281245,-2.442828228305251,-0.005082979350781366,-0.0028036746904918364,0
imom,,2,4,robustness,99,3.1515151515151514,3.1515151515151514,224.77272727272728,182.0,48.25252525252525,45.22222222222222,48.08080808080808,45.16161616161616,0.9964884392790222,0.9986379342482034,0.0027970390053832636,0.1454460282799297,0.02373975820522669,0.1711898309521236,0.8496183883761552,1.3242220801005078,4,0.5555555555555556,-0.14807848092884623,0.5071528998042654,0.5071528998042654,-0.0027816428924636563,-0.14464543040811012,0.024014925616913926,-1.2835952014948258,-0.8352602243118264,0.004600290100314453,0.00180325109493119,0
