family,metric_id,J,K,split,week_count,active_portfolio_count,active_vintage_count_mean,signal_eligible_instrument_count_mean,signal_eligible_instrument_count_min,assigned_long_leg_count_mean,assigned_short_leg_count_mean,label_evaluable_long_leg_count_mean,label_evaluable_short_leg_count_mean,label_evaluable_long_leg_share_mean,label_evaluable_short_leg_share_mean,weekly_mean_return,annualized_mean_return,weekly_volatility,annualized_volatility,sharpe_ratio,t_stat_weekly_mean_newey_west,newey_west_lag_used,positive_week_share,max_drawdown,mean_buy_turnover,mean_sell_turnover,after_cost_weekly_mean_return,after_cost_annualized_mean_return,after_cost_weekly_volatility,after_cost_t_stat_newey_west,after_cost_sharpe_ratio,long_leg_weekly_mean_return,short_leg_weekly_mean_return,blocked_week_count
risk_only,IES1,2,4,train,166,3.746987951807229,3.746987951807229,185.47439759036143,120.0,22.072289156626507,23.512048192771083,22.05421686746988,23.46385542168675,0.9993693987773755,0.9980818826615057,-0.003308571168393744,-0.17204570075647468,0.037847675372508105,0.27292346842538723,-0.6303807501387854,-1.1828907759770342,4,0.45180722891566266,-0.6372811328959518,0.13431332864385795,0.13431332864385795,-0.00478601778347618,-0.24887292474076134,0.037799109660402216,-1.7229591921522083,-0.9130496817856664,0.0009375635548342823,0.004246134723228025,8
risk_only,IES1,2,4,validation,98,3.9591836734693877,3.9591836734693877,227.18962585034012,207.66666666666666,27.3265306122449,27.73469387755102,27.3265306122449,27.714285714285715,1.0,0.9993292575650949,0.003730538352208706,0.19398799431485272,0.03371504168031859,0.2431226230655885,0.7979018647825279,1.0512339489497924,4,0.5306122448979592,-0.27737772515779846,0.1134060465931584,0.1134060465931584,0.002483071839683964,0.12911973566356613,0.03387465121375979,0.691101653658335,0.5285865694761521,0.0004724132324447637,-0.003258125119763942,0
risk_only,IES1,2,8,robustness,99,8.0,8.0,224.34343434343435,194.75,35.61616161616162,33.42424242424242,35.494949494949495,33.39393939393939,0.9967146808630006,0.9993069905961892,-0.002008299008311738,-0.10443154843221036,0.031011049973194472,0.22362386156865766,-0.4669964452793758,-0.5705004230445904,8,0.5454545454545454,-0.3954855319413171,0.10083047066468234,0.10083047066468234,-0.003117434185623244,-0.16210657765240868,0.030996664438724956,-0.8875043233731474,-0.7252437646230355,0.0034821081648489407,0.00549040717316068,0
risk_only,IES1,2,8,train,170,7.223529411764706,7.223529411764706,182.5820168067227,121.5,25.04705882352941,28.28235294117647,25.029411764705884,28.235294117647058,0.999459670231729,0.9984360525575924,-0.0023783313599052822,-0.12367323071507468,0.03665689541863194,0.26433663206239694,-0.46786262558524794,-0.8603497055071592,8,0.4588235294117647,-0.5925139047621684,0.10197519215421441,0.10197519215421443,-0.0035000584736016404,-0.1820030406272853,0.036602002537683594,-1.2807318071434932,-0.6895601015655024,0.0009557263510912693,0.0033340577109965508,4
risk_only,IES1,2,8,validation,98,7.918367346938775,7.918367346938775,228.2002551020408,212.375,31.908163265306122,33.11224489795919,31.908163265306122,33.09183673469388,1.0,0.9994629430719656,0.004112342998404013,0.21384183591700867,0.03347649229569806,0.24140241898962908,0.8858313715828818,1.300825655541715,8,0.5408163265306123,-0.28037278936467813,0.08336237684689644,0.08336237684689644,0.003195356853088151,0.16615855636058385,0.03355758546040614,0.9988895638478126,0.6866419510907888,0.0006124663983446117,-0.0034998766000594005,0
risk_only,IES1,2,13,robustness,99,13.0,13.0,223.006216006216,201.0,42.878787878787875,39.13131313131313,42.74747474747475,39.101010101010104,0.9970171124014546,0.9994066506895043,-0.0026131120320234884,-0.1358818256652214,0.03036258178442601,0.21894769095843378,-0.6206131933632401,-0.7640596555232205,13,0.5454545454545454,-0.38415353386899864,0.08058939535865989,0.08058939535865989,-0.0034995953809687464,-0.18197895981037482,0.030366049275062423,-1.0222530317026113,-0.8310577694953576,0.0034690894469529263,0.006082201478976413,0
risk_only,IES1,2,13,train,174,11.281609195402298,11.281609195402298,179.6496819591647,121.5,28.189655172413794,33.160919540229884,28.166666666666668,33.10344827586207,0.9993905830326378,0.9984241909634477,-0.0029551769245687387,-0.15366920007757442,0.036234371602762556,0.2612897694959534,-0.5881179365499586,-1.145664465951038,13,0.4482758620689655,-0.6256997460177005,0.08156563641825723,0.08156563641825723,-0.0038523989251695694,-0.20032474410881762,0.03624496931349393,-1.502963067357339,-0.76645239995113,0.0012159784766657493,0.0041711554012344885,0
risk_only,IES1,2,13,validation,98,12.86734693877551,12.86734693877551,229.21016483516482,215.07692307692307,36.5,38.86734693877551,36.47959183673469,38.8469387755102,0.999407338693053,0.9995197414513978,0.004445320942427104,0.23115668900620942,0.033433342160356164,0.24109125893859226,0.9587933217648787,1.471899988013527,13,0.5714285714285714,-0.27566293461331115,0.06555136655334594,0.06555136655334595,0.0037242559103402976,0.1936613073376955,0.03347526900923978,1.2237303402051993,0.8022636438844086,0.0009586213401636864,-0.0034866996022634173,0
risk_only,IES1,2,26,robustness,99,26.0,26.0,220.56021756021755,209.30769230769232,59.101010101010104,52.15151515151515,58.72727272727273,52.04040404040404,0.9938796899511687,0.9978363855340346,-0.002338621572795334,-0.12160832178535737,0.02883892975456394,0.2079604799191688,-0.5847664990609022,-0.8448059233921719,26,0.48484848484848486,-0.3485452875503211,0.056980991719149575,0.056980991719149575,-0.0029654124817059804,-0.15420144904871097,0.028844815843780507,-1.0699170632182617,-0.7413426948951881,0.0034101270493130994,0.005748748622108434,0
risk_only,IES1,2,26,train,174,21.591954022988507,21.591954022988507,175.45973834679944,122.55555555555556,35.12643678160919,43.5919540229885,35.08045977011494,43.47126436781609,0.9988581627948115,0.9972282131752999,-0.0024983618609019085,-0.12991481676689925,0.03248098416738295,0.2342237077860665,-0.554661259506488,-1.1335992947875542,26,0.4425287356321839,-0.5823166227646777,0.05670727643822826,0.05670727643822826,-0.00312214190172242,-0.16235137888956583,0.03244986096194852,-1.4313169874787912,-0.6938114606490988,0.0012512598538513629,0.0037496217147532716,0
risk_only,IES1,2,26,validation,98,25.73469387755102,25.73469387755102,231.34868131868132,219.6153846153846,47.3469387755102,53.775510204081634,47.295918367346935,53.755102040816325,0.998913475051017,0.999628819781881,0.005077240114551991,0.2640164859567036,0.032945145853895734,0.23757082530772183,1.1113169540692844,1.6477596514673862,26,0.5612244897959183,-0.280922945350916,0.04757763048967405,0.04757763048967405,0.0045538861791655765,0.23680208131660999,0.03295415737817967,1.4802466478344827,0.9964915766579523,0.0013452744375582193,-0.0037319656769937725,0
risk_only,IES1,2,52,robustness,99,52.0,52.0,219.57614607614607,210.69230769230768,79.03030303030303,73.67676767676768,78.32323232323232,73.4949494949495,0.9915930520004899,0.9976245608553217,-0.00148586166654692,-0.07726480666043985,0.02585647872497103,0.18645371969165359,-0.41439133951425544,-0.62080474310505,52,0.494949494949495,-0.30225449126590664,0.03102181574167318,0.031021815741673182,-0.001827101639705324,-0.09500928526467685,0.025854083673898996,-0.764028063474899,-0.5096068172853097,0.003862906742078271,0.00534876840862519,0
risk_only,IES1,2,52,train,174,39.298850574712645,39.298850574712645,167.40902678249662,125.06666666666666,43.4367816091954,58.764367816091955,43.35632183908046,58.59770114942529,0.9983279320447956,0.9969371400189349,-0.0021359371974261,-0.1110687342661572,0.028449511324536388,0.20515234368501875,-0.5413963704781599,-1.213758407191283,52,0.47126436781609193,-0.5196501323620608,0.036971218198906,0.03697121819890601,-0.002542620597614065,-0.1322162710759314,0.02840255315367752,-1.4677494759905767,-0.6455440036778104,0.0010652674545834561,0.0032012046520095566,0
risk_only,IES1,2,52,validation,98,51.46938775510204,51.46938775510204,233.14032920860654,224.76923076923077,61.40816326530612,79.3265306122449,61.33673469387755,79.28571428571429,0.9988445021971148,0.9995308158256375,0.005805690426055424,0.30189590215488205,0.031801514166029436,0.2293239799260271,1.316460242196496,2.857273494831911,52,0.6122448979591837,-0.2785149739645083,0.02760782549789959,0.02760782549789959,0.005502004345578531,0.2861042259700836,0.03180400172312864,2.713881960932018,1.2475007993338514,0.0015963339166442374,-0.004209356509411187,0
risk_only,IES1,3,1,robustness,99,1.0,1.0,226.36363636363637,180.0,23.07070707070707,22.171717171717173,23.07070707070707,22.171717171717173,1.0,1.0,-0.0016583035082919238,-0.08623178243118004,0.03241886707969689,0.2337757750965973,-0.36886534712824126,-0.5290249599883972,1,0.5151515151515151,-0.4280379483429667,0.21876724780996332,0.21876724780996332,-0.00406474323420152,-0.21136664817847906,0.03253428499470246,-1.2933914674648264,-0.9009351307333344,0.003419620680007145,0.005077924188299069,0
risk_only,IES1,3,1,train,157,1.0,1.0,190.27388535031847,120.0,19.43312101910828,18.547770700636942,19.426751592356688,18.528662420382165,0.9997550220480156,0.9990830034589299,-0.003326542424596818,-0.17298020607903453,0.0395809523544674,0.28542230649145867,-0.6060500603662909,-1.1649830167939788,1,0.445859872611465,-0.6416165698616685,0.24607472710728115,0.24607472710728115,-0.006033364422776909,-0.31373494998439927,0.03954695504950014,-2.1299117612459977,-1.1001405677202598,0.0002471242512539616,0.0035736666758507804,17
risk_only,IES1,3,1,validation,97,1.0,1.0,226.5463917525773,205.0,23.144329896907216,22.216494845360824,23.144329896907216,22.20618556701031,1.0,0.9995090819833088,0.0032252824034896678,0.16771468498146272,0.03424570302634159,0.24694927645157383,0.6791462902477917,0.9212691950189225,1,0.5360824742268041,-0.28007391449611396,0.18751786868774764,0.18751786868774764,0.0011625858479244438,0.06045446409207108,0.0344982484396656,0.3274663713107231,0.24301308480350162,0.0006063038267695344,-0.002618978576720133,1
risk_only,IES1,3,2,robustness,99,2.0,2.0,226.010101010101,184.0,25.333333333333332,24.383838383838384,25.333333333333332,24.383838383838384,1.0,1.0,-0.0012926176974301822,-0.06721612026636947,0.03201768001394684,0.23088277402336782,-0.2911266141473442,-0.39961115463560953,2,0.5252525252525253,-0.4162956413613389,0.16824612747121584,0.16824612747121587,-0.0031433250996135568,-0.16345290517990496,0.03201491062726908,-0.9737644682764229,-0.7080088371357973,0.003486707469194157,0.0047793251666243385,0
risk_only,IES1,3,2,train,162,1.9320987654320987,1.9320987654320987,187.7962962962963,120.0,20.382716049382715,20.493827160493826,20.37037037037037,20.45679012345679,0.9995590828924164,0.9983679786148921,-0.0030636849087176004,-0.15931161525331522,0.038745209102792534,0.27939567619738515,-0.5702007182844377,-1.083291201540169,2,0.4506172839506173,-0.6257481329130419,0.17872226524247653,0.17872226524247647,-0.0050296298263848415,-0.26154075097201174,0.03869258148291962,-1.7900088978831874,-0.9373677092927433,0.0008485395195035788,0.00391222442822118,12
risk_only,IES1,3,2,validation,98,1.9795918367346939,1.9795918367346939,226.62755102040816,207.0,24.653061224489797,24.367346938775512,24.653061224489797,24.346938775510203,1.0,0.999148181011535,0.003431727171446493,0.17844981291521764,0.033670920700956855,0.24280446215876364,0.7349527736378001,1.033808073897199,2,0.5408163265306123,-0.2705626608821661,0.14200111515550734,0.14200111515550734,0.0018697149047359133,0.09722517504626749,0.03379766743099319,0.5575818909190723,0.3989241549458314,0.00047794938647657413,-0.00295377778496992,0
risk_only,IES1,3,3,robustness,99,3.0,3.0,225.68686868686873,186.33333333333334,27.21212121212121,26.141414141414142,27.19191919191919,26.141414141414142,0.999295843045843,1.0,-0.001251856800198454,-0.0650965536103196,0.031852949539377985,0.22969488567798876,-0.28340445377429524,-0.38298081964757297,3,0.5555555555555556,-0.40704444964021647,0.14655945774596046,0.14655945774596046,-0.002864010835404019,-0.148928563441009,0.0317937282616302,-0.8786608083288591,-0.6495833288602292,0.003609090175628254,0.004860946975826708,0
risk_only,IES1,3,3,train,164,2.8536585365853657,2.8536585365853657,186.6260162601626,120.0,21.298780487804876,22.121951219512194,21.28048780487805,22.073170731707318,0.9993541992070167,0.9979155329765086,-0.002843619224823776,-0.14786819969083634,0.03814891350812362,0.27509572751356104,-0.537515435180821,-1.0013777786833382,3,0.43902439024390244,-0.6181043341229042,0.15215575161019337,0.15215575161019337,-0.0045173324925359025,-0.23490128961186693,0.03812209842438763,-1.6018244328524929,-0.8544898944879831,0.0009686817714857026,0.0038123009963094783,10
risk_only,IES1,3,3,validation,98,2.9693877551020407,2.9693877551020407,226.90136054421768,207.66666666666666,26.03061224489796,26.132653061224488,26.03061224489796,26.112244897959183,1.0,0.999215070643642,0.003337362789944268,0.17354286507710193,0.03391411292690787,0.2445581462396849,0.7096180100540066,0.9752872092225047,3,0.5204081632653061,-0.28305156439351664,0.12488186583646509,0.12488186583646509,0.0019636622657431524,0.10211043781864393,0.03407184951992848,0.566661165562251,0.4155973383651873,0.00043792275710742383,-0.0028994400328368436,0
risk_only,IES1,3,4,robustness,99,4.0,4.0,225.39141414141415,188.75,29.02020202020202,27.77777777777778,28.97979797979798,27.77777777777778,0.9987146732339668,1.0,-0.0011676387936913094,-0.06071721727194809,0.031505906532826984,0.22719232296816713,-0.26725030352568485,-0.34138291189420744,4,0.5555555555555556,-0.3970268665487571,0.1319635871988633,0.13196358719886328,-0.002619238252878805,-0.13620038914969787,0.03147294560663992,-0.7684371195336853,-0.6001216372590729,0.003588838228302242,0.004756477021993552,0
risk_only,IES1,3,4,train,166,3.746987951807229,3.746987951807229,185.47439759036143,120.0,22.072289156626507,23.512048192771083,22.05421686746988,23.46385542168675,0.9993693987773755,0.9980818826615057,-0.003308571168393744,-0.17204570075647468,0.037847675372508105,0.27292346842538723,-0.6303807501387854,-1.1828907759770342,4,0.45180722891566266,-0.6372811328959518,0.13431332864385795,0.13431332864385795,-0.00478601778347618,-0.24887292474076134,0.037799109660402216,-1.7229591921522083,-0.9130496817856664,0.0009375635548342823,0.004246134723228025,8
risk_only,IES1,3,4,validation,98,3.9591836734693877,3.9591836734693877,227.18962585034012,207.66666666666666,27.3265306122449,27.73469387755102,27.3265306122449,27.714285714285715,1.0,0.9993292575650949,0.003730538352208706,0.19398799431485272,0.03371504168031859,0.2431226230655885,0.7979018647825279,1.0512339489497924,4,0.5306122448979592,-0.27737772515779846,0.1134060465931584,0.1134060465931584,0.002483071839683964,0.12911973566356613,0.03387465121375979,0.691101653658335,0.5285865694761521,0.0004724132324447637,-0.003258125119763942,0
risk_only,IES1,3,8,robustness,99,8.0,8.0,224.34343434343435,194.75,35.61616161616162,33.42424242424242,35.494949494949495,33.39393939393939,0.9967146808630006,0.9993069905961892,-0.002008299008311738,-0.10443154843221036,0.031011049973194472,0.22362386156865766,-0.4669964452793758,-0.5705004230445904,8,0.5454545454545454,-0.3954855319413171,0.10083047066468234,0.10083047066468234,-0.003117434185623244,-0.16210657765240868,0.030996664438724956,-0.8875043233731474,-0.7252437646230355,0.0034821081648489407,0.00549040717316068,0
risk_only,IES1,3,8,train,170,7.223529411764706,7.223529411764706,182.5820168067227,121.5,25.04705882352941,28.28235294117647,25.029411764705884,28.235294117647058,0.999459670231729,0.9984360525575924,-0.0023783313599052822,-0.12367323071507468,0.03665689541863194,0.26433663206239694,-0.46786262558524794,-0.8603497055071592,8,0.4588235294117647,-0.5925139047621684,0.10197519215421441,0.10197519215421443,-0.0035000584736016404,-0.1820030406272853,0.036602002537683594,-1.2807318071434932,-0.6895601015655024,0.0009557263510912693,0.0033340577109965508,4
risk_only,IES1,3,8,validation,98,7.918367346938775,7.918367346938775,228.2002551020408,212.375,31.908163265306122,33.11224489795919,31.908163265306122,33.09183673469388,1.0,0.9994629430719656,0.004112342998404013,0.21384183591700867,0.03347649229569806,0.24140241898962908,0.8858313715828818,1.300825655541715,8,0.5408163265306123,-0.28037278936467813,0.08336237684689644,0.08336237684689644,0.003195356853088151,0.16615855636058385,0.03355758546040614,0.9988895638478126,0.6866419510907888,0.0006124663983446117,-0.0034998766000594005,0
risk_only,IES1,3,13,robustness,99,13.0,13.0,223.006216006216,201.0,42.878787878787875,39.13131313131313,42.74747474747475,39.101010101010104,0.9970171124014546,0.9994066506895043,-0.0026131120320234884,-0.1358818256652214,0.03036258178442601,0.21894769095843378,-0.6206131933632401,-0.7640596555232205,13,0.5454545454545454,-0.38415353386899864,0.08058939535865989,0.08058939535865989,-0.0034995953809687464,-0.18197895981037482,0.030366049275062423,-1.0222530317026113,-0.8310577694953576,0.0034690894469529263,0.006082201478976413,0
risk_only,IES1,3,13,train,174,11.281609195402298,11.281609195402298,179.6496819591647,121.5,28.189655172413794,33.160919540229884,28.166666666666668,33.10344827586207,0.9993905830326378,0.9984241909634477,-0.0029551769245687387,-0.15366920007757442,0.036234371602762556,0.2612897694959534,-0.5881179365499586,-1.145664465951038,13,0.4482758620689655,-0.6256997460177005,0.08156563641825723,0.08156563641825723,-0.0038523989251695694,-0.20032474410881762,0.03624496931349393,-1.502963067357339,-0.76645239995113,0.0012159784766657493,0.0041711554012344885,0
risk_only,IES1,3,13,validation,98,12.86734693877551,12.86734693877551,229.21016483516482,215.07692307692307,36.5,38.86734693877551,36.47959183673469,38.8469387755102,0.999407338693053,0.9995197414513978,0.004445320942427104,0.23115668900620942,0.033433342160356164,0.24109125893859226,0.9587933217648787,1.471899988013527,13,0.5714285714285714,-0.27566293461331115,0.06555136655334594,0.06555136655334595,0.0037242559103402976,0.1936613073376955,0.03347526900923978,1.2237303402051993,0.8022636438844086,0.0009586213401636864,-0.0034866996022634173,0
risk_only,IES1,3,26,robustness,99,26.0,26.0,220.56021756021755,209.30769230769232,59.101010101010104,52.15151515151515,58.72727272727273,52.04040404040404,0.9938796899511687,0.9978363855340346,-0.002338621572795334,-0.12160832178535737,0.02883892975456394,0.2079604799191688,-0.5847664990609022,-0.8448059233921719,26,0.48484848484848486,-0.3485452875503211,0.056980991719149575,0.056980991719149575,-0.0029654124817059804,-0.15420144904871097,0.028844815843780507,-1.0699170632182617,-0.7413426948951881,0.0034101270493130994,0.005748748622108434,0
risk_only,IES1,3,26,train,174,21.591954022988507,21.591954022988507,175.45973834679944,122.55555555555556,35.12643678160919,43.5919540229885,35.08045977011494,43.47126436781609,0.9988581627948115,0.9972282131752999,-0.0024983618609019085,-0.12991481676689925,0.03248098416738295,0.2342237077860665,-0.554661259506488,-1.1335992947875542,26,0.4425287356321839,-0.5823166227646777,0.05670727643822826,0.05670727643822826,-0.00312214190172242,-0.16235137888956583,0.03244986096194852,-1.4313169874787912,-0.6938114606490988,0.0012512598538513629,0.0037496217147532716,0
risk_only,IES1,3,26,validation,98,25.73469387755102,25.73469387755102,231.34868131868132,219.6153846153846,47.3469387755102,53.775510204081634,47.295918367346935,53.755102040816325,0.998913475051017,0.999628819781881,0.005077240114551991,0.2640164859567036,0.032945145853895734,0.23757082530772183,1.1113169540692844,1.6477596514673862,26,0.5612244897959183,-0.280922945350916,0.04757763048967405,0.04757763048967405,0.0045538861791655765,0.23680208131660999,0.03295415737817967,1.4802466478344827,0.9964915766579523,0.0013452744375582193,-0.0037319656769937725,0
risk_only,IES1,3,52,robustness,99,52.0,52.0,219.57614607614607,210.69230769230768,79.03030303030303,73.67676767676768,78.32323232323232,73.4949494949495,0.9915930520004899,0.9976245608553217,-0.00148586166654692,-0.07726480666043985,0.02585647872497103,0.18645371969165359,-0.41439133951425544,-0.62080474310505,52,0.494949494949495,-0.30225449126590664,0.03102181574167318,0.031021815741673182,-0.001827101639705324,-0.09500928526467685,0.025854083673898996,-0.764028063474899,-0.5096068172853097,0.003862906742078271,0.00534876840862519,0
risk_only,IES1,3,52,train,174,39.298850574712645,39.298850574712645,167.40902678249662,125.06666666666666,43.4367816091954,58.764367816091955,43.35632183908046,58.59770114942529,0.9983279320447956,0.9969371400189349,-0.0021359371974261,-0.1110687342661572,0.028449511324536388,0.20515234368501875,-0.5413963704781599,-1.213758407191283,52,0.47126436781609193,-0.5196501323620608,0.036971218198906,0.03697121819890601,-0.002542620597614065,-0.1322162710759314,0.02840255315367752,-1.4677494759905767,-0.6455440036778104,0.0010652674545834561,0.0032012046520095566,0
risk_only,IES1,3,52,validation,98,51.46938775510204,51.46938775510204,233.14032920860654,224.76923076923077,61.40816326530612,79.3265306122449,61.33673469387755,79.28571428571429,0.9988445021971148,0.9995308158256375,0.005805690426055424,0.30189590215488205,0.031801514166029436,0.2293239799260271,1.316460242196496,2.857273494831911,52,0.6122448979591837,-0.2785149739645083,0.02760782549789959,0.02760782549789959,0.005502004345578531,0.2861042259700836,0.03180400172312864,2.713881960932018,1.2475007993338514,0.0015963339166442374,-0.004209356509411187,0
risk_only,IES1,4,1,robustness,99,1.0,1.0,226.36363636363637,180.0,23.07070707070707,22.171717171717173,23.07070707070707,22.171717171717173,1.0,1.0,-0.0016583035082919238,-0.08623178243118004,0.03241886707969689,0.2337757750965973,-0.36886534712824126,-0.5290249599883972,1,0.5151515151515151,-0.4280379483429667,0.21876724780996332,0.21876724780996332,-0.00406474323420152,-0.21136664817847906,0.03253428499470246,-1.2933914674648264,-0.9009351307333344,0.003419620680007145,0.005077924188299069,0
risk_only,IES1,4,1,train,157,1.0,1.0,190.27388535031847,120.0,19.43312101910828,18.547770700636942,19.426751592356688,18.528662420382165,0.9997550220480156,0.9990830034589299,-0.003326542424596818,-0.17298020607903453,0.0395809523544674,0.28542230649145867,-0.6060500603662909,-1.1649830167939788,1,0.445859872611465,-0.6416165698616685,0.24607472710728115,0.24607472710728115,-0.006033364422776909,-0.31373494998439927,0.03954695504950014,-2.1299117612459977,-1.1001405677202598,0.0002471242512539616,0.0035736666758507804,17
risk_only,IES1,4,1,validation,97,1.0,1.0,226.5463917525773,205.0,23.144329896907216,22.216494845360824,23.144329896907216,22.20618556701031,1.0,0.9995090819833088,0.0032252824034896678,0.16771468498146272,0.03424570302634159,0.24694927645157383,0.6791462902477917,0.9212691950189225,1,0.5360824742268041,-0.28007391449611396,0.18751786868774764,0.18751786868774764,0.0011625858479244438,0.06045446409207108,0.0344982484396656,0.3274663713107231,0.24301308480350162,0.0006063038267695344,-0.002618978576720133,1
