state_axis,state_value,family,metric_id,split,week_count,weekly_mean_return,after_cost_weekly_mean_return,positive_week_share
market_state_52w,upside,bivariate_risk_adjusted_imom,IES5,robustness,1009,-0.0032132966166738518,-0.009710627056690166,0.514370664023786
market_state_52w,downside,bivariate_risk_adjusted_imom,IES5,train,386,0.004231365249299314,-0.0016354574457425573,0.5233160621761658
market_state_52w,upside,bivariate_risk_adjusted_imom,IES5,train,1267,-0.004239082252457658,-0.010208098764481366,0.4561957379636938
market_state_52w,downside,bivariate_risk_adjusted_imom,IES5,validation,1435,0.0008449484073636946,-0.0053880592478291675,0.5317073170731708
market_state_52w,upside,bivariate_risk_adjusted_imom,IES5,validation,29,0.06141595825048915,0.0564788904747587,1.0
market_state_52w,downside,bivariate_risk_adjusted_imom,IMD,robustness,640,0.0082986531553166,0.0018449133911364525,0.6640625
market_state_52w,upside,bivariate_risk_adjusted_imom,IMD,robustness,1181,-0.0010975894575240394,-0.0074303367892350775,0.4944961896697714
market_state_52w,downside,bivariate_risk_adjusted_imom,IMD,train,593,0.0009332735872594912,-0.005557080076249017,0.49072512647554806
market_state_52w,upside,bivariate_risk_adjusted_imom,IMD,train,1725,-0.0065962112662700054,-0.012720823331281963,0.42782608695652175
market_state_52w,downside,bivariate_risk_adjusted_imom,IMD,validation,1645,-0.0024415277919336083,-0.008733593647572731,0.4869300911854103
market_state_52w,upside,bivariate_risk_adjusted_imom,IMD,validation,34,0.06470603264359229,0.06048487702060402,1.0
market_state_52w,downside,bivariate_risk_adjusted_imom,IVAR1,robustness,646,0.008471611384648062,0.0021218787045951186,0.6253869969040248
market_state_52w,upside,bivariate_risk_adjusted_imom,IVAR1,robustness,1006,-0.0039045686030321314,-0.01024198329036613,0.5129224652087475
market_state_52w,downside,bivariate_risk_adjusted_imom,IVAR1,train,347,0.00431350662266185,-0.0014063448388068384,0.547550432276657
market_state_52w,upside,bivariate_risk_adjusted_imom,IVAR1,train,1263,-0.0054149034581816346,-0.011403366998390455,0.4338875692794933
market_state_52w,downside,bivariate_risk_adjusted_imom,IVAR1,validation,1473,0.0014988723884336742,-0.004741641647905668,0.5241004752206382
market_state_52w,upside,bivariate_risk_adjusted_imom,IVAR1,validation,36,0.06303717138131551,0.057568254678468635,1.0
market_state_52w,downside,bivariate_risk_adjusted_imom,IVAR5,robustness,627,0.009466058283617424,0.0032993274840854175,0.6299840510366826
market_state_52w,upside,bivariate_risk_adjusted_imom,IVAR5,robustness,967,-0.0036791707209211824,-0.009996666575226808,0.5263702171664943
market_state_52w,downside,bivariate_risk_adjusted_imom,IVAR5,train,382,0.004854738439154981,-0.0009730752459337074,0.5392670157068062
market_state_52w,upside,bivariate_risk_adjusted_imom,IVAR5,train,1238,-0.004848397129102251,-0.010774737133659519,0.42407108239095315
market_state_52w,downside,bivariate_risk_adjusted_imom,IVAR5,validation,1388,0.0015194860963672575,-0.004421109227705532,0.5259365994236311
market_state_52w,upside,bivariate_risk_adjusted_imom,IVAR5,validation,32,0.0659538281914725,0.0612063152025987,1.0
market_state_52w,downside,bivariate_risk_adjusted_imom,IVOL,robustness,535,0.01265457785675287,0.006476336942258838,0.6747663551401869
market_state_52w,upside,bivariate_risk_adjusted_imom,IVOL,robustness,800,-0.0019081817299118648,-0.007888863295298221,0.5375
market_state_52w,downside,bivariate_risk_adjusted_imom,IVOL,train,299,0.010215879438472044,0.004743875810075774,0.5785953177257525
market_state_52w,upside,bivariate_risk_adjusted_imom,IVOL,train,1038,-0.005365117529098849,-0.011178260563021932,0.40173410404624277
market_state_52w,downside,bivariate_risk_adjusted_imom,IVOL,validation,1242,0.00357880180058228,-0.0023005331011602724,0.5587761674718197
market_state_52w,upside,bivariate_risk_adjusted_imom,IVOL,validation,17,0.08303519913901641,0.07846109683644543,1.0
market_state_52w,downside,imom,,robustness,747,0.0006727405809795773,-0.006102061030872743,0.5060240963855421
market_state_52w,upside,imom,,robustness,1200,0.0023184576905651935,-0.004179199327931131,0.5325
market_state_52w,downside,imom,,train,966,-0.001305611167966368,-0.007983182238474136,0.4782608695652174
market_state_52w,upside,imom,,train,2362,-0.00036524638032348257,-0.007034026078968849,0.4932260795935648
market_state_52w,downside,imom,,validation,1891,-0.003117501223046319,-0.00984618126926845,0.45161290322580644
market_state_52w,upside,imom,,validation,40,0.027181031170334723,0.020939148708660604,0.575
liquidity_state,high_liquidity,bivariate_risk_adjusted_imom,IES1,robustness,1607,0.0009807096231281428,-0.005438577441650468,0.537647790914748
liquidity_state,low_liquidity,bivariate_risk_adjusted_imom,IES1,robustness,37,0.02134601658178588,0.015157505722918987,0.6486486486486487
liquidity_state,high_liquidity,bivariate_risk_adjusted_imom,IES1,train,979,-0.004165020194626047,-0.010407159613909249,0.4606741573033708
liquidity_state,low_liquidity,bivariate_risk_adjusted_imom,IES1,train,748,-0.000219286015961351,-0.006043479412187103,0.49064171122994654
liquidity_state,high_liquidity,bivariate_risk_adjusted_imom,IES1,validation,1455,0.003553878669352671,-0.00269024532976042,0.5670103092783505
liquidity_state,low_liquidity,bivariate_risk_adjusted_imom,IES1,validation,108,-0.03121833341714418,-0.037219880429913844,0.24074074074074073
liquidity_state,unavailable,bivariate_risk_adjusted_imom,IES1,validation,13,0.019542657440134656,0.016407873565383677,1.0
liquidity_state,high_liquidity,bivariate_risk_adjusted_imom,IES5,robustness,1618,0.002170985488500143,-0.0042215963057041315,0.553770086526576
liquidity_state,low_liquidity,bivariate_risk_adjusted_imom,IES5,robustness,37,0.02514620231620665,0.01953216800629133,0.918918918918919
liquidity_state,high_liquidity,bivariate_risk_adjusted_imom,IES5,train,972,-0.0038007198685253572,-0.00993904882086583,0.4670781893004115
liquidity_state,low_liquidity,bivariate_risk_adjusted_imom,IES5,train,681,-6.359840738277444e-05,-0.005733028274262747,0.4787077826725404
liquidity_state,high_liquidity,bivariate_risk_adjusted_imom,IES5,validation,1357,0.003968722599247895,-0.0022850704596409834,0.5534266764922623
liquidity_state,low_liquidity,bivariate_risk_adjusted_imom,IES5,validation,95,-0.02745663699948515,-0.03334042070925328,0.3157894736842105
liquidity_state,unavailable,bivariate_risk_adjusted_imom,IES5,validation,12,0.01803230846689849,0.014516948687085217,0.9166666666666666
liquidity_state,high_liquidity,bivariate_risk_adjusted_imom,IMD,robustness,1784,0.0016577149286355491,-0.004726776443608646,0.5493273542600897
liquidity_state,low_liquidity,bivariate_risk_adjusted_imom,IMD,robustness,37,0.028581660469754418,0.02265097290914933,0.7837837837837838
liquidity_state,high_liquidity,bivariate_risk_adjusted_imom,IMD,train,1418,-0.0047727939331306014,-0.011209971683657836,0.44569816643159377
liquidity_state,low_liquidity,bivariate_risk_adjusted_imom,IMD,train,900,-0.004508012666546322,-0.010381143204722488,0.4411111111111111
liquidity_state,high_liquidity,bivariate_risk_adjusted_imom,IMD,validation,1551,0.00038653299455357294,-0.005851935806434184,0.4996776273372018
liquidity_state,low_liquidity,bivariate_risk_adjusted_imom,IMD,validation,117,-0.021219490951820782,-0.027843977987931878,0.4358974358974359
liquidity_state,unavailable,bivariate_risk_adjusted_imom,IMD,validation,11,0.006078150814708283,0.0021656480737128956,0.8181818181818182
liquidity_state,high_liquidity,bivariate_risk_adjusted_imom,IVAR1,robustness,1615,0.0005837251767325362,-0.005763621504967466,0.5504643962848297
liquidity_state,low_liquidity,bivariate_risk_adjusted_imom,IVAR1,robustness,37,0.01626888592998047,0.01014992388061014,0.8378378378378378
liquidity_state,high_liquidity,bivariate_risk_adjusted_imom,IVAR1,train,991,-0.004837740026298241,-0.010984375497544394,0.44904137235116043
liquidity_state,low_liquidity,bivariate_risk_adjusted_imom,IVAR1,train,619,-0.0008853568716610438,-0.006470013020947696,0.47334410339256866
liquidity_state,high_liquidity,bivariate_risk_adjusted_imom,IVAR1,validation,1408,0.004863970081903867,-0.001384567244925802,0.5511363636363636
liquidity_state,low_liquidity,bivariate_risk_adjusted_imom,IVAR1,validation,88,-0.028478989473472823,-0.03468740693197067,0.22727272727272727
liquidity_state,unavailable,bivariate_risk_adjusted_imom,IVAR1,validation,13,0.01037372278731728,0.006921654763751581,0.9230769230769231
liquidity_state,high_liquidity,bivariate_risk_adjusted_imom,IVAR5,robustness,1557,0.0010103340834441722,-0.005266348611573183,0.5626204238921002
liquidity_state,low_liquidity,bivariate_risk_adjusted_imom,IVAR5,robustness,37,0.021739737534453126,0.016259636283693982,0.7567567567567568
liquidity_state,high_liquidity,bivariate_risk_adjusted_imom,IVAR5,train,972,-0.002922846602303874,-0.008999462806588138,0.4537037037037037
liquidity_state,low_liquidity,bivariate_risk_adjusted_imom,IVAR5,train,648,-0.0020166646059136093,-0.007659508437366497,0.44753086419753085
liquidity_state,high_liquidity,bivariate_risk_adjusted_imom,IVAR5,validation,1355,0.0035262572968719776,-0.00244511781379423,0.537269372693727
liquidity_state,low_liquidity,bivariate_risk_adjusted_imom,IVAR5,validation,63,-0.009550522686822018,-0.014411688567842336,0.5079365079365079
liquidity_state,unavailable,bivariate_risk_adjusted_imom,IVAR5,validation,2,0.021586747946565177,0.021586747946565177,1.0
liquidity_state,high_liquidity,bivariate_risk_adjusted_imom,IVOL,robustness,1298,0.003342591365501639,-0.0027143857080200234,0.5901386748844376
liquidity_state,low_liquidity,bivariate_risk_adjusted_imom,IVOL,robustness,37,0.024458653432761247,0.01829789937513218,0.6756756756756757
liquidity_state,high_liquidity,bivariate_risk_adjusted_imom,IVOL,train,763,-0.004738836336882375,-0.010709363002970785,0.4076015727391874
liquidity_state,low_liquidity,bivariate_risk_adjusted_imom,IVOL,train,574,0.0019186203518114786,-0.0035076160730616755,0.48606271777003485
liquidity_state,high_liquidity,bivariate_risk_adjusted_imom,IVOL,validation,1195,0.005467841196358183,-0.0004782874508889625,0.5682008368200837
liquidity_state,low_liquidity,bivariate_risk_adjusted_imom,IVOL,validation,62,-0.011572613848368173,-0.015996322778168454,0.4838709677419355
liquidity_state,unavailable,bivariate_risk_adjusted_imom,IVOL,validation,2,0.019951025318633926,0.019951025318633926,1.0
liquidity_state,high_liquidity,imom,,robustness,1910,0.0015752606724343783,-0.0050265417466953495,0.5204188481675392
liquidity_state,low_liquidity,imom,,robustness,37,0.007457798873521994,0.0007409716921302708,0.6216216216216216
liquidity_state,high_liquidity,imom,,train,1714,-0.001265064513317453,-0.007956516407701002,0.4824970828471412
liquidity_state,low_liquidity,imom,,train,1614,2.7502005728957255e-05,-0.006622462526698215,0.49566294919454773
liquidity_state,high_liquidity,imom,,validation,1776,-0.0017770416995750602,-0.008404424024640809,0.4560810810810811
liquidity_state,low_liquidity,imom,,validation,140,-0.013114999062176757,-0.02127437113528136,0.37857142857142856
liquidity_state,unavailable,imom,,validation,15,0.01227815741219021,0.008207079657416804,0.9333333333333333
liquidity_extreme_state,extreme_high_liquidity,bivariate_risk_adjusted_imom,IES1,robustness,1245,-0.0007291083308457896,-0.007108002297362812,0.521285140562249
liquidity_extreme_state,middle_liquidity,bivariate_risk_adjusted_imom,IES1,robustness,399,0.008204368044601533,0.0016804426647428553,0.5989974937343359
liquidity_extreme_state,extreme_high_liquidity,bivariate_risk_adjusted_imom,IES1,train,445,-0.001429214507164327,-0.007833312332684344,0.4404494382022472
liquidity_extreme_state,extreme_low_liquidity,bivariate_risk_adjusted_imom,IES1,train,244,0.01101305719837791,0.004768176354419197,0.6557377049180327
liquidity_extreme_state,middle_liquidity,bivariate_risk_adjusted_imom,IES1,train,1038,-0.0060623951938285885,-0.011933278328291769,0.44508670520231214
liquidity_extreme_state,extreme_high_liquidity,bivariate_risk_adjusted_imom,IES1,validation,721,0.00855467438222103,0.0023814451214387946,0.5977808599167822
liquidity_extreme_state,middle_liquidity,bivariate_risk_adjusted_imom,IES1,validation,842,-0.005188369091122089,-0.01146208547955995,0.498812351543943
liquidity_extreme_state,unavailable,bivariate_risk_adjusted_imom,IES1,validation,13,0.019542657440134656,0.016407873565383677,1.0
liquidity_extreme_state,extreme_high_liquidity,bivariate_risk_adjusted_imom,IES5,robustness,1231,-0.00027449271446329694,-0.006715106781431654,0.5345247766043867
liquidity_extreme_state,middle_liquidity,bivariate_risk_adjusted_imom,IES5,robustness,424,0.01127585975848395,0.005090669437608165,0.6415094339622641
liquidity_extreme_state,extreme_high_liquidity,bivariate_risk_adjusted_imom,IES5,train,458,-0.0022329802759398897,-0.008618469237325552,0.4585152838427948
liquidity_extreme_state,extreme_low_liquidity,bivariate_risk_adjusted_imom,IES5,train,189,0.014179565328376009,0.008270658524122176,0.6878306878306878
liquidity_extreme_state,middle_liquidity,bivariate_risk_adjusted_imom,IES5,train,1006,-0.0053626671056828164,-0.011114158309163524,0.43737574552683894
liquidity_extreme_state,extreme_high_liquidity,bivariate_risk_adjusted_imom,IES5,validation,688,0.009012269704319169,0.0027893860230728622,0.5988372093023255
liquidity_extreme_state,middle_liquidity,bivariate_risk_adjusted_imom,IES5,validation,764,-0.004480714010920529,-0.010716332676683251,0.4829842931937173
liquidity_extreme_state,unavailable,bivariate_risk_adjusted_imom,IES5,validation,12,0.01803230846689849,0.014516948687085217,0.9166666666666666
liquidity_extreme_state,extreme_high_liquidity,bivariate_risk_adjusted_imom,IMD,robustness,1402,0.0008993151628578391,-0.005446236560649015,0.5399429386590585
liquidity_extreme_state,middle_liquidity,bivariate_risk_adjusted_imom,IMD,robustness,419,0.006572899789355711,9.81873037485012e-05,0.6014319809069213
liquidity_extreme_state,extreme_high_liquidity,bivariate_risk_adjusted_imom,IMD,train,588,-0.006434221960499201,-0.012911275842484452,0.41496598639455784
liquidity_extreme_state,extreme_low_liquidity,bivariate_risk_adjusted_imom,IMD,train,258,0.0053065574320639705,-0.0010593847813629136,0.5968992248062015
liquidity_extreme_state,middle_liquidity,bivariate_risk_adjusted_imom,IMD,train,1472,-0.005713860395224087,-0.011802729118685166,0.42866847826086957
liquidity_extreme_state,extreme_high_liquidity,bivariate_risk_adjusted_imom,IMD,validation,795,0.0068839172094301,0.0007512413798058414,0.5584905660377358
liquidity_extreme_state,middle_liquidity,bivariate_risk_adjusted_imom,IMD,validation,873,-0.00842598161318141,-0.014812525495204,0.43757159221076747
liquidity_extreme_state,unavailable,bivariate_risk_adjusted_imom,IMD,validation,11,0.006078150814708283,0.0021656480737128956,0.8181818181818182
liquidity_extreme_state,extreme_high_liquidity,bivariate_risk_adjusted_imom,IVAR1,robustness,1230,-0.0018226257689871106,-0.00817998484205969,0.5308943089430894
liquidity_extreme_state,middle_liquidity,bivariate_risk_adjusted_imom,IVAR1,robustness,422,0.00897273610352244,0.002674596703302223,0.6327014218009479
liquidity_extreme_state,extreme_high_liquidity,bivariate_risk_adjusted_imom,IVAR1,train,488,-0.0031650420877804932,-0.009567538102187356,0.45286885245901637
liquidity_extreme_state,extreme_low_liquidity,bivariate_risk_adjusted_imom,IVAR1,train,182,0.016178563766357935,0.010627328774497945,0.7197802197802198
liquidity_extreme_state,middle_liquidity,bivariate_risk_adjusted_imom,IVAR1,train,940,-0.007172547166234049,-0.012931563213962037,0.4106382978723404
liquidity_extreme_state,extreme_high_liquidity,bivariate_risk_adjusted_imom,IVAR1,validation,730,0.009183528055692667,0.00299258919768015,0.5808219178082191
liquidity_extreme_state,middle_liquidity,bivariate_risk_adjusted_imom,IVAR1,validation,766,-0.0030831027141000147,-0.009381922461064566,0.4856396866840731
liquidity_extreme_state,unavailable,bivariate_risk_adjusted_imom,IVAR1,validation,13,0.01037372278731728,0.006921654763751581,0.9230769230769231
liquidity_extreme_state,extreme_high_liquidity,bivariate_risk_adjusted_imom,IVAR5,robustness,1172,-0.0013119538585656043,-0.007639235384642731,0.5392491467576792
liquidity_extreme_state,middle_liquidity,bivariate_risk_adjusted_imom,IVAR5,robustness,422,0.009277417959564526,0.003211103376963301,0.6445497630331753
liquidity_extreme_state,extreme_high_liquidity,bivariate_risk_adjusted_imom,IVAR5,train,468,-0.002269255839112355,-0.008601706294911192,0.42735042735042733
liquidity_extreme_state,extreme_low_liquidity,bivariate_risk_adjusted_imom,IVAR5,train,206,0.011582070017509077,0.005084026830024143,0.6553398058252428
liquidity_extreme_state,middle_liquidity,bivariate_risk_adjusted_imom,IVAR5,train,946,-0.005784038322382318,-0.011345190588143442,0.4186046511627907
liquidity_extreme_state,extreme_high_liquidity,bivariate_risk_adjusted_imom,IVAR5,validation,704,0.010667788006109001,0.004535687372189504,0.6051136363636364
liquidity_extreme_state,middle_liquidity,bivariate_risk_adjusted_imom,IVAR5,validation,714,-0.004669085501833326,-0.010384026509084958,0.4677871148459384
liquidity_extreme_state,unavailable,bivariate_risk_adjusted_imom,IVAR5,validation,2,0.021586747946565177,0.021586747946565177,1.0
liquidity_extreme_state,extreme_high_liquidity,bivariate_risk_adjusted_imom,IVOL,robustness,923,-0.0003722126502497267,-0.006337701487085708,0.5601300108342362
liquidity_extreme_state,middle_liquidity,bivariate_risk_adjusted_imom,IVOL,robustness,412,0.013561179722363571,0.007289922573907787,0.6650485436893204
liquidity_extreme_state,extreme_high_liquidity,bivariate_risk_adjusted_imom,IVOL,train,385,-0.00462944984107702,-0.011201716804446317,0.36103896103896105
liquidity_extreme_state,extreme_low_liquidity,bivariate_risk_adjusted_imom,IVOL,train,205,0.01673624033622746,0.011067221027649326,0.7024390243902439
liquidity_extreme_state,middle_liquidity,bivariate_risk_adjusted_imom,IVOL,train,747,-0.005573005519696706,-0.010897904870361968,0.4109772423025435
liquidity_extreme_state,extreme_high_liquidity,bivariate_risk_adjusted_imom,IVOL,validation,595,0.010467434063091929,0.004125662851837194,0.611764705882353
liquidity_extreme_state,middle_liquidity,bivariate_risk_adjusted_imom,IVOL,validation,662,-0.0006216844357862449,-0.00606962977779741,0.5211480362537765
liquidity_extreme_state,unavailable,bivariate_risk_adjusted_imom,IVOL,validation,2,0.019951025318633926,0.019951025318633926,1.0
liquidity_extreme_state,extreme_high_liquidity,imom,,robustness,1494,0.002607142204970325,-0.003932542449447934,0.5321285140562249
liquidity_extreme_state,middle_liquidity,imom,,robustness,453,-0.001347426074074369,-0.008163488662481415,0.4900662251655629
liquidity_extreme_state,extreme_high_liquidity,imom,,train,694,0.00020696422700509508,-0.006481274815010835,0.4538904899135447
liquidity_extreme_state,extreme_low_liquidity,imom,,train,591,0.0006543194896200056,-0.006065973231735532,0.5025380710659898
liquidity_extreme_state,middle_liquidity,imom,,train,2043,-0.0012992013365083393,-0.00795062591253902,0.4968184043073911
liquidity_extreme_state,extreme_high_liquidity,imom,,validation,911,0.0027518644024001927,-0.0038909655987035036,0.5082327113062569
liquidity_extreme_state,middle_liquidity,imom,,validation,1005,-0.007461765569887192,-0.014288556583365744,0.39800995024875624
liquidity_extreme_state,unavailable,imom,,validation,15,0.01227815741219021,0.008207079657416804,0.9333333333333333
