instrument_id,signal_date,split,open,high,low,close,volume,money,vwap,avg_money20_D,industry_id,industry_name,liquidity_quintile,beta_bucket,market_state,base_eligible,candidate_row_id,included_factor_count,valid_included_factor_count,eligible_after_factor_coverage,active_factor_count,score_raw,score_final,eligible_count,selected_flag,canonical_unit_id,event_key,unit_role
SH601155,2020-02-21,train,30.3,30.43,29.75,29.89,13753400.0,463174530.0,33.677094,498914196.8,sw_801180,房地产,q3,high_beta,risk_on,True,32742,50,49,True,49,0.2034391155656503,0.2034391155656503,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH601155_2020-02-21,selected
SH603658,2020-02-21,train,86.53,87.56,83.34,84.71,1957800.0,230562480.0,117.766106,224723696.4,sw_801150,医药生物,q1,low_beta,risk_on,True,57874,50,49,True,49,0.17359091871779184,0.17359091871779184,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH603658_2020-02-21,selected
SH600845,2020-02-21,train,17.35,17.87,17.34,17.52,18146880.0,862537540.0,47.5309,615152274.4,sw_801750,计算机,q3,mid_beta,risk_on,True,23445,50,49,True,49,0.17238363684440144,0.17238363684440144,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH600845_2020-02-21,selected
SZ002371,2020-02-21,train,111.16,113.91,110.98,112.44,11160370.0,1704885600.0,152.76247,1646580041.6,sw_801080,电子,q4,high_beta,risk_on,True,78616,50,49,True,49,0.17185489962599715,0.17185489962599715,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ002371_2020-02-21,selected
SH600036,2020-02-21,train,27.17,27.19,26.85,26.98,73031470.0,2603112400.0,35.643707,2287246054.4,sw_801780,银行,q5,low_beta,risk_on,True,6255,50,49,True,49,0.16522603428789548,0.16522603428789548,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH600036_2020-02-21,selected
SZ002460,2020-02-21,train,39.35,39.95,38.68,38.87,60937600.0,3554686700.0,58.333225,3245086400.0,sw_801050,有色金属,q5,high_beta,risk_on,True,80018,50,49,True,49,0.16331651939877442,0.16331651939877442,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ002460_2020-02-21,selected
SH600276,2020-02-21,train,61.43,61.69,61.14,61.35,19334718.0,1743550000.0,90.17716,2176753088.0,sw_801150,医药生物,q5,low_beta,risk_on,True,11798,50,49,True,49,0.15778547132444776,0.15778547132444776,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH600276_2020-02-21,selected
SH600061,2020-02-21,train,8.77,9.01,8.54,8.68,56276400.0,807819650.0,14.354501,512073402.4,sw_801790,非银金融,q3,high_beta,risk_on,True,7680,50,49,True,49,0.14419917477180763,0.14419917477180763,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH600061_2020-02-21,selected
SH600660,2020-02-21,train,21.08,21.27,20.66,20.96,18712358.0,466955040.0,24.954367,365144326.4,sw_801880,汽车,q2,mid_beta,risk_on,True,19227,50,49,True,49,0.13647928689511454,0.13647928689511454,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH600660_2020-02-21,selected
SH600999,2020-02-21,train,13.84,14.16,13.62,13.67,43878776.0,843240770.0,19.217508,492982772.0,sw_801790,非银金融,q2,high_beta,risk_on,True,28030,50,49,True,49,0.13008620564312656,0.13008620564312656,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH600999_2020-02-21,selected
SH603288,2020-02-21,train,46.82,47.12,46.41,46.67,3195217.0,334703520.0,104.75142,433290898.4,sw_801120,食品饮料,q2,low_beta,risk_on,True,56347,50,49,True,49,0.1288895168892887,0.1288895168892887,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH603288_2020-02-21,selected
SH603501,2020-02-21,train,145.99,150.37,144.68,146.01,8069612.0,1619902000.0,200.741,1261108019.2,sw_801080,电子,q4,mid_beta,risk_on,True,57501,50,49,True,49,0.12454025492984422,0.12454025492984422,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH603501_2020-02-21,selected
SZ000538,2020-02-21,train,46.88,47.19,46.49,46.8,4482570.0,372829300.0,83.17312,487435291.2,sw_801150,医药生物,q2,mid_beta,risk_on,True,64399,50,49,True,49,0.12023509890601343,0.12023509890601343,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ000538_2020-02-21,selected
SH600570,2020-02-21,train,42.65,43.87,42.33,42.66,30955432.0,3208625700.0,103.653076,2437560627.2,sw_801750,计算机,q5,high_beta,risk_on,True,17251,50,49,True,49,0.11869165417738259,0.11869165417738259,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH600570_2020-02-21,selected
SH601166,2020-02-21,train,12.76,12.92,12.74,12.79,67819010.0,1227613800.0,18.101324,1248495344.0,sw_801780,银行,q4,mid_beta,risk_on,True,33027,50,49,True,49,0.0971330204284845,0.0971330204284845,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH601166_2020-02-21,selected
SH600346,2020-02-21,train,13.65,13.65,13.43,13.49,27320904.0,437952260.0,16.029932,424547888.8,sw_801030,基础化工,q2,mid_beta,risk_on,True,13034,50,49,True,49,0.09656235560470698,0.09656235560470698,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH600346_2020-02-21,selected
SH600025,2020-02-21,train,3.32,3.33,3.29,3.3,36557536.0,142486160.0,3.8975866,153884601.2,sw_801160,公用事业,q1,low_beta,risk_on,True,3790,50,49,True,49,0.09655011411547204,0.09655011411547204,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH600025_2020-02-21,selected
SZ002304,2020-02-21,train,85.08,85.32,84.09,84.76,4738956.0,492751580.0,103.978935,711605046.4,sw_801120,食品饮料,q3,mid_beta,risk_on,True,77481,50,49,True,49,0.09465279797453205,0.09465279797453205,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ002304_2020-02-21,selected
SH601336,2020-02-21,train,38.74,39.22,38.54,38.67,23000294.0,1107961900.0,48.17164,729861176.0,sw_801790,非银金融,q3,high_beta,risk_on,True,37948,50,49,True,49,0.09330649190696375,0.09330649190696375,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH601336_2020-02-21,selected
SZ002142,2020-02-21,train,22.19,22.23,21.88,22.13,27242394.0,720207800.0,26.437023,711726468.8,sw_801780,银行,q3,mid_beta,risk_on,True,75050,50,49,True,49,0.0919528572002844,0.0919528572002844,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ002142_2020-02-21,selected
SH601668,2020-02-21,train,4.14,4.17,4.1,4.12,236975540.0,1278881300.0,5.396681,1065845673.6,sw_801720,建筑装饰,q4,mid_beta,risk_on,True,42750,50,49,True,49,0.09140960617485094,0.09140960617485094,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH601668_2020-02-21,selected
SH600029,2020-02-21,train,6.35,6.36,6.26,6.3,78634460.0,495501200.0,6.3013234,497769080.8,sw_801170,交通运输,q3,high_beta,risk_on,True,4980,50,49,True,49,0.0851705375802228,0.0851705375802228,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH600029_2020-02-21,selected
SH603993,2020-02-21,train,4.21,4.3,4.12,4.18,428622820.0,1981630000.0,4.623249,1656355368.0,sw_801050,有色金属,q4,mid_beta,risk_on,True,59489,50,49,True,49,0.08288325722880509,0.08288325722880509,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH603993_2020-02-21,selected
SH601989,2020-02-21,train,4.65,4.74,4.63,4.68,82000300.0,386286050.0,4.710788,375605772.0,sw_801740,国防军工,q2,low_beta,risk_on,True,53601,50,49,True,49,0.07874208050114768,0.07874208050114768,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH601989_2020-02-21,selected
SZ000651,2020-02-21,train,42.87,42.87,42.1,42.4,54346990.0,3402734300.0,62.61127,2988922784.0,sw_801110,家用电器,q5,mid_beta,risk_on,True,66231,50,49,True,49,0.077597334828912,0.077597334828912,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ000651_2020-02-21,selected
SH601169,2020-02-21,train,3.68,3.69,3.66,3.66,52965356.0,280600200.0,5.2978063,276645071.2,sw_801780,银行,q1,low_beta,risk_on,True,33472,50,49,True,49,0.0767153666297696,0.0767153666297696,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH601169_2020-02-21,selected
SH601901,2020-02-21,train,8.04,8.32,7.95,8.03,112896420.0,943611000.0,8.358202,543237905.6,sw_801790,非银金融,q3,high_beta,risk_on,True,51003,50,49,True,49,0.07563777693680354,0.07563777693680354,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH601901_2020-02-21,selected
SH601727,2020-02-21,train,4.74,4.78,4.72,4.74,24865084.0,119890420.0,4.821637,91956285.6,sw_801730,电力设备,q1,mid_beta,risk_on,True,44601,50,49,True,49,0.07412787458422232,0.07412787458422232,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH601727_2020-02-21,selected
SH601601,2020-02-21,train,27.26,27.69,27.22,27.31,49551340.0,1718812900.0,34.687515,1051880712.0,sw_801790,非银金融,q4,mid_beta,risk_on,True,40273,50,49,True,49,0.07312361565323508,0.07312361565323508,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH601601_2020-02-21,selected
SZ002624,2020-02-21,train,29.45,31.45,29.42,30.79,32187700.0,1610376200.0,50.030792,1330879091.2,sw_801760,传媒,q4,mid_beta,risk_on,True,82829,50,49,True,49,0.07196362172158396,0.07196362172158396,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ002624_2020-02-21,selected
SH601808,2020-02-21,train,16.72,16.98,16.49,16.78,7757737.0,139281860.0,17.953928,222604325.6,sw_801960,石油石化,q1,high_beta,risk_on,True,46482,50,49,True,49,0.07190204031613408,0.07190204031613408,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH601808_2020-02-21,selected
SH601225,2020-02-21,train,5.33,5.35,5.29,5.31,18915468.0,152863470.0,8.081401,262496757.6,sw_801950,煤炭,q1,low_beta,risk_on,True,34789,50,49,True,49,0.07087754463415821,0.07087754463415821,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH601225_2020-02-21,selected
SH600018,2020-02-21,train,4.03,4.06,4.02,4.03,40630404.0,198986000.0,4.897465,179939904.4,sw_801170,交通运输,q1,mid_beta,risk_on,True,2671,50,49,True,49,0.06833539006053185,0.06833539006053185,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH600018_2020-02-21,selected
SZ000785,2020-02-21,train,8.71,8.73,8.45,8.5,9683200.0,87871096.0,9.074593,70158417.8,sw_801200,商贸零售,q1,mid_beta,risk_on,True,68430,50,49,True,49,0.06501113414308246,0.06501113414308246,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ000785_2020-02-21,selected
SH600050,2020-02-21,train,4.77,4.86,4.76,4.81,181120160.0,1021090600.0,5.637642,845421192.0,sw_801770,通信,q3,mid_beta,risk_on,True,7295,50,49,True,49,0.06227325722195056,0.06227325722195056,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH600050_2020-02-21,selected
SH601800,2020-02-21,train,6.72,6.76,6.67,6.7,53020240.0,426449100.0,8.043138,327453065.6,sw_801720,建筑装饰,q2,mid_beta,risk_on,True,46112,50,49,True,49,0.058484907680172095,0.058484907680172095,179,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH601800_2020-02-21,selected
SH600346,2020-03-06,train,12.78,12.9,12.65,12.69,29808490.0,451455900.0,15.145212,380411997.6,sw_801030,基础化工,q2,mid_beta,risk_on,True,13036,50,50,True,50,0.20488902097567915,0.20488902097567915,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH600346_2020-03-06,selected
SZ002371,2020-03-06,train,98.5,101.79,97.01,98.28,10481634.0,1414401300.0,134.94092,2151305708.8,sw_801080,电子,q5,high_beta,risk_on,True,78618,50,50,True,50,0.1790316351968795,0.1790316351968795,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ002371_2020-03-06,selected
SH600741,2020-03-06,train,21.33,21.33,20.79,20.97,16376236.0,444032960.0,27.11447,507707192.0,sw_801880,汽车,q2,low_beta,risk_on,True,21080,50,50,True,50,0.16917993093840777,0.16917993093840777,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH600741_2020-03-06,selected
SZ000538,2020-03-06,train,45.77,46.54,45.59,45.68,4803669.0,392548100.0,81.71839,456695601.6,sw_801150,医药生物,q2,mid_beta,risk_on,True,64401,50,50,True,50,0.16849980275146664,0.16849980275146664,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ000538_2020-03-06,selected
SZ002460,2020-03-06,train,35.21,38.07,35.12,36.52,43365216.0,2379091000.0,54.861732,3767093676.8,sw_801050,有色金属,q5,high_beta,risk_on,True,80020,50,50,True,50,0.1569161491841078,0.1569161491841078,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ002460_2020-03-06,selected
SH601012,2020-03-06,train,15.18,15.25,14.92,15.05,35125360.0,1080285600.0,30.755146,1921733676.8,sw_801730,电力设备,q4,mid_beta,risk_on,True,29276,50,50,True,50,0.15411239102482796,0.15411239102482796,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH601012_2020-03-06,selected
SZ002624,2020-03-06,train,29.01,30.18,28.48,29.45,14767600.0,708767360.0,47.994755,1342156243.2,sw_801760,传媒,q4,low_beta,risk_on,True,82831,50,50,True,50,0.15267024231143295,0.15267024231143295,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ002624_2020-03-06,selected
SH601601,2020-03-06,train,26.13,26.3,25.79,25.86,29911732.0,982079940.0,32.8326,1151390819.2,sw_801790,非银金融,q4,mid_beta,risk_on,True,40275,50,50,True,50,0.13194118969142438,0.13194118969142438,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH601601_2020-03-06,selected
SH600588,2020-03-06,train,34.79,36.17,34.25,35.22,32372800.0,1512320300.0,46.71577,2412034323.2,sw_801750,计算机,q5,high_beta,risk_on,True,18235,50,50,True,50,0.12581899363547563,0.12581899363547563,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH600588_2020-03-06,selected
SZ002304,2020-03-06,train,80.88,81.74,79.7,79.71,9691970.0,956693500.0,98.709915,735966363.2,sw_801120,食品饮料,q3,mid_beta,risk_on,True,77483,50,50,True,50,0.12397164069116115,0.12397164069116115,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ002304_2020-03-06,selected
SZ002415,2020-03-06,train,30.77,30.91,30.23,30.35,48267284.0,1709746700.0,35.422474,2336047161.6,sw_801080,电子,q5,high_beta,risk_on,True,79380,50,50,True,50,0.12194715381599963,0.12194715381599963,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ002415_2020-03-06,selected
SZ002311,2020-03-06,train,35.76,35.76,34.63,34.76,5778635.0,213802780.0,36.99884,318708806.4,sw_801010,农林牧渔,q1,low_beta,risk_on,True,77835,50,50,True,50,0.11911198779009283,0.11911198779009283,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ002311_2020-03-06,selected
SZ002594,2020-03-06,train,21.19,21.85,21.13,21.14,14720960.0,972613000.0,66.06995,1978636070.4,sw_801880,汽车,q5,high_beta,risk_on,True,81935,50,50,True,50,0.1173078871704638,0.1173078871704638,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ002594_2020-03-06,selected
SH601336,2020-03-06,train,37.52,37.68,37.06,37.1,14799978.0,685067600.0,46.288418,784815627.2,sw_801790,非银金融,q3,high_beta,risk_on,True,37950,50,50,True,50,0.11608927411958575,0.11608927411958575,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH601336_2020-03-06,selected
SH600061,2020-03-06,train,8.89,9.01,8.53,8.56,58725900.0,840327360.0,14.309315,589526496.0,sw_801790,非银金融,q3,high_beta,risk_on,True,7682,50,50,True,50,0.11354587534442544,0.11354587534442544,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH600061_2020-03-06,selected
SH601618,2020-03-06,train,2.51,2.53,2.45,2.45,132490720.0,375648130.0,2.8352787,403753664.0,sw_801720,建筑装饰,q2,mid_beta,risk_on,True,41186,50,50,True,50,0.11104132635518908,0.11104132635518908,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH601618_2020-03-06,selected
SH600570,2020-03-06,train,40.87,41.64,40.59,40.72,13733042.0,1360390500.0,99.05966,2719406169.6,sw_801750,计算机,q5,high_beta,risk_on,True,17253,50,50,True,50,0.09505621368065477,0.09505621368065477,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH600570_2020-03-06,selected
SH603501,2020-03-06,train,125.07,128.47,123.93,125.93,4563926.0,788732000.0,172.81876,1607180451.2,sw_801080,电子,q4,mid_beta,risk_on,True,57503,50,50,True,50,0.09371518806554377,0.09371518806554377,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH603501_2020-03-06,selected
SH600406,2020-03-06,train,11.32,11.63,11.0,11.08,44820184.0,976590500.0,21.78908,638899705.6,sw_801730,电力设备,q3,high_beta,risk_on,True,14410,50,50,True,50,0.08945288918912411,0.08945288918912411,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH600406_2020-03-06,selected
SH600438,2020-03-06,train,14.29,14.52,14.23,14.31,40546268.0,686368000.0,16.928019,1635857097.6,sw_801730,电力设备,q4,high_beta,risk_on,True,15499,50,49,True,49,0.08893802952097386,0.08893802952097386,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH600438_2020-03-06,selected
SZ000785,2020-03-06,train,8.25,8.63,8.14,8.35,9654000.0,85742730.0,8.881576,65611158.8,sw_801200,商贸零售,q1,mid_beta,risk_on,True,68432,50,50,True,50,0.0873943711258471,0.0873943711258471,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ000785_2020-03-06,selected
SH600104,2020-03-06,train,19.57,19.63,19.11,19.17,18895274.0,435432860.0,23.044538,588411851.2,sw_801880,汽车,q3,mid_beta,risk_on,True,8491,50,50,True,50,0.08735964449122548,0.08735964449122548,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH600104_2020-03-06,selected
SH603986,2020-03-06,train,158.53,164.01,157.46,160.95,7877030.0,2537137700.0,322.09317,3462114144.0,sw_801080,电子,q5,high_beta,risk_on,True,59075,50,50,True,50,0.08669795298948885,0.08669795298948885,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH603986_2020-03-06,selected
SZ002027,2020-03-06,train,4.23,4.25,4.2,4.21,98809656.0,538927170.0,5.4541955,1039740928.0,sw_801760,传媒,q3,mid_beta,risk_on,True,73113,50,50,True,50,0.08470957867801189,0.08470957867801189,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ002027_2020-03-06,selected
SH600886,2020-03-06,train,6.71,6.73,6.65,6.66,29848744.0,232761540.0,7.7980347,173513647.4,sw_801160,公用事业,q1,low_beta,risk_on,True,24121,50,50,True,50,0.07777587871998548,0.07777587871998548,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH600886_2020-03-06,selected
SH601229,2020-03-06,train,6.09,6.11,6.05,6.05,20793168.0,183399630.0,8.820188,194306606.4,sw_801780,银行,q1,low_beta,risk_on,True,35221,50,50,True,50,0.0771520940028131,0.0771520940028131,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH601229_2020-03-06,selected
SH600660,2020-03-06,train,19.8,19.89,19.63,19.74,14206640.0,334867740.0,23.571213,352158814.4,sw_801880,汽车,q2,mid_beta,risk_on,True,19229,50,50,True,50,0.07336238227784633,0.07336238227784633,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH600660_2020-03-06,selected
SH601939,2020-03-06,train,4.73,4.76,4.7,4.71,83512050.0,555393200.0,6.650456,612202968.0,sw_801780,银行,q3,low_beta,risk_on,True,52286,50,50,True,50,0.06931594597175718,0.06931594597175718,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH601939_2020-03-06,selected
SZ000157,2020-03-06,train,5.06,5.06,4.96,4.99,52484124.0,343249630.0,6.540066,315070364.0,sw_801890,机械设备,q1,high_beta,risk_on,True,62171,50,50,True,50,0.06878849074244499,0.06878849074244499,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ000157_2020-03-06,selected
SH600919,2020-03-06,train,4.35,4.37,4.31,4.32,39312390.0,258750720.0,6.5819125,215508318.0,sw_801780,银行,q1,low_beta,risk_on,True,26140,50,50,True,50,0.06507051919586956,0.06507051919586956,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH600919_2020-03-06,selected
SH601998,2020-03-06,train,4.02,4.03,3.98,3.98,25118288.0,140299870.0,5.5855665,128972946.0,sw_801780,银行,q1,low_beta,risk_on,True,54501,50,50,True,50,0.0643967308383435,0.0643967308383435,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH601998_2020-03-06,selected
SH601225,2020-03-06,train,5.39,5.41,5.31,5.34,22639598.0,183983700.0,8.126633,247717143.2,sw_801950,煤炭,q1,low_beta,risk_on,True,34791,50,50,True,50,0.06394326567649841,0.06394326567649841,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH601225_2020-03-06,selected
SH601318,2020-03-06,train,62.63,62.9,62.04,62.12,58418610.0,4739602000.0,81.131714,5734129049.6,sw_801790,非银金融,q5,mid_beta,risk_on,True,36751,50,50,True,50,0.06358121052384376,0.06358121052384376,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH601318_2020-03-06,selected
SZ002032,2020-03-06,train,59.24,59.56,57.68,58.04,1994700.0,144471360.0,72.42761,155816214.4,sw_801110,家用电器,q1,mid_beta,risk_on,True,73552,50,50,True,50,0.06236998831853271,0.06236998831853271,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ002032_2020-03-06,selected
SZ002475,2020-03-06,train,33.49,34.65,33.17,34.06,68579840.0,3132507400.0,45.676796,4430002547.2,sw_801080,电子,q5,high_beta,risk_on,True,80818,50,50,True,50,0.062176166102290154,0.062176166102290154,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ002475_2020-03-06,selected
SZ002938,2020-03-06,train,36.49,37.79,36.47,37.52,9628761.0,404580220.0,42.01789,683719796.8,sw_801080,电子,q3,high_beta,risk_on,True,85231,50,50,True,50,0.05977252496406436,0.05977252496406436,178,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ002938_2020-03-06,selected
SZ002624,2020-05-08,train,28.33,28.71,27.59,27.83,18563300.0,849764700.0,45.776596,543915398.4,sw_801760,传媒,q3,mid_beta,risk_on,True,82840,50,50,True,50,0.22062680669128895,0.22062680669128895,176,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ002624_2020-05-08,selected
SZ002032,2020-05-08,train,52.54,53.65,51.98,52.2,2603200.0,173869860.0,66.79082,112472214.2,sw_801110,家用电器,q1,mid_beta,risk_on,True,73561,50,50,True,50,0.18230946458876132,0.18230946458876132,176,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ002032_2020-05-08,selected
SZ002594,2020-05-08,train,19.44,19.57,19.18,19.34,17147172.0,1025569500.0,59.809834,958862060.8,sw_801880,汽车,q4,high_beta,risk_on,True,81944,50,50,True,50,0.15073508702218533,0.15073508702218533,176,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ002594_2020-05-08,selected
SH600018,2020-05-08,train,3.46,3.47,3.42,3.44,31515602.0,131991064.0,4.188118,78618112.4,sw_801170,交通运输,q1,mid_beta,risk_on,True,2682,50,50,True,50,0.1494897947460413,0.1494897947460413,176,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH600018_2020-05-08,selected
SZ002352,2020-05-08,train,42.79,42.87,42.29,42.34,16491236.0,759747900.0,46.069798,641874500.8,sw_801170,交通运输,q4,low_beta,risk_on,True,78311,50,50,True,50,0.14844944894313813,0.14844944894313813,176,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ002352_2020-05-08,selected
SH601077,2020-05-08,train,3.41,3.42,3.4,3.41,32598668.0,162045680.0,4.9709296,115927642.6,sw_801780,银行,q1,mid_beta,risk_on,True,30535,50,50,True,50,0.14074342761188746,0.14074342761188746,176,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH601077_2020-05-08,selected
SZ002271,2020-05-08,train,22.13,22.23,21.81,21.98,17700200.0,687779460.0,38.85716,830480748.8,sw_801710,建筑材料,q4,high_beta,risk_on,True,77123,50,50,True,50,0.14039787892252206,0.14039787892252206,176,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ002271_2020-05-08,selected
SH601211,2020-05-08,train,13.59,13.84,13.53,13.71,30777516.0,512198270.0,16.641962,360705795.2,sw_801790,非银金融,q3,high_beta,risk_on,True,34350,50,50,True,50,0.11910142060369253,0.11910142060369253,176,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH601211_2020-05-08,selected
SH600383,2020-05-08,train,10.98,11.12,10.86,11.1,21686200.0,285423870.0,13.161544,328452640.0,sw_801180,房地产,q2,high_beta,risk_on,True,14170,50,50,True,50,0.11872590556740761,0.11872590556740761,176,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH600383_2020-05-08,selected
SZ002001,2020-05-08,train,16.12,16.16,15.99,16.07,28081882.0,761542900.0,27.118656,1073242115.2,sw_801150,医药生物,q4,mid_beta,risk_on,True,72316,50,50,True,50,0.11670635458081961,0.11670635458081961,176,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ002001_2020-05-08,selected
SH600196,2020-05-08,train,31.69,32.06,31.23,31.4,41285920.0,1388435500.0,33.629757,2051266054.4,sw_801150,医药生物,q5,low_beta,risk_on,True,10952,50,50,True,50,0.1156545613706112,0.1156545613706112,176,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH600196_2020-05-08,selected
SZ001979,2020-05-08,train,13.38,13.48,13.34,13.41,10369213.0,172597040.0,16.645144,161090688.4,sw_801180,房地产,q1,mid_beta,risk_on,True,72019,50,50,True,50,0.11273865625262261,0.11273865625262261,176,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SZ001979_2020-05-08,selected
SH601601,2020-05-08,train,24.28,24.36,23.34,23.49,46602932.0,1393205000.0,29.895222,708116204.8,sw_801790,非银金融,q4,mid_beta,risk_on,True,40284,50,50,True,50,0.11141306158155202,0.11141306158155202,176,True,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_selected_SH601601_2020-05-08,selected
