instrument_id,signal_date,split,open,high,low,close,volume,money,vwap,avg_money20_D,industry_id,industry_name,liquidity_quintile,beta_bucket,market_state,base_eligible,candidate_row_id,included_factor_count,valid_included_factor_count,eligible_after_factor_coverage,active_factor_count,score_raw,score_final,eligible_count,selected_flag,canonical_unit_id,event_key,unit_role
SZ000157,2020-02-21,train,4.91,5.01,4.89,4.96,33325596.0,216012850.0,6.48189,258304197.6,sw_801890,机械设备,q1,high_beta,risk_on,True,62170,50,49,True,49,0.053154012397387804,0.053154012397387804,179,False,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_nonselected_baseline_SZ000157_2020-02-21,nonselected_baseline
SH601919,2020-02-21,train,1.95,1.96,1.93,1.94,23771528.0,106140860.0,4.4650416,122194571.4,sw_801170,交通运输,q1,mid_beta,risk_on,True,51674,50,49,True,49,0.052775063494942626,0.052775063494942626,179,False,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_nonselected_baseline_SH601919_2020-02-21,nonselected_baseline
SH600900,2020-02-21,train,14.26,14.3,14.17,14.23,18204342.0,318977000.0,17.522028,391122886.4,sw_801160,公用事业,q2,low_beta,risk_on,True,25398,50,49,True,49,0.049046876631220995,0.049046876631220995,179,False,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_nonselected_baseline_SH600900_2020-02-21,nonselected_baseline
SZ000002,2020-02-21,train,24.34,24.34,23.68,23.89,105920150.0,3098548200.0,29.253624,2532901401.6,sw_801180,房地产,q5,mid_beta,risk_on,True,60710,50,49,True,49,0.04705430656120333,0.04705430656120333,179,False,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_nonselected_baseline_SZ000002_2020-02-21,nonselected_baseline
SZ000166,2020-02-21,train,4.47,4.58,4.43,4.45,118316660.0,585524700.0,4.9487934,303317925.6,sw_801790,非银金融,q2,high_beta,risk_on,True,62580,50,49,True,49,0.04409546401750829,0.04409546401750829,179,False,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_nonselected_baseline_SZ000166_2020-02-21,nonselected_baseline
SZ000333,2020-02-21,train,40.15,40.47,39.67,39.93,29779900.0,1616397300.0,54.27813,1913214630.4,sw_801110,家用电器,q5,high_beta,risk_on,True,63233,50,49,True,49,0.04245049196618552,0.04245049196618552,179,False,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_nonselected_baseline_SZ000333_2020-02-21,nonselected_baseline
SH600309,2020-02-21,train,45.29,46.06,44.94,45.13,21312034.0,1102241300.0,51.719196,1002060243.2,sw_801030,基础化工,q4,low_beta,risk_on,True,12268,50,49,True,49,0.041637425999898385,0.041637425999898385,179,False,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_nonselected_baseline_SH600309_2020-02-21,nonselected_baseline
SZ002027,2020-02-21,train,4.49,4.53,4.43,4.46,169752100.0,980372100.0,5.7753167,1266839683.2,sw_801760,传媒,q4,high_beta,risk_on,True,73111,50,49,True,49,0.04154001077523037,0.04154001077523037,179,False,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_nonselected_baseline_SZ002027_2020-02-21,nonselected_baseline
SH600919,2020-02-21,train,4.4,4.43,4.39,4.4,32373012.0,216513440.0,6.6880846,217471360.4,sw_801780,银行,q1,low_beta,risk_on,True,26138,50,49,True,49,0.0407399601464597,0.0407399601464597,179,False,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_nonselected_baseline_SH600919_2020-02-21,nonselected_baseline
SZ000725,2020-02-21,train,4.88,5.06,4.79,4.79,1918324700.0,10468709000.0,5.4572144,5009905792.0,sw_801080,电子,q5,high_beta,risk_on,True,67304,50,49,True,49,0.039422559190769584,0.039422559190769584,179,False,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_nonselected_baseline_SZ000725_2020-02-21,nonselected_baseline
SZ000625,2020-02-21,train,5.59,5.76,5.53,5.69,50258136.0,566580860.0,11.273416,426496412.4,sw_801880,汽车,q2,high_beta,risk_on,True,65781,50,49,True,49,0.034304132015083214,0.034304132015083214,179,False,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_nonselected_baseline_SZ000625_2020-02-21,nonselected_baseline
SH601698,2020-02-21,train,19.42,20.96,19.05,19.9,108537400.0,2190236700.0,20.179558,1659424241.6,sw_801740,国防军工,q4,high_beta,risk_on,True,44162,50,49,True,49,0.03429156349857851,0.03429156349857851,179,False,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_nonselected_baseline_SH601698_2020-02-21,nonselected_baseline
SH601318,2020-02-21,train,63.34,63.9,62.96,63.25,109390584.0,9020541000.0,82.46177,6298489510.4,sw_801790,非银金融,q5,mid_beta,risk_on,True,36749,50,49,True,49,0.033683318901350914,0.033683318901350914,179,False,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_nonselected_baseline_SH601318_2020-02-21,nonselected_baseline
SH601111,2020-02-21,train,8.25,8.26,8.11,8.19,91686720.0,753557100.0,8.218825,630055808.8,sw_801170,交通运输,q3,high_beta,risk_on,True,31525,50,49,True,49,0.03286227777752341,0.03286227777752341,179,False,r05_gtja191_train_stable_cluster_neutralized_composite_v0,r05_nonselected_baseline_SH601111_2020-02-21,nonselected_baseline
