split,portfolio_id,portfolio_weighting_id,daily_active_cap,policy_id,trading_day_count,active_day_count,active_day_share,daily_return_mean,daily_return_median,daily_return_p10,daily_return_p25,daily_return_p75,daily_return_p90,period_compounded_return,annualized_return,annualized_vol,sharpe_like,max_drawdown,worst_20d_return,best_20d_return,active_count_mean,active_count_p50,active_count_p90,active_count_p95,active_count_p99,turnover_event_count,avg_holding_days,portfolio_denominator_status,monthly_count,monthly_return_mean,monthly_return_median,monthly_return_p10,monthly_return_min,positive_month_rate,worst_month,worst_month_return,baseline_A_period_compounded_return,baseline_A_daily_return_mean,baseline_A_monthly_return_p10,baseline_A_max_drawdown,baseline_A_worst_20d_return,baseline_A_active_count_p95,portfolio_period_return_delta_vs_baseline_A,portfolio_daily_mean_delta_vs_baseline_A,portfolio_monthly_p10_delta_vs_baseline_A,portfolio_max_drawdown_delta_vs_baseline_A,portfolio_worst_20d_delta_vs_baseline_A,active_count_p95_delta_vs_baseline_A
validation,active_equal_weight_cap40,active_equal_weight,cap40,hold_20d__break_even_after_gain__activation_gain_pct_0p15,484,484,1.0,-0.0005564488656426676,-0.0005882700438624339,-0.01234409811615292,-0.0065301454863562905,0.005699240332221704,0.013033664537338225,-0.25737259794240863,-0.14352347536366816,0.1710098377060183,-0.8199827332917078,0.22132110563703822,-0.1205603816737647,0.11042674272483866,39.50413223140496,40.0,40.0,40.0,40.0,4189,20.953926951539746,sufficient,24,-0.010770316737787833,-0.01895727402088926,-0.07182835380940783,-0.13180316249724422,0.3333333333333333,2022-01,-0.13180316249724422,-0.25813670202676653,-0.000557012017440365,-0.07045309495420485,0.2989428804548325,-0.13921426553514105,40.0,0.0007641040843578972,5.631517976973244e-07,-0.001375258855202982,-0.07762177481779431,0.01865388386137634,0.0
robustness,active_equal_weight_cap40,active_equal_weight,cap40,hold_20d__break_even_after_gain__activation_gain_pct_0p15,485,458,0.9443298969072165,0.0003969937437633832,0.0,-0.009626051844758489,-0.004660748284319411,0.00500803042339954,0.010777624793897744,0.1807404701646469,0.09016079366965624,0.16540613418760322,0.604828980011737,0.19849242958402036,-0.08636160345574107,0.19945793428393443,39.64192139737991,40.0,40.0,40.0,40.0,3977,20.928840834800102,sufficient,24,0.008144098079383577,-0.0005658565994685616,-0.04531680403924578,-0.060345329963541805,0.4583333333333333,2024-08,-0.060345329963541805,0.12513988499385498,0.0003055739153028696,-0.039631263160392734,0.19602867864806273,-0.1129761084285521,40.0,0.055600585170791916,9.14198284605136e-05,-0.005685540878853049,0.0024637509359576315,0.026614504972811037,0.0
train,active_equal_weight_cap60,active_equal_weight,cap60,hold_20d__break_even_after_gain__activation_gain_pct_0p15,1097,1036,0.9443938012762079,0.0002982017159563173,0.0,-0.01286219875558114,-0.0058299225448591955,0.006845574931413855,0.014712771384946024,0.2811524504151959,0.058565607726524194,0.19060683478869642,0.3942504606631682,0.32249329952616845,-0.15300176098614382,0.214651324499463,59.45752895752896,60.0,60.0,60.0,60.0,7099,20.90829694323144,sufficient,54,0.005619068252627788,0.0012557327656407269,-0.04538308429138428,-0.10201800897333746,0.5555555555555556,2018-06,-0.10201800897333746,0.28055633562425686,0.00032287815931014366,-0.07153926683744544,0.34550245479264996,-0.17591290772324308,60.0,0.0005961147909390174,-2.4676443353826368e-05,0.026156182546061155,-0.023009155266481507,0.022911146737099264,0.0
validation,active_equal_weight_cap60,active_equal_weight,cap60,hold_20d__break_even_after_gain__activation_gain_pct_0p15,484,484,1.0,-0.0004982462139054099,-0.0006688064087912935,-0.012937498856770126,-0.0062798688123851,0.00534246603878945,0.012332641611962344,-0.23543443794457308,-0.13044195054586993,0.16816190104323508,-0.7466497769425302,0.19831793860584446,-0.11352805163694657,0.11499343149003272,58.832644628099175,60.0,60.0,60.0,60.0,4189,20.953926951539746,sufficient,24,-0.009778519589879459,-0.023982563849528238,-0.061992647142936404,-0.12960854488315576,0.3333333333333333,2022-01,-0.12960854488315576,-0.23289336972002894,-0.0004910604766031274,-0.0692378260966543,0.277123272619783,-0.13692576275985724,60.0,-0.0025410682245441407,-7.185737302282534e-06,0.007245178953717894,-0.07880533401393852,0.02339771112291067,0.0
robustness,active_equal_weight_cap60,active_equal_weight,cap60,hold_20d__break_even_after_gain__activation_gain_pct_0p15,485,458,0.9443298969072165,0.00032155193348371757,0.0,-0.00956372685800348,-0.004569598149486748,0.0047869174753653945,0.009897217568981717,0.13962961325529588,0.07027093038324561,0.16186100449583393,0.500621428183355,0.18489225423718725,-0.07962137710628803,0.18492409694279877,59.25545851528384,60.0,60.0,60.0,60.0,3977,20.928840834800102,sufficient,24,0.006432160191056677,0.0009895758223403828,-0.03830861421526633,-0.060459444457532485,0.5416666666666666,2024-08,-0.060459444457532485,0.10342194530676663,0.0002652032701986653,-0.0341534452355007,0.1991543537328545,-0.11687311642443321,60.0,0.036207667948529254,5.634866328505227e-05,-0.0041551689797656305,-0.014262099495667258,0.03725173931814518,0.0
train,family_balanced_active_equal_weight_uncapped,family_balanced_active_equal_weight,none,hold_20d__break_even_after_gain__activation_gain_pct_0p15,1097,1036,0.9443938012762079,0.00030128266208529473,0.0,-0.013052285300191646,-0.005829369820606964,0.006885296090850682,0.013940861572638427,0.28550560584092266,0.05939078542450016,0.19060592432998588,0.39832566124257723,0.30863023890682073,-0.14548168283362684,0.21105408322321528,150.12258687258688,152.0,228.0,246.25,270.0,7099,20.90829694323144,sufficient,54,0.005683201776842467,0.002199306485857755,-0.04392475311664894,-0.0986396505028615,0.5185185185185185,2018-06,-0.0986396505028615,0.4681074123283182,0.00044394308377895814,-0.058607414801213197,0.3416087227680886,-0.17247899402796307,276.19999999999993,-0.18260180648739555,-0.0001426604216936634,0.014682661684564259,-0.03297848386126789,0.026997311194336238,-29.949999999999932
validation,family_balanced_active_equal_weight_uncapped,family_balanced_active_equal_weight,none,hold_20d__break_even_after_gain__activation_gain_pct_0p15,484,484,1.0,-0.0005697668740340109,-0.0006815047969947312,-0.012273724229485144,-0.00609258762435858,0.0054781929781898085,0.01202393284075394,-0.26081691428967,-0.14559402812275224,0.16550240991891046,-0.8675478038472056,0.23483556894935576,-0.10599670311354703,0.10707403261827952,190.0103305785124,192.0,272.0,286.69999999999993,306.34000000000003,4189,20.953926951539746,sufficient,24,-0.011247990726521625,-0.025451323244158275,-0.058882841855320535,-0.1287982654913663,0.2916666666666667,2022-01,-0.1287982654913663,-0.2226811593139626,-0.0004664498955930313,-0.06199855547118751,0.24334627204228498,-0.11482497194200614,270.0,-0.038135754975707425,-0.00010331697844097966,0.0031157136158669746,-0.008510703092929228,0.008828268828459107,16.699999999999932
robustness,family_balanced_active_equal_weight_uncapped,family_balanced_active_equal_weight,none,hold_20d__break_even_after_gain__activation_gain_pct_0p15,485,458,0.9443298969072165,0.0004952931740254213,0.0,-0.009826058521048568,-0.004412998379109355,0.0055762462952066725,0.010825046910596723,0.2379917275565422,0.11731336077988064,0.1665006904485237,0.7496298034451355,0.14315146245702337,-0.06895425569584701,0.2143911972717214,190.4170305676856,191.0,262.0,280.0,334.43,3977,20.928840834800102,sufficient,24,0.009973618765431985,0.005096690877505972,-0.036953210666172284,-0.05182963281626474,0.6666666666666666,2024-08,-0.05182963281626474,0.08012842589424052,0.00021685415522953977,-0.03515387208836236,0.17798770812996823,-0.10436638766411521,244.0,0.15786330166230167,0.0002784390187958815,-0.0017993385778099225,-0.034836245672944854,0.0354121319682682,36.0
train,family_balanced_active_equal_weight_cap20,family_balanced_active_equal_weight,cap20,hold_20d__break_even_after_gain__activation_gain_pct_0p15,1097,1036,0.9443938012762079,0.00024186673671426225,0.0,-0.015377964144370846,-0.006933493363394433,0.007327019203665862,0.016427729635974175,0.18647494764652306,0.04006022274737764,0.20786103549189341,0.2932267584819722,0.33880875683803413,-0.1586947270534097,0.18810988894320313,19.97972972972973,20.0,20.0,20.0,20.0,7099,20.90829694323144,sufficient,54,0.004300687250274867,0.0016586033561806213,-0.05383216280957429,-0.11994490581732586,0.5370370370370371,2018-10,-0.11994490581732586,0.23181637508774044,0.0002951882994434592,-0.08412271889397614,0.36756821334839984,-0.1859848366756004,20.0,-0.045341427441217386,-5.332156272919698e-05,0.03029055608440185,-0.02875945651036571,0.027290109622190695,0.0
validation,family_balanced_active_equal_weight_cap20,family_balanced_active_equal_weight,cap20,hold_20d__break_even_after_gain__activation_gain_pct_0p15,484,484,1.0,-0.0001829203934478411,-0.0006843268180612007,-0.013595789903118286,-0.006405003992352,0.00645220925637334,0.013280794170563747,-0.11328732157059596,-0.06068211026579895,0.18155670135642354,-0.25389279935397474,0.20004554209061398,-0.10887380068926011,0.12506277304431124,19.89669421487603,20.0,20.0,20.0,20.0,4189,20.953926951539746,sufficient,24,-0.003098406158698631,-0.01886481798459244,-0.07398936461925563,-0.11971359604171605,0.4583333333333333,2022-01,-0.11971359604171605,-0.3004390959009944,-0.000674576327863783,-0.08385588794729094,0.334621565534858,-0.13930877760744864,20.0,0.18715177433039842,0.0004916559344159419,0.00986652332803531,-0.13457602344424402,0.030434976918188528,0.0
robustness,family_balanced_active_equal_weight_cap20,family_balanced_active_equal_weight,cap20,hold_20d__break_even_after_gain__activation_gain_pct_0p15,485,458,0.9443298969072165,0.00013031814721205297,0.0,-0.011985706231167988,-0.0056653444523415645,0.005019156377363564,0.011454486633017767,0.03136010094113817,0.016173440500007796,0.18336282104714502,0.17909941017428885,0.24060270001541406,-0.0930125770464646,0.18495124292143839,19.91484716157205,20.0,20.0,20.0,20.0,3977,20.928840834800102,sufficient,24,0.002923713736945948,-0.0022900033305401357,-0.057244996681647994,-0.07569137600216835,0.4166666666666667,2024-08,-0.07569137600216835,0.08238817562690093,0.00023150946372798716,-0.048745211118052356,0.18232228223155722,-0.11360435658760804,20.0,-0.05102807468576276,-0.00010119131651593419,-0.008499785563595638,0.05828041778385684,0.02059177954114344,0.0
train,family_balanced_active_equal_weight_cap40,family_balanced_active_equal_weight,cap40,hold_20d__break_even_after_gain__activation_gain_pct_0p15,1097,1036,0.9443938012762079,0.0002689467201260233,0.0,-0.013468734902196829,-0.006408850082521727,0.006915106302111737,0.015007828796822546,0.23297178368749938,0.04928513267787116,0.19804202885076053,0.34222318295290277,0.3140386585917535,-0.15796771115859565,0.19992800607861527,39.883204633204635,40.0,40.0,40.0,40.0,7099,20.90829694323144,sufficient,54,0.004850389358039641,0.004071226188225863,-0.04831284401735084,-0.11077131621068936,0.5555555555555556,2018-10,-0.11077131621068936,0.19958739965696615,0.0002659774099632922,-0.07524608670622966,0.3754248085198182,-0.1712763649167336,40.0,0.03338438403053323,2.969310162731129e-06,0.026933242688878825,-0.06138614992806468,0.013308653758137945,0.0
validation,family_balanced_active_equal_weight_cap40,family_balanced_active_equal_weight,cap40,hold_20d__break_even_after_gain__activation_gain_pct_0p15,484,484,1.0,-0.0005356134917055695,-0.0007505447460508278,-0.012599109908103426,-0.006494419928187286,0.0056864926202168965,0.013224706460874135,-0.25051315041114175,-0.1394135807578636,0.17378485600516738,-0.7766764205610075,0.22980236438719437,-0.12026329603622354,0.1044663997241797,39.50413223140496,40.0,40.0,40.0,40.0,4189,20.953926951539746,sufficient,24,-0.010373196004901825,-0.01682688711984115,-0.06842406244299427,-0.13662119194212752,0.375,2022-01,-0.13662119194212752,-0.25813670202676653,-0.000557012017440365,-0.07045309495420485,0.2989428804548325,-0.13921426553514105,40.0,0.0076235516156247796,2.1398525734795488e-05,0.002029032511210574,-0.06914051606763816,0.018950969498917503,0.0
robustness,family_balanced_active_equal_weight_cap40,family_balanced_active_equal_weight,cap40,hold_20d__break_even_after_gain__activation_gain_pct_0p15,485,458,0.9443298969072165,0.0003066797182543579,0.0,-0.010038325001006033,-0.005091699644685106,0.005304211607189236,0.011358750433810696,0.12708253550506465,0.06413211335944724,0.1737447587243641,0.44480932586118244,0.20292325899779473,-0.09003795122482705,0.2046341249217123,39.64192139737991,40.0,40.0,40.0,40.0,3977,20.928840834800102,sufficient,24,0.0063481450640285085,-0.000636671057901883,-0.05641151314120029,-0.06804324081166813,0.4583333333333333,2024-11,-0.06804324081166813,0.12513988499385498,0.0003055739153028696,-0.039631263160392734,0.19602867864806273,-0.1129761084285521,40.0,0.001942650511209676,1.1058029514883364e-06,-0.016780249980807557,0.006894580349732005,0.02293815720372505,0.0
train,family_balanced_active_equal_weight_cap60,family_balanced_active_equal_weight,cap60,hold_20d__break_even_after_gain__activation_gain_pct_0p15,1097,1036,0.9443938012762079,0.0003173481068491722,0.0,-0.013023044615384324,-0.0061105374987327175,0.007041251448027341,0.014710076414363405,0.30206595100807787,0.06251040547036335,0.1962993005771441,0.4073968816540084,0.31333721928983016,-0.14974895555158085,0.21493927146301717,59.45752895752896,60.0,60.0,60.0,60.0,7099,20.90829694323144,sufficient,54,0.005913747729980491,0.008009697648002412,-0.04419417516511898,-0.10646852922083416,0.5370370370370371,2018-10,-0.10646852922083416,0.28055633562425686,0.00032287815931014366,-0.07153926683744544,0.34550245479264996,-0.17591290772324308,60.0,0.021509615383821012,-5.530052460971449e-06,0.027345091672326453,-0.0321652355028198,0.02616395217166223,0.0
validation,family_balanced_active_equal_weight_cap60,family_balanced_active_equal_weight,cap60,hold_20d__break_even_after_gain__activation_gain_pct_0p15,484,484,1.0,-0.0004579212727000536,-0.000752630915892362,-0.012436695961939229,-0.006462659967177993,0.0056394082645736645,0.012637100481377367,-0.22091940502365748,-0.12188547626567336,0.17043727629208813,-0.6770594040863015,0.2009237457073907,-0.11208458042068659,0.11300157971143743,58.832644628099175,60.0,60.0,60.0,60.0,4189,20.953926951539746,sufficient,24,-0.008976686500062342,-0.025614021489768657,-0.05769978309724972,-0.13121079185583873,0.375,2022-01,-0.13121079185583873,-0.23289336972002894,-0.0004910604766031274,-0.0692378260966543,0.277123272619783,-0.13692576275985724,60.0,0.011973964696371464,3.31392039030738e-05,0.011538042999404578,-0.07619952691239229,0.024841182339170653,0.0
robustness,family_balanced_active_equal_weight_cap60,family_balanced_active_equal_weight,cap60,hold_20d__break_even_after_gain__activation_gain_pct_0p15,485,458,0.9443298969072165,0.000372798295363322,0.0,-0.010291820274933113,-0.004713984143380266,0.005291441451574045,0.010485446168123337,0.1658489735206734,0.0829951503671229,0.16849329543063302,0.5575602886242641,0.18055056284364346,-0.08512469036415549,0.18952972232964282,59.25545851528384,60.0,60.0,60.0,60.0,3977,20.928840834800102,sufficient,24,0.007501761708326717,0.0007926856685686046,-0.04472620648796001,-0.06323419276754694,0.5,2024-11,-0.06323419276754694,0.10342194530676663,0.0002652032701986653,-0.0341534452355007,0.1991543537328545,-0.11687311642443321,60.0,0.06242702821390678,0.0001075950251646567,-0.01057276125245931,-0.018603790889211047,0.031748426060277724,0.0
train,active_equal_weight_uncapped,active_equal_weight,none,hold_20d__fixed_stop__stop_loss_pct_m0p05,1097,1036,0.9443938012762079,0.00020348336931094057,0.0,-0.012421018388839376,-0.005634394164167743,0.0060031208225642075,0.012966933734513731,0.1677599445960758,0.03626848059248444,0.17670967417484365,0.2901811081130776,0.30889633866705735,-0.13738042141103146,0.20296541786060351,111.64382239382239,109.0,176.5,198.25,219.0,7164,15.14503070910106,sufficient,54,0.0038309191574929266,0.00017063673992157025,-0.04473252081417163,-0.10223374340088232,0.5,2018-10,-0.10223374340088232,0.35615543456057974,0.000366379581047786,-0.062051339394696564,0.37878519392096655,-0.17147046080907702,187.19999999999993,-0.18839548996450395,-0.00016289621173684544,0.017318818580524933,-0.0698888552539092,0.03409003939804556,11.050000000000068
validation,active_equal_weight_uncapped,active_equal_weight,none,hold_20d__fixed_stop__stop_loss_pct_m0p05,484,484,1.0,-0.0007389397084874295,-0.0008089071339205129,-0.011741080444990322,-0.005792058717523883,0.004495570922998794,0.011165091228302502,-0.3171934285208059,-0.18016728484825628,0.15700018479203154,-1.1860674354332568,0.295118413436945,-0.11812746190008039,0.11394673882882911,140.77272727272728,141.0,231.0,251.5499999999999,281.17,4207,15.195388637984312,sufficient,24,-0.014459580579084192,-0.022217148274505327,-0.07790028764521885,-0.11391883783385304,0.3333333333333333,2022-01,-0.11391883783385304,-0.22826421195733015,-0.00048578769974586016,-0.05514741806631658,0.25844946643605315,-0.12836644841948885,220.84999999999997,-0.08892921656347574,-0.00025315200874156935,-0.02275286957890227,0.03666894700089185,0.010238986519408466,30.699999999999932
robustness,active_equal_weight_uncapped,active_equal_weight,none,hold_20d__fixed_stop__stop_loss_pct_m0p05,485,458,0.9443298969072165,0.0004309414682755619,9.245000193073904e-05,-0.009081829285942117,-0.003971172035381191,0.004574878721621573,0.010064149342089594,0.203724446852098,0.10113578073126273,0.15646807080540995,0.6940537417406875,0.13652463924211744,-0.06383530754397515,0.21806717106212892,151.47161572052403,152.0,223.0,244.5999999999999,285.30000000000007,3977,16.44380186069902,sufficient,24,0.008765077962823645,0.008591156451874138,-0.03797430707563445,-0.05621074416584915,0.5833333333333334,2024-08,-0.05621074416584915,0.059955841673469346,0.0001728990584274819,-0.044911728653500835,0.1836993495299456,-0.09328520009953012,191.5999999999999,0.14376860517862866,0.00025804240984808,0.006937421577866386,-0.04717471028782816,0.02944989255555497,53.0
train,active_equal_weight_cap20,active_equal_weight,cap20,hold_20d__fixed_stop__stop_loss_pct_m0p05,1097,1036,0.9443938012762079,0.0001394171682272291,0.0,-0.013860728064982506,-0.006313225794933383,0.006607323202802081,0.014121478774064578,0.07757984715518118,0.017312090687393367,0.18951306045544902,0.18538630693223845,0.30925444804652935,-0.15659363783855174,0.17406301917749034,19.862934362934364,20.0,20.0,20.0,20.0,7164,15.14503070910106,sufficient,54,0.00264860274790548,0.0015758485929681099,-0.06685101372520667,-0.10362215510834472,0.5,2020-03,-0.10362215510834472,0.17614696883822378,0.00024690027059158845,-0.08312547513963704,0.38665337538624733,-0.1682971761055151,20.0,-0.0985671216830426,-0.00010748310236435935,0.01627446141443037,-0.07739892733971798,0.011703538266963354,0.0
validation,active_equal_weight_cap20,active_equal_weight,cap20,hold_20d__fixed_stop__stop_loss_pct_m0p05,484,484,1.0,-0.0008464521296846786,-0.0009088185291575449,-0.01289297602906836,-0.0066759814550403605,0.004971907730156435,0.011687365213744109,-0.3537525135409314,-0.2033234120300671,0.16653892803539713,-1.2808172791601118,0.3305843261333766,-0.12537481198947997,0.10902405716734687,19.857438016528924,20.0,20.0,20.0,20.0,4207,15.195388637984312,sufficient,24,-0.016173657190798194,-0.03140421683241312,-0.07872689377635808,-0.12861617168394746,0.3333333333333333,2022-01,-0.12861617168394746,-0.3183320464808701,-0.0007340307449874441,-0.08490669186012759,0.3848954704355534,-0.12535175022913347,20.0,-0.0354204670600613,-0.00011242138469723449,0.0061797980837695055,-0.05431114430217676,-2.3061760346498872e-05,0.0
robustness,active_equal_weight_cap20,active_equal_weight,cap20,hold_20d__fixed_stop__stop_loss_pct_m0p05,485,458,0.9443298969072165,0.00023522157967325043,0.0,-0.010687312610744423,-0.004409768148738986,0.004617773340210668,0.010187508687519647,0.09155764227588126,0.04657072279539798,0.16577487628472456,0.3575682842064115,0.1803313710336818,-0.08934660862731092,0.20585896428972483,19.903930131004365,20.0,20.0,20.0,20.0,3977,16.44380186069902,sufficient,24,0.005071711325406805,-0.0008059643537142724,-0.05090608892653341,-0.06841798642667651,0.4166666666666667,2025-04,-0.06841798642667651,0.07682001888555368,0.00021399486836785975,-0.046657714979671826,0.20650405629487356,-0.10163578281034624,20.0,0.014737623390327581,2.1226711305390676e-05,-0.004248373946861582,-0.026172685261191764,0.012289174183035323,0.0
train,active_equal_weight_cap40,active_equal_weight,cap40,hold_20d__fixed_stop__stop_loss_pct_m0p05,1097,1036,0.9443938012762079,0.00013234447257523958,0.0,-0.013062490305547082,-0.005834489630589443,0.006181376366506105,0.013728944976876052,0.07542289780435407,0.016843952919748162,0.18226635695069465,0.18297840395187243,0.3236645958938623,-0.13919033419839955,0.19073708818484425,38.94401544401544,40.0,40.0,40.0,40.0,7164,15.14503070910106,sufficient,54,0.002316532730173112,0.00435833523361695,-0.05230744167927384,-0.098891292850112,0.5555555555555556,2018-06,-0.098891292850112,0.2096513540738576,0.0002670699960698813,-0.07578520307298116,0.39632816881026944,-0.17038777651788428,40.0,-0.13422845626950353,-0.00013472552349464171,0.023477761393707317,-0.07266357291640713,0.031197442319484736,0.0
validation,active_equal_weight_cap40,active_equal_weight,cap40,hold_20d__fixed_stop__stop_loss_pct_m0p05,484,484,1.0,-0.0007587034443925876,-0.0010151881252707055,-0.012025350784525995,-0.005897247881585799,0.005171301899786915,0.01208903423012921,-0.32461609005934333,-0.18481970062880748,0.16145074350653163,-1.184220424350026,0.30278104830361063,-0.11781034732530737,0.11392796857897936,39.21694214876033,40.0,40.0,40.0,40.0,4207,15.195388637984312,sufficient,24,-0.014709029122648229,-0.026963068896441178,-0.08323325941385043,-0.11379180680588497,0.3333333333333333,2022-01,-0.11379180680588497,-0.256446386629434,-0.0005589017081708656,-0.07386464091063955,0.3264999950255084,-0.12719683710497454,40.0,-0.06816970342990936,-0.00019980173622172203,-0.009368618503210885,-0.023718946721897782,0.009386489779667162,0.0
robustness,active_equal_weight_cap40,active_equal_weight,cap40,hold_20d__fixed_stop__stop_loss_pct_m0p05,485,458,0.9443298969072165,0.00034375451136762196,0.0,-0.009310985649370076,-0.00457110090481664,0.004970310738609898,0.010947284478480139,0.1534563075763833,0.07699832936551587,0.15768336569891722,0.5493676297476162,0.1679918462519714,-0.07365288405833836,0.1908255727880661,39.58951965065502,40.0,40.0,40.0,40.0,3977,16.44380186069902,sufficient,24,0.007085155457312781,0.0010834650869121498,-0.046787493079643486,-0.05550913532009838,0.5,2024-08,-0.05550913532009838,0.16658369250066785,0.00037564410115579116,-0.03252145690740838,0.17716510903995086,-0.10430534471132169,40.0,-0.013127384924284557,-3.188958978816921e-05,-0.014266036172235104,-0.009173262787979475,0.030652460652983327,0.0
train,active_equal_weight_cap60,active_equal_weight,cap60,hold_20d__fixed_stop__stop_loss_pct_m0p05,1097,1036,0.9443938012762079,0.00018940341254830746,0.0,-0.012914364735060854,-0.005830889840322587,0.006089820259470478,0.013204063091730542,0.1471777515299506,0.03204400070464142,0.17973622778181042,0.26555392060477967,0.29753156705826633,-0.13738042141103135,0.19776352994851787,56.5945945945946,60.0,60.0,60.0,60.0,7164,15.14503070910106,sufficient,54,0.0035208952125118037,0.003041143312128569,-0.04856201475981705,-0.09871438811815669,0.5370370370370371,2018-10,-0.09871438811815669,0.3954239338961083,0.00039468799989268965,-0.06315770068446669,0.36306119177671425,-0.17232446678580038,60.0,-0.2482461823661577,-0.0002052845873443822,0.014595685924649639,-0.06552962471844792,0.03494404537476903,0.0
validation,active_equal_weight_cap60,active_equal_weight,cap60,hold_20d__fixed_stop__stop_loss_pct_m0p05,484,484,1.0,-0.0006687139411736599,-0.0008624646612569815,-0.011856115423278541,-0.005997620724501734,0.004597057463476784,0.01165537210886568,-0.29402022148017704,-0.16579650698680648,0.15913054546383976,-1.0589790456921122,0.2711960207318387,-0.11856150974966329,0.11738971911618101,57.51239669421488,60.0,60.0,60.0,60.0,4207,15.195388637984312,sufficient,24,-0.013011251896042653,-0.02262579810823384,-0.07857298233791593,-0.1118153905166066,0.3333333333333333,2022-01,-0.1118153905166066,-0.21393651673088665,-0.0004451616913301467,-0.06862031154685704,0.287916767928462,-0.1298504848053248,60.0,-0.08008370474929039,-0.0002235522498435132,-0.009952670791058896,-0.01672074719662331,0.01128897505566151,0.0
robustness,active_equal_weight_cap60,active_equal_weight,cap60,hold_20d__fixed_stop__stop_loss_pct_m0p05,485,458,0.9443298969072165,0.00040597629767009225,0.0,-0.009310589803631857,-0.004461825719490145,0.00471971354854247,0.010093580623708428,0.1894681213319136,0.09434028385881632,0.1557865188681896,0.6567065478844418,0.1458619555111914,-0.07951684443893914,0.20036144820265345,59.04148471615721,60.0,60.0,60.0,60.0,3977,16.44380186069902,sufficient,24,0.008246881477468595,0.005840149702911357,-0.03939440616533024,-0.06464049725936294,0.5833333333333334,2024-08,-0.06464049725936294,0.10244863119496483,0.0002567488403066222,-0.03082635221073691,0.18694542331966635,-0.10790707375186104,60.0,0.08701949013694876,0.00014922745736347005,-0.008568053954593334,-0.04108346780847494,0.0283902293129219,0.0
train,family_balanced_active_equal_weight_uncapped,family_balanced_active_equal_weight,none,hold_20d__fixed_stop__stop_loss_pct_m0p05,1097,1036,0.9443938012762079,0.00021327257768913587,0.0,-0.012780049118151848,-0.006006216844229074,0.006351347895176261,0.012752536381992967,0.17569106954281932,0.037881035292308685,0.1818111958499895,0.295607150738981,0.3184079494738693,-0.13509734686378594,0.20419186943396683,111.64382239382239,109.0,176.5,198.25,219.0,7164,15.14503070910106,sufficient,54,0.004029559334839723,0.00037803531282010194,-0.042622622165227,-0.11366686413808635,0.5185185185185185,2018-10,-0.11366686413808635,0.35615543456057974,0.000366379581047786,-0.062051339394696564,0.37878519392096655,-0.17147046080907702,187.19999999999993,-0.18046436501776042,-0.00015310700335865015,0.019428717229469566,-0.060377244447097245,0.03637311394529108,11.050000000000068
validation,family_balanced_active_equal_weight_uncapped,family_balanced_active_equal_weight,none,hold_20d__fixed_stop__stop_loss_pct_m0p05,484,484,1.0,-0.0007178675188914335,-0.0008365808937801469,-0.01240763716051326,-0.006040543527527503,0.0050113786384457645,0.011855482950530466,-0.31087366740023503,-0.17622522402553165,0.16032735526553313,-1.1283328067192993,0.29902891108903473,-0.1062097829076406,0.12080327208559538,140.77272727272728,141.0,231.0,251.5499999999999,281.17,4207,15.195388637984312,sufficient,24,-0.01412476599774328,-0.021836298283121225,-0.07784119760398012,-0.10772230631678958,0.2916666666666667,2022-01,-0.10772230631678958,-0.22826421195733015,-0.00048578769974586016,-0.05514741806631658,0.25844946643605315,-0.12836644841948885,220.84999999999997,-0.08260945544290488,-0.0002320798191455733,-0.022693779537663536,0.04057944465298158,0.02215666551184825,30.699999999999932
robustness,family_balanced_active_equal_weight_uncapped,family_balanced_active_equal_weight,none,hold_20d__fixed_stop__stop_loss_pct_m0p05,485,458,0.9443298969072165,0.0004679311203830889,0.0,-0.009363535521701851,-0.0044075562587194955,0.00503888302314028,0.01097302521919117,0.22412212741544502,0.1107917685159403,0.160166821204241,0.7362239036146649,0.1392903725432154,-0.06948267223834925,0.217688108672365,151.47161572052403,152.0,223.0,244.5999999999999,285.30000000000007,3977,16.44380186069902,sufficient,24,0.009537142180172417,0.007398992752769784,-0.044498453385238834,-0.05508644612799496,0.5833333333333334,2024-08,-0.05508644612799496,0.059955841673469346,0.0001728990584274819,-0.044911728653500835,0.1836993495299456,-0.09328520009953012,191.5999999999999,0.16416628574197567,0.000295032061955607,0.00041327526826200056,-0.044408976986730186,0.023802527861180867,53.0
train,family_balanced_active_equal_weight_cap20,family_balanced_active_equal_weight,cap20,hold_20d__fixed_stop__stop_loss_pct_m0p05,1097,1036,0.9443938012762079,6.395545988228822e-05,0.0,-0.014585343447301249,-0.006615661123287466,0.006699641040732765,0.015157242076993729,-0.015114970460632593,-0.003492566975367817,0.19804236535838807,0.08138044534648357,0.3123430844005315,-0.15540690210318397,0.19015457818988413,19.862934362934364,20.0,20.0,20.0,20.0,7164,15.14503070910106,sufficient,54,0.0010256556958479922,0.0028988840504451385,-0.07006083951715064,-0.09693917282589015,0.5370370370370371,2018-06,-0.09693917282589015,0.17614696883822378,0.00024690027059158845,-0.08312547513963704,0.38665337538624733,-0.1682971761055151,20.0,-0.19126193929885638,-0.00018294481070930024,0.0130646356224864,-0.07431029098571584,0.012890274002331115,0.0
