split,portfolio_id,policy_id,source_family_id,active_weight_share_mean,event_count,daily_return_contribution_sum,daily_return_contribution_mean,monthly_return_contribution_mean,loss_day_contribution_share,positive_day_contribution_share,max_gain50_event_count,source_family_status
robustness,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p1,pullback_drawdown,0.3302072461492487,1739,0.1011654775416155,3.138958004952543e-06,,0.0657150228407055,0.07748548098071605,183,additive_source_family
robustness,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p1,volume_money,0.3859898448100093,2200,0.06309813301532695,1.611372721163669e-06,,0.07189309655750489,0.07870913880138511,224,additive_source_family
train,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p1,range_breakout,0.2902937203375278,3047,0.054173283692997704,9.291839678398289e-07,,0.14996338811518797,0.154315460729986,364,additive_source_family
train,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p1,pullback_drawdown,0.32160708993267617,2863,0.08267927742367737,1.524660275571243e-06,,0.18910851257848874,0.19642657993698542,376,additive_source_family
train,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p1,volume_money,0.388099189729796,3664,0.09677621119842124,1.3872935563643577e-06,,0.21731516851696214,0.22594959073453927,455,additive_source_family
validation,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p1,range_breakout,0.29851862885832436,1797,-0.08418778985084338,-2.5258105022604595e-06,,0.07549359116411122,0.06348566918189259,103,additive_source_family
validation,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p1,volume_money,0.38244227791502944,2074,-0.12642048921794188,-3.2673547301235886e-06,,0.09413306271953686,0.07642828218550117,112,additive_source_family
validation,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p1,pullback_drawdown,0.3190390932266461,1660,-0.10675864988867914,-3.3926099494305053e-06,,0.08373818520397036,0.06871481894921766,104,additive_source_family
robustness,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p1,multi_family_collapsed,0.2135111927694197,1019,0.07075899149064033,1.8367985746343828e-06,,,,127,non_additive_diagnostic_subset
train,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p1,multi_family_collapsed,0.24600352011388715,1892,0.028071183033616793,3.6557683736119595e-07,,,,244,non_additive_diagnostic_subset
validation,active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p1,multi_family_collapsed,0.21700880850001963,1002,-0.062333327795430854,-1.601205471382025e-06,,,,56,non_additive_diagnostic_subset
robustness,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p1,range_breakout,0.3333333333333333,1707,0.09536462823614672,3.076675320562225e-06,,0.06254731893457866,0.07313349222451651,183,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p1,pullback_drawdown,0.3333333333333333,1739,0.08668771729038882,2.6897426941695e-06,,0.06483674651447732,0.07430680374139072,183,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p1,volume_money,0.3333333333333333,2200,0.06328316641030565,1.6160980236555914e-06,,0.06243856573514124,0.06906236268996001,224,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p1,range_breakout,0.33333333333333326,3047,0.04124795467011619,7.074878163719287e-07,,0.18547945841624222,0.1870226281194021,364,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p1,pullback_drawdown,0.33333333333333326,2863,0.0970744081999257,1.7901159585440307e-06,,0.19215392600359207,0.20046794662369005,376,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p1,volume_money,0.33333333333333326,3664,0.0934179281617768,1.3391523410854055e-06,,0.18121615436352603,0.18928790873839663,455,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p1,range_breakout,0.3333333333333333,1797,-0.10579223299734945,-3.173989169162325e-06,,0.08430927580702836,0.06962054180949245,103,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p1,volume_money,0.3333333333333333,2074,-0.09752004798933389,-2.5204188976877364e-06,,0.08034115300462896,0.06675068722112978,112,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p1,pullback_drawdown,0.3333333333333333,1660,-0.11870475165254463,-3.7722369280712035e-06,,0.08667740122078518,0.07034762883202174,104,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p1,multi_family_collapsed,0.37409268473365,1019,0.13847951302053355,3.5947229712258534e-06,,,,127,non_additive_diagnostic_subset
train,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p1,multi_family_collapsed,0.4185130736709455,1892,0.061580305387867525,8.019730860816754e-07,,,,244,non_additive_diagnostic_subset
validation,family_balanced_active_equal_weight_uncapped,hold_20d__fixed_stop__stop_loss_pct_m0p1,multi_family_collapsed,0.37491252488795634,1002,-0.12795390370550577,-3.286853083960692e-06,,,,56,non_additive_diagnostic_subset
robustness,active_equal_weight_uncapped,hold_20d__no_exit__none,range_breakout,0.28182984892563984,1707,0.049769648782668,1.4991761185212363e-06,,0.05286519874125464,0.05729764053830885,183,additive_source_family
robustness,active_equal_weight_uncapped,hold_20d__no_exit__none,pullback_drawdown,0.32927501332060727,1739,0.0948342768082888,2.7334489193603736e-06,,0.06531917791673497,0.0748933899737095,183,additive_source_family
robustness,active_equal_weight_uncapped,hold_20d__no_exit__none,volume_money,0.38889513775375284,2200,0.07661800035244656,1.8195592370201996e-06,,0.07150736104704775,0.07864556765904851,224,additive_source_family
train,active_equal_weight_uncapped,hold_20d__no_exit__none,range_breakout,0.28856027237485693,3047,0.08104502284823396,1.2551498040612353e-06,,0.14991845232497003,0.1551024044803706,364,additive_source_family
train,active_equal_weight_uncapped,hold_20d__no_exit__none,pullback_drawdown,0.3193851519050341,2863,0.1089585051962075,1.8022777755095857e-06,,0.18585027336666873,0.1933200117830262,376,additive_source_family
train,active_equal_weight_uncapped,hold_20d__no_exit__none,volume_money,0.392054575720109,3664,0.11833606868109812,1.5242029506311101e-06,,0.222673656967022,0.23012265309875185,455,additive_source_family
validation,active_equal_weight_uncapped,hold_20d__no_exit__none,range_breakout,0.2989257155646102,1797,-0.06765414753946362,-1.8174873076365685e-06,,0.07476086937753215,0.06406392160485494,103,additive_source_family
validation,active_equal_weight_uncapped,hold_20d__no_exit__none,volume_money,0.383841091533956,2074,-0.11293865403265149,-2.6098501186082055e-06,,0.0947106273394207,0.07781243152048588,112,additive_source_family
validation,active_equal_weight_uncapped,hold_20d__no_exit__none,pullback_drawdown,0.3172331929014339,1660,-0.0897222313709784,-2.548927027584614e-06,,0.08239438291934895,0.06874197934144366,104,additive_source_family
robustness,active_equal_weight_uncapped,hold_20d__no_exit__none,multi_family_collapsed,0.21636330952795021,1019,0.07265256198158582,1.7289995711943317e-06,,,,127,non_additive_diagnostic_subset
train,active_equal_weight_uncapped,hold_20d__no_exit__none,multi_family_collapsed,0.2496838020386524,1892,0.060283138755718196,6.975923296116251e-07,,,,244,non_additive_diagnostic_subset
validation,active_equal_weight_uncapped,hold_20d__no_exit__none,multi_family_collapsed,0.2177397538014293,1002,-0.03886752495166608,-8.815896604896135e-07,,,,56,non_additive_diagnostic_subset
robustness,family_balanced_active_equal_weight_uncapped,hold_20d__no_exit__none,range_breakout,0.3333333333333333,1707,0.09654556997288684,2.9081742867909764e-06,,0.0628642798409205,0.07220568186656083,183,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_20d__no_exit__none,pullback_drawdown,0.3333333333333333,1739,0.07915835673727514,2.2816151708443865e-06,,0.06565576971542583,0.07282346873164074,183,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_20d__no_exit__none,volume_money,0.3333333333333333,2200,0.07199508068704485,1.7097720311352915e-06,,0.0620282657433117,0.06846677434377112,224,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_20d__no_exit__none,range_breakout,0.33333333333333326,3047,0.07212946100208673,1.1170738888351669e-06,,0.18595236855106081,0.1880921812024791,364,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_20d__no_exit__none,pullback_drawdown,0.33333333333333326,2863,0.12069716329702572,1.9964463956766196e-06,,0.19164119231093596,0.19938324866886967,376,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_20d__no_exit__none,volume_money,0.33333333333333326,3664,0.12729813645209093,1.6396369877133739e-06,,0.1823100739211422,0.1911653549458069,455,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_20d__no_exit__none,range_breakout,0.3333333333333333,1797,-0.0915944979455022,-2.460630183362943e-06,,0.08349204404885595,0.0696461541424434,103,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_20d__no_exit__none,volume_money,0.3333333333333333,2074,-0.08815731425572348,-2.037188941528943e-06,,0.08050891242950618,0.06717738208362464,112,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_20d__no_exit__none,pullback_drawdown,0.3333333333333333,1660,-0.09653387934684476,-2.7424397541717264e-06,,0.08554709343884087,0.07103975401480388,104,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_20d__no_exit__none,multi_family_collapsed,0.3796292908854056,1019,0.1404759934950829,3.343074571515538e-06,,,,127,non_additive_diagnostic_subset
train,family_balanced_active_equal_weight_uncapped,hold_20d__no_exit__none,multi_family_collapsed,0.4238913192661053,1892,0.11983460660594132,1.3867178138995246e-06,,,,244,non_additive_diagnostic_subset
validation,family_balanced_active_equal_weight_uncapped,hold_20d__no_exit__none,multi_family_collapsed,0.3778993767288917,1002,-0.09797843884179902,-2.2223380249001772e-06,,,,56,non_additive_diagnostic_subset
robustness,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p08,range_breakout,0.2846876371800665,1707,0.06802341176741677,1.1323835422652657e-06,,0.05341936589878534,0.060016255959096626,183,additive_source_family
robustness,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p08,pullback_drawdown,0.33612472760138057,1739,0.10071815637713864,1.6160412742625415e-06,,0.06666929387636757,0.07684046820369275,183,additive_source_family
robustness,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p08,volume_money,0.37918763521855287,2200,0.10672248402549456,1.3998410790473978e-06,,0.06944497926787456,0.0802614448554323,224,additive_source_family
train,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p08,range_breakout,0.2914455841634723,3047,0.0684766071563239,6.278916462462533e-07,,0.154535531534319,0.1579038702342097,364,additive_source_family
train,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p08,pullback_drawdown,0.3175159318344942,2863,0.12428533919055604,1.2191650156514526e-06,,0.18195033050420645,0.19126402279903293,376,additive_source_family
train,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p08,volume_money,0.3910384840020335,3664,0.12288534290276734,9.308226370856045e-07,,0.21743159608498303,0.22542144567611724,455,additive_source_family
validation,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p08,range_breakout,0.300706525056545,1797,-0.10175654322880374,-1.5816177818176748e-06,,0.07779229700119746,0.06280209773213044,103,additive_source_family
validation,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p08,volume_money,0.3723644967181427,2074,-0.12278712233620465,-1.6384724090766565e-06,,0.09349456166613275,0.07541845155876148,112,additive_source_family
validation,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p08,pullback_drawdown,0.3269289782253123,1660,-0.10140791870464938,-1.6513527122188828e-06,,0.08526204416613392,0.07007194298152658,104,additive_source_family
robustness,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p08,multi_family_collapsed,0.21449307166350573,1019,0.05769709882530421,7.707539451401882e-07,,,,127,non_additive_diagnostic_subset
train,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p08,multi_family_collapsed,0.24470828241052087,1892,0.06315487900915777,4.436186299049456e-07,,,,244,non_additive_diagnostic_subset
validation,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p08,multi_family_collapsed,0.22095768230740825,1002,-0.08423225777990748,-1.1016657003087599e-06,,,,56,non_additive_diagnostic_subset
robustness,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p08,range_breakout,0.3333333333333333,1707,0.0978878528897435,1.6295359306444624e-06,,0.06449797686090691,0.07428002975925609,183,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p08,pullback_drawdown,0.3333333333333333,1739,0.08380600006355668,1.3446826272953705e-06,,0.06518937696496574,0.07325726549934021,183,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p08,volume_money,0.3333333333333333,2200,0.09142328940589552,1.1991669539985508e-06,,0.06212676249989865,0.0712046687597435,224,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p08,range_breakout,0.33333333333333326,3047,0.07942526204002534,7.282846012216008e-07,,0.1819797594439101,0.18592532809970147,364,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p08,pullback_drawdown,0.33333333333333326,2863,0.1346664809147848,1.3209978214765585e-06,,0.18875859325740688,0.19913639157711932,376,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p08,volume_money,0.33333333333333326,3664,0.11551188505659626,8.74970724117895e-07,,0.18207339549347418,0.19035430638028702,455,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p08,range_breakout,0.3333333333333333,1797,-0.11540759859380734,-1.7937982590703224e-06,,0.08549662543942087,0.0689904467379504,103,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p08,volume_money,0.3333333333333333,2074,-0.11568942371034555,-1.543760657997672e-06,,0.08323751119609933,0.0667670047475543,112,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p08,pullback_drawdown,0.3333333333333333,1660,-0.11552455482406766,-1.8812316569894911e-06,,0.08663999884391728,0.07008455843904757,104,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p08,multi_family_collapsed,0.3724165550137904,1019,0.10181301174036236,1.3600819116241733e-06,,,,127,non_additive_diagnostic_subset
train,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p08,multi_family_collapsed,0.4126868645989603,1892,0.13182893599776363,9.260056053733318e-07,,,,244,non_additive_diagnostic_subset
validation,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p08,multi_family_collapsed,0.37953875254731356,1002,-0.1646570564875463,-2.153534004990208e-06,,,,56,non_additive_diagnostic_subset
robustness,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p1,range_breakout,0.28265728735659407,1707,0.06923201271976938,1.1351743411780905e-06,,0.05299594913300846,0.059725785477670476,183,additive_source_family
robustness,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p1,pullback_drawdown,0.33681614261263715,1739,0.09975775810533961,1.5667199300384719e-06,,0.06635033870569161,0.07637308838487493,183,additive_source_family
robustness,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p1,volume_money,0.3805265700307688,2200,0.1059133316632554,1.3585076467459616e-06,,0.07012729834737931,0.08077881896909431,224,additive_source_family
train,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p1,range_breakout,0.29159413429996045,3047,0.06375642072829757,5.654771767862629e-07,,0.15570116772063503,0.15842257772250318,364,additive_source_family
train,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p1,pullback_drawdown,0.31762365035796086,2863,0.12934653275611652,1.2258127233589828e-06,,0.18174374209015462,0.191626807099159,376,additive_source_family
train,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p1,volume_money,0.39078221534207863,3664,0.13155207594673435,9.656615719498962e-07,,0.21678889562612985,0.2258016276486871,455,additive_source_family
validation,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p1,range_breakout,0.30019942020263135,1797,-0.10356165665961023,-1.5775535311531406e-06,,0.07776460211602275,0.06259094160459842,103,additive_source_family
validation,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p1,volume_money,0.37195826525267395,2074,-0.12439317074436572,-1.6270967121995228e-06,,0.09335365454669764,0.07512953478721347,112,additive_source_family
validation,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p1,pullback_drawdown,0.3278423145446946,1660,-0.10527268647575946,-1.672853749813435e-06,,0.08517435171428078,0.06955081830619908,104,additive_source_family
robustness,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p1,multi_family_collapsed,0.2145311849421394,1019,0.06044718096591816,7.894987326409039e-07,,,,127,non_additive_diagnostic_subset
train,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p1,multi_family_collapsed,0.2475321605168252,1892,0.06285380752335039,4.2294182478652584e-07,,,,244,non_additive_diagnostic_subset
validation,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p1,multi_family_collapsed,0.22034512395599692,1002,-0.08128799900725034,-1.04260830371252e-06,,,,56,non_additive_diagnostic_subset
robustness,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p1,range_breakout,0.3333333333333333,1707,0.10031408588355815,1.6448167817203082e-06,,0.06441225394645804,0.07445775293254955,183,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p1,pullback_drawdown,0.3333333333333333,1739,0.08379924340583753,1.3160875631089713e-06,,0.06502517976414847,0.07307366101543854,183,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p1,volume_money,0.3333333333333333,2200,0.09159055256071222,1.1747951279544428e-06,,0.06226606086247844,0.0713322609423898,224,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p1,range_breakout,0.33333333333333326,3047,0.07375920430452607,6.541952345454116e-07,,0.18311978429693668,0.18635224738245554,364,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p1,pullback_drawdown,0.33333333333333326,2863,0.13480413154007148,1.277534202750893e-06,,0.18900741775011537,0.19937212709677363,376,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p1,volume_money,0.33333333333333326,3664,0.12240402806809633,8.985100790435024e-07,,0.18125798237813598,0.19037443031634235,455,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p1,range_breakout,0.3333333333333333,1797,-0.11627424875672758,-1.771204301136801e-06,,0.08548148649076161,0.06893785413801194,103,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p1,volume_money,0.3333333333333333,2074,-0.11558111534528952,-1.511832616254719e-06,,0.08302532905891685,0.06663987638003437,112,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p1,pullback_drawdown,0.3333333333333333,1660,-0.11938678602732561,-1.8971362788387988e-06,,0.08640450545204846,0.06945978979600433,104,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p1,multi_family_collapsed,0.3732784085993579,1019,0.10611135816208833,1.385917117210286e-06,,,,127,non_additive_diagnostic_subset
train,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p1,multi_family_collapsed,0.41665385872547855,1892,0.13023423420185903,8.763431657270258e-07,,,,244,non_additive_diagnostic_subset
validation,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p1,multi_family_collapsed,0.3789981265086987,1002,-0.1606199824914614,-2.060128549514678e-06,,,,56,non_additive_diagnostic_subset
robustness,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p15,range_breakout,0.28312230657726906,1707,0.0712407423929694,1.1423376049158072e-06,,0.05285449085793701,0.05966615254831585,183,additive_source_family
robustness,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p15,pullback_drawdown,0.3368140059956821,1739,0.10141690735947086,1.5565005657023935e-06,,0.0662408703562274,0.07624888824266718,183,additive_source_family
robustness,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p15,volume_money,0.3800636874270489,2200,0.10571181712543394,1.3312824865304125e-06,,0.07025130364515388,0.08064150385259873,224,additive_source_family
train,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p15,range_breakout,0.2898691119622902,3047,0.08141612352666999,7.015244668665988e-07,,0.15394936778997542,0.1585013046649622,364,additive_source_family
train,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p15,pullback_drawdown,0.31869004994007655,2863,0.12771817456670637,1.1665677880081326e-06,,0.18255983048390548,0.19173733764267437,376,additive_source_family
train,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p15,volume_money,0.39172063453775124,3664,0.1312922234058166,9.348168590700875e-07,,0.2178346974656287,0.22622658054623165,455,additive_source_family
validation,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p15,range_breakout,0.29997794178610415,1797,-0.10540561379514314,-1.5661354441130877e-06,,0.07742056283172928,0.061964418082961784,103,additive_source_family
validation,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p15,volume_money,0.3719321672736637,2074,-0.1215699644233669,-1.5496490047592975e-06,,0.09329438888432312,0.07532972073704401,112,additive_source_family
validation,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p15,pullback_drawdown,0.3280898909402322,1660,-0.10682235752133301,-1.6526247334591574e-06,,0.08559448768511978,0.06968409368254426,104,additive_source_family
robustness,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p15,multi_family_collapsed,0.21555692771220392,1019,0.06278138023720929,7.981055926828279e-07,,,,127,non_additive_diagnostic_subset
train,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p15,multi_family_collapsed,0.2487511355661635,1892,0.0651681292071852,4.226537033179314e-07,,,,244,non_additive_diagnostic_subset
validation,active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p15,multi_family_collapsed,0.22070476433376934,1002,-0.0823682521534489,-1.026549168142886e-06,,,,56,non_additive_diagnostic_subset
robustness,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p15,range_breakout,0.3333333333333333,1707,0.10314363159109498,1.653896985297527e-06,,0.06442857434499678,0.07456014501572951,183,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p15,pullback_drawdown,0.3333333333333333,1739,0.08640045643605192,1.3260349070100206e-06,,0.06504509961783547,0.07316774115596517,183,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p15,volume_money,0.3333333333333333,2200,0.09320774087478037,1.1738123173913857e-06,,0.062200335257232495,0.07122507394449346,224,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p15,range_breakout,0.33333333333333326,3047,0.08986850676728099,7.743546802171451e-07,,0.1827186956485975,0.1873827224910063,364,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p15,pullback_drawdown,0.33349420849420847,2863,0.13555102805182243,1.2381124573155626e-06,,0.18900280796436536,0.19888602345256806,376,additive_source_family
train,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p15,volume_money,0.33349420849420847,3664,0.12223533453319285,8.703306908171257e-07,,0.18187225073585395,0.19040844965030712,455,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p15,range_breakout,0.3333333333333333,1797,-0.119414931434326,-1.7742883888433798e-06,,0.08523548268060782,0.0682485474307563,103,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p15,volume_money,0.3333333333333333,2074,-0.11252517005812426,-1.4343552588671035e-06,,0.08266359892429036,0.0665795813139059,112,additive_source_family
validation,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p15,pullback_drawdown,0.3333333333333333,1660,-0.12153621838348339,-1.8802595746075589e-06,,0.0868331548262204,0.06954171554526821,104,additive_source_family
robustness,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p15,multi_family_collapsed,0.37486643966358923,1019,0.1114081474393424,1.4162712767036903e-06,,,,127,non_additive_diagnostic_subset
train,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p15,multi_family_collapsed,0.41918762486933436,1892,0.1342853500995498,8.709195923129543e-07,,,,244,non_additive_diagnostic_subset
validation,family_balanced_active_equal_weight_uncapped,hold_40d__break_even_after_gain__activation_gain_pct_0p15,multi_family_collapsed,0.3795839691047322,1002,-0.16176351468421488,-2.0160461961192314e-06,,,,56,non_additive_diagnostic_subset
robustness,active_equal_weight_uncapped,hold_40d__fixed_stop__stop_loss_pct_m0p05,range_breakout,0.2881757171543639,1707,0.06261518675444698,1.4769474408408298e-06,,0.05072760027519987,0.05895839928757637,183,additive_source_family
robustness,active_equal_weight_uncapped,hold_40d__fixed_stop__stop_loss_pct_m0p05,pullback_drawdown,0.33595323449576003,1739,0.10215011583847458,2.295456637794085e-06,,0.06582192529875897,0.07922312796297566,183,additive_source_family
robustness,active_equal_weight_uncapped,hold_40d__fixed_stop__stop_loss_pct_m0p05,volume_money,0.37657387938438613,2200,0.10199136746873448,1.8817595473936251e-06,,0.06713101770282269,0.08051360115154019,224,additive_source_family
train,active_equal_weight_uncapped,hold_40d__fixed_stop__stop_loss_pct_m0p05,range_breakout,0.2988775547818274,3047,0.003455526449217393,4.854562944068491e-08,,0.15897635246243602,0.15967481933324226,364,additive_source_family
train,active_equal_weight_uncapped,hold_40d__fixed_stop__stop_loss_pct_m0p05,pullback_drawdown,0.3131996893926947,2863,0.08010164237520367,1.2262207209479468e-06,,0.18570346430745474,0.1964217937437527,376,additive_source_family
train,active_equal_weight_uncapped,hold_40d__fixed_stop__stop_loss_pct_m0p05,volume_money,0.38792275582547786,3664,0.07537806761911173,8.778160896600877e-07,,0.2193800852425005,0.22953614777175313,455,additive_source_family
validation,active_equal_weight_uncapped,hold_40d__fixed_stop__stop_loss_pct_m0p05,range_breakout,0.3119413956545115,1797,-0.12388786356442569,-2.9869051176417215e-06,,0.07505404403644848,0.05904325152793695,103,additive_source_family
