pool_id,replay_universe,policy_id,policy_family_id,hold_rule_id,exit_rule_family_id,split,event_count,replay_complete_count,censored_count,censored_share,net_return_mean,net_return_median,net_return_p10,net_return_p25,net_return_p75,net_return_p90,loss_le_minus5_rate,loss_le_minus10_rate,max_drawdown_p50,max_drawdown_p90,max_gain50_count,max_gain50_rate,hold120_no_exit_max_gain50_count,policy_retained_hold120_max_gain50_count,policy_max_gain50_retention_rate_vs_hold120_no_exit,max_gain120d_p90,avg_holding_days,matched_baseline_replay_complete_count,matched_comparator_effective_sample_size,matched_baseline_net_return_mean,matched_baseline_net_return_p10,matched_baseline_loss_le_minus5_rate,matched_comparator_status,net_return_mean_delta_vs_matched_baseline_A,p10_delta_vs_matched_baseline_A,loss_le_minus5_delta_vs_matched_baseline_A
r02_precision_pullback_drawdown,source_pool,hold_40d__fixed_stop__stop_loss_pct_m0p05,fixed_stop,hold_40d,fixed_stop,train,2863,2729,134,0.046804051694027245,0.0024630483728153873,-0.05527615171018087,-0.08699766458621845,-0.06905362249318803,0.03583258626588369,0.18527009393554034,0.5939904727006229,0.062293880542323196,-0.05393253514718621,-0.0057367571284077734,70,0.02565042139978014,376,68,0.18085106382978725,0.5981193439457296,22.936973250274825,6539.0,2966.707449468751,0.008629483653961415,-0.09234214861212398,0.6066768749747654,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_40d__fixed_stop__stop_loss_pct_m0p08,fixed_stop,hold_40d,fixed_stop,train,2863,2702,161,0.05623471882640587,0.003912582352992037,-0.06913928350982634,-0.11477428559377006,-0.09408057000902884,0.06543727760493873,0.20955438432631915,0.535899333826795,0.18985936343449297,-0.07892162557986127,-0.005520937302345461,84,0.031088082901554404,376,82,0.21808510638297873,0.5981193439457296,28.920059215396,6539.0,2966.707449468751,0.00962057332802641,-0.1187134091852794,0.5723433872091799,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_40d__fixed_stop__stop_loss_pct_m0p1,fixed_stop,hold_40d,fixed_stop,train,2863,2694,169,0.05902899056933287,0.003728508097690661,-0.04312447338265825,-0.13315516029136587,-0.11066922121580336,0.07407374896493485,0.21258702631377216,0.4844097995545657,0.37156644394951743,-0.07863400894220124,-0.005506628981826633,85,0.03155159613956941,376,83,0.22074468085106383,0.5981193439457296,31.7728285077951,6539.0,2966.707449468751,0.010816271625445099,-0.1347112737113737,0.5166406272340721,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_40d__no_exit__none,no_exit,hold_40d,no_exit,train,2863,2659,204,0.07125392944463849,0.010323060785491023,-0.016660714361365413,-0.17120475391331857,-0.09140464927974468,0.0882076200733678,0.22055799754630875,0.390372320421211,0.2286573899962392,-0.07779025809308782,-0.005195734723660679,86,0.032342986084994356,376,84,0.22340425531914893,0.5981193439457296,41.0,6538.0,2966.1596575245453,0.01601552490031496,-0.18949691208368624,0.4160526023690486,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_60d__break_even_after_gain__activation_gain_pct_0p08,break_even_after_gain,hold_60d,break_even_after_gain,train,2863,2599,264,0.09221096751659098,0.014424569479823285,-0.015188971904971049,-0.17221060770328891,-0.08272321108928926,0.06764389726670916,0.2514232090049689,0.333205078876491,0.2162370142362447,-0.06760309284105093,-0.004514562084353186,154,0.05925355906117737,376,151,0.4015957446808511,0.5981193439457296,52.14621008080031,6493.0,2938.9185999162846,0.02114113895176139,-0.19581919886204036,0.35568782468622007,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_60d__break_even_after_gain__activation_gain_pct_0p1,break_even_after_gain,hold_60d,break_even_after_gain,train,2863,2596,267,0.09325881942018861,0.015125839457194082,-0.016899467588154592,-0.18017705560250463,-0.09324475030006163,0.07708428362715375,0.26099240190098555,0.35824345146379044,0.23651771956856701,-0.07578360588857819,-0.005366319358903304,159,0.061248073959938365,376,156,0.4148936170212766,0.5981193439457296,54.76425269645608,6493.0,2938.9185999162846,0.02275705512699857,-0.2041789545603716,0.3791266638898192,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_60d__break_even_after_gain__activation_gain_pct_0p15,break_even_after_gain,hold_60d,break_even_after_gain,train,2863,2584,279,0.09745022703457912,0.015915391257634453,-0.01849483560093091,-0.18877362285883612,-0.10526342038494158,0.09308239404342394,0.27330663527070465,0.39125386996904027,0.26509287925696595,-0.08697622611047234,-0.006892642602648699,167,0.06462848297213622,376,164,0.43617021276595747,0.5981193439457296,58.47755417956656,6493.0,2938.9185999162846,0.026486269073696524,-0.21227903999958297,0.4062015366920624,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_60d__fixed_stop__stop_loss_pct_m0p05,fixed_stop,hold_60d,fixed_stop,train,2863,2684,179,0.06252183024799161,0.002624523586182243,-0.0573176311448997,-0.08961800934846673,-0.07044882339642541,0.0005202873372953019,0.21075635134448464,0.6535022354694486,0.06967213114754098,-0.05535458057799397,-0.01021977038457915,132,0.04918032786885246,376,130,0.34574468085106386,0.5981193439457296,29.152757078986586,6495.0,2939.764467400815,0.014288626383058245,-0.09434599671938582,0.651453994997657,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_60d__fixed_stop__stop_loss_pct_m0p08,fixed_stop,hold_60d,fixed_stop,train,2863,2643,220,0.07684247293049248,0.0024358374483124294,-0.08241090771183224,-0.11772701861825367,-0.097566496488811,0.05035209883539747,0.23503722871105365,0.6106696935300795,0.22209610291335605,-0.08235291873707495,-0.009622119241276665,151,0.0571320469163829,376,149,0.3962765957446808,0.5981193439457296,37.827090427544455,6495.0,2939.764467400815,0.01634763211950573,-0.12285477741332229,0.632919164678892,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_60d__fixed_stop__stop_loss_pct_m0p1,fixed_stop,hold_60d,fixed_stop,train,2863,2633,230,0.08033531260915124,0.003181175032112338,-0.08901582879246206,-0.13676868901771472,-0.11450502852427813,0.07095631012159087,0.2481880716032189,0.5537409798708697,0.45803266236232437,-0.10007642508374703,-0.00952141392881658,159,0.06038739080896316,376,156,0.4148936170212766,0.5981193439457296,42.486897075579186,6495.0,2939.764467400815,0.018710480195483294,-0.13960001362391883,0.5784719091105749,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_60d__no_exit__none,no_exit,hold_60d,no_exit,train,2863,2576,287,0.10024449877750612,0.01545432406070423,-0.020982032728716467,-0.1983356016792348,-0.11341970558290182,0.10112296761378681,0.2766635643796886,0.4200310559006211,0.28843167701863354,-0.09724288975006568,-0.00914745941822176,167,0.06482919254658386,376,164,0.43617021276595747,0.5981193439457296,61.0,6493.0,2938.9185999162846,0.026802442620977262,-0.21801715846648995,0.4414277584922767,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_120d__break_even_after_gain__activation_gain_pct_0p08,break_even_after_gain,hold_120d,break_even_after_gain,train,2863,2438,425,0.14844568634299685,0.025655186512771946,-0.013444733593899316,-0.2131578375600997,-0.06954531722625718,0.027378277202330985,0.31775179418844335,0.29204265791632483,0.2095980311730927,-0.07026024084054511,-0.006562909459082108,278,0.1140278917145201,376,278,0.7393617021276596,0.5981193439457296,87.94544708777687,6404.0,2994.304735124753,0.03154446334106023,-0.2353268495207984,0.31449155596956013,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_120d__break_even_after_gain__activation_gain_pct_0p1,break_even_after_gain,hold_120d,break_even_after_gain,train,2863,2420,443,0.1547327977645826,0.030341101410537738,-0.014057356303370138,-0.22123702750329752,-0.08546955185509059,0.05795294342029604,0.3426099220277522,0.3177685950413223,0.2322314049586777,-0.0807044891060481,-0.008384681459190059,298,0.1231404958677686,376,298,0.7925531914893617,0.5981193439457296,95.10867768595041,6403.0,2993.916430035592,0.0352940836561546,-0.2455316383225109,0.33621237177809266,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_120d__break_even_after_gain__activation_gain_pct_0p15,break_even_after_gain,hold_120d,break_even_after_gain,train,2863,2377,486,0.16975200838281523,0.03353055272389899,-0.015087000923330162,-0.24035368988547978,-0.12242969462930475,0.11029576371926342,0.3694223862974308,0.36769036600757254,0.2818679007151872,-0.10307272317760285,-0.010847693537141476,327,0.13756836348338242,376,327,0.8696808510638298,0.5981193439457296,107.44089188052166,6402.0,3003.4739152204766,0.04135825873626636,-0.2636844521722,0.3777927055939964,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_120d__fixed_stop__stop_loss_pct_m0p05,fixed_stop,hold_120d,fixed_stop,train,2863,2585,278,0.09710094306671324,0.0002768419541883003,-0.05954743511940887,-0.09394351641525207,-0.07300722568886309,-0.049129738963297545,0.19871363334194134,0.737330754352031,0.0816247582205029,-0.05714289884873025,-0.022539906075844898,199,0.0769825918762089,376,199,0.5292553191489362,0.5981193439457296,42.21431334622824,6404.0,2893.5052474080844,0.014374326935623308,-0.09607942318107798,0.7201685074014549,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_120d__fixed_stop__stop_loss_pct_m0p08,fixed_stop,hold_120d,fixed_stop,train,2863,2518,345,0.12050296891372686,0.0022531274355121825,-0.08658577721300398,-0.12249529847926446,-0.10141759565494682,0.0028947108841617013,0.28066449343854133,0.716441620333598,0.26806989674344717,-0.08471987191806152,-0.02179329996669519,244,0.09690230341540905,376,244,0.648936170212766,0.5981193439457296,57.65806195393169,6404.0,2893.5052474080844,0.017247656573705562,-0.12593682625931601,0.7240279314947041,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_120d__fixed_stop__stop_loss_pct_m0p1,fixed_stop,hold_120d,fixed_stop,train,2863,2491,372,0.12993363604610547,0.006702249799629692,-0.10455901399067546,-0.14196011887361504,-0.11858608995314035,0.047641816164390324,0.3173828242820162,0.6571657968687274,0.5776796467282216,-0.10344825318253681,-0.021613846416524085,270,0.1083902047370534,376,270,0.7180851063829787,0.5981193439457296,67.09313528703332,6403.0,2918.6297906587447,0.020671600559311637,-0.14393832132365358,0.6710413666554881,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_120d__no_exit__none,no_exit,hold_120d,no_exit,train,2863,2309,554,0.19350331819769473,0.04104739975869871,-0.015558937677381934,-0.2547660581990115,-0.14665445376275488,0.15611348573448347,0.42460778213604117,0.4339540926808142,0.33997401472498917,-0.1355931980792756,-0.019130370168449,349,0.15114768297964487,376,349,0.9281914893617021,0.5981193439457296,121.00086617583369,6395.0,3110.743073554725,0.052634323835788394,-0.27426103994179046,0.4453969486968763,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_20d__break_even_after_gain__activation_gain_pct_0p08,break_even_after_gain,hold_20d,break_even_after_gain,validation,1660,1601,59,0.035542168674698796,-0.010462445454972127,-0.018379108966600784,-0.13022412570725594,-0.07240126052624896,0.03944727235824862,0.11090921398502585,0.34166146158650845,0.16302311055590257,-0.050245904561793675,-0.0010182561627563036,6,0.0037476577139287947,104,6,0.057692307692307696,0.4168552667390172,20.53778888194878,3444.0,2160.7094536344234,-0.013509907069199563,-0.14128017826528005,0.3760092401634642,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_20d__break_even_after_gain__activation_gain_pct_0p1,break_even_after_gain,hold_20d,break_even_after_gain,validation,1660,1601,59,0.035542168674698796,-0.010918524254349578,-0.019736667246384017,-0.1317992546909974,-0.074115802204747,0.040503623488468574,0.11090921398502585,0.3497813866333542,0.16489693941286696,-0.05195640870357798,-0.0012936906671617843,6,0.0037476577139287947,104,6,0.057692307692307696,0.4168552667390172,20.755153029356652,3444.0,2160.7094536344234,-0.01383731068985651,-0.14365679894824057,0.38434286231471176,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_20d__break_even_after_gain__activation_gain_pct_0p15,break_even_after_gain,hold_20d,break_even_after_gain,validation,1660,1600,60,0.03614457831325301,-0.010843505554907727,-0.020892484876174462,-0.13233272560175616,-0.07528969948742584,0.04217839306584274,0.11264465150986679,0.3575,0.16875,-0.052776168370673004,-0.001489790593047006,6,0.00375,104,6,0.057692307692307696,0.4168552667390172,20.955625,3444.0,2160.7094536344234,-0.013721463605275848,-0.14557640679762696,0.39213823747397925,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_20d__fixed_stop__stop_loss_pct_m0p05,fixed_stop,hold_20d,fixed_stop,validation,1660,1609,51,0.03072289156626506,-0.007833703724019354,-0.04862080882410992,-0.07694226661783603,-0.06258943710610788,0.02868555833378727,0.10616415466804502,0.48353014294592916,0.031075201988812928,-0.05079992475528605,-0.0016696460971559412,6,0.0037290242386575512,104,6,0.057692307692307696,0.4168552667390172,14.922311995027968,3444.0,2160.7094536344234,-0.009534072498966085,-0.08012339404005642,0.5279872455955734,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_20d__fixed_stop__stop_loss_pct_m0p08,fixed_stop,hold_20d,fixed_stop,validation,1660,1605,55,0.03313253012048193,-0.010505862885242608,-0.030910447306924833,-0.10214808487593267,-0.08769206303555743,0.03937656469036564,0.11165126903302557,0.42492211838006233,0.11277258566978193,-0.05343512330274636,-0.001668175455397613,6,0.003738317757009346,104,6,0.057692307692307696,0.4168552667390172,17.599376947040497,3444.0,2160.7094536344234,-0.013729077176326602,-0.10746678709603019,0.47560883051980707,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_20d__fixed_stop__stop_loss_pct_m0p1,fixed_stop,hold_20d,fixed_stop,validation,1660,1601,59,0.035542168674698796,-0.011227365673001333,-0.026269161658315728,-0.11857471964804767,-0.09634497344666648,0.041702449867658795,0.11224819379774109,0.3935040599625234,0.23610243597751404,-0.05305756822480645,-0.001666704813639286,6,0.0037476577139287947,104,6,0.057692307692307696,0.4168552667390172,18.65521549031855,3444.0,2160.7094536344234,-0.014419051417161707,-0.12196092623253973,0.4395561089642271,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_20d__no_exit__none,no_exit,hold_20d,no_exit,validation,1660,1600,60,0.03614457831325301,-0.01070743288140399,-0.021140748229710023,-0.13233272560175616,-0.07539047810520907,0.04286789273020834,0.11264465150986679,0.358125,0.17,-0.05298812173902262,-0.0016640991786888012,6,0.00375,104,6,0.057692307692307696,0.4168552667390172,21.0,3444.0,2160.7094536344234,-0.013823890534917106,-0.14557640679762696,0.39567288372248205,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_40d__break_even_after_gain__activation_gain_pct_0p08,break_even_after_gain,hold_40d,break_even_after_gain,validation,1660,1563,97,0.058433734939759036,-0.023230376816264626,-0.027247958711884353,-0.1733706866244295,-0.10345640235351516,0.024915012216286662,0.1262652973308999,0.41202815099168266,0.25847728726807423,-0.07412590248100037,-0.004441289100887525,24,0.015355086372360844,104,24,0.23076923076923078,0.4168552667390172,38.2891874600128,3435.0,2154.378497429504,-0.027945966483719928,-0.18781896327451209,0.4178569328316815,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_40d__break_even_after_gain__activation_gain_pct_0p1,break_even_after_gain,hold_40d,break_even_after_gain,validation,1660,1562,98,0.05903614457831325,-0.024383965284436097,-0.030922238398822917,-0.1760088183075494,-0.10662284026092728,0.029416096009129526,0.12817116545848625,0.43405889884763127,0.2708066581306018,-0.07886203239143119,-0.005883594703137565,24,0.015364916773367477,104,24,0.23076923076923078,0.4168552667390172,39.28809218950064,3435.0,2154.378497429504,-0.02907458150174271,-0.19204824431233347,0.4355805508513778,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_40d__break_even_after_gain__activation_gain_pct_0p15,break_even_after_gain,hold_40d,break_even_after_gain,validation,1660,1559,101,0.0608433734939759,-0.025679647546363413,-0.040561503192516626,-0.17714105048087989,-0.1101794541705493,0.034004438753105645,0.13351071689509697,0.4579858883899936,0.2841565105837075,-0.0825566369508024,-0.007827594394394483,24,0.015394483643361129,104,24,0.23076923076923078,0.4168552667390172,40.46119307248236,3435.0,2154.378497429504,-0.030108862694919896,-0.19580296202616843,0.46415261243318434,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_40d__fixed_stop__stop_loss_pct_m0p05,fixed_stop,hold_40d,fixed_stop,validation,1660,1594,66,0.03975903614457831,-0.015146351331146344,-0.056011139918498445,-0.08108615486317425,-0.06525941500166027,-0.002319881903748664,0.1013892228838317,0.6292346298619824,0.038268506900878296,-0.05393994264804247,-0.009720293302172741,21,0.013174404015056462,104,21,0.20192307692307693,0.4168552667390172,22.541405269761604,3435.0,2154.378497429504,-0.01972425084565082,-0.08332157063773793,0.666376930209323,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_40d__fixed_stop__stop_loss_pct_m0p08,fixed_stop,hold_40d,fixed_stop,validation,1660,1585,75,0.045180722891566265,-0.020228674256131653,-0.07785755699184693,-0.10762686650255042,-0.09417111418738255,0.024269192488334694,0.12242424755766558,0.5753943217665615,0.16466876971608832,-0.08104397466815771,-0.009579769793734729,23,0.014511041009463722,104,23,0.22115384615384615,0.4168552667390172,28.537539432176658,3435.0,2154.378497429504,-0.02545745666701285,-0.11203532395043403,0.6150246900600911,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_40d__fixed_stop__stop_loss_pct_m0p1,fixed_stop,hold_40d,fixed_stop,validation,1660,1577,83,0.05,-0.023513345793330316,-0.06180149519290025,-0.12554151524020896,-0.1114770011526639,0.027113510115270405,0.1268077098088728,0.534559289790742,0.41597970830691183,-0.08665511293809625,-0.00954301973053828,24,0.015218769816106531,104,24,0.23076923076923078,0.4168552667390172,31.415345592897907,3435.0,2154.378497429504,-0.028421414691830002,-0.12775052820440425,0.5726004624260441,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_40d__no_exit__none,no_exit,hold_40d,no_exit,validation,1660,1559,101,0.0608433734939759,-0.026182925541442883,-0.04368416439909363,-0.1795266004201619,-0.11136624980951704,0.037877011423737214,0.13419563142766838,0.46953175112251444,0.2924951892238615,-0.08563340611089931,-0.008838047961839932,24,0.015394483643361129,104,24,0.23076923076923078,0.4168552667390172,41.0,3435.0,2154.378497429504,-0.030499648515332965,-0.19724663682280086,0.47934143125846873,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_60d__break_even_after_gain__activation_gain_pct_0p08,break_even_after_gain,hold_60d,break_even_after_gain,validation,1660,1500,160,0.0963855421686747,-0.0195726126944155,-0.02074844558276385,-0.19501565069752447,-0.10608295470275303,0.022824433715446395,0.15448612608825943,0.386,0.26266666666666666,-0.08519910080567239,-0.006589508123940922,40,0.02666666666666667,104,40,0.38461538461538464,0.4168552667390172,53.99733333333333,3429.0,2150.682526438189,-0.03175512545474105,-0.2104084725932851,0.41207976098753113,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_60d__break_even_after_gain__activation_gain_pct_0p1,break_even_after_gain,hold_60d,break_even_after_gain,validation,1660,1498,162,0.09759036144578313,-0.02012850004009903,-0.02214335870144408,-0.19789074840742224,-0.1099999576772496,0.0351375315600858,0.15987344567021003,0.40854472630173566,0.2757009345794392,-0.0911395134004066,-0.008395622906827493,40,0.0267022696929239,104,40,0.38461538461538464,0.4168552667390172,56.25367156208278,3429.0,2150.682526438189,-0.03293605668513999,-0.21651772275964087,0.4328771612340115,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_60d__break_even_after_gain__activation_gain_pct_0p15,break_even_after_gain,hold_60d,break_even_after_gain,validation,1660,1492,168,0.10120481927710843,-0.019924671615899548,-0.029258249572776403,-0.20854834817700163,-0.11998139111282138,0.0509636789799993,0.174734534696677,0.43766756032171583,0.2949061662198391,-0.09946148866076715,-0.011361325071158933,40,0.02680965147453083,104,40,0.38461538461538464,0.4168552667390172,59.138069705093834,3429.0,2150.682526438189,-0.03353988395023844,-0.2244233702031847,0.4698173730503028,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_60d__fixed_stop__stop_loss_pct_m0p05,fixed_stop,hold_60d,fixed_stop,validation,1660,1579,81,0.04879518072289157,-0.015621362983970936,-0.05727364877733711,-0.08184908878213511,-0.0661632980781996,-0.03879992124996974,0.12598062383236588,0.6890436985433819,0.039898670044331855,-0.05498284574277423,-0.015117232237658524,32,0.02026599113362888,104,32,0.3076923076923077,0.4168552667390172,27.687143761874605,3429.0,2150.682526438189,-0.02275445189744979,-0.08389418097618506,0.717335726316539,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_60d__fixed_stop__stop_loss_pct_m0p08,fixed_stop,hold_60d,fixed_stop,validation,1660,1559,101,0.0608433734939759,-0.021387486134765935,-0.08454988342108105,-0.10988800857794992,-0.09641133484560849,0.020368492668268894,0.14576049656702558,0.6414368184733804,0.19050673508659396,-0.08322507733302231,-0.014979899826958281,37,0.023733162283515075,104,37,0.3557692307692308,0.4168552667390172,36.575368826170624,3429.0,2150.682526438189,-0.030129110706152113,-0.11346591711136589,0.6755941741717125,sufficient,,,
r02_precision_pullback_drawdown,source_pool,hold_60d__fixed_stop__stop_loss_pct_m0p1,fixed_stop,hold_60d,fixed_stop,validation,1660,1544,116,0.06987951807228916,-0.024133450055474823,-0.09939526818841027,-0.12709800875170124,-0.1141481272392598,0.030410178023914537,0.15606274825863062,0.5880829015544041,0.49676165803108807,-0.10105643748799731,-0.0148355795812915,39,0.025259067357512953,104,39,0.375,0.4168552667390172,41.170336787564764,3429.0,2150.682526438189,-0.033810987193140574,-0.1288994391006898,0.629886418515781,sufficient,,,
