split,pool_id,matched_comparator_status,matched_comparator_count,matched_comparator_unique_event_count,matched_comparator_effective_sample_size,matched_pool_event_count,fallback_level,fallback_level_share
train,r04e_union_r02_volume_money_range_breakout_pullback_drawdown,sufficient,7366,6646,3033.416917394554,7367,split+entry_calendar_year+entry_calendar_quarter+market_regime_bucket+industry_regime_bucket,0.9136690647482014
train,r04e_union_r02_volume_money_range_breakout_pullback_drawdown,sufficient,7366,6646,3033.416917394554,7367,split+entry_calendar_year+market_regime_bucket,0.0024433283561829783
train,r04e_union_r02_volume_money_range_breakout_pullback_drawdown,sufficient,7366,6646,3033.416917394554,7367,split+entry_calendar_year+market_regime_bucket+industry_regime_bucket,0.08388760689561559
validation,r04e_union_r02_volume_money_range_breakout_pullback_drawdown,sufficient,4386,3450,2164.9586073059545,4387,split+entry_calendar_year,0.15181217232733074
validation,r04e_union_r02_volume_money_range_breakout_pullback_drawdown,sufficient,4386,3450,2164.9586073059545,4387,split+entry_calendar_year+entry_calendar_quarter+market_regime_bucket+industry_regime_bucket,0.8340551629815364
validation,r04e_union_r02_volume_money_range_breakout_pullback_drawdown,sufficient,4386,3450,2164.9586073059545,4387,split+entry_calendar_year+market_regime_bucket+industry_regime_bucket,0.014132664691132892
robustness,r04e_union_r02_volume_money_range_breakout_pullback_drawdown,sufficient,4475,2846,1465.2830743953728,4475,split+entry_calendar_year,0.11039106145251397
robustness,r04e_union_r02_volume_money_range_breakout_pullback_drawdown,sufficient,4475,2846,1465.2830743953728,4475,split+entry_calendar_year+entry_calendar_quarter+market_regime_bucket+industry_regime_bucket,0.8518435754189944
robustness,r04e_union_r02_volume_money_range_breakout_pullback_drawdown,sufficient,4475,2846,1465.2830743953728,4475,split+entry_calendar_year+market_regime_bucket+industry_regime_bucket,0.03776536312849162
