split,pool_id,entry_execution_date,daily_candidate_count,unique_instrument_count,volume_money_count,range_breakout_count,pullback_drawdown_count
robustness,r02_precision_volume_money,2024-01-09,1,1,1,0,0
robustness,r02_precision_volume_money,2024-06-03,3,3,3,0,0
robustness,r02_precision_volume_money,2024-10-09,26,26,26,0,0
robustness,r02_precision_volume_money,2024-12-03,8,8,8,0,0
robustness,r02_precision_volume_money,2025-08-15,5,5,5,0,0
robustness,r02_precision_volume_money,2025-10-23,2,2,2,0,0
train,r02_precision_volume_money,2018-07-24,17,17,17,0,0
train,r02_precision_volume_money,2019-06-06,1,1,1,0,0
train,r02_precision_volume_money,2019-08-21,5,5,5,0,0
train,r02_precision_volume_money,2019-10-09,4,4,4,0,0
train,r02_precision_volume_money,2020-04-15,8,8,8,0,0
train,r02_precision_volume_money,2020-09-11,3,3,3,0,0
train,r02_precision_volume_money,2020-11-18,8,8,8,0,0
train,r02_precision_volume_money,2021-01-20,4,4,4,0,0
train,r02_precision_volume_money,2021-02-26,5,5,5,0,0
train,r02_precision_volume_money,2021-08-10,12,12,12,0,0
train,r02_precision_volume_money,2021-09-14,9,9,9,0,0
train,r02_precision_volume_money,2021-11-11,3,3,3,0,0
validation,r02_precision_volume_money,2022-02-11,5,5,5,0,0
validation,r02_precision_volume_money,2023-05-10,3,3,3,0,0
robustness,r02_precision_volume_money,2024-07-15,6,6,6,0,0
robustness,r02_precision_volume_money,2024-09-20,10,10,10,0,0
robustness,r02_precision_volume_money,2025-02-14,10,10,10,0,0
robustness,r02_precision_volume_money,2025-04-09,2,2,2,0,0
robustness,r02_precision_volume_money,2025-06-17,3,3,3,0,0
robustness,r02_precision_volume_money,2025-08-18,5,5,5,0,0
train,r02_precision_volume_money,2018-04-24,3,3,3,0,0
train,r02_precision_volume_money,2018-07-11,1,1,1,0,0
train,r02_precision_volume_money,2019-01-10,8,8,8,0,0
train,r02_precision_volume_money,2019-04-22,2,2,2,0,0
train,r02_precision_volume_money,2020-08-14,2,2,2,0,0
train,r02_precision_volume_money,2020-10-22,4,4,4,0,0
train,r02_precision_volume_money,2020-12-01,8,8,8,0,0
train,r02_precision_volume_money,2021-02-22,13,13,13,0,0
train,r02_precision_volume_money,2021-04-23,2,2,2,0,0
train,r02_precision_volume_money,2021-07-20,3,3,3,0,0
validation,r02_precision_volume_money,2022-06-13,9,9,9,0,0
validation,r02_precision_volume_money,2022-11-03,8,8,8,0,0
validation,r02_precision_volume_money,2023-01-04,23,23,23,0,0
validation,r02_precision_volume_money,2023-04-13,4,4,4,0,0
validation,r02_precision_volume_money,2023-07-17,6,6,6,0,0
robustness,r02_precision_volume_money,2024-06-28,9,9,9,0,0
robustness,r02_precision_volume_money,2024-11-14,6,6,6,0,0
robustness,r02_precision_volume_money,2025-02-06,8,8,8,0,0
robustness,r02_precision_volume_money,2025-07-10,9,9,9,0,0
robustness,r02_precision_volume_money,2025-11-21,6,6,6,0,0
train,r02_precision_volume_money,2018-03-13,11,11,11,0,0
train,r02_precision_volume_money,2018-05-03,8,8,8,0,0
train,r02_precision_volume_money,2019-06-10,1,1,1,0,0
train,r02_precision_volume_money,2019-07-24,3,3,3,0,0
train,r02_precision_volume_money,2020-05-14,2,2,2,0,0
train,r02_precision_volume_money,2021-03-17,3,3,3,0,0
validation,r02_precision_volume_money,2023-05-09,9,9,9,0,0
robustness,r02_precision_volume_money,2024-11-01,2,2,2,0,0
robustness,r02_precision_volume_money,2024-12-04,6,6,6,0,0
train,r02_precision_volume_money,2018-01-04,9,9,9,0,0
train,r02_precision_volume_money,2018-03-08,7,7,7,0,0
robustness,r02_precision_volume_money,2024-06-21,4,4,4,0,0
robustness,r02_precision_volume_money,2025-03-24,6,6,6,0,0
robustness,r02_precision_volume_money,2025-08-06,2,2,2,0,0
robustness,r02_precision_volume_money,2025-10-13,14,14,14,0,0
robustness,r02_precision_volume_money,2025-12-02,22,22,22,0,0
train,r02_precision_volume_money,2018-04-09,1,1,1,0,0
train,r02_precision_volume_money,2021-06-30,3,3,3,0,0
train,r02_precision_volume_money,2021-11-26,6,6,6,0,0
validation,r02_precision_volume_money,2022-03-24,2,2,2,0,0
validation,r02_precision_volume_money,2022-05-27,10,10,10,0,0
validation,r02_precision_volume_money,2022-10-17,17,17,17,0,0
validation,r02_precision_volume_money,2022-12-02,13,13,13,0,0
validation,r02_precision_volume_money,2023-02-17,4,4,4,0,0
validation,r02_precision_volume_money,2023-07-03,5,5,5,0,0
validation,r02_precision_volume_money,2023-08-07,6,6,6,0,0
validation,r02_precision_volume_money,2023-12-28,5,5,5,0,0
train,r02_precision_volume_money,2021-07-15,3,3,3,0,0
train,r02_precision_volume_money,2021-10-28,6,6,6,0,0
train,r02_precision_volume_money,2021-12-16,1,1,1,0,0
validation,r02_precision_volume_money,2022-02-18,4,4,4,0,0
validation,r02_precision_volume_money,2022-05-16,7,7,7,0,0
validation,r02_precision_volume_money,2022-08-16,4,4,4,0,0
validation,r02_precision_volume_money,2023-01-30,9,9,9,0,0
validation,r02_precision_volume_money,2023-11-10,9,9,9,0,0
robustness,r02_precision_volume_money,2024-05-14,7,7,7,0,0
robustness,r02_precision_volume_money,2024-07-19,6,6,6,0,0
robustness,r02_precision_volume_money,2024-12-31,6,6,6,0,0
robustness,r02_precision_volume_money,2025-02-10,24,24,24,0,0
robustness,r02_precision_volume_money,2025-05-08,13,13,13,0,0
robustness,r02_precision_volume_money,2025-12-10,7,7,7,0,0
validation,r02_precision_volume_money,2022-06-09,10,10,10,0,0
robustness,r02_precision_volume_money,2025-12-26,6,6,6,0,0
train,r02_precision_volume_money,2018-01-02,2,2,2,0,0
train,r02_precision_volume_money,2018-03-05,3,3,3,0,0
train,r02_precision_volume_money,2018-05-09,10,10,10,0,0
train,r02_precision_volume_money,2018-09-03,6,6,6,0,0
train,r02_precision_volume_money,2018-12-20,3,3,3,0,0
train,r02_precision_volume_money,2019-04-02,12,12,12,0,0
train,r02_precision_volume_money,2019-11-27,10,10,10,0,0
train,r02_precision_volume_money,2020-05-07,6,6,6,0,0
train,r02_precision_volume_money,2020-10-30,7,7,7,0,0
train,r02_precision_volume_money,2020-12-22,5,5,5,0,0
train,r02_precision_volume_money,2021-06-16,2,2,2,0,0
train,r02_precision_volume_money,2021-08-13,9,9,9,0,0
validation,r02_precision_volume_money,2023-01-31,10,10,10,0,0
validation,r02_precision_volume_money,2023-09-15,5,5,5,0,0
validation,r02_precision_volume_money,2023-11-28,4,4,4,0,0
robustness,r02_precision_volume_money,2024-01-02,5,5,5,0,0
robustness,r02_precision_volume_money,2024-03-06,11,11,11,0,0
robustness,r02_precision_volume_money,2024-07-17,4,4,4,0,0
robustness,r02_precision_volume_money,2024-11-13,5,5,5,0,0
robustness,r02_precision_volume_money,2024-12-16,4,4,4,0,0
robustness,r02_precision_volume_money,2025-04-01,8,8,8,0,0
robustness,r02_precision_volume_money,2025-06-25,14,14,14,0,0
train,r02_precision_volume_money,2017-11-14,3,3,3,0,0
train,r02_precision_volume_money,2018-03-15,2,2,2,0,0
train,r02_precision_volume_money,2019-06-13,1,1,1,0,0
train,r02_precision_volume_money,2020-11-26,4,4,4,0,0
train,r02_precision_volume_money,2021-07-05,6,6,6,0,0
train,r02_precision_volume_money,2021-10-21,4,4,4,0,0
validation,r02_precision_volume_money,2022-05-12,10,10,10,0,0
validation,r02_precision_volume_money,2022-08-08,11,11,11,0,0
validation,r02_precision_volume_money,2022-09-14,4,4,4,0,0
validation,r02_precision_volume_money,2023-04-07,6,6,6,0,0
validation,r02_precision_volume_money,2023-06-16,18,18,18,0,0
validation,r02_precision_volume_money,2023-10-13,11,11,11,0,0
train,r02_precision_volume_money,2018-06-07,2,2,2,0,0
train,r02_precision_volume_money,2019-01-14,2,2,2,0,0
train,r02_precision_volume_money,2019-11-05,7,7,7,0,0
train,r02_precision_volume_money,2019-12-12,7,7,7,0,0
train,r02_precision_volume_money,2020-06-04,6,6,6,0,0
train,r02_precision_volume_money,2021-05-28,5,5,5,0,0
train,r02_precision_volume_money,2021-08-16,5,5,5,0,0
train,r02_precision_volume_money,2021-12-30,4,4,4,0,0
validation,r02_precision_volume_money,2022-05-31,9,9,9,0,0
validation,r02_precision_volume_money,2022-07-27,3,3,3,0,0
validation,r02_precision_volume_money,2022-08-31,5,5,5,0,0
validation,r02_precision_volume_money,2023-01-16,9,9,9,0,0
validation,r02_precision_volume_money,2023-08-11,7,7,7,0,0
validation,r02_precision_volume_money,2023-09-13,5,5,5,0,0
robustness,r02_precision_volume_money,2024-06-27,2,2,2,0,0
robustness,r02_precision_volume_money,2025-01-20,4,4,4,0,0
robustness,r02_precision_volume_money,2025-10-09,3,3,3,0,0
robustness,r02_precision_volume_money,2025-12-17,3,3,3,0,0
robustness,r02_precision_volume_money,2025-12-05,2,2,2,0,0
train,r02_precision_volume_money,2020-12-07,5,5,5,0,0
train,r02_precision_volume_money,2021-02-03,4,4,4,0,0
train,r02_precision_volume_money,2021-09-28,11,11,11,0,0
validation,r02_precision_volume_money,2022-03-02,5,5,5,0,0
validation,r02_precision_volume_money,2022-04-13,10,10,10,0,0
validation,r02_precision_volume_money,2022-09-26,3,3,3,0,0
validation,r02_precision_volume_money,2023-02-03,3,3,3,0,0
train,r02_precision_volume_money,2021-09-15,4,4,4,0,0
train,r02_precision_volume_money,2021-01-11,5,5,5,0,0
robustness,r02_precision_volume_money,2025-09-19,5,5,5,0,0
robustness,r02_precision_volume_money,2025-10-29,10,10,10,0,0
robustness,r02_precision_volume_money,2025-12-31,5,5,5,0,0
train,r02_precision_volume_money,2020-04-22,2,2,2,0,0
train,r02_precision_volume_money,2020-07-07,12,12,12,0,0
train,r02_precision_volume_money,2021-03-31,13,13,13,0,0
train,r02_precision_volume_money,2021-06-23,3,3,3,0,0
train,r02_precision_volume_money,2021-07-27,2,2,2,0,0
train,r02_precision_volume_money,2021-11-03,7,7,7,0,0
validation,r02_precision_volume_money,2022-03-01,4,4,4,0,0
validation,r02_precision_volume_money,2022-07-14,5,5,5,0,0
validation,r02_precision_volume_money,2023-04-11,4,4,4,0,0
validation,r02_precision_volume_money,2023-06-19,8,8,8,0,0
validation,r02_precision_volume_money,2023-07-28,2,2,2,0,0
validation,r02_precision_volume_money,2023-09-26,3,3,3,0,0
validation,r02_precision_volume_money,2023-11-21,6,6,6,0,0
robustness,r02_precision_volume_money,2024-05-31,2,2,2,0,0
robustness,r02_precision_volume_money,2024-12-30,5,5,5,0,0
robustness,r02_precision_volume_money,2025-03-18,3,3,3,0,0
robustness,r02_precision_volume_money,2025-04-30,5,5,5,0,0
robustness,r02_precision_volume_money,2025-06-26,5,5,5,0,0
robustness,r02_precision_volume_money,2025-11-25,3,3,3,0,0
validation,r02_precision_volume_money,2023-02-28,4,4,4,0,0
robustness,r02_precision_volume_money,2024-03-01,6,6,6,0,0
robustness,r02_precision_volume_money,2025-03-11,2,2,2,0,0
robustness,r02_precision_volume_money,2025-04-28,7,7,7,0,0
robustness,r02_precision_volume_money,2025-06-09,4,4,4,0,0
robustness,r02_precision_volume_money,2025-08-19,12,12,12,0,0
robustness,r02_precision_volume_money,2025-12-09,15,15,15,0,0
train,r02_precision_volume_money,2020-07-23,3,3,3,0,0
train,r02_precision_volume_money,2020-09-24,4,4,4,0,0
train,r02_precision_volume_money,2020-12-04,4,4,4,0,0
train,r02_precision_volume_money,2021-07-06,8,8,8,0,0
validation,r02_precision_volume_money,2023-11-30,2,2,2,0,0
train,r02_precision_volume_money,2020-08-20,6,6,6,0,0
train,r02_precision_volume_money,2021-08-12,10,10,10,0,0
train,r02_precision_volume_money,2021-10-20,8,8,8,0,0
train,r02_precision_volume_money,2021-12-01,5,5,5,0,0
validation,r02_precision_volume_money,2022-06-30,5,5,5,0,0
validation,r02_precision_volume_money,2022-11-08,5,5,5,0,0
validation,r02_precision_volume_money,2023-07-21,3,3,3,0,0
robustness,r02_precision_volume_money,2025-11-14,4,4,4,0,0
train,r02_precision_volume_money,2020-01-14,3,3,3,0,0
train,r02_precision_volume_money,2020-10-12,11,11,11,0,0
train,r02_precision_volume_money,2021-01-06,14,14,14,0,0
train,r02_precision_volume_money,2021-03-02,3,3,3,0,0
robustness,r02_precision_volume_money,2024-06-17,8,8,8,0,0
robustness,r02_precision_volume_money,2024-11-04,4,4,4,0,0
robustness,r02_precision_volume_money,2025-08-14,8,8,8,0,0
robustness,r02_precision_volume_money,2025-10-28,14,14,14,0,0
train,r02_precision_volume_money,2017-11-08,4,4,4,0,0
train,r02_precision_volume_money,2018-04-20,6,6,6,0,0
train,r02_precision_volume_money,2019-06-21,12,12,12,0,0
train,r02_precision_volume_money,2019-09-03,6,6,6,0,0
train,r02_precision_volume_money,2019-11-13,2,2,2,0,0
train,r02_precision_volume_money,2021-12-06,9,9,9,0,0
validation,r02_precision_volume_money,2022-01-24,2,2,2,0,0
validation,r02_precision_volume_money,2022-08-09,3,3,3,0,0
validation,r02_precision_volume_money,2023-02-24,1,1,1,0,0
validation,r02_precision_volume_money,2023-03-28,3,3,3,0,0
validation,r02_precision_volume_money,2023-06-29,5,5,5,0,0
validation,r02_precision_volume_money,2023-11-27,1,1,1,0,0
robustness,r02_precision_volume_money,2024-01-30,3,3,3,0,0
robustness,r02_precision_volume_money,2024-11-08,16,16,16,0,0
robustness,r02_precision_volume_money,2025-05-14,7,7,7,0,0
robustness,r02_precision_volume_money,2025-09-16,3,3,3,0,0
train,r02_precision_volume_money,2017-12-12,4,4,4,0,0
train,r02_precision_volume_money,2018-03-07,12,12,12,0,0
train,r02_precision_volume_money,2018-07-13,12,12,12,0,0
train,r02_precision_volume_money,2019-02-13,4,4,4,0,0
train,r02_precision_volume_money,2019-07-11,2,2,2,0,0
train,r02_precision_volume_money,2020-01-02,4,4,4,0,0
train,r02_precision_volume_money,2020-06-11,3,3,3,0,0
train,r02_precision_volume_money,2021-02-18,3,3,3,0,0
validation,r02_precision_volume_money,2022-01-17,2,2,2,0,0
validation,r02_precision_volume_money,2022-06-20,3,3,3,0,0
validation,r02_precision_volume_money,2023-04-06,6,6,6,0,0
validation,r02_precision_volume_money,2023-05-24,4,4,4,0,0
validation,r02_precision_volume_money,2023-10-12,5,5,5,0,0
robustness,r02_precision_volume_money,2024-06-05,5,5,5,0,0
robustness,r02_precision_volume_money,2024-07-18,12,12,12,0,0
robustness,r02_precision_volume_money,2025-02-11,5,5,5,0,0
robustness,r02_precision_volume_money,2025-03-28,3,3,3,0,0
robustness,r02_precision_volume_money,2025-06-03,5,5,5,0,0
robustness,r02_precision_volume_money,2025-07-17,2,2,2,0,0
train,r02_precision_volume_money,2021-07-14,6,6,6,0,0
train,r02_precision_volume_money,2017-11-02,2,2,2,0,0
train,r02_precision_volume_money,2018-03-09,7,7,7,0,0
train,r02_precision_volume_money,2020-09-01,6,6,6,0,0
validation,r02_precision_volume_money,2022-01-12,2,2,2,0,0
validation,r02_precision_volume_money,2022-03-11,2,2,2,0,0
validation,r02_precision_volume_money,2022-04-28,5,5,5,0,0
validation,r02_precision_volume_money,2022-08-03,2,2,2,0,0
validation,r02_precision_volume_money,2023-03-14,5,5,5,0,0
validation,r02_precision_volume_money,2023-08-01,7,7,7,0,0
robustness,r02_precision_volume_money,2024-03-14,3,3,3,0,0
robustness,r02_precision_volume_money,2024-08-21,4,4,4,0,0
robustness,r02_precision_volume_money,2025-07-28,4,4,4,0,0
robustness,r02_precision_volume_money,2025-11-24,3,3,3,0,0
train,r02_precision_volume_money,2021-09-22,4,4,4,0,0
validation,r02_precision_volume_money,2022-07-08,2,2,2,0,0
validation,r02_precision_volume_money,2022-10-13,6,6,6,0,0
robustness,r02_precision_volume_money,2024-05-16,1,1,1,0,0
robustness,r02_precision_volume_money,2025-07-07,5,5,5,0,0
robustness,r02_precision_volume_money,2025-08-21,8,8,8,0,0
robustness,r02_precision_volume_money,2025-09-25,4,4,4,0,0
robustness,r02_precision_volume_money,2025-12-23,2,2,2,0,0
train,r02_precision_volume_money,2021-09-13,7,7,7,0,0
validation,r02_precision_volume_money,2022-04-14,5,5,5,0,0
validation,r02_precision_volume_money,2023-01-09,15,15,15,0,0
validation,r02_precision_volume_money,2023-10-17,2,2,2,0,0
robustness,r02_precision_volume_money,2024-01-05,1,1,1,0,0
robustness,r02_precision_volume_money,2024-02-23,1,1,1,0,0
robustness,r02_precision_volume_money,2024-05-17,2,2,2,0,0
robustness,r02_precision_volume_money,2024-10-18,1,1,1,0,0
train,r02_precision_volume_money,2017-09-29,7,7,7,0,0
train,r02_precision_volume_money,2018-05-11,1,1,1,0,0
train,r02_precision_volume_money,2018-11-29,3,3,3,0,0
train,r02_precision_volume_money,2019-03-28,5,5,5,0,0
train,r02_precision_volume_money,2019-04-30,2,2,2,0,0
train,r02_precision_volume_money,2019-08-15,4,4,4,0,0
train,r02_precision_volume_money,2020-06-10,4,4,4,0,0
train,r02_precision_volume_money,2020-11-09,2,2,2,0,0
train,r02_precision_volume_money,2021-09-07,3,3,3,0,0
validation,r02_precision_volume_money,2022-01-06,2,2,2,0,0
validation,r02_precision_volume_money,2022-06-08,7,7,7,0,0
validation,r02_precision_volume_money,2023-06-30,1,1,1,0,0
robustness,r02_precision_volume_money,2024-11-21,1,1,1,0,0
train,r02_precision_volume_money,2018-09-26,1,1,1,0,0
train,r02_precision_volume_money,2020-07-15,2,2,2,0,0
train,r02_precision_volume_money,2021-12-27,3,3,3,0,0
train,r02_precision_volume_money,2017-10-12,11,11,11,0,0
train,r02_precision_volume_money,2019-07-25,5,5,5,0,0
train,r02_precision_volume_money,2020-12-16,5,5,5,0,0
train,r02_precision_volume_money,2021-05-18,8,8,8,0,0
train,r02_precision_volume_money,2021-12-14,5,5,5,0,0
validation,r02_precision_volume_money,2022-08-15,9,9,9,0,0
robustness,r02_precision_volume_money,2024-09-02,18,18,18,0,0
robustness,r02_precision_volume_money,2024-11-11,3,3,3,0,0
robustness,r02_precision_volume_money,2025-05-13,7,7,7,0,0
robustness,r02_precision_volume_money,2025-07-09,3,3,3,0,0
robustness,r02_precision_volume_money,2025-11-10,4,4,4,0,0
train,r02_precision_volume_money,2018-07-10,1,1,1,0,0
train,r02_precision_volume_money,2018-12-03,5,5,5,0,0
train,r02_precision_volume_money,2019-10-21,2,2,2,0,0
train,r02_precision_volume_money,2019-12-17,6,6,6,0,0
train,r02_precision_volume_money,2020-04-16,3,3,3,0,0
train,r02_precision_volume_money,2021-05-14,1,1,1,0,0
validation,r02_precision_volume_money,2022-01-04,5,5,5,0,0
validation,r02_precision_volume_money,2023-04-28,3,3,3,0,0
validation,r02_precision_volume_money,2023-09-28,4,4,4,0,0
train,r02_precision_volume_money,2017-11-15,3,3,3,0,0
train,r02_precision_volume_money,2018-06-20,6,6,6,0,0
train,r02_precision_volume_money,2018-11-20,1,1,1,0,0
train,r02_precision_volume_money,2019-01-17,2,2,2,0,0
train,r02_precision_volume_money,2020-03-05,5,5,5,0,0
train,r02_precision_volume_money,2020-06-22,12,12,12,0,0
train,r02_precision_volume_money,2018-05-04,8,8,8,0,0
train,r02_precision_volume_money,2018-08-29,3,3,3,0,0
train,r02_precision_volume_money,2019-02-11,1,1,1,0,0
train,r02_precision_volume_money,2019-12-09,4,4,4,0,0
train,r02_precision_volume_money,2020-04-14,3,3,3,0,0
validation,r02_precision_volume_money,2022-04-08,2,2,2,0,0
validation,r02_precision_volume_money,2022-08-11,2,2,2,0,0
validation,r02_precision_volume_money,2023-03-29,6,6,6,0,0
robustness,r02_precision_volume_money,2024-04-03,2,2,2,0,0
robustness,r02_precision_volume_money,2024-11-07,9,9,9,0,0
robustness,r02_precision_volume_money,2025-04-03,1,1,1,0,0
train,r02_precision_volume_money,2019-03-29,2,2,2,0,0
train,r02_precision_volume_money,2019-07-02,8,8,8,0,0
train,r02_precision_volume_money,2019-09-12,2,2,2,0,0
train,r02_precision_volume_money,2020-08-04,5,5,5,0,0
train,r02_precision_volume_money,2021-02-09,3,3,3,0,0
train,r02_precision_volume_money,2017-10-17,7,7,7,0,0
train,r02_precision_volume_money,2017-11-30,2,2,2,0,0
train,r02_precision_volume_money,2018-02-06,1,1,1,0,0
train,r02_precision_volume_money,2019-05-22,3,3,3,0,0
train,r02_precision_volume_money,2019-12-10,1,1,1,0,0
train,r02_precision_volume_money,2020-10-29,3,3,3,0,0
train,r02_precision_volume_money,2021-08-31,11,11,11,0,0
validation,r02_precision_volume_money,2022-01-13,5,5,5,0,0
validation,r02_precision_volume_money,2022-10-28,5,5,5,0,0
validation,r02_precision_volume_money,2023-09-04,8,8,8,0,0
validation,r02_precision_volume_money,2023-12-05,1,1,1,0,0
robustness,r02_precision_volume_money,2024-08-20,12,12,12,0,0
robustness,r02_precision_volume_money,2024-09-23,2,2,2,0,0
robustness,r02_precision_volume_money,2025-01-17,7,7,7,0,0
robustness,r02_precision_volume_money,2025-06-05,3,3,3,0,0
validation,r02_precision_volume_money,2023-06-21,5,5,5,0,0
validation,r02_precision_volume_money,2023-08-30,4,4,4,0,0
robustness,r02_precision_volume_money,2024-03-19,8,8,8,0,0
robustness,r02_precision_volume_money,2024-04-22,3,3,3,0,0
robustness,r02_precision_volume_money,2025-11-07,6,6,6,0,0
train,r02_precision_volume_money,2017-10-11,7,7,7,0,0
train,r02_precision_volume_money,2019-03-26,1,1,1,0,0
train,r02_precision_volume_money,2019-12-05,1,1,1,0,0
train,r02_precision_volume_money,2020-06-15,4,4,4,0,0
train,r02_precision_volume_money,2021-03-30,11,11,11,0,0
train,r02_precision_volume_money,2021-06-09,2,2,2,0,0
validation,r02_precision_volume_money,2023-12-08,2,2,2,0,0
robustness,r02_precision_volume_money,2024-02-05,2,2,2,0,0
robustness,r02_precision_volume_money,2025-03-31,1,1,1,0,0
train,r02_precision_volume_money,2020-02-17,2,2,2,0,0
train,r02_precision_volume_money,2020-08-11,10,10,10,0,0
train,r02_precision_volume_money,2021-09-02,7,7,7,0,0
train,r02_precision_volume_money,2021-10-25,9,9,9,0,0
validation,r02_precision_volume_money,2022-06-21,5,5,5,0,0
validation,r02_precision_volume_money,2022-11-28,3,3,3,0,0
train,r02_precision_volume_money,2018-05-31,2,2,2,0,0
train,r02_precision_volume_money,2021-08-24,4,4,4,0,0
train,r02_precision_volume_money,2018-02-28,2,2,2,0,0
train,r02_precision_volume_money,2019-11-15,3,3,3,0,0
train,r02_precision_volume_money,2019-12-20,1,1,1,0,0
train,r02_precision_volume_money,2021-04-12,2,2,2,0,0
train,r02_precision_volume_money,2021-06-07,2,2,2,0,0
validation,r02_precision_volume_money,2022-08-18,7,7,7,0,0
validation,r02_precision_volume_money,2023-01-10,6,6,6,0,0
validation,r02_precision_volume_money,2023-02-15,4,4,4,0,0
validation,r02_precision_volume_money,2023-04-19,5,5,5,0,0
robustness,r02_precision_volume_money,2024-04-12,5,5,5,0,0
robustness,r02_precision_volume_money,2025-02-17,4,4,4,0,0
robustness,r02_precision_volume_money,2025-06-20,1,1,1,0,0
validation,r02_precision_volume_money,2023-06-06,1,1,1,0,0
validation,r02_precision_volume_money,2023-09-12,3,3,3,0,0
robustness,r02_precision_volume_money,2025-10-16,3,3,3,0,0
robustness,r02_precision_volume_money,2025-12-22,3,3,3,0,0
robustness,r02_precision_volume_money,2024-12-12,3,3,3,0,0
robustness,r02_precision_volume_money,2025-03-27,2,2,2,0,0
robustness,r02_precision_volume_money,2025-07-18,3,3,3,0,0
train,r02_precision_volume_money,2021-07-07,6,6,6,0,0
validation,r02_precision_volume_money,2022-01-19,4,4,4,0,0
validation,r02_precision_volume_money,2022-10-19,1,1,1,0,0
validation,r02_precision_volume_money,2023-06-15,8,8,8,0,0
robustness,r02_precision_volume_money,2024-04-02,9,9,9,0,0
robustness,r02_precision_volume_money,2025-08-12,2,2,2,0,0
train,r02_precision_volume_money,2018-03-26,1,1,1,0,0
train,r02_precision_volume_money,2019-09-23,4,4,4,0,0
train,r02_precision_volume_money,2019-11-11,3,3,3,0,0
train,r02_precision_volume_money,2020-04-07,1,1,1,0,0
train,r02_precision_volume_money,2020-08-27,1,1,1,0,0
train,r02_precision_volume_money,2020-12-02,4,4,4,0,0
train,r02_precision_volume_money,2021-03-29,11,11,11,0,0
train,r02_precision_volume_money,2021-05-17,13,13,13,0,0
train,r02_precision_volume_money,2021-11-17,12,12,12,0,0
validation,r02_precision_volume_money,2022-12-07,3,3,3,0,0
robustness,r02_precision_volume_money,2024-04-30,15,15,15,0,0
robustness,r02_precision_volume_money,2025-05-16,2,2,2,0,0
robustness,r02_precision_volume_money,2025-11-11,14,14,14,0,0
train,r02_precision_volume_money,2017-12-25,6,6,6,0,0
train,r02_precision_volume_money,2019-07-03,3,3,3,0,0
train,r02_precision_volume_money,2019-08-22,3,3,3,0,0
train,r02_precision_volume_money,2019-12-02,1,1,1,0,0
train,r02_precision_volume_money,2020-01-03,11,11,11,0,0
train,r02_precision_volume_money,2020-02-14,1,1,1,0,0
train,r02_precision_volume_money,2020-06-09,3,3,3,0,0
train,r02_precision_volume_money,2020-09-14,2,2,2,0,0
train,r02_precision_volume_money,2021-01-25,10,10,10,0,0
train,r02_precision_volume_money,2021-06-25,6,6,6,0,0
train,r02_precision_volume_money,2021-08-26,7,7,7,0,0
validation,r02_precision_volume_money,2022-02-23,2,2,2,0,0
validation,r02_precision_volume_money,2023-07-11,4,4,4,0,0
robustness,r02_precision_volume_money,2024-02-29,10,10,10,0,0
robustness,r02_precision_volume_money,2024-05-23,3,3,3,0,0
robustness,r02_precision_volume_money,2025-07-01,2,2,2,0,0
train,r02_precision_volume_money,2021-06-08,3,3,3,0,0
train,r02_precision_volume_money,2021-10-18,4,4,4,0,0
validation,r02_precision_volume_money,2022-01-25,3,3,3,0,0
validation,r02_precision_volume_money,2022-11-15,6,6,6,0,0
validation,r02_precision_volume_money,2023-03-24,5,5,5,0,0
robustness,r02_precision_volume_money,2025-07-02,4,4,4,0,0
train,r02_precision_volume_money,2017-11-16,2,2,2,0,0
train,r02_precision_volume_money,2018-03-12,9,9,9,0,0
robustness,r02_precision_volume_money,2025-08-29,3,3,3,0,0
validation,r02_precision_volume_money,2023-06-01,2,2,2,0,0
validation,r02_precision_volume_money,2023-08-25,1,1,1,0,0
validation,r02_precision_volume_money,2023-11-20,1,1,1,0,0
robustness,r02_precision_volume_money,2024-03-04,6,6,6,0,0
robustness,r02_precision_volume_money,2024-05-13,4,4,4,0,0
robustness,r02_precision_volume_money,2025-01-14,2,2,2,0,0
robustness,r02_precision_volume_money,2025-07-15,4,4,4,0,0
robustness,r02_precision_volume_money,2025-11-20,4,4,4,0,0
train,r02_precision_volume_money,2017-12-26,4,4,4,0,0
train,r02_precision_volume_money,2019-04-08,4,4,4,0,0
train,r02_precision_volume_money,2017-12-22,5,5,5,0,0
train,r02_precision_volume_money,2019-04-04,2,2,2,0,0
train,r02_precision_volume_money,2017-10-20,2,2,2,0,0
train,r02_precision_volume_money,2017-12-21,3,3,3,0,0
train,r02_precision_volume_money,2018-03-16,1,1,1,0,0
train,r02_precision_volume_money,2018-05-08,7,7,7,0,0
train,r02_precision_volume_money,2019-08-13,1,1,1,0,0
train,r02_precision_volume_money,2019-11-14,1,1,1,0,0
train,r02_precision_volume_money,2019-12-18,6,6,6,0,0
train,r02_precision_volume_money,2020-04-23,3,3,3,0,0
train,r02_precision_volume_money,2020-08-26,4,4,4,0,0
train,r02_precision_volume_money,2021-02-05,2,2,2,0,0
train,r02_precision_volume_money,2021-08-11,10,10,10,0,0
validation,r02_precision_volume_money,2022-11-30,8,8,8,0,0
validation,r02_precision_volume_money,2023-04-03,7,7,7,0,0
validation,r02_precision_volume_money,2023-11-02,5,5,5,0,0
robustness,r02_precision_volume_money,2025-05-09,4,4,4,0,0
train,r02_precision_volume_money,2021-12-20,2,2,2,0,0
