final_decision,selected_portfolio_policy_id,selected_portfolio_id,selected_policy_id,validation_portfolio_gate_status,robustness_status,gate0_status,gate0_stop_category,decision_reason
r04e_union_not_viable_validation,,,,,,gate0_stop_low_quality_union,input_or_comparator_failure,gate0 input/comparator failure
