pool_id,replay_universe,policy_id,policy_family_id,hold_rule_id,exit_rule_family_id,split,event_count,replay_complete_count,censored_count,censored_share,net_return_mean,net_return_median,net_return_p10,net_return_p25,net_return_p75,net_return_p90,loss_le_minus5_rate,loss_le_minus10_rate,max_drawdown_p50,max_drawdown_p90,max_gain50_count,max_gain50_rate,hold120_no_exit_max_gain50_count,policy_retained_hold120_max_gain50_count,policy_max_gain50_retention_rate_vs_hold120_no_exit,max_gain120d_p90,avg_holding_days,matched_baseline_replay_complete_count,matched_comparator_effective_sample_size,matched_baseline_net_return_mean,matched_baseline_net_return_p10,matched_baseline_loss_le_minus5_rate,matched_comparator_status,net_return_mean_delta_vs_matched_baseline_A,p10_delta_vs_matched_baseline_A,loss_le_minus5_delta_vs_matched_baseline_A,top1_calendar_year_share,top1_instrument_share,top1_industry_share,readiness_status,readiness_failure_reason,pseudo_diversification_status
r04e_union_r02_volume_money_range_breakout_pullback_drawdown,union_pool,hold_120d__no_exit__none,no_exit,hold_120d,no_exit,train,7367,5977,1390,0.18867924528301888,0.03506163345378252,-0.01460008692343685,-0.25420910102696637,-0.14288064668183942,0.14387674408132822,0.3885916307524491,0.42462773966873013,0.3287602476158608,-0.1251564491421825,-0.015775483426059052,842,0.14087334783336122,890,842,0.946067415730337,0.5676799933543064,121.00033461602811,6395.0,3110.743073554725,0.052634323835788394,-0.27426103994179046,0.4453969486968763,sufficient,-0.017572690382005873,0.020051938914824097,-0.020769209028146163,0.31369621284104793,0.006787023211619384,0.11822994434640967,readout_only,,concentrated
r04e_union_r02_volume_money_range_breakout_pullback_drawdown,union_pool,hold_120d__no_exit__none,no_exit,hold_120d,no_exit,validation,4387,3323,1064,0.24253476179621608,-0.01753001721625854,-0.030471533432716143,-0.25915835911255297,-0.1456479216816267,0.08850257311306697,0.22328036496754428,0.45561239843514895,0.34185976527234424,-0.13641395651456145,-0.015200191573355809,208,0.0625940415287391,254,208,0.8188976377952756,0.39341445052267504,121.0,3411.0,2195.121636547179,-0.07261784784907663,-0.29939729066281046,0.594212435935402,sufficient,0.05508783063281809,0.040238931550257484,-0.13860003750025301,0.5137907453840893,0.0059266013220879874,0.09847276042853886,stop,pseudo_diversification_concentrated|absolute_validation_net_too_weak,concentrated
r04e_union_r02_volume_money_range_breakout_pullback_drawdown,union_pool,hold_120d__no_exit__none,no_exit,hold_120d,no_exit,robustness,4475,3252,1223,0.27329608938547484,0.08377148370429391,0.05270592606282641,-0.14447125323225757,-0.05130723271184427,0.17610484711709545,0.315304864532543,0.2530750307503075,0.16574415744157442,-0.0856921114867959,-0.0049985746523717655,315,0.09686346863468635,433,315,0.7274826789838337,0.5224591477879909,121.0,2782.0,1474.0282011330387,0.10795830598194697,-0.16668435909732982,0.28695174556482705,sufficient,-0.024186822277653064,0.022213105865072247,-0.03387671481451954,0.506145251396648,0.00558659217877095,0.10279329608938548,readout_only,,concentrated
