model_id,ablation_id,estimator,target,fit_split,train_row_n,train_positive_n,feature_n_input,feature_n_used,feature_n_dropped_constant,feature_list_hash,preprocessing_fit_scope,sample_weight_column,random_state,model_status,sklearn_version,numpy_version,pandas_version
regularized_logistic_fast_fail_10d_l2_v1,full,sklearn.linear_model.LogisticRegression,selected_fast_fail_10_label,train,8318,702,48,46,2,719bd0a611f9d301352ac1e58d87cd829602ce9457c008fa5fe2fd98ad32299c,train,final_sample_weight,20260615,pass,1.4.2,1.26.2,2.3.1
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,sklearn.linear_model.LogisticRegression,selected_fast_fail_10_label,train,8318,702,27,25,2,de2481697958a591169f13e401048d9c9c7b37a7d09625d4b483bd8ab032b0ac,train,final_sample_weight,20260615,pass,1.4.2,1.26.2,2.3.1
