model_id,ablation_id,split,capacity_id,candidate_accepted_mean_MAE_10,rule_baseline_accepted_mean_MAE_10,random_baseline_accepted_mean_MAE_10,accepted_MAE_10_improves,mae10_joined_n,mae10_missing_n,mae10_status
regularized_logistic_fast_fail_10d_l2_v1,full,train,keep_9000,0.07404971961231598,0.07665588646252233,0.07457816895178812,True,8318,0,pass
regularized_logistic_fast_fail_10d_l2_v1,full,validation,keep_9000,0.06182377661316658,0.062380893928380574,0.060918377654616426,False,2514,0,pass
regularized_logistic_fast_fail_10d_l2_v1,full,robustness,keep_9000,0.06587220940865054,0.06646499216368147,0.0652940516691149,False,4970,0,pass
regularized_logistic_fast_fail_10d_l2_v1,full,train,keep_9250,0.07411850881668694,0.07583037555989858,0.07513185228148782,True,8318,0,pass
regularized_logistic_fast_fail_10d_l2_v1,full,validation,keep_9250,0.061641172221231125,0.0619108931917515,0.0615407632723343,False,2514,0,pass
regularized_logistic_fast_fail_10d_l2_v1,full,robustness,keep_9250,0.06560762309407557,0.06607989003918982,0.06592334119252831,True,4970,0,pass
regularized_logistic_fast_fail_10d_l2_v1,full,train,keep_9300,0.07404508690109746,0.07570284863550845,0.07479522766981929,True,8318,0,pass
regularized_logistic_fast_fail_10d_l2_v1,full,validation,keep_9300,0.061563529748474975,0.06183546076445285,0.061667136714693,True,2514,0,pass
regularized_logistic_fast_fail_10d_l2_v1,full,robustness,keep_9300,0.06556699094827129,0.06604087944500252,0.06587797566798594,True,4970,0,pass
regularized_logistic_fast_fail_10d_l2_v1,full,train,keep_9400,0.07397774917924378,0.07552600077346217,0.07496814144775746,True,8318,0,pass
regularized_logistic_fast_fail_10d_l2_v1,full,validation,keep_9400,0.06134338053272012,0.06172622909317666,0.06199410412396807,True,2514,0,pass
regularized_logistic_fast_fail_10d_l2_v1,full,robustness,keep_9400,0.06540905858904095,0.06590920213546238,0.0655635855209218,True,4970,0,pass
regularized_logistic_fast_fail_10d_l2_v1,full,train,keep_9500,0.07404221349379637,0.0753345287071665,0.07497678198223151,True,8318,0,pass
regularized_logistic_fast_fail_10d_l2_v1,full,validation,keep_9500,0.06123941589703616,0.061612719849566504,0.06189987692010062,True,2514,0,pass
regularized_logistic_fast_fail_10d_l2_v1,full,robustness,keep_9500,0.06540892998864134,0.06568076472977412,0.06557118299014082,True,4970,0,pass
regularized_logistic_fast_fail_10d_l2_v1,full,train,keep_9600,0.07412202903874389,0.07523011037422238,0.07505446163667438,True,8318,0,pass
regularized_logistic_fast_fail_10d_l2_v1,full,validation,keep_9600,0.06121205757119612,0.061665490995803304,0.061820665215285446,True,2514,0,pass
regularized_logistic_fast_fail_10d_l2_v1,full,robustness,keep_9600,0.06530540620574567,0.06558674095192187,0.06602841635938377,True,4970,0,pass
