model_id,ablation_id,split,capacity_id,candidate_accepted_mean_MAE_10,rule_baseline_accepted_mean_MAE_10,random_baseline_accepted_mean_MAE_10,accepted_MAE_10_improves,mae10_joined_n,mae10_missing_n,mae10_status
regularized_logistic_fast_fail_10d_l2_v1,full,train,keep_9700,0.07411585461817495,0.07507471987235477,0.07492068825008787,True,8318,0,pass
regularized_logistic_fast_fail_10d_l2_v1,full,validation,keep_9700,0.061308507169573874,0.0617479951368711,0.06178257618881311,True,2514,0,pass
regularized_logistic_fast_fail_10d_l2_v1,full,robustness,keep_9700,0.06535748885475498,0.06549423878133032,0.06567800546835241,True,4970,0,pass
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,train,keep_9000,0.07492215449295603,0.07665588646252233,0.07457816895178812,False,8318,0,pass
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,validation,keep_9000,0.06237144496922751,0.062380893928380574,0.060918377654616426,False,2514,0,pass
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,robustness,keep_9000,0.06658475130308708,0.06646499216368147,0.0652940516691149,False,4970,0,pass
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,train,keep_9250,0.07479152705955769,0.07583037555989858,0.07513185228148782,True,8318,0,pass
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,validation,keep_9250,0.06211374091227876,0.0619108931917515,0.0615407632723343,False,2514,0,pass
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,robustness,keep_9250,0.06609267901064889,0.06607989003918982,0.06592334119252831,False,4970,0,pass
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,train,keep_9300,0.07479110148365466,0.07570284863550845,0.07479522766981929,True,8318,0,pass
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,validation,keep_9300,0.06201332124011056,0.06183546076445285,0.061667136714693,False,2514,0,pass
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,robustness,keep_9300,0.06609967511812109,0.06604087944500252,0.06587797566798594,False,4970,0,pass
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,train,keep_9400,0.07473744209081441,0.07552600077346217,0.07496814144775746,True,8318,0,pass
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,validation,keep_9400,0.06203302597599771,0.06172622909317666,0.06199410412396807,False,2514,0,pass
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,robustness,keep_9400,0.06589626469747278,0.06590920213546238,0.0655635855209218,False,4970,0,pass
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,train,keep_9500,0.07481017470631005,0.0753345287071665,0.07497678198223151,True,8318,0,pass
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,validation,keep_9500,0.06186763513490466,0.061612719849566504,0.06189987692010062,False,2514,0,pass
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,robustness,keep_9500,0.06585007804030057,0.06568076472977412,0.06557118299014082,False,4970,0,pass
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,train,keep_9600,0.07488945357318806,0.07523011037422238,0.07505446163667438,True,8318,0,pass
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,validation,keep_9600,0.06179807195691481,0.061665490995803304,0.061820665215285446,False,2514,0,pass
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,robustness,keep_9600,0.06590719533450136,0.06558674095192187,0.06602841635938377,False,4970,0,pass
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,train,keep_9700,0.07488049628083183,0.07507471987235477,0.07492068825008787,True,8318,0,pass
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,validation,keep_9700,0.061920432767421596,0.0617479951368711,0.06178257618881311,False,2514,0,pass
regularized_logistic_fast_fail_10d_l2_v1,drop_fs2_fs3_mechanism_overlap,robustness,keep_9700,0.065776063574174,0.06549423878133032,0.06567800546835241,False,4970,0,pass
