variant,seed,feature_count,best_iteration,validation_paper_proxy_ic,validation_paper_proxy_icir,validation_paper_proxy_rank_ic,validation_paper_proxy_rank_icir,validation_paper_proxy_metric_days,validation_executable_bridge_ic,validation_executable_bridge_icir,validation_executable_bridge_rank_ic,validation_executable_bridge_rank_icir,validation_executable_bridge_metric_days,historical_test_paper_proxy_ic,historical_test_paper_proxy_icir,historical_test_paper_proxy_rank_ic,historical_test_paper_proxy_rank_icir,historical_test_paper_proxy_metric_days,historical_test_paper_proxy_gross_arr,historical_test_paper_proxy_net_arr,historical_test_paper_proxy_universe_equal_weight_arr,historical_test_paper_proxy_net_arr_minus_universe_arr,historical_test_paper_proxy_ir,historical_test_paper_proxy_active_ir_vs_universe_equal_weight,historical_test_paper_proxy_mdd,historical_test_paper_proxy_calmar,historical_test_paper_proxy_mean_one_way_turnover,historical_test_paper_proxy_total_cost,historical_test_paper_proxy_portfolio_days,historical_test_executable_bridge_ic,historical_test_executable_bridge_icir,historical_test_executable_bridge_rank_ic,historical_test_executable_bridge_rank_icir,historical_test_executable_bridge_metric_days,historical_test_executable_bridge_gross_arr,historical_test_executable_bridge_net_arr,historical_test_executable_bridge_universe_equal_weight_arr,historical_test_executable_bridge_net_arr_minus_universe_arr,historical_test_executable_bridge_ir,historical_test_executable_bridge_active_ir_vs_universe_equal_weight,historical_test_executable_bridge_mdd,historical_test_executable_bridge_calmar,historical_test_executable_bridge_mean_one_way_turnover,historical_test_executable_bridge_total_cost,historical_test_executable_bridge_portfolio_days
core,20260723,22,1,0.006751460700434784,0.06931972375876223,0.0044976809395579735,0.04379963685720965,482,0.005201098151173368,0.05575556684542783,0.006922144814129722,0.06904540246495702,482,0.006330353856770903,0.06806090642297967,0.005405399940922377,0.05289750073761391,578,0.15300491882454592,0.09335260460053574,0.20696561241382994,-0.1136130078132942,0.6520455585060869,-0.9204117942910279,-0.13945253410947123,0.6694220739456286,0.10588235294117647,0.12190000000000002,578,0.00752980925664798,0.084127068156841,0.006663718984444851,0.06698408174020426,578,0.15694620013258653,0.09709197394575808,0.2220866599905158,-0.12499468604475772,0.5964083352926933,-0.9762845547522346,-0.20456984241831921,0.47461528443287054,0.10588235294117647,0.12190000000000002,578
core,20260724,22,3,0.007525169547780186,0.07099270749323323,0.0023192939864870765,0.02042546017333715,482,0.002978016047485473,0.028374855889302917,0.0042709181699220845,0.03776877876735547,482,0.007845196220506443,0.07596651905741554,0.007054483022419328,0.06412385667518729,578,0.24114419936373888,0.17700542816145037,0.20696561241382994,-0.029960184252379563,0.9966646916858706,-0.34073766981526876,-0.1872575309304887,0.9452513193029125,0.10577854671280276,0.12178000000000003,578,0.007991370392032853,0.0771959448489058,0.009291517778627937,0.08468345730195924,578,0.2762755511748052,0.210330227981681,0.2220866599905158,-0.011756432008834805,1.0042858631231222,-0.16485959996614014,-0.18813544938393334,1.1179723367947214,0.10577854671280276,0.12178000000000003,578
core,20260725,22,6,0.010963636903393146,0.10341379144190535,0.008840104925186677,0.07934205124883417,482,0.010339598449040801,0.10179709241698458,0.01162339052608088,0.10749834247851593,482,0.009224889293839127,0.08604217701409318,0.010326921303451978,0.09213176916046992,578,0.2654880234668411,0.20020182540040832,0.20696561241382994,-0.006763787013421618,1.061171929377798,-0.11637963814291477,-0.16753977303769996,1.1949510362256412,0.10560553633217994,0.12158000000000002,578,0.012859696269520085,0.11739412769274277,0.013954685942959033,0.12460788299667097,578,0.29147677155710094,0.22485602492099144,0.2220866599905158,0.0027693649304756374,1.0373215827389386,-0.028935539518833958,-0.1880372866780925,1.1958055175829578,0.10560553633217994,0.12158000000000002,578
core,20260726,22,9,0.013750467921844908,0.12518542956926013,0.008438744940718444,0.07554221329080228,482,0.012968245352375783,0.1198417154627759,0.011910583178301622,0.10862823752127165,482,0.00975003611524332,0.084192217439224,0.012101258263277518,0.10348100649557795,578,0.27226858860895,0.206380958455729,0.20696561241382994,-0.0005846539581009225,1.0904559673752334,-0.056347216921036,-0.19514750881458143,1.0575638895386617,0.10602076124567474,0.12206000000000002,578,0.015697472131067442,0.13621573928604955,0.018744997174376075,0.16179018899493308,578,0.3270550688574454,0.25834055452893634,0.2220866599905158,0.03625389453842054,1.1536905264631194,0.29813206822598914,-0.2096395464272346,1.2323083069567973,0.10602076124567474,0.12206000000000002,578
core,20260727,22,6,0.01279171844643323,0.11667117656368527,0.009532300556262937,0.08725679698750395,482,0.009374463519479959,0.08799570037400603,0.009798248252098527,0.09049125070424588,482,0.011095358860446276,0.09192268557648257,0.011485857892644924,0.09361134249373074,578,0.2952619807764181,0.22814993110126114,0.20696561241382994,0.021184318687431203,1.232439533843185,0.1285965017262866,-0.15804597167114265,1.443566885564086,0.10608996539792387,0.12214000000000003,578,0.013110898842528907,0.10723096477522814,0.014053503863606822,0.1147832513014017,578,0.33774974899805454,0.2684419271129006,0.2220866599905158,0.0463552671223848,1.237574758536995,0.3229585782791703,-0.19285022559560072,1.3919710297659318,0.10608996539792387,0.12214000000000003,578
core_plus_reversal,20260723,23,2,0.006779929131757872,0.06674231431242718,0.002652945188438632,0.02477666819147878,482,0.009244529189812221,0.09369550608904045,0.009400944623271523,0.08842554864076188,482,0.006878052176193715,0.06697740770366604,0.00587878935111136,0.05219639962700267,578,0.21761580841928896,0.15426806591060993,0.20696561241382994,-0.052697546503220005,0.8707442016382151,-0.5520598327685272,-0.196353305263109,0.7856657452437289,0.10650519031141868,0.12262,578,0.00946857717181852,0.09323796048816586,0.008935872387039466,0.0813116272933432,578,0.2482745049153725,0.18333685565209468,0.2220866599905158,-0.03874980433842112,0.9082916539103889,-0.4086138699883766,-0.21476162442591895,0.8536760519584163,0.10650519031141868,0.12262,578
core_plus_reversal,20260724,23,6,0.012973489946498646,0.11074240242004711,0.007351399222788758,0.06137695644401864,482,0.013208357523112519,0.11586162864162727,0.011112419806921845,0.09517624456802769,482,0.013126268723664932,0.11340456921096465,0.012149563941702907,0.10602616463079148,578,0.2642810722281195,0.19839201975544585,0.20696561241382994,-0.008573592658384088,1.0213359689632386,-0.11817953687958686,-0.19764956206956263,1.003756434763169,0.10671280276816608,0.12286000000000002,578,0.01630375575111532,0.1359914782194498,0.018184470109481134,0.1545514051740766,578,0.315520580485505,0.2469703976974469,0.2220866599905158,0.024883737706931086,1.0886221576626758,0.20317848323760376,-0.23804699930325923,1.0374858680021406,0.10671280276816608,0.12286000000000002,578
core_plus_reversal,20260725,23,6,0.01151151002610777,0.10420263038479516,0.009881742189441009,0.086285864650454,482,0.008438097104021504,0.08011099494566098,0.009770996527208392,0.0882226638411128,482,0.011865898893337277,0.10705568355895762,0.011203186199594619,0.0966281806048216,578,0.20466745525977492,0.14214778142992324,0.20696561241382994,-0.0648178309839067,0.7992052615950117,-0.681435736564819,-0.200652420818204,0.708427941463575,0.10622837370242215,0.12230000000000002,578,0.013496130804953387,0.12060211438688594,0.013653509505606459,0.11976054607822174,578,0.23773662965597708,0.17351121117575596,0.2220866599905158,-0.048575448814759836,0.8398440558630144,-0.5115248113987539,-0.24261656891159056,0.7151663711763372,0.10622837370242215,0.12230000000000002,578
core_plus_reversal,20260726,23,9,0.015719762100846652,0.13965679925443011,0.01188387345690763,0.10992919661633113,482,0.01585213724141314,0.14694406077716235,0.016524929581106965,0.15826035674319203,482,0.01133953674054611,0.09420179244743146,0.013042675970341821,0.10676094264399358,578,0.2848352220966195,0.21832520342702666,0.20696561241382994,0.011359591013196724,1.1574488376335563,0.05424709206502119,-0.17662533914462863,1.236092196535019,0.10598615916955018,0.12202000000000002,578,0.013716000839036267,0.10800395734963507,0.016220365495848772,0.12888436721005783,578,0.31443907619417755,0.24640364817720517,0.2220866599905158,0.02431698818668937,1.1665262727139758,0.14104865863022328,-0.2190336216179819,1.1249581062352132,0.10598615916955018,0.12202000000000002,578
core_plus_reversal,20260727,23,5,0.013948514481634316,0.12520643533264408,0.010241741553576631,0.0884509200836103,482,0.011512881903979045,0.10615998292234739,0.009730016350542344,0.08395981895132582,482,0.011078123740650576,0.10267436877454296,0.012041068664839245,0.10570265836026707,578,0.27084796337677575,0.20497168372131425,0.20696561241382994,-0.0019939286925156896,1.1062751439775287,-0.07545418507302229,-0.16454675360559923,1.2456744313084973,0.10612456747404844,0.12218000000000002,578,0.013529220313699334,0.1226561128510128,0.015352569625684412,0.13365886548964215,578,0.31134503591555096,0.24338170399655223,0.2220866599905158,0.021295044006036434,1.1438002496082802,0.1139789098076297,-0.18318804805556343,1.328589428076286,0.10612456747404844,0.12218000000000002,578
