contrast,current_variant,reference_variant,metric,positive_seed_count,seed_count,median_paired_delta,min_paired_delta,max_paired_delta
intraday_range_given_core,core_plus_intraday_range,core,historical_test_paper_proxy_ic,4,5,0.0024784649574203996,-8.220168575927625e-05,0.005431012924815562
intraday_range_given_core,core_plus_intraday_range,core,historical_test_executable_bridge_ic,3,5,0.001958219824742622,-0.001568279680330532,0.008519390007365435
intraday_range_given_core,core_plus_intraday_range,core,historical_test_paper_proxy_net_arr,4,5,0.04238989573676033,-0.03145540827349724,0.05834270762995364
intraday_range_given_core,core_plus_intraday_range,core,historical_test_executable_bridge_net_arr,4,5,0.03285272940336492,-0.04756775166890659,0.07857815797734102
intraday_range_given_core,core_plus_intraday_range,core,historical_test_paper_proxy_mdd,2,5,-0.007129680833371954,-0.047547312051841484,0.023408888892420432
intraday_range_given_core,core_plus_intraday_range,core,historical_test_executable_bridge_mdd,1,5,-0.004700621505564273,-0.05106032363182955,0.017088346149767064
all_three_given_core,core_plus_all_three,core,validation_paper_proxy_ic,3,5,0.00025277163454957667,-0.004521913075865936,0.00580559391134422
all_three_given_core,core_plus_all_three,core,validation_executable_bridge_ic,3,5,0.0022770671627901015,-0.003432786100037031,0.007604311298497263
all_three_given_core,core_plus_all_three,core,historical_test_paper_proxy_ic,2,5,-0.0018331827040752,-0.003115936620148939,0.002752971411696215
all_three_given_core,core_plus_all_three,core,historical_test_executable_bridge_ic,3,5,0.00046440215125127284,-0.0045028917839528,0.005628337515062559
all_three_given_core,core_plus_all_three,core,historical_test_paper_proxy_net_arr,1,5,-0.05759674075082977,-0.09127194309923503,0.05344597944426721
all_three_given_core,core_plus_all_three,core,historical_test_executable_bridge_net_arr,1,5,-0.07572646854502163,-0.11385327838469905,0.08093658569356998
all_three_given_core,core_plus_all_three,core,historical_test_paper_proxy_mdd,0,5,-0.0241714943155662,-0.05864075469833596,-0.0013583785491388944
all_three_given_core,core_plus_all_three,core,historical_test_executable_bridge_mdd,0,5,-0.04302523136759728,-0.08314674643440711,-0.031491636789766186
reversal_volatility_given_core,core_plus_reversal_volatility,core,validation_paper_proxy_ic,3,5,0.0010505912960562785,-0.003673270768376726,0.007103112899617655
reversal_volatility_given_core,core_plus_reversal_volatility,core,validation_executable_bridge_ic,4,5,0.001812537991856841,-0.0009288478500413758,0.012576531340818368
reversal_volatility_given_core,core_plus_reversal_volatility,core,historical_test_paper_proxy_ic,4,5,0.002196866103088599,-0.004756796181747705,0.005637274029907009
reversal_volatility_given_core,core_plus_reversal_volatility,core,historical_test_executable_bridge_ic,4,5,0.0020766049171505943,-7.465628937017299e-05,0.006992249383568698
reversal_volatility_given_core,core_plus_reversal_volatility,core,historical_test_paper_proxy_net_arr,3,5,0.006117580864158478,-0.06913427539452299,0.05055762918531026
reversal_volatility_given_core,core_plus_reversal_volatility,core,historical_test_executable_bridge_net_arr,2,5,-0.02581995776243473,-0.09910043384626666,0.08984908478557618
reversal_volatility_given_core,core_plus_reversal_volatility,core,historical_test_paper_proxy_mdd,1,5,-0.0243146465484112,-0.06004592026030009,0.008865494011386477
reversal_volatility_given_core,core_plus_reversal_volatility,core,historical_test_executable_bridge_mdd,0,5,-0.04110566810330918,-0.04809495833776667,-0.013368926521195368
reversal_intraday_range_given_core,core_plus_reversal_intraday_range,core,validation_paper_proxy_ic,3,5,0.001385740022136088,-0.003911959800086967,0.005842438125167973
reversal_intraday_range_given_core,core_plus_reversal_intraday_range,core,validation_executable_bridge_ic,3,5,0.0014275790497920472,-0.0025947331651489953,0.009813342411837147
reversal_intraday_range_given_core,core_plus_reversal_intraday_range,core,historical_test_paper_proxy_ic,4,5,0.002116203143987177,-0.006441554791589708,0.006823355160588197
reversal_intraday_range_given_core,core_plus_reversal_intraday_range,core,historical_test_executable_bridge_ic,3,5,0.0006715385547238391,-0.0068893285090421775,0.009279541698118713
reversal_intraday_range_given_core,core_plus_reversal_intraday_range,core,historical_test_paper_proxy_net_arr,2,5,-0.03397676473436606,-0.1524649918225396,0.046719742632108874
reversal_intraday_range_given_core,core_plus_reversal_intraday_range,core,historical_test_executable_bridge_net_arr,2,5,-0.058389874831197286,-0.19690089204558947,0.09218933214770186
reversal_intraday_range_given_core,core_plus_reversal_intraday_range,core,historical_test_paper_proxy_mdd,2,5,-0.03340333923344507,-0.04450051627879581,0.0259680594877435
reversal_intraday_range_given_core,core_plus_reversal_intraday_range,core,historical_test_executable_bridge_mdd,1,5,-0.005828878379395164,-0.0771878443830124,0.01861259022590045
volatility_intraday_range_given_core,core_plus_volatility_intraday_range,core,validation_paper_proxy_ic,4,5,0.0018820810164308192,-0.0037503327533835607,0.00933768229138406
volatility_intraday_range_given_core,core_plus_volatility_intraday_range,core,validation_executable_bridge_ic,4,5,0.0018790387020487537,-0.0007331048873562892,0.009415815067878443
volatility_intraday_range_given_core,core_plus_volatility_intraday_range,core,historical_test_paper_proxy_ic,3,5,0.0020376248807626885,-0.00543330497582651,0.00499866175173835
volatility_intraday_range_given_core,core_plus_volatility_intraday_range,core,historical_test_executable_bridge_ic,2,5,-0.0007999328315056783,-0.00843837048344363,0.008351450627960211
volatility_intraday_range_given_core,core_plus_volatility_intraday_range,core,historical_test_paper_proxy_net_arr,3,5,0.029139800976107688,-0.1038115698334987,0.08498412088025731
volatility_intraday_range_given_core,core_plus_volatility_intraday_range,core,historical_test_executable_bridge_net_arr,2,5,-0.0016014550412724038,-0.1373769718219171,0.12478515056299289
volatility_intraday_range_given_core,core_plus_volatility_intraday_range,core,historical_test_paper_proxy_mdd,0,5,-0.024925946156137302,-0.07527222676639111,-0.012629029769994915
volatility_intraday_range_given_core,core_plus_volatility_intraday_range,core,historical_test_executable_bridge_mdd,0,5,-0.04974339961387397,-0.08797488404803011,-0.023335503398767776
reversal_given_core_and_other_two,core_plus_all_three,core_plus_volatility_intraday_range,validation_paper_proxy_ic,1,5,-0.005884942007001504,-0.0062396785508901835,0.004003104387933137
reversal_given_core_and_other_two,core_plus_all_three,core_plus_volatility_intraday_range,validation_executable_bridge_ic,1,5,-0.001797118339248104,-0.007138747905088341,0.002246193955287303
reversal_given_core_and_other_two,core_plus_all_three,core_plus_volatility_intraday_range,historical_test_paper_proxy_ic,1,5,-0.0030437261756322744,-0.007318782150470394,0.008186276387522725
reversal_given_core_and_other_two,core_plus_all_three,core_plus_volatility_intraday_range,historical_test_executable_bridge_ic,1,5,-0.0031200786468206076,-0.0058280511774344654,0.014066707998506189
reversal_given_core_and_other_two,core_plus_all_three,core_plus_volatility_intraday_range,historical_test_paper_proxy_net_arr,1,5,-0.0315381414359901,-0.12041174407534272,0.033556366779642355
reversal_given_core_and_other_two,core_plus_all_three,core_plus_volatility_intraday_range,historical_test_executable_bridge_net_arr,1,5,-0.05559410570357981,-0.17127392497515692,0.06460033211499971
reversal_given_core_and_other_two,core_plus_all_three,core_plus_volatility_intraday_range,historical_test_paper_proxy_mdd,4,5,0.0135583616971241,-0.02817511861665367,0.0265551718923297
reversal_given_core_and_other_two,core_plus_all_three,core_plus_volatility_intraday_range,historical_test_executable_bridge_mdd,3,5,0.00671816824627669,-0.05981124303563934,0.056483247258263924
volatility_given_core_and_other_two,core_plus_all_three,core_plus_reversal_intraday_range,validation_paper_proxy_ic,1,5,-8.088653303310427e-05,-0.005743337556595452,0.004164731434636543
volatility_given_core_and_other_two,core_plus_all_three,core_plus_reversal_intraday_range,validation_executable_bridge_ic,2,5,-0.0008380529348880356,-0.002209031113339883,0.0026976536075440094
volatility_given_core_and_other_two,core_plus_all_three,core_plus_reversal_intraday_range,historical_test_paper_proxy_ic,1,5,-0.004150603853739623,-0.009939291780737136,0.009194526203285924
volatility_given_core_and_other_two,core_plus_all_three,core_plus_reversal_intraday_range,historical_test_executable_bridge_ic,1,5,-0.001563392615531619,-0.00881513954686744,0.012517666024104736
volatility_given_core_and_other_two,core_plus_all_three,core_plus_reversal_intraday_range,historical_test_paper_proxy_net_arr,2,5,-0.023619976016463706,-0.08608941783046675,0.08220978876868323
volatility_given_core_and_other_two,core_plus_all_three,core_plus_reversal_intraday_range,historical_test_executable_bridge_net_arr,1,5,-0.03436865977490511,-0.09342328259552812,0.12412425233867208
volatility_given_core_and_other_two,core_plus_all_three,core_plus_reversal_intraday_range,historical_test_paper_proxy_mdd,1,5,-0.0196977255393459,-0.027326438036882394,0.02032902196322961
volatility_given_core_and_other_two,core_plus_all_three,core_plus_reversal_intraday_range,historical_test_executable_bridge_mdd,2,5,-0.052823488958764764,-0.08003496143789779,0.04569620759324622
intraday_range_given_core_and_other_two,core_plus_all_three,core_plus_reversal_volatility,validation_paper_proxy_ic,1,5,-0.0028939973198489812,-0.005408188830515643,0.003926042402926303
intraday_range_given_core_and_other_two,core_plus_all_three,core_plus_reversal_volatility,validation_executable_bridge_ic,1,5,-0.0031943944945442126,-0.005373864082449653,0.003911917422805474
intraday_range_given_core_and_other_two,core_plus_all_three,core_plus_reversal_volatility,historical_test_paper_proxy_ic,1,5,-0.003682338453800933,-0.007153456275812143,0.00750976759344392
intraday_range_given_core_and_other_two,core_plus_all_three,core_plus_reversal_volatility,historical_test_executable_bridge_ic,1,5,-0.004197026683992374,-0.006579496701103395,0.005702993804432732
intraday_range_given_core_and_other_two,core_plus_all_three,core_plus_reversal_volatility,historical_test_paper_proxy_net_arr,2,5,-0.0011209276593333595,-0.09738952396339351,0.003562670068463225
intraday_range_given_core_and_other_two,core_plus_all_three,core_plus_reversal_volatility,historical_test_executable_bridge_net_arr,1,5,-0.0499065107825869,-0.11645350988866654,0.026323794139349266
intraday_range_given_core_and_other_two,core_plus_all_three,core_plus_reversal_volatility,historical_test_paper_proxy_mdd,3,5,0.001405165561964128,-0.032452953906938586,0.022956267999272306
intraday_range_given_core_and_other_two,core_plus_all_three,core_plus_reversal_volatility,historical_test_executable_bridge_mdd,1,5,-0.02292056568761003,-0.035051788096640446,0.01488982735463018
other_two_given_core_and_reversal,core_plus_all_three,core_plus_reversal,validation_paper_proxy_ic,2,5,-0.00090402440065151,-0.00649120725486768,0.0034242718530594672
other_two_given_core_and_reversal,core_plus_all_three,core_plus_reversal,validation_executable_bridge_ic,2,5,-0.001766363875848752,-0.00631667798907439,0.00198681427283697
other_two_given_core_and_reversal,core_plus_all_three,core_plus_reversal,historical_test_paper_proxy_ic,2,5,-0.0034226833293779894,-0.008397009123307427,0.0027702065314919155
other_two_given_core_and_reversal,core_plus_all_three,core_plus_reversal,historical_test_executable_bridge_ic,2,5,-0.002521420491921625,-0.007847983207831193,0.005210016043892133
other_two_given_core_and_reversal,core_plus_all_three,core_plus_reversal,historical_test_paper_proxy_net_arr,0,5,-0.04707695567390946,-0.06954098572212741,-0.007469481865806982
other_two_given_core_and_reversal,core_plus_all_three,core_plus_reversal,historical_test_executable_bridge_net_arr,0,5,-0.06250846463946358,-0.11236663826078752,-0.005308296012766611
other_two_given_core_and_reversal,core_plus_all_three,core_plus_reversal,historical_test_paper_proxy_mdd,0,5,-0.01767071238110962,-0.019988416992286928,-0.0012550645828863782
other_two_given_core_and_reversal,core_plus_all_three,core_plus_reversal,historical_test_executable_bridge_mdd,1,5,-0.033631156176849974,-0.04846058533056019,0.013622057710520497
other_two_given_core_and_volatility,core_plus_all_three,core_plus_volatility,validation_paper_proxy_ic,1,5,-0.0038255708337324333,-0.005587764045586601,0.00247822361319615
other_two_given_core_and_volatility,core_plus_all_three,core_plus_volatility,validation_executable_bridge_ic,1,5,-0.0013640378534752005,-0.005525205914941106,0.0020457322839263423
other_two_given_core_and_volatility,core_plus_all_three,core_plus_volatility,historical_test_paper_proxy_ic,1,5,-0.004237242721589835,-0.0046819728598301545,0.0036991379994787636
other_two_given_core_and_volatility,core_plus_all_three,core_plus_volatility,historical_test_executable_bridge_ic,1,5,-0.005482299920849455,-0.0064504025702877745,0.004621228954183165
other_two_given_core_and_volatility,core_plus_all_three,core_plus_volatility,historical_test_paper_proxy_net_arr,0,5,-0.09387547789961892,-0.10709853002254621,-0.04522239864646149
other_two_given_core_and_volatility,core_plus_all_three,core_plus_volatility,historical_test_executable_bridge_net_arr,0,5,-0.12217935353736076,-0.13522163886837313,-0.03502819143038849
other_two_given_core_and_volatility,core_plus_all_three,core_plus_volatility,historical_test_paper_proxy_mdd,2,5,-0.028857345533912393,-0.05210864884924571,0.0243496008342331
other_two_given_core_and_volatility,core_plus_all_three,core_plus_volatility,historical_test_executable_bridge_mdd,0,5,-0.017611024227058403,-0.09452785847247991,-0.004608482573004058
other_two_given_core_and_intraday_range,core_plus_all_three,core_plus_intraday_range,validation_paper_proxy_ic,1,5,-0.0026749965611123257,-0.007814660325975425,0.000365309914970852
other_two_given_core_and_intraday_range,core_plus_all_three,core_plus_intraday_range,validation_executable_bridge_ic,1,5,-0.004120730261588263,-0.00695125896035135,0.0011884831281299812
other_two_given_core_and_intraday_range,core_plus_all_three,core_plus_intraday_range,historical_test_paper_proxy_ic,1,5,-0.003476077348709486,-0.006004390962378179,0.0028351730974554915
other_two_given_core_and_intraday_range,core_plus_all_three,core_plus_intraday_range,historical_test_executable_bridge_ic,1,5,-0.0029346121036222684,-0.008054987856114162,0.003670117690319937
other_two_given_core_and_intraday_range,core_plus_all_three,core_plus_intraday_range,historical_test_paper_proxy_net_arr,0,5,-0.06761846091054569,-0.1460684708257589,-0.0048967281856864275
other_two_given_core_and_intraday_range,core_plus_all_three,core_plus_intraday_range,historical_test_executable_bridge_net_arr,1,5,-0.10857919794838655,-0.16479721165144534,0.0023584277162289613
other_two_given_core_and_intraday_range,core_plus_all_three,core_plus_intraday_range,historical_test_paper_proxy_mdd,1,5,-0.024142224247471367,-0.04597138393941902,0.023375817736275284
other_two_given_core_and_intraday_range,core_plus_all_three,core_plus_intraday_range,historical_test_executable_bridge_mdd,1,5,-0.03394070788346115,-0.07844612492884284,0.019568686842063365
intraday_range_vs_volatility,core_plus_intraday_range,core_plus_volatility,validation_paper_proxy_ic,2,5,-0.0011553345965830426,-0.002912767484474275,0.005290232911102703
intraday_range_vs_volatility,core_plus_intraday_range,core_plus_volatility,validation_executable_bridge_ic,5,5,0.0011833706991383197,0.00037347713088664754,0.002783298944928996
intraday_range_vs_volatility,core_plus_intraday_range,core_plus_volatility,historical_test_paper_proxy_ic,2,5,-0.00020247248933639994,-0.0010383736409839764,0.0015302848150711562
intraday_range_vs_volatility,core_plus_intraday_range,core_plus_volatility,historical_test_executable_bridge_ic,3,5,0.0009511112638632274,-0.002693533195295134,0.001723324588292446
intraday_range_vs_volatility,core_plus_intraday_range,core_plus_volatility,historical_test_paper_proxy_net_arr,2,5,-0.006422603866102383,-0.05683020380918036,0.05219299292613999
intraday_range_vs_volatility,core_plus_intraday_range,core_plus_volatility,historical_test_executable_bridge_net_arr,2,5,-0.009819303392377687,-0.053868652122875726,0.03955901197411871
intraday_range_vs_volatility,core_plus_intraday_range,core_plus_volatility,historical_test_paper_proxy_mdd,1,5,-0.005563461400112213,-0.015138942264638855,0.036148387761098966
intraday_range_vs_volatility,core_plus_intraday_range,core_plus_volatility,historical_test_executable_bridge_mdd,3,5,0.012723820320119317,-0.024177169415067423,0.028938552166278275
