split_bucket,cost_bps,labelable_step_n,positive_n,negative_n,neutral_n,defended_labelable_step_n,continued_labelable_step_n,full_denominator_sum_incremental_return,full_denominator_mean_incremental_return,full_denominator_mean_drawdown_avoided_abs,defended_positive_incremental_return_sum,defended_negative_incremental_return_sum,defended_neutral_incremental_return_sum,continued_negative_return_sum,continued_negative_max_drawdown_mean,defended_negative_drawdown_avoided_abs_mean,primary_return_utility_gate,drawdown_avoidance_gate
train,0,20245,10078,4884,5283,5584,14661,-18.972550473018977,-0.0009371474671780181,0.025833160879081794,-320.25752234710563,253.66213550105687,47.62283637302981,-265.6890634428454,-0.15261512647995332,0.16685824701733815,fail,pass
robustness,0,2496,1346,526,624,486,2010,-11.370725397673018,-0.004555579085606177,0.01773070197058724,-31.494665042810325,16.673210602904277,3.450729042233034,-32.159818816810066,-0.1442333905565262,0.164024392171124,fail,pass
validation,0,664,325,180,159,183,481,-2.94396953141098,-0.00443368905332979,0.025309396612465732,-12.82987130328639,8.726611253012988,1.1592905188624207,-10.740722026086164,-0.15818618232097315,0.158337609097573,fail,pass
train,25,20245,10078,4884,5283,5584,14661,-32.93255047301898,-0.0016267004432214858,0.025833160879081794,-325.73252234710554,247.9146355010568,44.88533637302981,-265.6890634428454,-0.15261512647995332,0.16685824701733815,fail,pass
robustness,25,2496,1346,526,624,486,2010,-12.585725397673016,-0.005042357931760022,0.01773070197058724,-31.997165042810323,16.183210602904275,3.2282290422330338,-32.159818816810066,-0.1442333905565262,0.164024392171124,fail,pass
validation,25,664,325,180,159,183,481,-3.4014695314109797,-0.005122695077426174,0.025309396612465732,-13.022371303286386,8.524111253012988,1.0967905188624207,-10.740722026086164,-0.15818618232097315,0.158337609097573,fail,pass
train,50,20245,10078,4884,5283,5584,14661,-46.892550473019,-0.0023162534192649542,0.025833160879081794,-331.2075223471056,242.1671355010568,42.147836373029804,-265.6890634428454,-0.15261512647995332,0.16685824701733815,fail,pass
robustness,50,2496,1346,526,624,486,2010,-13.800725397673018,-0.005529136777913869,0.01773070197058724,-32.49966504281033,15.693210602904276,3.0057290422330336,-32.159818816810066,-0.1442333905565262,0.164024392171124,fail,pass
validation,50,664,325,180,159,183,481,-3.85896953141098,-0.00581170110152256,0.025309396612465732,-13.21487130328639,8.321611253012987,1.0342905188624205,-10.740722026086164,-0.15818618232097315,0.158337609097573,fail,pass
train,100,20245,10078,4884,5283,5584,14661,-74.81255047301902,-0.0036953593713518903,0.025833160879081794,-342.1575223471056,230.67213550105683,36.6728363730298,-265.6890634428454,-0.15261512647995332,0.16685824701733815,fail,pass
robustness,100,2496,1346,526,624,486,2010,-16.23072539767302,-0.006502694470221562,0.01773070197058724,-33.50466504281032,14.713210602904276,2.5607290422330333,-32.159818816810066,-0.1442333905565262,0.164024392171124,fail,pass
validation,100,664,325,180,159,183,481,-4.773969531410981,-0.007189713149715333,0.025309396612465732,-13.59987130328639,7.916611253012988,0.9092905188624206,-10.740722026086164,-0.15818618232097315,0.158337609097573,fail,pass
