upstream_decision_state,upstream_next_allowed_requirement,primary_label_id,selected_threshold_id,primary_horizon_sessions,primary_model_id,primary_policy_id,train_binary_step_n,train_positive_n,train_negative_n,train_defended_binary_step_n,train_defended_negative_n,robustness_binary_step_n,robustness_positive_n,robustness_negative_n,robustness_defended_binary_step_n,robustness_defended_negative_n,non_known_failed_robustness_binary_step_n,non_known_failed_robustness_negative_n,non_known_failed_robustness_defended_negative_n,train_defense_negative_capture_rate,train_positive_sacrifice_rate,train_continue_negative_leakage_rate,robustness_defense_negative_capture_rate,robustness_defense_precision_lift_vs_binary_negative_base,robustness_positive_sacrifice_rate,robustness_continue_negative_leakage_rate,non_known_failed_robustness_defense_precision_lift,soft_overlap_partial_coverage_caveat,known_failed_context_exposure_caveat,entry_policy_authorized,exit_policy_authorized,holding_policy_authorized,return_backtest_authorized,cost_model_authorized,model_deployment_authorized,production_signal_authorized,input_artifact_gate,upstream_16c_authorization_gate,upstream_16b_label_rebuild_gate,score_rebuild_lineage_gate,feature_contract_replay_gate,score_orientation_gate,threshold_freeze_gate,neutral_handling_gate,policy_action_binding_gate,known_failed_context_rebuild_gate,search_accounting_gate,power_gate,primary_policy_usefulness_gate,context_independence_gate,authorization_status,blocking_reason
16D_policy_preflight_ready_for_utility_diagnostic,requirement_16e_sequential_continuation_utility_diagnostic.md,continuation_survival_h20_no_deep_drawdown,up50pct,20,ridge_logistic_bar_state_v1,defense_bottom_30pct_continuation_score_v1,14962,10078,4884,4489,2299,1872,1346,526,397,196,907,224,83,0.4707207207207207,0.2173050208374677,0.5292792792792793,0.3726235741444867,0.2127198647979504,0.1493313521545319,0.6273764258555133,0.25303197353914,True,True,False,False,False,False,False,False,False,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,
