primary_policy_id,primary_action_semantics_id,label_id,threshold_id,horizon_sessions,labelable_step_n,binary_step_n,neutral_step_n,defended_labelable_step_n,continued_labelable_step_n,duplicate_step_policy_key_n,missing_candidate_action_n,missing_utility_price_n,neutral_dropped_from_denominator_n,policy_utility_binding_gate,blocking_reason
defense_bottom_30pct_continuation_score_v1,full_avoidance_cash_h20_close_to_close_v1,continuation_survival_h20_no_deep_drawdown,up50pct,20,23405,17339,6066,6253,17152,0,0,0,0,pass,
