split_bucket,context_stratum,cost_bps,defended_positive_n,defended_positive_continue_return_sum,defended_positive_continue_return_mean,defended_positive_policy_net_return_sum,defended_positive_policy_net_return_mean,defended_positive_incremental_return_sum,defended_positive_incremental_return_mean,positive_upside_sacrificed_abs_sum,positive_upside_sacrificed_abs_mean,positive_sacrifice_status,positive_sacrifice_caveat
train,all_steps,0,2190,320.25752234710563,0.14623631157402084,0.0,0.0,-320.25752234710563,-0.14623631157402084,320.25752234710563,0.14623631157402084,readout,
train,all_steps,25,2190,320.25752234710563,0.14623631157402084,-5.475,-0.0025,-325.73252234710554,-0.14873631157402079,325.73252234710554,0.14873631157402079,readout,
train,all_steps,50,2190,320.25752234710563,0.14623631157402084,-10.95,-0.005,-331.2075223471056,-0.15123631157402084,331.2075223471056,0.15123631157402084,readout,
train,all_steps,100,2190,320.25752234710563,0.14623631157402084,-21.9,-0.01,-342.1575223471056,-0.15623631157402082,342.1575223471056,0.15623631157402082,readout,
train,late_rescue_context,0,1113,146.5402728696679,0.13166241946960278,0.0,0.0,-146.5402728696679,-0.13166241946960278,146.5402728696679,0.13166241946960278,readout,
train,late_rescue_context,25,1113,146.5402728696679,0.13166241946960278,-2.7824999999999998,-0.0024999999999999996,-149.32277286966786,-0.13416241946960275,149.32277286966786,0.13416241946960275,readout,
train,late_rescue_context,50,1113,146.5402728696679,0.13166241946960278,-5.5649999999999995,-0.004999999999999999,-152.10527286966786,-0.13666241946960275,152.10527286966786,0.13666241946960275,readout,
train,late_rescue_context,100,1113,146.5402728696679,0.13166241946960278,-11.129999999999999,-0.009999999999999998,-157.67027286966785,-0.14166241946960276,157.67027286966785,0.14166241946960276,readout,
train,non_late_rescue_context,0,1077,173.71724947743775,0.16129735327524397,0.0,0.0,-173.71724947743775,-0.16129735327524397,173.71724947743775,0.16129735327524397,readout,
train,non_late_rescue_context,25,1077,173.71724947743775,0.16129735327524397,-2.6925,-0.0025,-176.40974947743774,-0.16379735327524395,176.40974947743774,0.16379735327524395,readout,
train,non_late_rescue_context,50,1077,173.71724947743775,0.16129735327524397,-5.385,-0.005,-179.10224947743774,-0.16629735327524395,179.10224947743774,0.16629735327524395,readout,
train,non_late_rescue_context,100,1077,173.71724947743775,0.16129735327524397,-10.77,-0.01,-184.48724947743776,-0.17129735327524398,184.48724947743776,0.17129735327524398,readout,
train,known_failed_context_any,0,1620,231.89819728105434,0.1431470353586755,0.0,0.0,-231.89819728105434,-0.1431470353586755,231.89819728105434,0.1431470353586755,readout,
train,known_failed_context_any,25,1620,231.89819728105434,0.1431470353586755,-4.049999999999999,-0.002499999999999999,-235.94819728105432,-0.14564703535867551,235.94819728105432,0.14564703535867551,readout,
train,known_failed_context_any,50,1620,231.89819728105434,0.1431470353586755,-8.099999999999998,-0.004999999999999998,-239.99819728105433,-0.14814703535867552,239.99819728105433,0.14814703535867552,readout,
train,known_failed_context_any,100,1620,231.89819728105434,0.1431470353586755,-16.199999999999996,-0.009999999999999997,-248.0981972810544,-0.15314703535867555,248.0981972810544,0.15314703535867555,readout,
train,non_known_failed_context,0,570,88.35932506605127,0.15501635976500222,0.0,0.0,-88.35932506605127,-0.15501635976500222,88.35932506605127,0.15501635976500222,readout,
train,non_known_failed_context,25,570,88.35932506605127,0.15501635976500222,-1.4249999999999998,-0.0024999999999999996,-89.78432506605125,-0.1575163597650022,89.78432506605125,0.1575163597650022,readout,
train,non_known_failed_context,50,570,88.35932506605127,0.15501635976500222,-2.8499999999999996,-0.004999999999999999,-91.20932506605126,-0.16001635976500223,91.20932506605126,0.16001635976500223,readout,
train,non_known_failed_context,100,570,88.35932506605127,0.15501635976500222,-5.699999999999999,-0.009999999999999998,-94.05932506605127,-0.16501635976500223,94.05932506605127,0.16501635976500223,readout,
robustness,all_steps,0,201,31.494665042810325,0.15668987583487723,0.0,0.0,-31.494665042810325,-0.15668987583487723,31.494665042810325,0.15668987583487723,readout,
robustness,all_steps,25,201,31.494665042810325,0.15668987583487723,-0.5025,-0.0024999999999999996,-31.997165042810323,-0.15918987583487723,31.997165042810323,0.15918987583487723,readout,
robustness,all_steps,50,201,31.494665042810325,0.15668987583487723,-1.005,-0.004999999999999999,-32.49966504281033,-0.16168987583487726,32.49966504281033,0.16168987583487726,readout,
robustness,all_steps,100,201,31.494665042810325,0.15668987583487723,-2.01,-0.009999999999999998,-33.50466504281032,-0.16668987583487724,33.50466504281032,0.16668987583487724,readout,
robustness,late_rescue_context,0,30,3.2835350417206817,0.10945116805735605,0.0,0.0,-3.2835350417206817,-0.10945116805735605,3.2835350417206817,0.10945116805735605,readout,
robustness,late_rescue_context,25,30,3.2835350417206817,0.10945116805735605,-0.07500000000000001,-0.0025000000000000005,-3.3585350417206823,-0.11195116805735608,3.3585350417206823,0.11195116805735608,readout,
robustness,late_rescue_context,50,30,3.2835350417206817,0.10945116805735605,-0.15000000000000002,-0.005000000000000001,-3.4335350417206816,-0.11445116805735606,3.4335350417206816,0.11445116805735606,readout,
robustness,late_rescue_context,100,30,3.2835350417206817,0.10945116805735605,-0.30000000000000004,-0.010000000000000002,-3.5835350417206815,-0.11945116805735605,3.5835350417206815,0.11945116805735605,readout,
robustness,non_late_rescue_context,0,171,28.211130001089646,0.16497736842742483,0.0,0.0,-28.211130001089646,-0.16497736842742483,28.211130001089646,0.16497736842742483,readout,
robustness,non_late_rescue_context,25,171,28.211130001089646,0.16497736842742483,-0.4275,-0.0025,-28.638630001089645,-0.16747736842742483,28.638630001089645,0.16747736842742483,readout,
robustness,non_late_rescue_context,50,171,28.211130001089646,0.16497736842742483,-0.855,-0.005,-29.066130001089643,-0.1699773684274248,29.066130001089643,0.1699773684274248,readout,
robustness,non_late_rescue_context,100,171,28.211130001089646,0.16497736842742483,-1.71,-0.01,-29.921130001089647,-0.17497736842742484,29.921130001089647,0.17497736842742484,readout,
robustness,known_failed_context_any,0,118,17.8788544011117,0.15151571526365848,0.0,0.0,-17.8788544011117,-0.15151571526365848,17.8788544011117,0.15151571526365848,readout,
robustness,known_failed_context_any,25,118,17.8788544011117,0.15151571526365848,-0.295,-0.0025,-18.1738544011117,-0.15401571526365848,18.1738544011117,0.15401571526365848,readout,
robustness,known_failed_context_any,50,118,17.8788544011117,0.15151571526365848,-0.59,-0.005,-18.4688544011117,-0.15651571526365846,18.4688544011117,0.15651571526365846,readout,
robustness,known_failed_context_any,100,118,17.8788544011117,0.15151571526365848,-1.18,-0.01,-19.058854401111695,-0.16151571526365843,19.058854401111695,0.16151571526365843,readout,
robustness,non_known_failed_context,0,83,13.615810641698628,0.1640459113457666,0.0,0.0,-13.615810641698628,-0.1640459113457666,13.615810641698628,0.1640459113457666,readout,
robustness,non_known_failed_context,25,83,13.615810641698628,0.1640459113457666,-0.2075,-0.0025,-13.823310641698626,-0.16654591134576657,13.823310641698626,0.16654591134576657,readout,
robustness,non_known_failed_context,50,83,13.615810641698628,0.1640459113457666,-0.415,-0.005,-14.03081064169863,-0.1690459113457666,14.03081064169863,0.1690459113457666,readout,
robustness,non_known_failed_context,100,83,13.615810641698628,0.1640459113457666,-0.83,-0.01,-14.445810641698628,-0.1740459113457666,14.445810641698628,0.1740459113457666,readout,
