decision_state,next_allowed_requirement,primary_label_id,primary_model_id,primary_policy_id,primary_action_semantics_id,primary_round_trip_defense_cost_bps,primary_return_utility_gate,drawdown_avoidance_gate,delay_stress_gate,context_power_gate,context_utility_gate,six_cell_reconciliation_gate,continued_negative_leakage_caveat,utility_interpretation,train_labelable_step_n,train_defended_labelable_step_n,train_defended_positive_n,train_defended_negative_n,train_defended_neutral_n,train_episode_cluster_n,robustness_labelable_step_n,robustness_defended_labelable_step_n,robustness_defended_positive_n,robustness_defended_negative_n,robustness_defended_neutral_n,robustness_episode_cluster_n,validation_stress_low_power_caveat,primary_power_gate,entry_policy_authorized,exit_policy_authorized,holding_policy_authorized,chained_simulation_authorized,portfolio_backtest_authorized,model_deployment_authorized,production_signal_authorized,live_trading_authorized,blocking_reason
16E_utility_diagnostic_not_supported,none,continuation_survival_h20_no_deep_drawdown,ridge_logistic_bar_state_v1,defense_bottom_30pct_continuation_score_v1,full_avoidance_cash_h20_close_to_close_v1,50,fail,pass,fail,pass,fail,pass,,drawdown_reduction_only_return_not_supported,20245,5584,2190,2299,1095,652,2496,486,201,196,89,204,False,pass,False,False,False,False,False,False,False,False,drawdown_reduction_only_return_not_supported
