search_family,primary_policy_id,primary_action_semantics_id,primary_round_trip_defense_cost_bps,primary_horizon_sessions,selected_threshold_id,primary_label_id,validation_used_for_selection,robustness_used_for_selection,return_metric_used_for_selection,cost_metric_used_for_selection,context_filter_used_for_selection,threshold_changed_after_16d,model_refit_after_16d,entry_rule_defined,chained_policy_simulated,portfolio_metric_computed,deployment_metric_computed,search_accounting_gate,blocking_reason
sequential_continuation_utility_diagnostic,defense_bottom_30pct_continuation_score_v1,full_avoidance_cash_h20_close_to_close_v1,50,20,up50pct,continuation_survival_h20_no_deep_drawdown,False,False,False,False,False,False,False,False,False,False,False,pass,
