split_bucket,context_stratum,cost_bps,cell_id,candidate_action,label_class,cell_step_n,continue_return_sum,continue_return_mean,continue_max_drawdown_mean,policy_net_return_sum,policy_net_return_mean,incremental_return_sum,incremental_return_mean,drawdown_avoided_abs_sum,drawdown_avoided_abs_mean,six_cell_reconciliation_status
train,all_steps,0,defended_positive,defend_next_h20,positive,2190,320.25752234710563,0.14623631157402084,-0.030293618957546006,0.0,0.0,-320.25752234710563,-0.14623631157402084,66.34302551702575,0.030293618957546006,pass
train,all_steps,0,defended_negative,defend_next_h20,negative,2299,-253.66213550105687,-0.11033585711224744,-0.16685824701733815,0.0,0.0,253.66213550105687,0.11033585711224744,383.6071098928604,0.16685824701733815,pass
train,all_steps,0,defended_neutral,defend_next_h20,neutral,1095,-47.62283637302981,-0.04349117476989024,-0.0667052114950912,0.0,0.0,47.62283637302981,0.04349117476989024,73.04220658712487,0.0667052114950912,pass
train,all_steps,0,continued_positive,continue_next_h20,positive,7888,823.9646196057776,0.10445798930093529,-0.02111837245982675,823.9646196057776,0.10445798930093529,0.0,0.0,0.0,0.0,pass
train,all_steps,0,continued_negative,continue_next_h20,negative,2585,-265.6890634428454,-0.10278106903011427,-0.15261512647995332,-265.6890634428454,-0.10278106903011427,0.0,0.0,0.0,0.0,pass
train,all_steps,0,continued_neutral,continue_next_h20,neutral,4188,-163.81077982635588,-0.03911432183055298,-0.05713260482788155,-163.81077982635588,-0.03911432183055298,0.0,0.0,0.0,0.0,pass
train,all_steps,25,defended_positive,defend_next_h20,positive,2190,320.25752234710563,0.14623631157402084,-0.030293618957546006,-5.475,-0.0025,-325.73252234710554,-0.14873631157402079,66.34302551702575,0.030293618957546006,pass
train,all_steps,25,defended_negative,defend_next_h20,negative,2299,-253.66213550105687,-0.11033585711224744,-0.16685824701733815,-5.7475000000000005,-0.0025,247.9146355010568,0.10783585711224741,383.6071098928604,0.16685824701733815,pass
train,all_steps,25,defended_neutral,defend_next_h20,neutral,1095,-47.62283637302981,-0.04349117476989024,-0.0667052114950912,-2.7375,-0.0025,44.88533637302981,0.04099117476989023,73.04220658712487,0.0667052114950912,pass
train,all_steps,25,continued_positive,continue_next_h20,positive,7888,823.9646196057776,0.10445798930093529,-0.02111837245982675,823.9646196057776,0.10445798930093529,0.0,0.0,0.0,0.0,pass
train,all_steps,25,continued_negative,continue_next_h20,negative,2585,-265.6890634428454,-0.10278106903011427,-0.15261512647995332,-265.6890634428454,-0.10278106903011427,0.0,0.0,0.0,0.0,pass
train,all_steps,25,continued_neutral,continue_next_h20,neutral,4188,-163.81077982635588,-0.03911432183055298,-0.05713260482788155,-163.81077982635588,-0.03911432183055298,0.0,0.0,0.0,0.0,pass
train,all_steps,50,defended_positive,defend_next_h20,positive,2190,320.25752234710563,0.14623631157402084,-0.030293618957546006,-10.95,-0.005,-331.2075223471056,-0.15123631157402084,66.34302551702575,0.030293618957546006,pass
train,all_steps,50,defended_negative,defend_next_h20,negative,2299,-253.66213550105687,-0.11033585711224744,-0.16685824701733815,-11.495000000000001,-0.005,242.1671355010568,0.10533585711224741,383.6071098928604,0.16685824701733815,pass
train,all_steps,50,defended_neutral,defend_next_h20,neutral,1095,-47.62283637302981,-0.04349117476989024,-0.0667052114950912,-5.475,-0.005,42.147836373029804,0.03849117476989023,73.04220658712487,0.0667052114950912,pass
train,all_steps,50,continued_positive,continue_next_h20,positive,7888,823.9646196057776,0.10445798930093529,-0.02111837245982675,823.9646196057776,0.10445798930093529,0.0,0.0,0.0,0.0,pass
train,all_steps,50,continued_negative,continue_next_h20,negative,2585,-265.6890634428454,-0.10278106903011427,-0.15261512647995332,-265.6890634428454,-0.10278106903011427,0.0,0.0,0.0,0.0,pass
train,all_steps,50,continued_neutral,continue_next_h20,neutral,4188,-163.81077982635588,-0.03911432183055298,-0.05713260482788155,-163.81077982635588,-0.03911432183055298,0.0,0.0,0.0,0.0,pass
train,all_steps,100,defended_positive,defend_next_h20,positive,2190,320.25752234710563,0.14623631157402084,-0.030293618957546006,-21.9,-0.01,-342.1575223471056,-0.15623631157402082,66.34302551702575,0.030293618957546006,pass
train,all_steps,100,defended_negative,defend_next_h20,negative,2299,-253.66213550105687,-0.11033585711224744,-0.16685824701733815,-22.990000000000002,-0.01,230.67213550105683,0.10033585711224742,383.6071098928604,0.16685824701733815,pass
train,all_steps,100,defended_neutral,defend_next_h20,neutral,1095,-47.62283637302981,-0.04349117476989024,-0.0667052114950912,-10.95,-0.01,36.6728363730298,0.03349117476989023,73.04220658712487,0.0667052114950912,pass
train,all_steps,100,continued_positive,continue_next_h20,positive,7888,823.9646196057776,0.10445798930093529,-0.02111837245982675,823.9646196057776,0.10445798930093529,0.0,0.0,0.0,0.0,pass
train,all_steps,100,continued_negative,continue_next_h20,negative,2585,-265.6890634428454,-0.10278106903011427,-0.15261512647995332,-265.6890634428454,-0.10278106903011427,0.0,0.0,0.0,0.0,pass
train,all_steps,100,continued_neutral,continue_next_h20,neutral,4188,-163.81077982635588,-0.03911432183055298,-0.05713260482788155,-163.81077982635588,-0.03911432183055298,0.0,0.0,0.0,0.0,pass
train,late_rescue_context,0,defended_positive,defend_next_h20,positive,1113,146.5402728696679,0.13166241946960278,-0.029642473762080603,0.0,0.0,-146.5402728696679,-0.13166241946960278,32.99207329719571,0.029642473762080603,pass
train,late_rescue_context,0,defended_negative,defend_next_h20,negative,1194,-133.42919296223766,-0.11174974284944528,-0.1675951666303215,0.0,0.0,133.42919296223766,0.11174974284944528,200.10862895660387,0.1675951666303215,pass
train,late_rescue_context,0,defended_neutral,defend_next_h20,neutral,605,-26.67663210802575,-0.04409360679012521,-0.06775505936511104,0.0,0.0,26.67663210802575,0.04409360679012521,40.99181091589218,0.06775505936511104,pass
train,late_rescue_context,0,continued_positive,continue_next_h20,positive,3953,356.3968781668442,0.0901585828906765,-0.0208289785950705,356.3968781668442,0.0901585828906765,0.0,0.0,0.0,0.0,pass
train,late_rescue_context,0,continued_negative,continue_next_h20,negative,1343,-142.5598034705804,-0.10615026319477319,-0.1539746336970004,-142.5598034705804,-0.10615026319477319,0.0,0.0,0.0,0.0,pass
train,late_rescue_context,0,continued_neutral,continue_next_h20,neutral,2413,-93.79825840406767,-0.038872050726924026,-0.05614182098755677,-93.79825840406767,-0.038872050726924026,0.0,0.0,0.0,0.0,pass
train,late_rescue_context,25,defended_positive,defend_next_h20,positive,1113,146.5402728696679,0.13166241946960278,-0.029642473762080603,-2.7824999999999998,-0.0024999999999999996,-149.32277286966786,-0.13416241946960275,32.99207329719571,0.029642473762080603,pass
train,late_rescue_context,25,defended_negative,defend_next_h20,negative,1194,-133.42919296223766,-0.11174974284944528,-0.1675951666303215,-2.985,-0.0025,130.44419296223765,0.10924974284944527,200.10862895660387,0.1675951666303215,pass
train,late_rescue_context,25,defended_neutral,defend_next_h20,neutral,605,-26.67663210802575,-0.04409360679012521,-0.06775505936511104,-1.5125,-0.0025,25.16413210802575,0.04159360679012521,40.99181091589218,0.06775505936511104,pass
train,late_rescue_context,25,continued_positive,continue_next_h20,positive,3953,356.3968781668442,0.0901585828906765,-0.0208289785950705,356.3968781668442,0.0901585828906765,0.0,0.0,0.0,0.0,pass
train,late_rescue_context,25,continued_negative,continue_next_h20,negative,1343,-142.5598034705804,-0.10615026319477319,-0.1539746336970004,-142.5598034705804,-0.10615026319477319,0.0,0.0,0.0,0.0,pass
train,late_rescue_context,25,continued_neutral,continue_next_h20,neutral,2413,-93.79825840406767,-0.038872050726924026,-0.05614182098755677,-93.79825840406767,-0.038872050726924026,0.0,0.0,0.0,0.0,pass
train,late_rescue_context,50,defended_positive,defend_next_h20,positive,1113,146.5402728696679,0.13166241946960278,-0.029642473762080603,-5.5649999999999995,-0.004999999999999999,-152.10527286966786,-0.13666241946960275,32.99207329719571,0.029642473762080603,pass
train,late_rescue_context,50,defended_negative,defend_next_h20,negative,1194,-133.42919296223766,-0.11174974284944528,-0.1675951666303215,-5.97,-0.005,127.45919296223767,0.10674974284944529,200.10862895660387,0.1675951666303215,pass
train,late_rescue_context,50,defended_neutral,defend_next_h20,neutral,605,-26.67663210802575,-0.04409360679012521,-0.06775505936511104,-3.025,-0.005,23.651632108025748,0.039093606790125204,40.99181091589218,0.06775505936511104,pass
train,late_rescue_context,50,continued_positive,continue_next_h20,positive,3953,356.3968781668442,0.0901585828906765,-0.0208289785950705,356.3968781668442,0.0901585828906765,0.0,0.0,0.0,0.0,pass
train,late_rescue_context,50,continued_negative,continue_next_h20,negative,1343,-142.5598034705804,-0.10615026319477319,-0.1539746336970004,-142.5598034705804,-0.10615026319477319,0.0,0.0,0.0,0.0,pass
train,late_rescue_context,50,continued_neutral,continue_next_h20,neutral,2413,-93.79825840406767,-0.038872050726924026,-0.05614182098755677,-93.79825840406767,-0.038872050726924026,0.0,0.0,0.0,0.0,pass
train,late_rescue_context,100,defended_positive,defend_next_h20,positive,1113,146.5402728696679,0.13166241946960278,-0.029642473762080603,-11.129999999999999,-0.009999999999999998,-157.67027286966785,-0.14166241946960276,32.99207329719571,0.029642473762080603,pass
train,late_rescue_context,100,defended_negative,defend_next_h20,negative,1194,-133.42919296223766,-0.11174974284944528,-0.1675951666303215,-11.94,-0.01,121.48919296223767,0.10174974284944528,200.10862895660387,0.1675951666303215,pass
train,late_rescue_context,100,defended_neutral,defend_next_h20,neutral,605,-26.67663210802575,-0.04409360679012521,-0.06775505936511104,-6.05,-0.01,20.626632108025746,0.0340936067901252,40.99181091589218,0.06775505936511104,pass
train,late_rescue_context,100,continued_positive,continue_next_h20,positive,3953,356.3968781668442,0.0901585828906765,-0.0208289785950705,356.3968781668442,0.0901585828906765,0.0,0.0,0.0,0.0,pass
train,late_rescue_context,100,continued_negative,continue_next_h20,negative,1343,-142.5598034705804,-0.10615026319477319,-0.1539746336970004,-142.5598034705804,-0.10615026319477319,0.0,0.0,0.0,0.0,pass
train,late_rescue_context,100,continued_neutral,continue_next_h20,neutral,2413,-93.79825840406767,-0.038872050726924026,-0.05614182098755677,-93.79825840406767,-0.038872050726924026,0.0,0.0,0.0,0.0,pass
train,non_late_rescue_context,0,defended_positive,defend_next_h20,positive,1077,173.71724947743775,0.16129735327524397,-0.030966529452024178,0.0,0.0,-173.71724947743775,-0.16129735327524397,33.35095221983004,0.030966529452024178,pass
train,non_late_rescue_context,0,defended_negative,defend_next_h20,negative,1105,-120.23294253881917,-0.10880809279531146,-0.16606197369796974,0.0,0.0,120.23294253881917,0.10880809279531146,183.49848093625656,0.16606197369796974,pass
train,non_late_rescue_context,0,defended_neutral,defend_next_h20,neutral,490,-20.946204265004056,-0.04274735564286542,-0.06540897075761772,0.0,0.0,20.946204265004056,0.04274735564286542,32.05039567123268,0.06540897075761772,pass
train,non_late_rescue_context,0,continued_positive,continue_next_h20,positive,3935,467.56774143893335,0.1188228059565269,-0.021409090108462446,467.56774143893335,0.1188228059565269,0.0,0.0,0.0,0.0,pass
train,non_late_rescue_context,0,continued_negative,continue_next_h20,negative,1242,-123.12925997226499,-0.09913789047686392,-0.1511450635230336,-123.12925997226499,-0.09913789047686392,0.0,0.0,0.0,0.0,pass
train,non_late_rescue_context,0,continued_neutral,continue_next_h20,neutral,1775,-70.0125214222882,-0.03944367404072575,-0.0584795126626442,-70.0125214222882,-0.03944367404072575,0.0,0.0,0.0,0.0,pass
train,non_late_rescue_context,25,defended_positive,defend_next_h20,positive,1077,173.71724947743775,0.16129735327524397,-0.030966529452024178,-2.6925,-0.0025,-176.40974947743774,-0.16379735327524395,33.35095221983004,0.030966529452024178,pass
train,non_late_rescue_context,25,defended_negative,defend_next_h20,negative,1105,-120.23294253881917,-0.10880809279531146,-0.16606197369796974,-2.7624999999999997,-0.0024999999999999996,117.47044253881919,0.10630809279531148,183.49848093625656,0.16606197369796974,pass
train,non_late_rescue_context,25,defended_neutral,defend_next_h20,neutral,490,-20.946204265004056,-0.04274735564286542,-0.06540897075761772,-1.225,-0.0025,19.721204265004058,0.040247355642865426,32.05039567123268,0.06540897075761772,pass
train,non_late_rescue_context,25,continued_positive,continue_next_h20,positive,3935,467.56774143893335,0.1188228059565269,-0.021409090108462446,467.56774143893335,0.1188228059565269,0.0,0.0,0.0,0.0,pass
train,non_late_rescue_context,25,continued_negative,continue_next_h20,negative,1242,-123.12925997226499,-0.09913789047686392,-0.1511450635230336,-123.12925997226499,-0.09913789047686392,0.0,0.0,0.0,0.0,pass
train,non_late_rescue_context,25,continued_neutral,continue_next_h20,neutral,1775,-70.0125214222882,-0.03944367404072575,-0.0584795126626442,-70.0125214222882,-0.03944367404072575,0.0,0.0,0.0,0.0,pass
train,non_late_rescue_context,50,defended_positive,defend_next_h20,positive,1077,173.71724947743775,0.16129735327524397,-0.030966529452024178,-5.385,-0.005,-179.10224947743774,-0.16629735327524395,33.35095221983004,0.030966529452024178,pass
train,non_late_rescue_context,50,defended_negative,defend_next_h20,negative,1105,-120.23294253881917,-0.10880809279531146,-0.16606197369796974,-5.5249999999999995,-0.004999999999999999,114.70794253881917,0.10380809279531146,183.49848093625656,0.16606197369796974,pass
