split_bucket,context_stratum,cost_bps,defended_negative_n,defended_negative_continue_return_sum,defended_negative_continue_return_mean,defended_negative_policy_net_return_sum,defended_negative_policy_net_return_mean,defended_negative_incremental_return_sum,defended_negative_incremental_return_mean,defended_negative_drawdown_avoided_abs_sum,defended_negative_drawdown_avoided_abs_mean,defended_negative_avoided_loss_abs_sum,negative_avoidance_status,negative_avoidance_caveat
train,all_steps,0,2299,-253.66213550105687,-0.11033585711224744,0.0,0.0,253.66213550105687,0.11033585711224744,383.6071098928604,0.16685824701733815,277.3218530508824,readout,
train,all_steps,25,2299,-253.66213550105687,-0.11033585711224744,-5.7475000000000005,-0.0025,247.9146355010568,0.10783585711224741,383.6071098928604,0.16685824701733815,277.3218530508824,readout,
train,all_steps,50,2299,-253.66213550105687,-0.11033585711224744,-11.495000000000001,-0.005,242.1671355010568,0.10533585711224741,383.6071098928604,0.16685824701733815,277.3218530508824,readout,
train,all_steps,100,2299,-253.66213550105687,-0.11033585711224744,-22.990000000000002,-0.01,230.67213550105683,0.10033585711224742,383.6071098928604,0.16685824701733815,277.3218530508824,readout,
train,late_rescue_context,0,1194,-133.42919296223766,-0.11174974284944528,0.0,0.0,133.42919296223766,0.11174974284944528,200.10862895660387,0.1675951666303215,145.13833053513386,readout,
train,late_rescue_context,25,1194,-133.42919296223766,-0.11174974284944528,-2.985,-0.0025,130.44419296223765,0.10924974284944527,200.10862895660387,0.1675951666303215,145.13833053513386,readout,
train,late_rescue_context,50,1194,-133.42919296223766,-0.11174974284944528,-5.97,-0.005,127.45919296223767,0.10674974284944529,200.10862895660387,0.1675951666303215,145.13833053513386,readout,
train,late_rescue_context,100,1194,-133.42919296223766,-0.11174974284944528,-11.94,-0.01,121.48919296223767,0.10174974284944528,200.10862895660387,0.1675951666303215,145.13833053513386,readout,
train,non_late_rescue_context,0,1105,-120.23294253881917,-0.10880809279531146,0.0,0.0,120.23294253881917,0.10880809279531146,183.49848093625656,0.16606197369796974,132.18352251574854,readout,
train,non_late_rescue_context,25,1105,-120.23294253881917,-0.10880809279531146,-2.7624999999999997,-0.0024999999999999996,117.47044253881919,0.10630809279531148,183.49848093625656,0.16606197369796974,132.18352251574854,readout,
train,non_late_rescue_context,50,1105,-120.23294253881917,-0.10880809279531146,-5.5249999999999995,-0.004999999999999999,114.70794253881917,0.10380809279531146,183.49848093625656,0.16606197369796974,132.18352251574854,readout,
train,non_late_rescue_context,100,1105,-120.23294253881917,-0.10880809279531146,-11.049999999999999,-0.009999999999999998,109.18294253881918,0.09880809279531147,183.49848093625656,0.16606197369796974,132.18352251574854,readout,
train,known_failed_context_any,0,1788,-199.3449131583269,-0.11149044360085397,0.0,0.0,199.3449131583269,0.11149044360085397,298.9454980116274,0.16719546868659252,217.0032151446605,readout,
