,,risk
excess_return_without_cost,mean,0.0014952829835339011
excess_return_without_cost,std,0.006149150166097788
excess_return_without_cost,annualized_return,0.35587735008106847
excess_return_without_cost,information_ratio,3.751429339329575
excess_return_without_cost,max_drawdown,-0.07765932648200191
excess_return_with_cost,mean,0.0014698559644466987
excess_return_with_cost,std,0.006148362174484471
excess_return_with_cost,annualized_return,0.34982571953831426
excess_return_with_cost,information_ratio,3.688109573962495
excess_return_with_cost,max_drawdown,-0.07804766987421147
benchmark,mean,0.0006773731551573942
benchmark,std,0.009719353201924266
benchmark,annualized_return,0.16121481092745982
benchmark,information_ratio,1.0751748451146768
benchmark,max_drawdown,-0.10799944400787354
strategy_return_without_cost,mean,0.0021726561386912952
strategy_return_without_cost,std,0.012583213940837546
strategy_return_without_cost,annualized_return,0.5170921610085283
strategy_return_without_cost,information_ratio,2.6637158500307074
strategy_return_without_cost,max_drawdown,-0.1444977101566235
strategy_return_with_cost,mean,0.002147229119604093
strategy_return_with_cost,std,0.012583783707589308
strategy_return_with_cost,annualized_return,0.5110405304657741
strategy_return_with_cost,information_ratio,2.6324226673906153
strategy_return_with_cost,max_drawdown,-0.1448860535488331
