baseline_id,baseline_family_id,denominator_type,candidate_id,candidate_family,stage2_budget_X,seed,split,seed_valid_flag,random_rate,sampled_random_n,random_positive_n,supported_requested_n,requested_selected_n,supported_weight_share,seed_effective_n,cell_zero_support_n,candidate_supported_cell_selected_n,candidate_supported_cell_positive_n,candidate_supported_cell_continuation_rate
strict_exact_cell_replay,strict_exact_cell_replay,stage1_anchor_chained_survivor,complex_stage2_score,complex_stage2_score,0.3,120600,all,False,0.12345679012345678,891,110,891,904,0.9856194690265486,891.0,2,,,
strict_exact_cell_replay,strict_exact_cell_replay,stage1_anchor_chained_survivor,complex_stage2_score,complex_stage2_score,0.3,120600,train,False,0.1702127659574468,423,72,423,434,0.9746543778801844,423.0,2,,,
strict_exact_cell_replay,strict_exact_cell_replay,stage1_anchor_chained_survivor,complex_stage2_score,complex_stage2_score,0.3,120600,validation,False,0.037037037037037035,189,7,189,191,0.9895287958115183,189.0,0,,,
strict_exact_cell_replay,strict_exact_cell_replay,stage1_anchor_chained_survivor,complex_stage2_score,complex_stage2_score,0.3,120600,robustness,True,0.1111111111111111,279,31,279,279,1.0,279.0,0,,,
strict_exact_cell_replay,strict_exact_cell_replay,stage1_anchor_chained_survivor,complex_stage2_score,complex_stage2_score,0.3,120601,all,False,0.1366181410974244,893,122,893,904,0.9878318584070797,893.0,2,,,
strict_exact_cell_replay,strict_exact_cell_replay,stage1_anchor_chained_survivor,complex_stage2_score,complex_stage2_score,0.3,120601,train,False,0.1822429906542056,428,78,428,434,0.9861751152073732,428.0,2,,,
strict_exact_cell_replay,strict_exact_cell_replay,stage1_anchor_chained_survivor,complex_stage2_score,complex_stage2_score,0.3,120601,validation,False,0.0582010582010582,189,11,189,191,0.9895287958115183,189.0,0,,,
strict_exact_cell_replay,strict_exact_cell_replay,stage1_anchor_chained_survivor,complex_stage2_score,complex_stage2_score,0.3,120601,robustness,False,0.11956521739130435,276,33,276,279,0.989247311827957,276.0,0,,,
strict_exact_cell_replay,strict_exact_cell_replay,stage1_anchor_chained_survivor,complex_stage2_score,complex_stage2_score,0.3,120602,all,False,0.13444444444444445,900,121,900,904,0.995575221238938,900.0,2,,,
strict_exact_cell_replay,strict_exact_cell_replay,stage1_anchor_chained_survivor,complex_stage2_score,complex_stage2_score,0.3,120602,train,False,0.16397228637413394,433,71,433,434,0.9976958525345622,433.0,1,,,
strict_exact_cell_replay,strict_exact_cell_replay,stage1_anchor_chained_survivor,complex_stage2_score,complex_stage2_score,0.3,120602,validation,False,0.08465608465608465,189,16,189,191,0.9895287958115183,189.0,0,,,
