decision_state,input_gate_status,candidate_reconciliation_status,random_source_status,gate_failure_reasons_source,selected_chained_candidate_id,selected_chained_candidate_family,selected_chained_X,stage1_anchor_rule_id,stage1_anchor_feature,stage1_anchor_orientation,stage1_anchor_X,strict_baseline_status,hierarchical_month_quarter_baseline_status,hierarchical_split_board_fallback_baseline_status,pooled_weighted_baseline_status,with_replacement_baseline_status,strongest_accepted_null,weakest_accepted_null_that_supports_claim,weakest_accepted_null_strength_rank,robustness_candidate_selected_n,robustness_candidate_positive_n,robustness_candidate_continuation_rate,robustness_random_p50,robustness_delta_vs_random_p50,robustness_delta_vs_random_p50_ci95_low,robustness_delta_vs_random_p50_ci95_high,baseline_caveat,allowed_interpretation,next_allowed_requirement,recommended_internal_followup
12A7d_stage2_signal_diagnostic_only,pass,pass,pass,gate_failure_reasons,complex_stage2_score,complex_stage2_score,0.3,simple_0066e3511eb63515,volatility_20d,asc,0.3,insufficient,insufficient,pass,pass,insufficient,hierarchical_split_board_fallback_replay,,,279,36,0.12903225806451613,0.1039426523297491,0.025089605734767026,-0.012589605734767017,0.06460573476702461,weaker_than_strict_exact_null,diagnostic_only,requirement_12a7e_defense_participation_frontier.md,test_whether_stage1_X030_denominator_is_too_narrow
