replay_universe,policy_id,split,replay_status,event_count,status_share
matched_baseline_A,hold_120d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,train,replay_complete,6372,1.0
matched_baseline_A,hold_120d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,validation,replay_complete,3401,1.0
matched_baseline_A,hold_120d__fixed_stop__stop_loss_pctm0p1__fixed_size,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_120d__fixed_stop__stop_loss_pctm0p1__fixed_size,train,replay_complete,6372,1.0
matched_baseline_A,hold_120d__fixed_stop__stop_loss_pctm0p1__fixed_size,validation,replay_complete,3401,1.0
matched_baseline_A,hold_120d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_120d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,train,replay_complete,6372,1.0
matched_baseline_A,hold_120d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,validation,replay_complete,3401,1.0
matched_baseline_A,hold_120d__no_exit__none__volatility_scaled,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_120d__no_exit__none__volatility_scaled,train,replay_complete,6372,1.0
matched_baseline_A,hold_120d__no_exit__none__volatility_scaled,validation,replay_complete,3401,1.0
matched_baseline_A,hold_20d__break_even_after_gain__activation_gain_pct0p08__fixed_size,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_20d__break_even_after_gain__activation_gain_pct0p08__fixed_size,train,replay_complete,6372,1.0
matched_baseline_A,hold_20d__break_even_after_gain__activation_gain_pct0p08__fixed_size,validation,replay_complete,3401,1.0
matched_baseline_A,hold_20d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_20d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,train,replay_complete,6372,1.0
matched_baseline_A,hold_20d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,validation,replay_complete,3401,1.0
matched_baseline_A,hold_20d__break_even_after_gain__activation_gain_pct0p15__fixed_size,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_20d__break_even_after_gain__activation_gain_pct0p15__fixed_size,train,replay_complete,6372,1.0
matched_baseline_A,hold_20d__break_even_after_gain__activation_gain_pct0p15__fixed_size,validation,replay_complete,3401,1.0
matched_baseline_A,hold_20d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_20d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,train,replay_complete,6372,1.0
matched_baseline_A,hold_20d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,validation,replay_complete,3401,1.0
matched_baseline_A,hold_20d__break_even_after_gain__activation_gain_pct0p1__fixed_size,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_20d__break_even_after_gain__activation_gain_pct0p1__fixed_size,train,replay_complete,6372,1.0
matched_baseline_A,hold_20d__break_even_after_gain__activation_gain_pct0p1__fixed_size,validation,replay_complete,3401,1.0
matched_baseline_A,hold_20d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_20d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,train,replay_complete,6372,1.0
matched_baseline_A,hold_20d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,validation,replay_complete,3401,1.0
matched_baseline_A,hold_20d__fixed_stop__stop_loss_pctm0p05__fixed_size,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_20d__fixed_stop__stop_loss_pctm0p05__fixed_size,train,replay_complete,6372,1.0
matched_baseline_A,hold_20d__fixed_stop__stop_loss_pctm0p05__fixed_size,validation,replay_complete,3401,1.0
matched_baseline_A,hold_20d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_20d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,train,replay_complete,6372,1.0
matched_baseline_A,hold_20d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,validation,replay_complete,3401,1.0
matched_baseline_A,hold_20d__fixed_stop__stop_loss_pctm0p08__fixed_size,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_20d__fixed_stop__stop_loss_pctm0p08__fixed_size,train,replay_complete,6372,1.0
matched_baseline_A,hold_20d__fixed_stop__stop_loss_pctm0p08__fixed_size,validation,replay_complete,3401,1.0
matched_baseline_A,hold_20d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_20d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,train,replay_complete,6372,1.0
matched_baseline_A,hold_20d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,validation,replay_complete,3401,1.0
matched_baseline_A,hold_20d__fixed_stop__stop_loss_pctm0p1__fixed_size,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_20d__fixed_stop__stop_loss_pctm0p1__fixed_size,train,replay_complete,6372,1.0
matched_baseline_A,hold_20d__fixed_stop__stop_loss_pctm0p1__fixed_size,validation,replay_complete,3401,1.0
matched_baseline_A,hold_20d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_20d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,train,replay_complete,6372,1.0
matched_baseline_A,hold_20d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,validation,replay_complete,3401,1.0
matched_baseline_A,hold_20d__no_exit__none__fixed_size,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_20d__no_exit__none__fixed_size,train,replay_complete,6372,1.0
matched_baseline_A,hold_20d__no_exit__none__fixed_size,validation,replay_complete,3401,1.0
matched_baseline_A,hold_20d__no_exit__none__volatility_scaled,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_20d__no_exit__none__volatility_scaled,train,replay_complete,6372,1.0
matched_baseline_A,hold_20d__no_exit__none__volatility_scaled,validation,replay_complete,3401,1.0
matched_baseline_A,hold_20d__time_stop__time_stop_days10__fixed_size,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_20d__time_stop__time_stop_days10__fixed_size,train,replay_complete,6372,1.0
matched_baseline_A,hold_20d__time_stop__time_stop_days10__fixed_size,validation,replay_complete,3401,1.0
matched_baseline_A,hold_20d__time_stop__time_stop_days10__volatility_scaled,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_20d__time_stop__time_stop_days10__volatility_scaled,train,replay_complete,6372,1.0
matched_baseline_A,hold_20d__time_stop__time_stop_days10__volatility_scaled,validation,replay_complete,3401,1.0
matched_baseline_A,hold_40d__break_even_after_gain__activation_gain_pct0p08__fixed_size,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_40d__break_even_after_gain__activation_gain_pct0p08__fixed_size,train,replay_complete,6372,1.0
matched_baseline_A,hold_40d__break_even_after_gain__activation_gain_pct0p08__fixed_size,validation,replay_complete,3401,1.0
matched_baseline_A,hold_40d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_40d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,train,replay_complete,6372,1.0
matched_baseline_A,hold_40d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,validation,replay_complete,3401,1.0
matched_baseline_A,hold_40d__break_even_after_gain__activation_gain_pct0p15__fixed_size,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_40d__break_even_after_gain__activation_gain_pct0p15__fixed_size,train,replay_complete,6372,1.0
matched_baseline_A,hold_40d__break_even_after_gain__activation_gain_pct0p15__fixed_size,validation,replay_complete,3401,1.0
matched_baseline_A,hold_40d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_40d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,train,replay_complete,6372,1.0
matched_baseline_A,hold_40d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,validation,replay_complete,3401,1.0
matched_baseline_A,hold_40d__break_even_after_gain__activation_gain_pct0p1__fixed_size,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_40d__break_even_after_gain__activation_gain_pct0p1__fixed_size,train,replay_complete,6372,1.0
matched_baseline_A,hold_40d__break_even_after_gain__activation_gain_pct0p1__fixed_size,validation,replay_complete,3401,1.0
matched_baseline_A,hold_40d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_40d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,train,replay_complete,6372,1.0
matched_baseline_A,hold_40d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,validation,replay_complete,3401,1.0
matched_baseline_A,hold_40d__fixed_stop__stop_loss_pctm0p05__fixed_size,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_40d__fixed_stop__stop_loss_pctm0p05__fixed_size,train,replay_complete,6372,1.0
matched_baseline_A,hold_40d__fixed_stop__stop_loss_pctm0p05__fixed_size,validation,replay_complete,3401,1.0
matched_baseline_A,hold_40d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_40d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,train,replay_complete,6372,1.0
matched_baseline_A,hold_40d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,validation,replay_complete,3401,1.0
matched_baseline_A,hold_40d__fixed_stop__stop_loss_pctm0p08__fixed_size,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_40d__fixed_stop__stop_loss_pctm0p08__fixed_size,train,replay_complete,6372,1.0
matched_baseline_A,hold_40d__fixed_stop__stop_loss_pctm0p08__fixed_size,validation,replay_complete,3401,1.0
matched_baseline_A,hold_40d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_40d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,train,replay_complete,6372,1.0
matched_baseline_A,hold_40d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,validation,replay_complete,3401,1.0
matched_baseline_A,hold_40d__fixed_stop__stop_loss_pctm0p1__fixed_size,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_40d__fixed_stop__stop_loss_pctm0p1__fixed_size,train,replay_complete,6372,1.0
matched_baseline_A,hold_40d__fixed_stop__stop_loss_pctm0p1__fixed_size,validation,replay_complete,3401,1.0
matched_baseline_A,hold_40d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_40d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,train,replay_complete,6372,1.0
matched_baseline_A,hold_40d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,validation,replay_complete,3401,1.0
matched_baseline_A,hold_40d__no_exit__none__fixed_size,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_40d__no_exit__none__fixed_size,train,replay_complete,6372,1.0
matched_baseline_A,hold_40d__no_exit__none__fixed_size,validation,replay_complete,3401,1.0
matched_baseline_A,hold_40d__no_exit__none__volatility_scaled,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_40d__no_exit__none__volatility_scaled,train,replay_complete,6372,1.0
matched_baseline_A,hold_40d__no_exit__none__volatility_scaled,validation,replay_complete,3401,1.0
matched_baseline_A,hold_60d__break_even_after_gain__activation_gain_pct0p08__fixed_size,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_60d__break_even_after_gain__activation_gain_pct0p08__fixed_size,train,replay_complete,6372,1.0
matched_baseline_A,hold_60d__break_even_after_gain__activation_gain_pct0p08__fixed_size,validation,replay_complete,3401,1.0
matched_baseline_A,hold_60d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_60d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,train,replay_complete,6372,1.0
matched_baseline_A,hold_60d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,validation,replay_complete,3401,1.0
matched_baseline_A,hold_60d__break_even_after_gain__activation_gain_pct0p15__fixed_size,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_60d__break_even_after_gain__activation_gain_pct0p15__fixed_size,train,replay_complete,6372,1.0
matched_baseline_A,hold_60d__break_even_after_gain__activation_gain_pct0p15__fixed_size,validation,replay_complete,3401,1.0
matched_baseline_A,hold_60d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_60d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,train,replay_complete,6372,1.0
matched_baseline_A,hold_60d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,validation,replay_complete,3401,1.0
matched_baseline_A,hold_60d__break_even_after_gain__activation_gain_pct0p1__fixed_size,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_60d__break_even_after_gain__activation_gain_pct0p1__fixed_size,train,replay_complete,6372,1.0
matched_baseline_A,hold_60d__break_even_after_gain__activation_gain_pct0p1__fixed_size,validation,replay_complete,3401,1.0
matched_baseline_A,hold_60d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_60d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,train,replay_complete,6372,1.0
matched_baseline_A,hold_60d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,validation,replay_complete,3401,1.0
matched_baseline_A,hold_60d__fixed_stop__stop_loss_pctm0p05__fixed_size,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_60d__fixed_stop__stop_loss_pctm0p05__fixed_size,train,replay_complete,6372,1.0
matched_baseline_A,hold_60d__fixed_stop__stop_loss_pctm0p05__fixed_size,validation,replay_complete,3401,1.0
matched_baseline_A,hold_60d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_60d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,train,replay_complete,6372,1.0
matched_baseline_A,hold_60d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,validation,replay_complete,3401,1.0
matched_baseline_A,hold_60d__fixed_stop__stop_loss_pctm0p08__fixed_size,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_60d__fixed_stop__stop_loss_pctm0p08__fixed_size,train,replay_complete,6372,1.0
matched_baseline_A,hold_60d__fixed_stop__stop_loss_pctm0p08__fixed_size,validation,replay_complete,3401,1.0
matched_baseline_A,hold_60d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_60d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,train,replay_complete,6372,1.0
matched_baseline_A,hold_60d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,validation,replay_complete,3401,1.0
matched_baseline_A,hold_60d__fixed_stop__stop_loss_pctm0p1__fixed_size,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_60d__fixed_stop__stop_loss_pctm0p1__fixed_size,train,replay_complete,6372,1.0
matched_baseline_A,hold_60d__fixed_stop__stop_loss_pctm0p1__fixed_size,validation,replay_complete,3401,1.0
matched_baseline_A,hold_60d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_60d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,train,replay_complete,6372,1.0
matched_baseline_A,hold_60d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,validation,replay_complete,3401,1.0
matched_baseline_A,hold_60d__no_exit__none__fixed_size,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_60d__no_exit__none__fixed_size,train,replay_complete,6372,1.0
matched_baseline_A,hold_60d__no_exit__none__fixed_size,validation,replay_complete,3401,1.0
matched_baseline_A,hold_60d__no_exit__none__volatility_scaled,robustness,replay_complete,2760,1.0
matched_baseline_A,hold_60d__no_exit__none__volatility_scaled,train,replay_complete,6372,1.0
matched_baseline_A,hold_60d__no_exit__none__volatility_scaled,validation,replay_complete,3401,1.0
matched_baseline_A,volume_money_hold120_no_exit_fixed_size,robustness,replay_complete,2760,1.0
matched_baseline_A,volume_money_hold120_no_exit_fixed_size,train,replay_complete,6372,1.0
matched_baseline_A,volume_money_hold120_no_exit_fixed_size,validation,replay_complete,3401,1.0
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p08__fixed_size,robustness,censored_by_missing_price,272,0.12380518889394629
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p08__fixed_size,robustness,censored_by_no_exit_execution,5,0.002275830678197542
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p08__fixed_size,robustness,censored_by_split_boundary,286,0.1301775147928994
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p08__fixed_size,robustness,replay_complete,1634,0.7437414656349568
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p08__fixed_size,train,censored_by_missing_price,130,0.035431997819569364
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p08__fixed_size,train,censored_by_split_boundary,417,0.11365494685200327
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p08__fixed_size,train,replay_complete,3122,0.8509130553284273
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p08__fixed_size,validation,censored_by_missing_price,16,0.007714561234329798
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p08__fixed_size,validation,censored_by_split_boundary,441,0.21263259402121504
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p08__fixed_size,validation,replay_complete,1617,0.7796528447444552
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,robustness,censored_by_missing_price,272,0.12380518889394629
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,robustness,censored_by_no_exit_execution,5,0.002275830678197542
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,robustness,censored_by_split_boundary,286,0.1301775147928994
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,robustness,replay_complete,1634,0.7437414656349568
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,train,censored_by_missing_price,130,0.035431997819569364
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,train,censored_by_split_boundary,417,0.11365494685200327
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,train,replay_complete,3122,0.8509130553284273
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,validation,censored_by_missing_price,16,0.007714561234329798
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,validation,censored_by_split_boundary,441,0.21263259402121504
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,validation,replay_complete,1617,0.7796528447444552
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p15__fixed_size,robustness,censored_by_missing_price,272,0.12380518889394629
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p15__fixed_size,robustness,censored_by_no_exit_execution,6,0.0027309968138370506
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p15__fixed_size,robustness,censored_by_split_boundary,337,0.15339098771051435
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p15__fixed_size,robustness,replay_complete,1582,0.7200728265817024
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p15__fixed_size,train,censored_by_missing_price,130,0.035431997819569364
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p15__fixed_size,train,censored_by_split_boundary,494,0.13464159171436357
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p15__fixed_size,train,replay_complete,3045,0.8299264104660671
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p15__fixed_size,validation,censored_by_missing_price,16,0.007714561234329798
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p15__fixed_size,validation,censored_by_split_boundary,474,0.22854387656702024
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p15__fixed_size,validation,replay_complete,1584,0.76374156219865
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,robustness,censored_by_missing_price,272,0.12380518889394629
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,robustness,censored_by_no_exit_execution,6,0.0027309968138370506
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,robustness,censored_by_split_boundary,337,0.15339098771051435
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,robustness,replay_complete,1582,0.7200728265817024
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,train,censored_by_missing_price,130,0.035431997819569364
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,train,censored_by_split_boundary,494,0.13464159171436357
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,train,replay_complete,3045,0.8299264104660671
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,validation,censored_by_missing_price,16,0.007714561234329798
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,validation,censored_by_split_boundary,474,0.22854387656702024
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,validation,replay_complete,1584,0.76374156219865
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p1__fixed_size,robustness,censored_by_missing_price,272,0.12380518889394629
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p1__fixed_size,robustness,censored_by_no_exit_execution,5,0.002275830678197542
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p1__fixed_size,robustness,censored_by_split_boundary,310,0.14110150204824762
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p1__fixed_size,robustness,replay_complete,1610,0.7328174783796085
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p1__fixed_size,train,censored_by_missing_price,130,0.035431997819569364
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p1__fixed_size,train,censored_by_split_boundary,436,0.11883346961024803
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p1__fixed_size,train,replay_complete,3103,0.8457345325701826
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p1__fixed_size,validation,censored_by_missing_price,16,0.007714561234329798
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p1__fixed_size,validation,censored_by_split_boundary,454,0.218900675024108
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p1__fixed_size,validation,replay_complete,1604,0.7733847637415622
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,robustness,censored_by_missing_price,272,0.12380518889394629
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,robustness,censored_by_no_exit_execution,5,0.002275830678197542
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,robustness,censored_by_split_boundary,310,0.14110150204824762
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,robustness,replay_complete,1610,0.7328174783796085
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,train,censored_by_missing_price,130,0.035431997819569364
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,train,censored_by_split_boundary,436,0.11883346961024803
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,train,replay_complete,3103,0.8457345325701826
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,validation,censored_by_missing_price,16,0.007714561234329798
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,validation,censored_by_split_boundary,454,0.218900675024108
volume_money,hold_120d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,validation,replay_complete,1604,0.7733847637415622
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p05__fixed_size,robustness,censored_by_missing_price,272,0.12380518889394629
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p05__fixed_size,robustness,censored_by_no_exit_execution,3,0.0013654984069185253
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p05__fixed_size,robustness,censored_by_split_boundary,147,0.06690942193900774
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p05__fixed_size,robustness,replay_complete,1775,0.8079198907601275
volume_money,hold_120d__fixed_stop__stop_loss_pctm0p05__fixed_size,train,censored_by_missing_price,130,0.035431997819569364
