selection_stage,split_used,policy_family_id,candidate_policy_id,parameter_set_id,parameter_values_json,selection_metric_name,selection_metric_value,selection_rank,z_reference_set_id,z_reference_set_size,selected_flag,rejection_reason
train_parameter_selection,train,break_even_after_gain__volatility_scaled,hold_20d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,e5f060688d17,"{""exit"":{""activation_gain_pct"":0.1},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,1.2936637068687709,2,break_even_after_gain__volatility_scaled,12,False,lower_train_score
train_parameter_selection,train,break_even_after_gain__volatility_scaled,hold_20d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,2eac32eb5c35,"{""exit"":{""activation_gain_pct"":0.15},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,1.1296093034992392,3,break_even_after_gain__volatility_scaled,12,False,lower_train_score
train_parameter_selection,train,break_even_after_gain__volatility_scaled,hold_40d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,3933291d856e,"{""exit"":{""activation_gain_pct"":0.08},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,0.3822510821826801,4,break_even_after_gain__volatility_scaled,12,False,lower_train_score
train_parameter_selection,train,break_even_after_gain__volatility_scaled,hold_40d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,e5f060688d17,"{""exit"":{""activation_gain_pct"":0.1},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,0.033724407660084554,5,break_even_after_gain__volatility_scaled,12,False,lower_train_score
train_parameter_selection,train,break_even_after_gain__volatility_scaled,hold_60d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,3933291d856e,"{""exit"":{""activation_gain_pct"":0.08},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,-0.06657987948859305,6,break_even_after_gain__volatility_scaled,12,False,lower_train_score
train_parameter_selection,train,break_even_after_gain__volatility_scaled,hold_60d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,e5f060688d17,"{""exit"":{""activation_gain_pct"":0.1},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,-0.5327823071290486,7,break_even_after_gain__volatility_scaled,12,False,lower_train_score
train_parameter_selection,train,break_even_after_gain__volatility_scaled,hold_40d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,2eac32eb5c35,"{""exit"":{""activation_gain_pct"":0.15},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,-0.557123302501475,8,break_even_after_gain__volatility_scaled,12,False,lower_train_score
train_parameter_selection,train,break_even_after_gain__volatility_scaled,hold_120d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,3933291d856e,"{""exit"":{""activation_gain_pct"":0.08},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,-0.7196079003685166,9,break_even_after_gain__volatility_scaled,12,False,lower_train_score
train_parameter_selection,train,break_even_after_gain__volatility_scaled,hold_120d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,e5f060688d17,"{""exit"":{""activation_gain_pct"":0.1},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,-1.230342763211131,10,break_even_after_gain__volatility_scaled,12,False,lower_train_score
train_parameter_selection,train,break_even_after_gain__volatility_scaled,hold_60d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,2eac32eb5c35,"{""exit"":{""activation_gain_pct"":0.15},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,-1.3024674675654893,11,break_even_after_gain__volatility_scaled,12,False,lower_train_score
train_parameter_selection,train,break_even_after_gain__volatility_scaled,hold_120d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,2eac32eb5c35,"{""exit"":{""activation_gain_pct"":0.15},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,-2.3320070118755467,12,break_even_after_gain__volatility_scaled,12,False,lower_train_score
train_parameter_selection,train,fixed_stop__fixed_size,hold_20d__fixed_stop__stop_loss_pctm0p05__fixed_size,b01cd5550023,"{""exit"":{""stop_loss_pct"":-0.05},""sizing"":{""position_weight"":1.0}}",train_policy_score,1.8777992234983638,1,fixed_stop__fixed_size,12,True,
train_parameter_selection,train,fixed_stop__fixed_size,hold_20d__fixed_stop__stop_loss_pctm0p08__fixed_size,97e8db6270a9,"{""exit"":{""stop_loss_pct"":-0.08},""sizing"":{""position_weight"":1.0}}",train_policy_score,0.8157794821390093,2,fixed_stop__fixed_size,12,False,lower_train_score
train_parameter_selection,train,fixed_stop__fixed_size,hold_60d__fixed_stop__stop_loss_pctm0p05__fixed_size,b01cd5550023,"{""exit"":{""stop_loss_pct"":-0.05},""sizing"":{""position_weight"":1.0}}",train_policy_score,0.7994769141129547,3,fixed_stop__fixed_size,12,False,lower_train_score
train_parameter_selection,train,fixed_stop__fixed_size,hold_20d__fixed_stop__stop_loss_pctm0p1__fixed_size,44806e673ca4,"{""exit"":{""stop_loss_pct"":-0.1},""sizing"":{""position_weight"":1.0}}",train_policy_score,0.4748532921234059,4,fixed_stop__fixed_size,12,False,lower_train_score
train_parameter_selection,train,fixed_stop__fixed_size,hold_60d__fixed_stop__stop_loss_pctm0p08__fixed_size,97e8db6270a9,"{""exit"":{""stop_loss_pct"":-0.08},""sizing"":{""position_weight"":1.0}}",train_policy_score,0.17896538250922345,5,fixed_stop__fixed_size,12,False,lower_train_score
train_parameter_selection,train,fixed_stop__fixed_size,hold_40d__fixed_stop__stop_loss_pctm0p05__fixed_size,b01cd5550023,"{""exit"":{""stop_loss_pct"":-0.05},""sizing"":{""position_weight"":1.0}}",train_policy_score,-0.061360665177179696,6,fixed_stop__fixed_size,12,False,lower_train_score
train_parameter_selection,train,fixed_stop__fixed_size,hold_60d__fixed_stop__stop_loss_pctm0p1__fixed_size,44806e673ca4,"{""exit"":{""stop_loss_pct"":-0.1},""sizing"":{""position_weight"":1.0}}",train_policy_score,-0.10611034098439498,7,fixed_stop__fixed_size,12,False,lower_train_score
train_parameter_selection,train,fixed_stop__fixed_size,hold_40d__fixed_stop__stop_loss_pctm0p08__fixed_size,97e8db6270a9,"{""exit"":{""stop_loss_pct"":-0.08},""sizing"":{""position_weight"":1.0}}",train_policy_score,-0.6659863404187647,8,fixed_stop__fixed_size,12,False,lower_train_score
train_parameter_selection,train,fixed_stop__fixed_size,hold_40d__fixed_stop__stop_loss_pctm0p1__fixed_size,44806e673ca4,"{""exit"":{""stop_loss_pct"":-0.1},""sizing"":{""position_weight"":1.0}}",train_policy_score,-0.7801373705779988,9,fixed_stop__fixed_size,12,False,lower_train_score
train_parameter_selection,train,fixed_stop__fixed_size,hold_120d__fixed_stop__stop_loss_pctm0p08__fixed_size,97e8db6270a9,"{""exit"":{""stop_loss_pct"":-0.08},""sizing"":{""position_weight"":1.0}}",train_policy_score,-1.60798160118685,10,fixed_stop__fixed_size,12,False,lower_train_score
train_parameter_selection,train,fixed_stop__fixed_size,hold_120d__fixed_stop__stop_loss_pctm0p05__fixed_size,b01cd5550023,"{""exit"":{""stop_loss_pct"":-0.05},""sizing"":{""position_weight"":1.0}}",train_policy_score,-1.7108417772315383,11,fixed_stop__fixed_size,12,False,lower_train_score
train_parameter_selection,train,fixed_stop__fixed_size,hold_120d__fixed_stop__stop_loss_pctm0p1__fixed_size,44806e673ca4,"{""exit"":{""stop_loss_pct"":-0.1},""sizing"":{""position_weight"":1.0}}",train_policy_score,-1.8347881490136615,12,fixed_stop__fixed_size,12,False,lower_train_score
train_parameter_selection,train,fixed_stop__volatility_scaled,hold_20d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,85cd899bf841,"{""exit"":{""stop_loss_pct"":-0.05},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,2.622250211425247,1,fixed_stop__volatility_scaled,12,True,
train_parameter_selection,train,fixed_stop__volatility_scaled,hold_60d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,85cd899bf841,"{""exit"":{""stop_loss_pct"":-0.05},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,1.5600075732782828,2,fixed_stop__volatility_scaled,12,False,lower_train_score
train_parameter_selection,train,fixed_stop__volatility_scaled,hold_40d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,85cd899bf841,"{""exit"":{""stop_loss_pct"":-0.05},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,0.8261091690017126,3,fixed_stop__volatility_scaled,12,False,lower_train_score
train_parameter_selection,train,fixed_stop__volatility_scaled,hold_20d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,0bbbc56d74b3,"{""exit"":{""stop_loss_pct"":-0.08},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,0.6844579516423238,4,fixed_stop__volatility_scaled,12,False,lower_train_score
train_parameter_selection,train,fixed_stop__volatility_scaled,hold_20d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,1263158fea99,"{""exit"":{""stop_loss_pct"":-0.1},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,0.27214762102175527,5,fixed_stop__volatility_scaled,12,False,lower_train_score
train_parameter_selection,train,fixed_stop__volatility_scaled,hold_60d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,0bbbc56d74b3,"{""exit"":{""stop_loss_pct"":-0.08},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,-0.10842322498455734,6,fixed_stop__volatility_scaled,12,False,lower_train_score
train_parameter_selection,train,fixed_stop__volatility_scaled,hold_60d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,1263158fea99,"{""exit"":{""stop_loss_pct"":-0.1},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,-0.5326426427875157,7,fixed_stop__volatility_scaled,12,False,lower_train_score
train_parameter_selection,train,fixed_stop__volatility_scaled,hold_40d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,0bbbc56d74b3,"{""exit"":{""stop_loss_pct"":-0.08},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,-0.6636043464706478,8,fixed_stop__volatility_scaled,12,False,lower_train_score
train_parameter_selection,train,fixed_stop__volatility_scaled,hold_40d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,1263158fea99,"{""exit"":{""stop_loss_pct"":-0.1},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,-0.9792025459384609,9,fixed_stop__volatility_scaled,12,False,lower_train_score
train_parameter_selection,train,fixed_stop__volatility_scaled,hold_120d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,85cd899bf841,"{""exit"":{""stop_loss_pct"":-0.05},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,-1.2787788329784866,10,fixed_stop__volatility_scaled,12,False,lower_train_score
train_parameter_selection,train,fixed_stop__volatility_scaled,hold_120d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,0bbbc56d74b3,"{""exit"":{""stop_loss_pct"":-0.08},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,-2.2599042297825065,11,fixed_stop__volatility_scaled,12,False,lower_train_score
train_parameter_selection,train,fixed_stop__volatility_scaled,hold_120d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,1263158fea99,"{""exit"":{""stop_loss_pct"":-0.1},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,-2.7627486536346444,12,fixed_stop__volatility_scaled,12,False,lower_train_score
train_parameter_selection,train,no_exit__fixed_size,hold_20d__no_exit__none__fixed_size,22b62f92b190,"{""exit"":{},""sizing"":{""position_weight"":1.0}}",train_policy_score,1.8164009545151505,1,no_exit__fixed_size,4,True,
train_parameter_selection,train,no_exit__fixed_size,hold_40d__no_exit__none__fixed_size,22b62f92b190,"{""exit"":{},""sizing"":{""position_weight"":1.0}}",train_policy_score,-0.14414404999251665,2,no_exit__fixed_size,4,False,lower_train_score
train_parameter_selection,train,no_exit__fixed_size,hold_60d__no_exit__none__fixed_size,22b62f92b190,"{""exit"":{},""sizing"":{""position_weight"":1.0}}",train_policy_score,-0.6405309404203858,3,no_exit__fixed_size,4,False,lower_train_score
train_parameter_selection,train,no_exit__fixed_size,volume_money_hold120_no_exit_fixed_size,22b62f92b190,"{""exit"":{},""sizing"":{""position_weight"":1.0}}",train_policy_score,-1.8242570844341974,4,no_exit__fixed_size,4,False,lower_train_score
train_parameter_selection,train,no_exit__volatility_scaled,hold_20d__no_exit__none__volatility_scaled,4edf9dcbde41,"{""exit"":{},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,1.586655875926717,1,no_exit__volatility_scaled,4,True,
train_parameter_selection,train,no_exit__volatility_scaled,hold_40d__no_exit__none__volatility_scaled,4edf9dcbde41,"{""exit"":{},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,0.1835917301532909,2,no_exit__volatility_scaled,4,False,lower_train_score
train_parameter_selection,train,no_exit__volatility_scaled,hold_60d__no_exit__none__volatility_scaled,4edf9dcbde41,"{""exit"":{},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,-0.6292721670053909,3,no_exit__volatility_scaled,4,False,lower_train_score
train_parameter_selection,train,no_exit__volatility_scaled,hold_120d__no_exit__none__volatility_scaled,4edf9dcbde41,"{""exit"":{},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,-1.9335065594065675,4,no_exit__volatility_scaled,4,False,lower_train_score
train_parameter_selection,train,time_stop__fixed_size,hold_20d__time_stop__time_stop_days10__fixed_size,f5ee657a50ea,"{""exit"":{""time_stop_days"":10},""sizing"":{""position_weight"":1.0}}",train_policy_score,-0.487551867219917,1,time_stop__fixed_size,1,True,
train_parameter_selection,train,time_stop__volatility_scaled,hold_20d__time_stop__time_stop_days10__volatility_scaled,9f494a271f60,"{""exit"":{""time_stop_days"":10},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",train_policy_score,-0.487551867219917,1,time_stop__volatility_scaled,1,True,
validation_policy_selection,validation,time_stop__volatility_scaled,hold_20d__time_stop__time_stop_days10__volatility_scaled,9f494a271f60,"{""exit"":{""time_stop_days"":10},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",validation_selection_score,3.8344481724033024,1,validation_train_selected_policy_set,8,False,failed_validation_gate
validation_policy_selection,validation,fixed_stop__volatility_scaled,hold_20d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,85cd899bf841,"{""exit"":{""stop_loss_pct"":-0.05},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",validation_selection_score,2.1029069286121924,2,validation_train_selected_policy_set,8,False,failed_validation_gate
validation_policy_selection,validation,time_stop__fixed_size,hold_20d__time_stop__time_stop_days10__fixed_size,f5ee657a50ea,"{""exit"":{""time_stop_days"":10},""sizing"":{""position_weight"":1.0}}",validation_selection_score,1.7415312802777974,3,validation_train_selected_policy_set,8,False,failed_validation_gate
validation_policy_selection,validation,fixed_stop__fixed_size,hold_20d__fixed_stop__stop_loss_pctm0p05__fixed_size,b01cd5550023,"{""exit"":{""stop_loss_pct"":-0.05},""sizing"":{""position_weight"":1.0}}",validation_selection_score,-0.4036133751599703,4,validation_train_selected_policy_set,8,False,failed_validation_gate
validation_policy_selection,validation,break_even_after_gain__volatility_scaled,hold_20d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,3933291d856e,"{""exit"":{""activation_gain_pct"":0.08},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",validation_selection_score,-1.6072754451273092,5,validation_train_selected_policy_set,8,False,failed_validation_gate
validation_policy_selection,validation,no_exit__volatility_scaled,hold_20d__no_exit__none__volatility_scaled,4edf9dcbde41,"{""exit"":{},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",validation_selection_score,-1.8171181169052741,6,validation_train_selected_policy_set,8,False,failed_validation_gate
validation_policy_selection,validation,break_even_after_gain__fixed_size,hold_20d__break_even_after_gain__activation_gain_pct0p08__fixed_size,dde4279792dd,"{""exit"":{""activation_gain_pct"":0.08},""sizing"":{""position_weight"":1.0}}",validation_selection_score,-3.5546542229249054,7,validation_train_selected_policy_set,8,False,failed_validation_gate
validation_policy_selection,validation,no_exit__fixed_size,hold_20d__no_exit__none__fixed_size,22b62f92b190,"{""exit"":{},""sizing"":{""position_weight"":1.0}}",validation_selection_score,-3.906844690202372,8,validation_train_selected_policy_set,8,False,failed_validation_gate
