policy_id,policy_family_id,hold_rule_id,exit_rule_family_id,sizing_rule_id,parameter_set_id,parameter_values_json,split,event_count,replay_complete_count,censored_count,censored_share,net_return_mean,net_return_median,net_return_p10,net_return_p25,net_return_p75,net_return_p90,unweighted_net_return_mean,unweighted_net_return_p10,weighted_net_return_mean,weighted_net_return_p10,loss_le_minus5_rate,loss_le_minus10_rate,max_drawdown_p50,max_drawdown_p90,max_gain50_count,max_gain50_rate,max_gain50_retention_vs_volume_money_hold120,max_gain50_retention_wilson_lower,max_gain50_retention_wilson_upper,policy_retained_max_gain50_count,avg_holding_days,position_weight_mean,position_weight_p10,turnover_proxy,cost_bps_mean,net_return_metric_basis,volume_money_hold120_net_return_mean,volume_money_hold120_net_return_p10,volume_money_hold120_loss_le_minus5_rate,volume_money_hold120_max_gain50_rate,net_return_mean_delta_vs_volume_money_hold120,p10_delta_vs_volume_money_hold120,loss_le_minus5_delta_vs_volume_money_hold120,max_gain50_rate_delta_vs_volume_money_hold120,baseline_A_r04c_hold120_net_return_mean,baseline_A_r04c_hold120_net_return_p10,baseline_A_r04c_hold120_loss_le_minus5_rate,net_return_mean_delta_vs_baseline_A,denominator_status,winner_retention_status,matched_baseline_replay_complete_count,matched_comparator_effective_sample_size,matched_baseline_net_return_mean,matched_baseline_net_return_p10,matched_baseline_loss_le_minus5_rate,matched_comparator_status,volume_money_replay_complete_count,volume_money_net_return_mean,volume_money_net_return_p10,volume_money_loss_le_minus5_rate,net_return_mean_delta_vs_matched_baseline_A,p10_delta_vs_matched_baseline_A,loss_le_minus5_delta_vs_matched_baseline_A
hold_40d__fixed_stop__stop_loss_pctm0p05__fixed_size,fixed_stop__fixed_size,hold_40d,fixed_stop,fixed_size,b01cd5550023,"{""exit"":{""stop_loss_pct"":-0.05},""sizing"":{""position_weight"":1.0}}",validation,2074,1942,132,0.06364513018322084,-0.015498811038876166,-0.05507828060362248,-0.08056886831870669,-0.06552419358863473,0.008316864700534877,0.0986659366379183,-0.015498811038876166,-0.08056886831870669,-0.015498811038876166,-0.08056886831870669,0.5998970133882595,0.03038105046343975,-0.053228139877319336,-0.005448263883590679,113,0.05448408871745419,0.23893805309734514,0.16972434844583786,0.32531790286204854,27,23.492276004119464,1.0,1.0,10.726929989917146,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,0.005245012077351422,0.1856752700426535,0.13050925828621868,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.04827401678504083,sufficient,failed_winner_retention_gate,3401,2999.5236058708497,-0.01786433767087353,-0.08411127587216716,0.6594649284188127,sufficient,1942,-0.015498811038876166,-0.08056886831870669,0.5998970133882595,0.0023655266319973656,0.0035424075534604693,-0.05956791503055314
hold_40d__fixed_stop__stop_loss_pctm0p08__fixed_size,fixed_stop__fixed_size,hold_40d,fixed_stop,fixed_size,97e8db6270a9,"{""exit"":{""stop_loss_pct"":-0.08},""sizing"":{""position_weight"":1.0}}",validation,2074,1925,149,0.07184185149469624,-0.02025207257610689,-0.07150879487501804,-0.10742601818581583,-0.09307979063214444,0.027311735242391492,0.11484805613115948,-0.02025207257610689,-0.10742601818581583,-0.02025207257610689,-0.10742601818581583,0.5418181818181819,0.16207792207792207,-0.08008652925491333,-0.005082571506500222,113,0.05448408871745419,0.25663716814159293,0.18503799497941728,0.34423867996861246,29,29.070129870129872,1.0,1.0,8.668691922802001,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,0.0004917505401206973,0.15881812017554436,0.07243042671614103,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.0435207552478101,sufficient,failed_winner_retention_gate,3401,2999.5236058708497,-0.023669378673339934,-0.11275481321549707,0.6192370442930802,sufficient,1925,-0.02025207257610689,-0.10742601818581583,0.5418181818181819,0.003417306097233043,0.005328795029681241,-0.07741886247489838
hold_40d__fixed_stop__stop_loss_pctm0p1__fixed_size,fixed_stop__fixed_size,hold_40d,fixed_stop,fixed_size,44806e673ca4,"{""exit"":{""stop_loss_pct"":-0.1},""sizing"":{""position_weight"":1.0}}",validation,2074,1917,157,0.07569913211186113,-0.022609572484247425,-0.05052930523888634,-0.12404319533896048,-0.11084389555321783,0.03157739513156764,0.11895349993135895,-0.022609572484247425,-0.12404319533896048,-0.022609572484247425,-0.12404319533896048,0.5018257694314032,0.3886280646844027,-0.08051949739456177,-0.005015051364898681,113,0.05448408871745419,0.25663716814159293,0.18503799497941728,0.34423867996861246,29,31.783515910276474,1.0,1.0,7.928638251079125,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,-0.0018657493680198367,0.14220094302239972,0.032438014329362386,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.041163255339669566,sufficient,failed_winner_retention_gate,3401,2999.5236058708497,-0.026540797788491527,-0.12949566908557586,0.5730265282328214,sufficient,1917,-0.022609572484247425,-0.12404319533896048,0.5018257694314032,0.003931225304244102,0.00545247374661538,-0.07120075880141818
hold_60d__fixed_stop__stop_loss_pctm0p05__fixed_size,fixed_stop__fixed_size,hold_60d,fixed_stop,fixed_size,b01cd5550023,"{""exit"":{""stop_loss_pct"":-0.05},""sizing"":{""position_weight"":1.0}}",validation,2074,1933,141,0.06798457087753135,-0.014880269872214368,-0.056691476399560195,-0.08182888981339391,-0.06667240564179078,0.00039476567194384393,0.10743106964576314,-0.014880269872214368,-0.08182888981339391,-0.014880269872214368,-0.08182888981339391,0.6601138127263321,0.031039834454216243,-0.0543593168258667,-0.01064077615737915,113,0.05448408871745419,0.2743362831858407,0.2005141227614801,0.362996975826693,31,29.796689084324882,1.0,1.0,8.457315485181521,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,0.00586355324401322,0.18441524854796626,0.19072605762429123,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.04889255795170262,sufficient,failed_winner_retention_gate,3401,2999.5236058708497,-0.021377759192003687,-0.08526426946644983,0.7129659656187963,sufficient,1933,-0.014880269872214368,-0.08182888981339391,0.6601138127263321,0.006497489319789319,0.003435379653055917,-0.052852152892464255
hold_60d__fixed_stop__stop_loss_pctm0p08__fixed_size,fixed_stop__fixed_size,hold_60d,fixed_stop,fixed_size,97e8db6270a9,"{""exit"":{""stop_loss_pct"":-0.08},""sizing"":{""position_weight"":1.0}}",validation,2074,1908,166,0.08003857280617165,-0.01864796592228794,-0.08299046843208452,-0.109212525950074,-0.09512841090950469,0.0308383442061415,0.13507887758161852,-0.01864796592228794,-0.109212525950074,-0.01864796592228794,-0.109212525950074,0.5911949685534591,0.1792452830188679,-0.08212122321128845,-0.010297495126724251,113,0.05448408871745419,0.3185840707964602,0.23985559431776715,0.4092415633707641,36,38.12526205450734,1.0,1.0,6.609790632775662,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,0.0020958571939396486,0.1570316124112862,0.12180721345141826,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.04512486190162905,sufficient,failed_winner_retention_gate,3401,2999.5236058708497,-0.028674102952179443,-0.11447625604096001,0.6793852509992166,sufficient,1908,-0.01864796592228794,-0.109212525950074,0.5911949685534591,0.010026137029891503,0.005263730090886015,-0.08819028244575755
hold_60d__fixed_stop__stop_loss_pctm0p1__fixed_size,fixed_stop__fixed_size,hold_60d,fixed_stop,fixed_size,44806e673ca4,"{""exit"":{""stop_loss_pct"":-0.1},""sizing"":{""position_weight"":1.0}}",validation,2074,1893,181,0.08727097396335583,-0.022011691452303892,-0.09024588608374651,-0.1259546261797747,-0.1129358895216448,0.03663828305265303,0.14202655147866117,-0.022011691452303892,-0.1259546261797747,-0.022011691452303892,-0.1259546261797747,0.5525620707871104,0.46381405176967777,-0.10016834735870361,-0.010096478462219243,113,0.05448408871745419,0.3185840707964602,0.23985559431776715,0.4092415633707641,36,42.27945060750132,1.0,1.0,5.9603423502217785,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,-0.001267868336076304,0.14028951218158547,0.08317431568506956,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.041761136371613106,sufficient,failed_winner_retention_gate,3401,2999.5236058708497,-0.03196357335226073,-0.13108980437719886,0.628874130109262,sufficient,1893,-0.022011691452303892,-0.1259546261797747,0.5525620707871104,0.009951881899956837,0.005135178197424151,-0.07631205932215157
hold_120d__fixed_stop__stop_loss_pctm0p05__fixed_size,fixed_stop__fixed_size,hold_120d,fixed_stop,fixed_size,b01cd5550023,"{""exit"":{""stop_loss_pct"":-0.05},""sizing"":{""position_weight"":1.0}}",validation,2074,1882,192,0.09257473481195758,-0.023801879221036104,-0.058748813341758424,-0.08388805770290612,-0.0686991676062087,-0.05071690888238868,0.11598609357484566,-0.023801879221036104,-0.08388805770290612,-0.023801879221036104,-0.08388805770290612,0.7640807651434643,0.035600425079702444,-0.05595138669013977,-0.020589822530746444,113,0.05448408871745419,0.5132743362831859,0.42220800085413385,0.6034678168759737,58,42.1971307120085,1.0,1.0,5.971970030850595,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,-0.003058056104808516,0.18235608065845405,0.2946930100414235,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.03997094860288089,sufficient,passed,3401,2999.5236058708497,-0.036056232613402114,-0.08655586325162767,0.7944821650698788,sufficient,1882,-0.023801879221036104,-0.08388805770290612,0.7640807651434643,0.01225435339236601,0.0026678055487215496,-0.03040139992641444
hold_120d__fixed_stop__stop_loss_pctm0p08__fixed_size,fixed_stop__fixed_size,hold_120d,fixed_stop,fixed_size,97e8db6270a9,"{""exit"":{""stop_loss_pct"":-0.08},""sizing"":{""position_weight"":1.0}}",validation,2074,1830,244,0.11764705882352941,-0.032159483665345,-0.08782511745429222,-0.11236202972335116,-0.098347268822925,-0.032845780058744126,0.14828226479942275,-0.032159483665345,-0.11236202972335116,-0.032159483665345,-0.11236202972335116,0.739344262295082,0.22185792349726777,-0.08548468351364136,-0.019599944353103627,113,0.05448408871745419,0.6548672566371682,0.563422968206455,0.7361282386447988,74,56.486338797814206,1.0,1.0,4.461255683467157,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,-0.011415660549117409,0.15388210863800902,0.26995650719304115,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.031613344158572,sufficient,passed,3401,2999.5236058708497,-0.05042378244334917,-0.11663748327093837,0.8060716342895309,sufficient,1830,-0.032159483665345,-0.11236202972335116,0.739344262295082,0.018264298778004173,0.00427545354758721,-0.06672737199444889
hold_120d__fixed_stop__stop_loss_pctm0p1__fixed_size,fixed_stop__fixed_size,hold_120d,fixed_stop,fixed_size,44806e673ca4,"{""exit"":{""stop_loss_pct"":-0.1},""sizing"":{""position_weight"":1.0}}",validation,2074,1803,271,0.13066538090646093,-0.036785471908820304,-0.10602605477922988,-0.12898546253077095,-0.11614765523470788,0.004214738265262631,0.16339001290916574,-0.036785471908820304,-0.12898546253077095,-0.036785471908820304,-0.12898546253077095,0.7004991680532446,0.6295063782584581,-0.1039741039276123,-0.01870517730712892,113,0.05448408871745419,0.6902654867256637,0.5999367510491777,0.7680833030823627,78,64.47420965058237,1.0,1.0,3.908539575214844,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,-0.016041648792592716,0.13725867583058923,0.2311114129512038,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.02698735591509669,sufficient,passed,3401,2999.5236058708497,-0.05711102753405413,-0.13434488861706795,0.7697524994010289,sufficient,1803,-0.036785471908820304,-0.12898546253077095,0.7004991680532446,0.020325555625233825,0.005359426086296998,-0.06925333134778422
hold_20d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,fixed_stop__volatility_scaled,hold_20d,fixed_stop,volatility_scaled,85cd899bf841,"{""exit"":{""stop_loss_pct"":-0.05},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",validation,2074,1969,105,0.05062680810028929,-0.006257015407257159,-0.031414920632102834,-0.06693870902771719,-0.05497456846599112,0.02866925855036761,0.08426635407695265,-0.006298789250157118,-0.07698743198299388,-0.006257015407257159,-0.06693870902771719,0.3265617064499746,0.010665312341289994,-0.04925054311752319,0.0,113,0.05448408871745419,0.061946902654867256,0.030328174682617857,0.12236984022383562,7,15.014220416455053,0.877153905112261,0.5907335392002101,16.784088218381083,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,0.014486807708970428,0.19930542933364298,-0.14282604865206622,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.05751581241665984,sufficient,failed_winner_retention_gate,3401,2999.5236058708497,-0.007483568871223897,-0.06402466802756124,0.27765288041171604,sufficient,1969,-0.006257015407257159,-0.06693870902771719,0.3265617064499746,0.0012265534639667383,-0.002914041000155951,0.04890882603825858
hold_20d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,fixed_stop__volatility_scaled,hold_20d,fixed_stop,volatility_scaled,0bbbc56d74b3,"{""exit"":{""stop_loss_pct"":-0.08},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",validation,2074,1965,109,0.05255544840887175,-0.007964052504588018,-0.01768440110799619,-0.09042179990807299,-0.06923851847304059,0.036263123610996456,0.08766614298857779,-0.008283344297761694,-0.10215079907968924,-0.007964052504588018,-0.09042179990807299,0.3567430025445293,0.044274809160305344,-0.04912400245666504,0.0,113,0.05448408871745419,0.061946902654867256,0.030328174682617857,0.12236984022383562,7,17.621882951653944,0.876903836725721,0.5906176460349748,14.300401420856558,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,0.01277977061163957,0.1758223384532872,-0.11264475255751155,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.05580877531932898,sufficient,failed_winner_retention_gate,3401,2999.5236058708497,-0.010423767040550497,-0.08750564266890457,0.40310547865350616,sufficient,1965,-0.007964052504588018,-0.09042179990807299,0.3567430025445293,0.0024597145359624793,-0.0029161572391684237,-0.04636247610897687
hold_20d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,fixed_stop__volatility_scaled,hold_20d,fixed_stop,volatility_scaled,1263158fea99,"{""exit"":{""stop_loss_pct"":-0.1},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",validation,2074,1965,109,0.05255544840887175,-0.008490150409841088,-0.013878673269112842,-0.1036638496779329,-0.06876669021418025,0.03837351249210772,0.08908909112999346,-0.009104371527247907,-0.11871992185920247,-0.008490150409841088,-0.1036638496779329,0.3424936386768448,0.11399491094147583,-0.04912400245666504,0.0,113,0.05448408871745419,0.061946902654867256,0.030328174682617857,0.12236984022383562,7,18.65903307888041,0.876903836725721,0.5906176460349748,13.505522978317195,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,0.0122536727063865,0.16258028868342728,-0.12689411642519605,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.05528267741407591,sufficient,failed_winner_retention_gate,3401,2999.5236058708497,-0.011021672357101874,-0.09746227393746541,0.3983589078387782,sufficient,1965,-0.008490150409841088,-0.1036638496779329,0.3424936386768448,0.0025315219472607856,-0.006201575740467494,-0.055865269161933406
hold_40d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,fixed_stop__volatility_scaled,hold_40d,fixed_stop,volatility_scaled,85cd899bf841,"{""exit"":{""stop_loss_pct"":-0.05},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",validation,2074,1942,132,0.06364513018322084,-0.014425647644842452,-0.04560129689669809,-0.07048733872853896,-0.058854807499952914,0.008075572624781247,0.08463568032525513,-0.015498811038876166,-0.08056886831870669,-0.014425647644842452,-0.07048733872853896,0.4392378990731205,0.012873326467559218,-0.053228139877319336,-0.005448263883590679,113,0.05448408871745419,0.23893805309734514,0.16972434844583786,0.32531790286204854,27,23.492276004119464,0.8762301264331229,0.5885695382140893,10.726929989917146,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,0.006318175471385136,0.19575679963282122,-0.03014985602892034,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.049347180179074544,sufficient,failed_winner_retention_gate,3401,2999.5236058708497,-0.014031190748762344,-0.06666514895931257,0.3526895379312796,sufficient,1942,-0.014425647644842452,-0.07048733872853896,0.4392378990731205,-0.0003944568960801073,-0.0038221897692263945,0.08654836114184089
hold_40d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,fixed_stop__volatility_scaled,hold_40d,fixed_stop,volatility_scaled,0bbbc56d74b3,"{""exit"":{""stop_loss_pct"":-0.08},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",validation,2074,1925,149,0.07184185149469624,-0.018666891613316212,-0.05064442819607645,-0.09638514002307193,-0.08420523504959909,0.025489861875599287,0.09691449040702074,-0.02025207257610689,-0.10742601818581583,-0.018666891613316212,-0.09638514002307193,0.5018181818181818,0.07116883116883117,-0.08008652925491333,-0.005082571506500222,113,0.05448408871745419,0.25663716814159293,0.18503799497941728,0.34423867996861246,29,29.070129870129872,0.8754873995313737,0.5884234501567257,8.668691922802001,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,0.0020769315029113763,0.16985899833828827,0.03243042671614099,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.045105936210600786,sufficient,failed_winner_retention_gate,3401,2999.5236058708497,-0.018651095266284227,-0.09313987503221055,0.5332045851210991,sufficient,1925,-0.018666891613316212,-0.09638514002307193,0.5018181818181818,-1.579634703198496e-05,-0.0032452649908613768,-0.03138640330291731
hold_40d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,fixed_stop__volatility_scaled,hold_40d,fixed_stop,volatility_scaled,1263158fea99,"{""exit"":{""stop_loss_pct"":-0.1},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",validation,2074,1917,157,0.07569913211186113,-0.020487791691840253,-0.0442113284777933,-0.11295982118522642,-0.0959539928247878,0.028029866166548338,0.09960656376643792,-0.022609572484247425,-0.12404319533896048,-0.020487791691840253,-0.11295982118522642,0.4809598330725091,0.22117892540427753,-0.08051949739456177,-0.005015051364898681,113,0.05448408871745419,0.25663716814159293,0.18503799497941728,0.34423867996861246,29,31.783515910276474,0.875070194131394,0.5881684083244699,7.928638251079125,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,0.0002560314243873346,0.15328431717613378,0.011572077970468275,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.04328503613207674,sufficient,failed_winner_retention_gate,3401,2999.5236058708497,-0.020580758398662042,-0.10898736757216543,0.5300095773526938,sufficient,1917,-0.020487791691840253,-0.11295982118522642,0.4809598330725091,9.296670682178848e-05,-0.003972453613060992,-0.049049744280184715
hold_60d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,fixed_stop__volatility_scaled,hold_60d,fixed_stop,volatility_scaled,85cd899bf841,"{""exit"":{""stop_loss_pct"":-0.05},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",validation,2074,1933,141,0.06798457087753135,-0.013478026130129455,-0.04868928721129982,-0.07153412244413578,-0.05959037627169751,0.00039476567194384393,0.09357097544719231,-0.014880269872214368,-0.08182888981339391,-0.013478026130129455,-0.07153412244413578,0.4831867563372995,0.012933264355923435,-0.0543593168258667,-0.01064077615737915,113,0.05448408871745419,0.2743362831858407,0.2005141227614801,0.362996975826693,31,29.796689084324882,0.8758210396782837,0.5884070118321658,8.457315485181521,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,0.007265796986098133,0.19471001591722442,0.013799001235258679,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.05029480169378754,sufficient,failed_winner_retention_gate,3401,2999.5236058708497,-0.016585587802049623,-0.06773356877873793,0.38329910870803,sufficient,1933,-0.013478026130129455,-0.07153412244413578,0.4831867563372995,0.003107561671920169,-0.003800553665397846,0.0998876476292695
hold_60d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,fixed_stop__volatility_scaled,hold_60d,fixed_stop,volatility_scaled,0bbbc56d74b3,"{""exit"":{""stop_loss_pct"":-0.08},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",validation,2074,1908,166,0.08003857280617165,-0.016677752169687116,-0.05925723505400349,-0.09719786476517442,-0.08611239383662458,0.028360111829938122,0.11503771541847592,-0.01864796592228794,-0.109212525950074,-0.016677752169687116,-0.09719786476517442,0.5524109014675053,0.08071278825995808,-0.08212122321128845,-0.010297495126724251,113,0.05448408871745419,0.3185840707964602,0.23985559431776715,0.4092415633707641,36,38.12526205450734,0.8745473837855828,0.5874444083997099,6.609790632775662,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,0.0040660709465404725,0.16904627359618576,0.08302314636546443,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.04709507565422988,sufficient,failed_winner_retention_gate,3401,2999.5236058708497,-0.02229386052649559,-0.09540629901907915,0.5929465443606373,sufficient,1908,-0.016677752169687116,-0.09719786476517442,0.5524109014675053,0.005616108356808473,-0.0017915657460952639,-0.04053564289313205
hold_60d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,fixed_stop__volatility_scaled,hold_60d,fixed_stop,volatility_scaled,1263158fea99,"{""exit"":{""stop_loss_pct"":-0.1},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",validation,2074,1893,181,0.08727097396335583,-0.01947630518283127,-0.060514475971651285,-0.11407396995755455,-0.10179075044723239,0.03391696691750122,0.1181750841936333,-0.022011691452303892,-0.1259546261797747,-0.01947630518283127,-0.11407396995755455,0.5367142102482831,0.26782884310618066,-0.10016834735870361,-0.010096478462219243,113,0.05448408871745419,0.3185840707964602,0.23985559431776715,0.4092415633707641,36,42.27945060750132,0.8736570133728896,0.5854993667678222,5.9603423502217785,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,0.0012675179333963178,0.15217016840380565,0.0673264551462423,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.044296522641085724,sufficient,failed_winner_retention_gate,3401,2999.5236058708497,-0.0245928833465228,-0.11097873054802543,0.5928896605427223,sufficient,1893,-0.01947630518283127,-0.11407396995755455,0.5367142102482831,0.005116578163691529,-0.0030952394095291186,-0.056175450294439155
hold_120d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,fixed_stop__volatility_scaled,hold_120d,fixed_stop,volatility_scaled,85cd899bf841,"{""exit"":{""stop_loss_pct"":-0.05},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",validation,2074,1882,192,0.09257473481195758,-0.018792950249958786,-0.052711576904071286,-0.07316464135910258,-0.061260597261419206,-0.035603439102847974,0.10161083033180036,-0.023801879221036104,-0.08388805770290612,-0.018792950249958786,-0.07316464135910258,0.5605738575982997,0.01487778958554729,-0.05595138669013977,-0.020589822530746444,113,0.05448408871745419,0.5132743362831859,0.42220800085413385,0.6034678168759737,58,42.1971307120085,0.8736956724000008,0.5835044094379229,5.971970030850595,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,0.0019508728662688025,0.1930794970022576,0.09118610249625886,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.04497987757395821,sufficient,passed,3401,2999.5236058708497,-0.025930706507547394,-0.06878393546555542,0.4282533608226029,sufficient,1882,-0.018792950249958786,-0.07316464135910258,0.5605738575982997,0.007137756257588609,-0.0043807058935471654,0.1323204967756968
hold_120d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,fixed_stop__volatility_scaled,hold_120d,fixed_stop,volatility_scaled,0bbbc56d74b3,"{""exit"":{""stop_loss_pct"":-0.08},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",validation,2074,1830,244,0.11764705882352941,-0.025291600924843897,-0.07510336820444818,-0.1002244079385922,-0.08912953121565942,-0.026542643762755405,0.13429014748464818,-0.032159483665345,-0.11236202972335116,-0.025291600924843897,-0.1002244079385922,0.6934426229508197,0.10163934426229508,-0.08548468351364136,-0.019599944353103627,113,0.05448408871745419,0.6548672566371682,0.563422968206455,0.7361282386447988,74,56.486338797814206,0.8705121468397768,0.5809339652145651,4.461255683467157,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,-0.004547777808616309,0.16601973042276796,0.22405486784877887,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.0384812268990731,sufficient,passed,3401,2999.5236058708497,-0.036840411830080695,-0.09730304769615201,0.7060575466038875,sufficient,1830,-0.025291600924843897,-0.1002244079385922,0.6934426229508197,0.011548810905236798,-0.0029213602424401908,-0.012614923653067822
hold_120d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,fixed_stop__volatility_scaled,hold_120d,fixed_stop,volatility_scaled,1263158fea99,"{""exit"":{""stop_loss_pct"":-0.1},""sizing"":{""max_weight"":1.0,""min_weight"":0.25,""target_vol"":0.02}}",validation,2074,1803,271,0.13066538090646093,-0.02874722416467126,-0.08336964840303486,-0.11709035742857403,-0.10660491037520203,0.004183819455914385,0.14478872403385223,-0.036785471908820304,-0.12898546253077095,-0.02874722416467126,-0.11709035742857403,0.6860787576261785,0.3682750970604548,-0.1039741039276123,-0.01870517730712892,113,0.05448408871745419,0.6902654867256637,0.5999367510491777,0.7680833030823627,78,64.47420965058237,0.8688252188648006,0.5780102224926026,3.908539575214844,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,-0.008003401048443673,0.14915378093278614,0.2166910025241377,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.03502560365924573,sufficient,passed,3401,2999.5236058708497,-0.04158478722509867,-0.11397595556644602,0.732962997308512,sufficient,1803,-0.02874722416467126,-0.11709035742857403,0.6860787576261785,0.012837563060427406,-0.0031144018621280106,-0.04688423968233346
hold_20d__no_exit__none__fixed_size,no_exit__fixed_size,hold_20d,no_exit,fixed_size,22b62f92b190,"{""exit"":{},""sizing"":{""position_weight"":1.0}}",validation,2074,1962,112,0.05400192864030858,-0.009553590552759655,-0.011430843102341114,-0.13515690458680157,-0.07356187925007762,0.04493982815700075,0.10961650239672269,-0.009553590552759655,-0.13515690458680157,-0.009553590552759655,-0.13515690458680157,0.33741080530071355,0.16819571865443425,-0.049087852239608765,0.0,113,0.05448408871745419,0.061946902654867256,0.030328174682617857,0.12236984022383562,7,21.0,1.0,1.0,12.0,21.0,weighted_net_return,-0.020743823116227588,-0.2662441383613602,0.46938775510204084,0.05448408871745419,0.011190232563467933,0.1310872337745586,-0.1319769498013273,0.0,-0.063772827823917,-0.2938227651154334,0.5793790275336849,0.054219237271157336,sufficient,failed_winner_retention_gate,3401,2999.5236058708497,-0.013532103150986526,-0.14952017635007298,0.40417346471068377,sufficient,1962,-0.009553590552759655,-0.13515690458680157,0.33741080530071355,0.003978512598226871,0.014363271763271401,-0.06676265940997023
