policy_id,split,volume_money_replay_complete_count,matched_baseline_replay_complete_count,matched_comparator_effective_sample_size,volume_money_net_return_mean,matched_baseline_net_return_mean,net_return_mean_delta_vs_matched_baseline_A,volume_money_net_return_p10,matched_baseline_net_return_p10,p10_delta_vs_matched_baseline_A,volume_money_loss_le_minus5_rate,matched_baseline_loss_le_minus5_rate,loss_le_minus5_delta_vs_matched_baseline_A,matched_comparator_status
hold_20d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,train,3529,6372,5095.044024883503,0.005513705344057015,0.00773746447504239,-0.002223759130985375,-0.09894269729389694,-0.10187713639921801,0.0029344391053210683,0.25956361575517145,0.2710757506812103,-0.011512134926038864,sufficient
hold_40d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,train,3426,6372,5095.044024883503,0.010106062365185154,0.016909570964297002,-0.0068035085991118485,-0.11865383771368186,-0.12215002698919097,0.0034961892755091123,0.28955049620548745,0.28844459623177254,0.0011058999737149078,sufficient
hold_40d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,train,3413,6372,5095.044024883503,0.01120372150237227,0.019704921599688154,-0.008501200097315883,-0.12186213147766954,-0.12747676554297505,0.005614634065305504,0.3208321125109874,0.3302460496583402,-0.00941393714735278,sufficient
hold_40d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,train,3423,6372,5095.044024883503,0.01080900465984724,0.01813269809066124,-0.007323693430814002,-0.11996538535444322,-0.12458985769238504,0.004624472337941818,0.3023663453111306,0.30333657873411585,-0.000970233422985245,sufficient
hold_60d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,train,3322,6372,5095.044024883503,0.015180799293822376,0.02224149235583797,-0.007060693062015592,-0.14091329225949342,-0.14204169379923337,0.0011284015397399483,0.3082480433473811,0.29288562531020546,0.01536241803717564,sufficient
hold_60d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,train,3295,6372,5095.044024883503,0.018228824300038488,0.026695450071903142,-0.008466625771864654,-0.14803405313719747,-0.15162606427047298,0.003592011133275508,0.3541729893778452,0.3498518630116714,0.0043211263661737664,sufficient
hold_60d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,train,3318,6372,5095.044024883503,0.016745052858963945,0.02388996002862599,-0.007144907169662044,-0.1434849490312079,-0.1461867177826358,0.002701768751427913,0.32760699216395417,0.31578183962360656,0.011825152540347605,sufficient
hold_120d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,train,3122,6372,5095.044024883503,0.01730160277154262,0.0335637458628219,-0.016262143091279282,-0.18364529518052058,-0.17305847409921438,-0.010586821081306208,0.283472133247918,0.25148756554798857,0.03198456769992941,sufficient
hold_120d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,train,3045,6372,5095.044024883503,0.025380677438325398,0.040544453205785445,-0.015163775767460048,-0.20311135524327076,-0.19595694355458002,-0.007154411688690743,0.3477832512315271,0.324319440878357,0.023463810353170078,sufficient
hold_120d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,train,3103,6372,5095.044024883503,0.02118736124373206,0.03611875449730049,-0.014931393253568428,-0.1919910207170348,-0.18169660715189115,-0.010294413565143656,0.3077666774089591,0.27456110142149903,0.033205575987460045,sufficient
hold_20d__fixed_stop__stop_loss_pctm0p05__fixed_size,train,3559,6372,5095.044024883503,0.003617262566600144,0.005391330372111148,-0.001774067805511004,-0.08180485040772933,-0.08700558398834712,0.005200733580617789,0.4408541725203709,0.49224077517769194,-0.051386602657321034,sufficient
hold_20d__fixed_stop__stop_loss_pctm0p08__fixed_size,train,3546,6372,5095.044024883503,0.003094092615129061,0.005330231144320468,-0.002236138529191407,-0.1059619230187423,-0.11106245339089571,0.005100530372153411,0.37760857304004514,0.42712427727565105,-0.04951570423560592,sufficient
hold_20d__fixed_stop__stop_loss_pctm0p1__fixed_size,train,3542,6372,5095.044024883503,0.0033739856498538555,0.006241457371981262,-0.002867471722127407,-0.11910262319210918,-0.12640779675192948,0.007305173559820299,0.3447204968944099,0.38221622491197704,-0.03749572801756712,sufficient
hold_40d__fixed_stop__stop_loss_pctm0p05__fixed_size,train,3484,6372,5095.044024883503,0.002829640697481498,0.011926968861152952,-0.009097328163671455,-0.08818189169685106,-0.09234214861212398,0.004160256915272914,0.5694603903559128,0.5965609850405142,-0.027100594684601464,sufficient
hold_40d__fixed_stop__stop_loss_pctm0p08__fixed_size,train,3455,6372,5095.044024883503,0.00368723032752678,0.014322990827582573,-0.010635760500055793,-0.11284989092318384,-0.11792901544311696,0.005079124519933115,0.5091172214182345,0.5535156883279057,-0.0443984669096712,sufficient
hold_40d__fixed_stop__stop_loss_pctm0p1__fixed_size,train,3442,6372,5095.044024883503,0.004460424518994162,0.01695498244431918,-0.012494557925325018,-0.12736819057309604,-0.1339907514717833,0.006622560898687263,0.4601975595583963,0.49378948306604176,-0.03359192350764545,sufficient
hold_60d__fixed_stop__stop_loss_pctm0p05__fixed_size,train,3434,6372,5095.044024883503,0.006432999379388401,0.0177930134666325,-0.011360014087244099,-0.08988849531311473,-0.09424703199336248,0.004358536680247757,0.633954571927781,0.6440650010913144,-0.01011042916353333,sufficient
hold_60d__fixed_stop__stop_loss_pctm0p08__fixed_size,train,3389,6372,5095.044024883503,0.007872909945096781,0.02184296937839304,-0.013970059433296258,-0.1167733941377744,-0.12199799021482904,0.0052245960770546385,0.583652994983771,0.6174247407351015,-0.03377174575133046,sufficient
hold_60d__fixed_stop__stop_loss_pctm0p1__fixed_size,train,3369,6372,5095.044024883503,0.008753352781249439,0.025489935502274852,-0.016736582721025413,-0.13470554161582848,-0.13898348771859692,0.004277946102768437,0.5342831700801425,0.5589974224627907,-0.02471425238264824,sufficient
hold_120d__fixed_stop__stop_loss_pctm0p05__fixed_size,train,3322,6372,5095.044024883503,0.0033903700894002747,0.022265792580690322,-0.018875422491290046,-0.09299810679254941,-0.09660827309432607,0.003610166301776657,0.7185430463576159,0.7076129061386862,0.010930140218929685,sufficient
hold_120d__fixed_stop__stop_loss_pctm0p08__fixed_size,train,3245,6372,5095.044024883503,0.00765478565145855,0.02750113613092731,-0.01984635047946876,-0.12093024931480108,-0.12642433303208822,0.005494083717287143,0.6853620955315871,0.7077108163171224,-0.022348720785535292,sufficient
hold_120d__fixed_stop__stop_loss_pctm0p1__fixed_size,train,3204,6372,5095.044024883503,0.009284160261836944,0.03272825897585966,-0.023444098714022716,-0.140175902322838,-0.14441284879448457,0.004236946471646574,0.6407615480649188,0.6510688131895254,-0.010307265124606557,sufficient
hold_20d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,train,3559,6372,5095.044024883503,0.004201137488021083,0.004706496212281526,-0.0005053587242604424,-0.06447652330369029,-0.06660529751197897,0.002128774208288678,0.2832256251756111,0.2748474361004609,0.0083781890751502,sufficient
hold_20d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,train,3546,6372,5095.044024883503,0.0038258017434416067,0.004952483988658873,-0.0011266822452172666,-0.08781132166628858,-0.08738201723982338,-0.00042930442646520184,0.31725888324873097,0.3458245142197448,-0.028565630971013833,sufficient
hold_20d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,train,3542,6372,5095.044024883503,0.004073492197431038,0.0056351777775443404,-0.0015616855801133022,-0.09835897274199573,-0.09916144814008096,0.0008024753980852284,0.30886504799548276,0.3359652386774645,-0.027100190681981717,sufficient
hold_40d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,train,3484,6372,5095.044024883503,0.003442335485403834,0.009460136813281212,-0.006017801327877379,-0.07006302756481916,-0.07170977110532949,0.0016467435405103231,0.38002296211251435,0.34242551463871146,0.03759744747380289,sufficient
hold_40d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,train,3455,6372,5095.044024883503,0.004604882693200968,0.011642228929026005,-0.0070373462358250365,-0.09553196042611252,-0.09415135699495375,-0.0013806034311587695,0.4370477568740955,0.4622591460085261,-0.02521138913443055,sufficient
hold_40d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,train,3442,6372,5095.044024883503,0.0054006971045001805,0.013770498493086614,-0.008369801388586433,-0.10960705387139137,-0.10797877642880326,-0.0016282774425881164,0.42475305055200463,0.45230186730573957,-0.02754881675373494,sufficient
hold_60d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,train,3434,6372,5095.044024883503,0.005915193963401124,0.013278942863260213,-0.00736374889985909,-0.07287937765178655,-0.07383497106198914,0.0009555934102025848,0.4304018637157833,0.3733834183745392,0.05701844534124412,sufficient
hold_60d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,train,3389,6372,5095.044024883503,0.007528896893296073,0.01650398199135287,-0.008975085098056796,-0.10087687527002494,-0.09849706162652888,-0.0023798136434960565,0.5119504278548245,0.5209745227430856,-0.00902409488826117,sufficient
hold_60d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,train,3369,6372,5095.044024883503,0.008289547792411629,0.019010212847456597,-0.010720665055044968,-0.11467294027954618,-0.11399430969862379,-0.000678630580922393,0.5069753636093797,0.5210924729443075,-0.014117109334927824,sufficient
hold_120d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,train,3322,6372,5095.044024883503,0.0029334123065671127,0.01609041546048065,-0.013157003153913539,-0.07690026499067884,-0.0763599828603458,-0.0005402821303330391,0.4963877182420229,0.4179166697996721,0.07847104844235075,sufficient
hold_120d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,train,3245,6372,5095.044024883503,0.006746335183603943,0.02030535626799705,-0.013559021084393108,-0.104671553891653,-0.10248437293089113,-0.0021871809607618697,0.6083204930662558,0.607735504402157,0.00058498866409884,sufficient
hold_120d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,train,3204,6372,5095.044024883503,0.00794876698137994,0.024084203861776798,-0.016135436880396856,-0.11974705401115891,-0.11840563335498044,-0.0013414206561784686,0.6145443196004994,0.6167848753117752,-0.0022405557112757934,sufficient
hold_20d__no_exit__none__fixed_size,train,3529,6372,5095.044024883503,0.005168267848550015,0.008291163545157163,-0.0031228956966071484,-0.13051201134170004,-0.14335141934534568,0.012839408003645636,0.306035704165486,0.3355717281978942,-0.029536024032408237,sufficient
hold_40d__no_exit__none__fixed_size,train,3411,6372,5095.044024883503,0.0109165295562993,0.024219427169448027,-0.013302897613148727,-0.16876666666666662,-0.1805443424131984,0.011777675746531768,0.3679272940486661,0.39010230515391925,-0.022175011105253162,sufficient
hold_60d__no_exit__none__fixed_size,train,3288,6372,5095.044024883503,0.02144046204385977,0.03732986883988949,-0.015889406796029723,-0.18846371401908096,-0.20639442490159599,0.017930710882515022,0.4023722627737226,0.41591949994322797,-0.013547237169505344,sufficient
volume_money_hold120_no_exit_fixed_size,train,2969,6372,5095.044024883503,0.04218221804690735,0.067429679251243,-0.02524746120433566,-0.2542526837644029,-0.26817629877049814,0.013923615006095236,0.42101717750084205,0.4217515593094476,-0.000734381808605522,sufficient
hold_20d__no_exit__none__volatility_scaled,train,3529,6372,5095.044024883503,0.005600842993407588,0.007667534974605224,-0.002066691981197636,-0.10014620595139825,-0.10382507608510375,0.003678870133705492,0.2672145083593086,0.28477344030623475,-0.01755893194692615,sufficient
hold_40d__no_exit__none__volatility_scaled,train,3411,6372,5095.044024883503,0.011146367969210206,0.020229385351324077,-0.00908301738211387,-0.12488516406578941,-0.1295834413558975,0.004698277290108091,0.33450600996775137,0.3452550401468466,-0.010749030179095231,sufficient
hold_60d__no_exit__none__volatility_scaled,train,3288,6372,5095.044024883503,0.01797401603867769,0.02794199140509653,-0.00996797536641884,-0.15038250867583405,-0.15511007720512662,0.0047275685292925695,0.38108272506082724,0.379065434790895,0.002017290269932248,sufficient
hold_120d__no_exit__none__volatility_scaled,train,2969,6372,5095.044024883503,0.03162503047057555,0.0493239057027207,-0.017698875232145153,-0.21114589919641824,-0.20306875047355932,-0.008077148722858918,0.4061973728528124,0.3928798739496136,0.013317498903198777,sufficient
hold_20d__time_stop__time_stop_days10__fixed_size,train,3602,6372,5095.044024883503,0.0022558568460028616,0.004508305162728776,-0.002252448316725915,-0.09323003593874765,-0.10663284649187699,0.013402810553129335,0.23126041088284285,0.2726459695532637,-0.04138555867042085,sufficient
hold_20d__time_stop__time_stop_days10__volatility_scaled,train,3602,6372,5095.044024883503,0.0022046008989448683,0.004023014362079231,-0.001818413463134363,-0.07180764761174437,-0.0764863000929478,0.00467865248120343,0.18323153803442532,0.2113014612516092,-0.02806992321718388,sufficient
hold_20d__break_even_after_gain__activation_gain_pct0p08__fixed_size,validation,1963,3401,2999.5236058708497,-0.009553069766398442,-0.013155797277691115,0.003602727511292673,-0.1323783815270811,-0.14756130838869408,0.015182926861612989,0.3250127356087621,0.3823879090903122,-0.05737517348155008,sufficient
hold_20d__break_even_after_gain__activation_gain_pct0p15__fixed_size,validation,1962,3401,2999.5236058708497,-0.009572517713913509,-0.01347580219909327,0.003903284485179761,-0.13510675900827085,-0.14947699320882768,0.01437023420055683,0.33537206931702346,0.4004098516408595,-0.06503778232383606,sufficient
hold_20d__break_even_after_gain__activation_gain_pct0p1__fixed_size,validation,1963,3401,2999.5236058708497,-0.009746781030956088,-0.013593033732289844,0.0038462527013337564,-0.1337600915006498,-0.14825380383101994,0.01449371233037014,0.33010697911360165,0.39180854865973536,-0.061701569546133705,sufficient
hold_40d__break_even_after_gain__activation_gain_pct0p08__fixed_size,validation,1884,3401,2999.5236058708497,-0.022484157482971254,-0.025187988328576785,0.002703830845605531,-0.17405575385703292,-0.19282923791536644,0.01877348405833351,0.38057324840764334,0.40793380457494727,-0.02736055616730393,sufficient
hold_40d__break_even_after_gain__activation_gain_pct0p15__fixed_size,validation,1882,3401,2999.5236058708497,-0.023559463148928473,-0.027774488841790287,0.004215025692861814,-0.17750781664676368,-0.1982874691892753,0.02077965254251163,0.41392136025504783,0.4596154083269217,-0.04569404807187388,sufficient
hold_40d__break_even_after_gain__activation_gain_pct0p1__fixed_size,validation,1884,3401,2999.5236058708497,-0.022977393982264633,-0.02652756264826862,0.0035501686660039874,-0.17633467491439891,-0.19689887758801394,0.02056420267361503,0.39225053078556266,0.42787958918710645,-0.03562905840154379,sufficient
hold_60d__break_even_after_gain__activation_gain_pct0p08__fixed_size,validation,1831,3401,2999.5236058708497,-0.01851788182841799,-0.027001652251691138,0.008483770423273147,-0.19232103781225962,-0.21310294501204774,0.02078190719978812,0.3506280720917531,0.38616495513669324,-0.035536883044940126,sufficient
hold_60d__break_even_after_gain__activation_gain_pct0p15__fixed_size,validation,1825,3401,2999.5236058708497,-0.018277723792500786,-0.029766068855827603,0.011488345063326817,-0.19910294809869516,-0.22664250944570052,0.02753956134700536,0.39452054794520547,0.45041705331647647,-0.055896505371271,sufficient
hold_60d__break_even_after_gain__activation_gain_pct0p1__fixed_size,validation,1828,3401,2999.5236058708497,-0.019054019116513474,-0.02825430745379206,0.009200288337278584,-0.1974693276798043,-0.21991834240500274,0.022449014725198446,0.36706783369803064,0.40847190701407554,-0.0414040733160449,sufficient
hold_120d__break_even_after_gain__activation_gain_pct0p08__fixed_size,validation,1617,3401,2999.5236058708497,-0.01340532343365751,-0.04696725239545004,0.03356192896179253,-0.21575462421078578,-0.2614339792528198,0.04567935504203402,0.3085961657390229,0.3726588795712669,-0.06406271383224404,sufficient
hold_120d__break_even_after_gain__activation_gain_pct0p15__fixed_size,validation,1584,3401,2999.5236058708497,-0.01745589840192801,-0.059107312327810656,0.04165141392588265,-0.246776664736062,-0.28486572649859493,0.03808906176253293,0.39457070707070707,0.48196517282519236,-0.08739446575448528,sufficient
hold_120d__break_even_after_gain__activation_gain_pct0p1__fixed_size,validation,1604,3401,2999.5236058708497,-0.015154421897518623,-0.051349031503850465,0.03619460960633184,-0.23137791415284847,-0.2745457692436772,0.04316785509082871,0.33728179551122195,0.4039233540874418,-0.06664155857621984,sufficient
hold_20d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,validation,1963,3401,2999.5236058708497,-0.008864849766192704,-0.010728388961024593,0.0018635391948318893,-0.10844644087280425,-0.10889825788928531,0.00045181701648105976,0.2944472745797249,0.32331452033140673,-0.028867245751681814,sufficient
hold_20d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,validation,1962,3401,2999.5236058708497,-0.00884591850109415,-0.010916686452172631,0.002070767951078481,-0.10932158268169503,-0.109571202892606,0.0002496202109109613,0.30428134556574926,0.33756898072899605,-0.03328763516324679,sufficient
hold_20d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,validation,1963,3401,2999.5236058708497,-0.008936170017408412,-0.01102548204473782,0.002089312027329409,-0.10859036467066857,-0.10946913419379213,0.0008787695231235598,0.3000509424350484,0.33181222018833034,-0.03176127775328197,sufficient
hold_40d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,validation,1884,3401,2999.5236058708497,-0.020449715285332733,-0.019980519283964895,-0.000469196001367838,-0.14388143891388253,-0.13895509135901352,-0.0049263475548690094,0.35987261146496813,0.36866660608583696,-0.008793994620868828,sufficient
hold_40d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,validation,1882,3401,2999.5236058708497,-0.021260234544654533,-0.02153897286434983,0.0002787383196952986,-0.14510395819532418,-0.14175423463355707,-0.003349723561767104,0.3894792773645058,0.41309103195827657,-0.02361175459377074,sufficient
hold_40d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,validation,1884,3401,2999.5236058708497,-0.020637045171410705,-0.020742462313919338,0.00010541714250863338,-0.14425032519494735,-0.14057911273016765,-0.003671212464779694,0.37154989384288745,0.38659301619458075,-0.015043122351693305,sufficient
hold_60d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,validation,1831,3401,2999.5236058708497,-0.01627924735493106,-0.020788024709530804,0.004508777354599744,-0.16054153511843827,-0.15508034408117205,-0.005461191037266222,0.332605133806663,0.34690264085225186,-0.014297507045588853,sufficient
hold_60d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,validation,1825,3401,2999.5236058708497,-0.015941898403954442,-0.022226797606233407,0.0062848992022789645,-0.16739334240062795,-0.1610217860382823,-0.006371556362345654,0.3731506849315068,0.40725854486973156,-0.03410785993822474,sufficient
hold_60d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,validation,1828,3401,2999.5236058708497,-0.016439386660714473,-0.021446282036433353,0.00500689537571888,-0.16333433756567836,-0.15870477386507145,-0.004629563700606909,0.34846827133479213,0.36838245162141187,-0.01991418028661973,sufficient
hold_120d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,validation,1617,3401,2999.5236058708497,-0.007151196630952741,-0.03328264041316824,0.026131443782215498,-0.17339963155945515,-0.18908125471035667,0.01568162315090152,0.2974644403215832,0.34801018208188406,-0.050545741760300855,sufficient
hold_120d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,validation,1584,3401,2999.5236058708497,-0.009412510092081517,-0.041569495585008914,0.0321569854929274,-0.18869829219621437,-0.2066071449714495,0.01790885277523513,0.3838383838383838,0.45639958492317123,-0.07256120108478742,sufficient
hold_120d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,validation,1604,3401,2999.5236058708497,-0.008091270891797895,-0.036174022139637364,0.028082751247839467,-0.1786616238881882,-0.195517314539995,0.01685569065180678,0.3260598503740648,0.38026938115319947,-0.05420953077913465,sufficient
hold_20d__fixed_stop__stop_loss_pctm0p05__fixed_size,validation,1969,3401,2999.5236058708497,-0.006298789250157118,-0.009422495478909474,0.003123706228752356,-0.07698743198299388,-0.08176500126228226,0.0047775692792883795,0.4611477907567293,0.539444096598381,-0.0782963058416517,sufficient
hold_20d__fixed_stop__stop_loss_pctm0p08__fixed_size,validation,1965,3401,2999.5236058708497,-0.008283344297761694,-0.013149636301935705,0.004866292004174011,-0.10215079907968924,-0.10959189128336722,0.007441092203677974,0.3979643765903308,0.48409497813067665,-0.08613060154034585,sufficient
hold_20d__fixed_stop__stop_loss_pctm0p1__fixed_size,validation,1965,3401,2999.5236058708497,-0.009104371527247907,-0.013981497958772742,0.004877126431524836,-0.11871992185920247,-0.12353202394977214,0.004812102090569675,0.36895674300254455,0.44887413083670347,-0.07991738783415892,sufficient
hold_40d__fixed_stop__stop_loss_pctm0p05__fixed_size,validation,1942,3401,2999.5236058708497,-0.015498811038876166,-0.01786433767087353,0.0023655266319973656,-0.08056886831870669,-0.08411127587216716,0.0035424075534604693,0.5998970133882595,0.6594649284188127,-0.05956791503055314,sufficient
hold_40d__fixed_stop__stop_loss_pctm0p08__fixed_size,validation,1925,3401,2999.5236058708497,-0.02025207257610689,-0.023669378673339934,0.003417306097233043,-0.10742601818581583,-0.11275481321549707,0.005328795029681241,0.5418181818181819,0.6192370442930802,-0.07741886247489838,sufficient
hold_40d__fixed_stop__stop_loss_pctm0p1__fixed_size,validation,1917,3401,2999.5236058708497,-0.022609572484247425,-0.026540797788491527,0.003931225304244102,-0.12404319533896048,-0.12949566908557586,0.00545247374661538,0.5018257694314032,0.5730265282328214,-0.07120075880141818,sufficient
hold_60d__fixed_stop__stop_loss_pctm0p05__fixed_size,validation,1933,3401,2999.5236058708497,-0.014880269872214368,-0.021377759192003687,0.006497489319789319,-0.08182888981339391,-0.08526426946644983,0.003435379653055917,0.6601138127263321,0.7129659656187963,-0.052852152892464255,sufficient
hold_60d__fixed_stop__stop_loss_pctm0p08__fixed_size,validation,1908,3401,2999.5236058708497,-0.01864796592228794,-0.028674102952179443,0.010026137029891503,-0.109212525950074,-0.11447625604096001,0.005263730090886015,0.5911949685534591,0.6793852509992166,-0.08819028244575755,sufficient
hold_60d__fixed_stop__stop_loss_pctm0p1__fixed_size,validation,1893,3401,2999.5236058708497,-0.022011691452303892,-0.03196357335226073,0.009951881899956837,-0.1259546261797747,-0.13108980437719886,0.005135178197424151,0.5525620707871104,0.628874130109262,-0.07631205932215157,sufficient
hold_120d__fixed_stop__stop_loss_pctm0p05__fixed_size,validation,1882,3401,2999.5236058708497,-0.023801879221036104,-0.036056232613402114,0.01225435339236601,-0.08388805770290612,-0.08655586325162767,0.0026678055487215496,0.7640807651434643,0.7944821650698788,-0.03040139992641444,sufficient
hold_120d__fixed_stop__stop_loss_pctm0p08__fixed_size,validation,1830,3401,2999.5236058708497,-0.032159483665345,-0.05042378244334917,0.018264298778004173,-0.11236202972335116,-0.11663748327093837,0.00427545354758721,0.739344262295082,0.8060716342895309,-0.06672737199444889,sufficient
hold_120d__fixed_stop__stop_loss_pctm0p1__fixed_size,validation,1803,3401,2999.5236058708497,-0.036785471908820304,-0.05711102753405413,0.020325555625233825,-0.12898546253077095,-0.13434488861706795,0.005359426086296998,0.7004991680532446,0.7697524994010289,-0.06925333134778422,sufficient
hold_20d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,validation,1969,3401,2999.5236058708497,-0.006257015407257159,-0.007483568871223897,0.0012265534639667383,-0.06693870902771719,-0.06402466802756124,-0.002914041000155951,0.3265617064499746,0.27765288041171604,0.04890882603825858,sufficient
hold_20d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,validation,1965,3401,2999.5236058708497,-0.007964052504588018,-0.010423767040550497,0.0024597145359624793,-0.09042179990807299,-0.08750564266890457,-0.0029161572391684237,0.3567430025445293,0.40310547865350616,-0.04636247610897687,sufficient
hold_20d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,validation,1965,3401,2999.5236058708497,-0.008490150409841088,-0.011021672357101874,0.0025315219472607856,-0.1036638496779329,-0.09746227393746541,-0.006201575740467494,0.3424936386768448,0.3983589078387782,-0.055865269161933406,sufficient
