policy_id,split,position_weight_mean,avg_holding_days,turnover_proxy,cost_bps_mean
hold_20d__break_even_after_gain__activation_gain_pct0p08__fixed_size,train,1.0,20.36986689323138,12.371214859716932,21.0
hold_20d__break_even_after_gain__activation_gain_pct0p15__fixed_size,train,1.0,20.889203740436383,12.063647955723162,21.0
hold_20d__break_even_after_gain__activation_gain_pct0p1__fixed_size,train,1.0,20.659960328705015,12.197506480681398,21.0
hold_40d__break_even_after_gain__activation_gain_pct0p08__fixed_size,train,1.0,37.53415061295972,6.7138857782754755,21.0
hold_40d__break_even_after_gain__activation_gain_pct0p15__fixed_size,train,1.0,40.1506006445942,6.276369368185997,21.0
hold_40d__break_even_after_gain__activation_gain_pct0p1__fixed_size,train,1.0,38.79842243645925,6.495109444532291,21.0
hold_60d__break_even_after_gain__activation_gain_pct0p08__fixed_size,train,1.0,52.80102347983143,4.772634759556455,21.0
hold_60d__break_even_after_gain__activation_gain_pct0p15__fixed_size,train,1.0,58.56327769347496,4.3030378408631575,21.0
hold_60d__break_even_after_gain__activation_gain_pct0p1__fixed_size,train,1.0,55.385171790235084,4.549954290191981,21.0
hold_120d__break_even_after_gain__activation_gain_pct0p08__fixed_size,train,1.0,90.31966688020499,2.7900900070218246,21.0
hold_120d__break_even_after_gain__activation_gain_pct0p15__fixed_size,train,1.0,108.60032840722496,2.3204349719372943,21.0
hold_120d__break_even_after_gain__activation_gain_pct0p1__fixed_size,train,1.0,97.61875604253947,2.5814711251819844,21.0
hold_20d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,train,0.8406667430918681,20.36986689323138,12.371214859716932,21.0
hold_20d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,train,0.8405764437113592,20.889203740436383,12.063647955723162,21.0
hold_20d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,train,0.8405764437113592,20.659960328705015,12.197506480681398,21.0
hold_40d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,train,0.8412458693275693,37.53415061295972,6.7138857782754755,21.0
hold_40d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,train,0.8418206186508405,40.1506006445942,6.276369368185997,21.0
hold_40d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,train,0.8412215075320326,38.79842243645925,6.495109444532291,21.0
hold_60d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,train,0.842936471552668,52.80102347983143,4.772634759556455,21.0
hold_60d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,train,0.8444106506691967,58.56327769347496,4.3030378408631575,21.0
hold_60d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,train,0.8429854421327131,55.385171790235084,4.549954290191981,21.0
hold_120d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,train,0.8458203427440955,90.31966688020499,2.7900900070218246,21.0
hold_120d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,train,0.8498850164749716,108.60032840722496,2.3204349719372943,21.0
hold_120d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,train,0.8466983729059331,97.61875604253947,2.5814711251819844,21.0
hold_20d__fixed_stop__stop_loss_pctm0p05__fixed_size,train,1.0,15.043551559426806,16.751363466567053,21.0
hold_20d__fixed_stop__stop_loss_pctm0p08__fixed_size,train,1.0,17.614777213761986,14.306170151452083,21.0
hold_20d__fixed_stop__stop_loss_pctm0p1__fixed_size,train,1.0,18.694805194805195,13.479680444598818,21.0
hold_40d__fixed_stop__stop_loss_pctm0p05__fixed_size,train,1.0,23.645809414466132,10.657279502804009,21.0
hold_40d__fixed_stop__stop_loss_pctm0p08__fixed_size,train,1.0,29.40057887120116,8.571259807637405,21.0
hold_40d__fixed_stop__stop_loss_pctm0p1__fixed_size,train,1.0,32.218768158047645,7.821528084619061,21.0
hold_60d__fixed_stop__stop_loss_pctm0p05__fixed_size,train,1.0,30.264705882352942,8.326530612244898,21.0
hold_60d__fixed_stop__stop_loss_pctm0p08__fixed_size,train,1.0,38.846267335497195,6.487109760729206,21.0
hold_60d__fixed_stop__stop_loss_pctm0p1__fixed_size,train,1.0,43.33095874146631,5.815703305887027,21.0
hold_120d__fixed_stop__stop_loss_pctm0p05__fixed_size,train,1.0,44.58458759783263,5.6521774356896906,21.0
hold_120d__fixed_stop__stop_loss_pctm0p08__fixed_size,train,1.0,60.46009244992296,4.168038615037234,21.0
hold_120d__fixed_stop__stop_loss_pctm0p1__fixed_size,train,1.0,69.08426966292134,3.6477189558428886,21.0
hold_20d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,train,0.840138222909484,15.043551559426806,16.751363466567053,21.0
hold_20d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,train,0.8400415768608127,17.614777213761986,14.306170151452083,21.0
hold_20d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,train,0.840094427569543,18.694805194805195,13.479680444598818,21.0
hold_40d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,train,0.8397960803464385,23.645809414466132,10.657279502804009,21.0
hold_40d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,train,0.8399094862358913,29.40057887120116,8.571259807637405,21.0
hold_40d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,train,0.8401619320004597,32.218768158047645,7.821528084619061,21.0
hold_60d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,train,0.8395514080257215,30.264705882352942,8.326530612244898,21.0
hold_60d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,train,0.839824260979702,38.846267335497195,6.487109760729206,21.0
hold_60d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,train,0.8400535164254886,43.33095874146631,5.815703305887027,21.0
hold_120d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,train,0.8389200248730889,44.58458759783263,5.6521774356896906,21.0
hold_120d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,train,0.839218919232508,60.46009244992296,4.168038615037234,21.0
hold_120d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,train,0.8399508617890594,69.08426966292134,3.6477189558428886,21.0
hold_20d__no_exit__none__fixed_size,train,1.0,21.0,12.0,21.0
hold_40d__no_exit__none__fixed_size,train,1.0,41.0,6.146341463414634,21.0
hold_60d__no_exit__none__fixed_size,train,1.0,61.0,4.131147540983607,21.0
volume_money_hold120_no_exit_fixed_size,train,1.0,121.0,2.0826446280991737,21.0
hold_20d__no_exit__none__volatility_scaled,train,0.8405764437113592,21.0,12.0,21.0
hold_40d__no_exit__none__volatility_scaled,train,0.8418719758281881,41.0,6.146341463414634,21.0
hold_60d__no_exit__none__volatility_scaled,train,0.8448709763578406,61.0,4.131147540983607,21.0
hold_120d__no_exit__none__volatility_scaled,train,0.8557176968056498,121.0,2.0826446280991737,21.0
hold_20d__time_stop__time_stop_days10__fixed_size,train,1.0,11.0,22.90909090909091,21.0
hold_20d__time_stop__time_stop_days10__volatility_scaled,train,0.8414854865459535,11.0,22.90909090909091,21.0
hold_20d__break_even_after_gain__activation_gain_pct0p08__fixed_size,validation,1.0,20.62761079979623,12.216635384767361,21.0
hold_20d__break_even_after_gain__activation_gain_pct0p15__fixed_size,validation,1.0,20.954638124362894,12.02597718483205,21.0
hold_20d__break_even_after_gain__activation_gain_pct0p1__fixed_size,validation,1.0,20.777381558838513,12.128573530132888,21.0
hold_40d__break_even_after_gain__activation_gain_pct0p08__fixed_size,validation,1.0,38.6656050955414,6.517420311341734,21.0
hold_40d__break_even_after_gain__activation_gain_pct0p15__fixed_size,validation,1.0,40.57651434643996,6.210489098408957,21.0
hold_40d__break_even_after_gain__activation_gain_pct0p1__fixed_size,validation,1.0,39.45488322717622,6.387042094359168,21.0
hold_60d__break_even_after_gain__activation_gain_pct0p08__fixed_size,validation,1.0,54.83287820862916,4.595782826522177,21.0
hold_60d__break_even_after_gain__activation_gain_pct0p15__fixed_size,validation,1.0,59.41753424657534,4.241172293589826,21.0
hold_60d__break_even_after_gain__activation_gain_pct0p1__fixed_size,validation,1.0,56.631838074398246,4.449793765636622,21.0
hold_120d__break_even_after_gain__activation_gain_pct0p08__fixed_size,validation,1.0,94.6103896103896,2.6635552505147566,21.0
hold_120d__break_even_after_gain__activation_gain_pct0p15__fixed_size,validation,1.0,111.19128787878788,2.2663646118993683,21.0
hold_120d__break_even_after_gain__activation_gain_pct0p1__fixed_size,validation,1.0,100.72506234413964,2.501859955559132,21.0
hold_20d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,validation,0.8768917949667909,20.62761079979623,12.216635384767361,21.0
hold_20d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,validation,0.8770404446863896,20.954638124362894,12.02597718483205,21.0
hold_20d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,validation,0.8768917949667909,20.777381558838513,12.128573530132888,21.0
hold_40d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,validation,0.8743456906247794,38.6656050955414,6.517420311341734,21.0
hold_40d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,validation,0.8746919931552729,40.57651434643996,6.210489098408957,21.0
hold_40d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,validation,0.8743456906247794,39.45488322717622,6.387042094359168,21.0
hold_60d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,validation,0.8715715817788956,54.83287820862916,4.595782826522177,21.0
hold_60d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,validation,0.8717827659963744,59.41753424657534,4.241172293589826,21.0
hold_60d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,validation,0.871499178316326,56.631838074398246,4.449793765636622,21.0
hold_120d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,validation,0.8597680231666986,94.6103896103896,2.6635552505147566,21.0
hold_120d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,validation,0.8585888484344953,111.19128787878788,2.2663646118993683,21.0
hold_120d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,validation,0.8591847425092232,100.72506234413964,2.501859955559132,21.0
hold_20d__fixed_stop__stop_loss_pctm0p05__fixed_size,validation,1.0,15.014220416455053,16.784088218381083,21.0
hold_20d__fixed_stop__stop_loss_pctm0p08__fixed_size,validation,1.0,17.621882951653944,14.300401420856558,21.0
hold_20d__fixed_stop__stop_loss_pctm0p1__fixed_size,validation,1.0,18.65903307888041,13.505522978317195,21.0
hold_40d__fixed_stop__stop_loss_pctm0p05__fixed_size,validation,1.0,23.492276004119464,10.726929989917146,21.0
hold_40d__fixed_stop__stop_loss_pctm0p08__fixed_size,validation,1.0,29.070129870129872,8.668691922802001,21.0
