policy_id,split,position_weight_mean,avg_holding_days,turnover_proxy,cost_bps_mean
hold_40d__fixed_stop__stop_loss_pctm0p1__fixed_size,validation,1.0,31.783515910276474,7.928638251079125,21.0
hold_60d__fixed_stop__stop_loss_pctm0p05__fixed_size,validation,1.0,29.796689084324882,8.457315485181521,21.0
hold_60d__fixed_stop__stop_loss_pctm0p08__fixed_size,validation,1.0,38.12526205450734,6.609790632775662,21.0
hold_60d__fixed_stop__stop_loss_pctm0p1__fixed_size,validation,1.0,42.27945060750132,5.9603423502217785,21.0
hold_120d__fixed_stop__stop_loss_pctm0p05__fixed_size,validation,1.0,42.1971307120085,5.971970030850595,21.0
hold_120d__fixed_stop__stop_loss_pctm0p08__fixed_size,validation,1.0,56.486338797814206,4.461255683467157,21.0
hold_120d__fixed_stop__stop_loss_pctm0p1__fixed_size,validation,1.0,64.47420965058237,3.908539575214844,21.0
hold_20d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,validation,0.877153905112261,15.014220416455053,16.784088218381083,21.0
hold_20d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,validation,0.876903836725721,17.621882951653944,14.300401420856558,21.0
hold_20d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,validation,0.876903836725721,18.65903307888041,13.505522978317195,21.0
hold_40d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,validation,0.8762301264331229,23.492276004119464,10.726929989917146,21.0
hold_40d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,validation,0.8754873995313737,29.070129870129872,8.668691922802001,21.0
hold_40d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,validation,0.875070194131394,31.783515910276474,7.928638251079125,21.0
hold_60d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,validation,0.8758210396782837,29.796689084324882,8.457315485181521,21.0
hold_60d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,validation,0.8745473837855828,38.12526205450734,6.609790632775662,21.0
hold_60d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,validation,0.8736570133728896,42.27945060750132,5.9603423502217785,21.0
hold_120d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,validation,0.8736956724000008,42.1971307120085,5.971970030850595,21.0
hold_120d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,validation,0.8705121468397768,56.486338797814206,4.461255683467157,21.0
hold_120d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,validation,0.8688252188648006,64.47420965058237,3.908539575214844,21.0
hold_20d__no_exit__none__fixed_size,validation,1.0,21.0,12.0,21.0
hold_40d__no_exit__none__fixed_size,validation,1.0,41.0,6.146341463414634,21.0
hold_60d__no_exit__none__fixed_size,validation,1.0,61.0,4.131147540983607,21.0
volume_money_hold120_no_exit_fixed_size,validation,1.0,121.0,2.0826446280991737,21.0
hold_20d__no_exit__none__volatility_scaled,validation,0.8770404446863896,21.0,12.0,21.0
hold_40d__no_exit__none__volatility_scaled,validation,0.8746762089350643,41.0,6.146341463414634,21.0
hold_60d__no_exit__none__volatility_scaled,validation,0.8715536330763402,61.0,4.131147540983607,21.0
hold_120d__no_exit__none__volatility_scaled,validation,0.8582123937020957,121.0,2.0826446280991737,21.0
hold_20d__time_stop__time_stop_days10__fixed_size,validation,1.0,11.0,22.90909090909091,21.0
hold_20d__time_stop__time_stop_days10__volatility_scaled,validation,0.8784633515929939,11.0,22.90909090909091,21.0
hold_20d__break_even_after_gain__activation_gain_pct0p08__fixed_size,robustness,1.0,20.514577259475217,12.283947985504158,21.0
hold_20d__break_even_after_gain__activation_gain_pct0p15__fixed_size,robustness,1.0,20.929440389294403,12.04045570797489,21.0
hold_20d__break_even_after_gain__activation_gain_pct0p1__fixed_size,robustness,1.0,20.744163424124512,12.14799531066823,21.0
hold_40d__break_even_after_gain__activation_gain_pct0p08__fixed_size,robustness,1.0,38.78781725888325,6.496885305972883,21.0
hold_40d__break_even_after_gain__activation_gain_pct0p15__fixed_size,robustness,1.0,40.579510703363916,6.210030521119861,21.0
hold_40d__break_even_after_gain__activation_gain_pct0p1__fixed_size,robustness,1.0,39.79837067209776,6.331917506780615,21.0
hold_60d__break_even_after_gain__activation_gain_pct0p08__fixed_size,robustness,1.0,55.41262928688079,4.5476997435973,21.0
hold_60d__break_even_after_gain__activation_gain_pct0p15__fixed_size,robustness,1.0,59.6732782369146,4.222995743580747,21.0
hold_60d__break_even_after_gain__activation_gain_pct0p1__fixed_size,robustness,1.0,57.689901207464324,4.368182207380769,21.0
hold_120d__break_even_after_gain__activation_gain_pct0p08__fixed_size,robustness,1.0,97.74969400244798,2.5780131853270976,21.0
hold_120d__break_even_after_gain__activation_gain_pct0p15__fixed_size,robustness,1.0,112.73767383059419,2.2352776267024015,21.0
hold_120d__break_even_after_gain__activation_gain_pct0p1__fixed_size,robustness,1.0,104.7472049689441,2.405792117075716,21.0
hold_20d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,robustness,0.9053148244455707,20.514577259475217,12.283947985504158,21.0
hold_20d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,robustness,0.9053882593349278,20.929440389294403,12.04045570797489,21.0
hold_20d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,robustness,0.9052961601984234,20.744163424124512,12.14799531066823,21.0
hold_40d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,robustness,0.9063173418904995,38.78781725888325,6.496885305972883,21.0
hold_40d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,robustness,0.9065848379121962,40.579510703363916,6.210030521119861,21.0
hold_40d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,robustness,0.9062550463660864,39.79837067209776,6.331917506780615,21.0
hold_60d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,robustness,0.9078983216491098,55.41262928688079,4.5476997435973,21.0
hold_60d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,robustness,0.909439426399852,59.6732782369146,4.222995743580747,21.0
hold_60d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,robustness,0.9081879328825571,57.689901207464324,4.368182207380769,21.0
hold_120d__break_even_after_gain__activation_gain_pct0p08__volatility_scaled,robustness,0.907735568755432,97.74969400244798,2.5780131853270976,21.0
hold_120d__break_even_after_gain__activation_gain_pct0p15__volatility_scaled,robustness,0.9092516819862302,112.73767383059419,2.2352776267024015,21.0
hold_120d__break_even_after_gain__activation_gain_pct0p1__volatility_scaled,robustness,0.9077519808966982,104.7472049689441,2.405792117075716,21.0
hold_20d__fixed_stop__stop_loss_pctm0p05__fixed_size,robustness,1.0,16.104276790004807,15.648017187360127,21.0
hold_20d__fixed_stop__stop_loss_pctm0p08__fixed_size,robustness,1.0,18.48690591658584,13.631269674711437,21.0
hold_20d__fixed_stop__stop_loss_pctm0p1__fixed_size,robustness,1.0,19.386297376093296,12.998872095646288,21.0
hold_40d__fixed_stop__stop_loss_pctm0p05__fixed_size,robustness,1.0,26.521396950319726,9.501761934789865,21.0
hold_40d__fixed_stop__stop_loss_pctm0p08__fixed_size,robustness,1.0,32.20552763819096,7.824743715770256,21.0
hold_40d__fixed_stop__stop_loss_pctm0p1__fixed_size,robustness,1.0,34.865015166835185,7.227875817467338,21.0
hold_60d__fixed_stop__stop_loss_pctm0p05__fixed_size,robustness,1.0,34.44275582573455,7.316487718782174,21.0
hold_60d__fixed_stop__stop_loss_pctm0p08__fixed_size,robustness,1.0,43.210691823899374,5.831889964340295,21.0
hold_60d__fixed_stop__stop_loss_pctm0p1__fixed_size,robustness,1.0,47.71755319148936,5.281075477376852,21.0
hold_120d__fixed_stop__stop_loss_pctm0p05__fixed_size,robustness,1.0,53.945352112676055,4.671394107756415,21.0
hold_120d__fixed_stop__stop_loss_pctm0p08__fixed_size,robustness,1.0,69.7749120750293,3.6116132934574416,21.0
hold_120d__fixed_stop__stop_loss_pctm0p1__fixed_size,robustness,1.0,79.65910447761193,3.1634802029543807,21.0
hold_20d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,robustness,0.9044506138240177,16.104276790004807,15.648017187360127,21.0
hold_20d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,robustness,0.9044828235574512,18.48690591658584,13.631269674711437,21.0
hold_20d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,robustness,0.9049029041743978,19.386297376093296,12.998872095646288,21.0
hold_40d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,robustness,0.9043551436349357,26.521396950319726,9.501761934789865,21.0
hold_40d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,robustness,0.904566779584045,32.20552763819096,7.824743715770256,21.0
hold_40d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,robustness,0.9050101642953016,34.865015166835185,7.227875817467338,21.0
hold_60d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,robustness,0.9026261970519724,34.44275582573455,7.316487718782174,21.0
hold_60d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,robustness,0.902391310596998,43.210691823899374,5.831889964340295,21.0
hold_60d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,robustness,0.9028275555011984,47.71755319148936,5.281075477376852,21.0
hold_120d__fixed_stop__stop_loss_pctm0p05__volatility_scaled,robustness,0.9042174301656166,53.945352112676055,4.671394107756415,21.0
hold_120d__fixed_stop__stop_loss_pctm0p08__volatility_scaled,robustness,0.9024578097198447,69.7749120750293,3.6116132934574416,21.0
hold_120d__fixed_stop__stop_loss_pctm0p1__volatility_scaled,robustness,0.9020148526835192,79.65910447761193,3.1634802029543807,21.0
hold_20d__no_exit__none__fixed_size,robustness,1.0,21.0,12.0,21.0
hold_40d__no_exit__none__fixed_size,robustness,1.0,41.0,6.146341463414634,21.0
hold_60d__no_exit__none__fixed_size,robustness,1.0,61.0,4.131147540983607,21.0
volume_money_hold120_no_exit_fixed_size,robustness,1.0,121.0,2.0826446280991737,21.0
hold_20d__no_exit__none__volatility_scaled,robustness,0.9053882593349278,21.0,12.0,21.0
hold_40d__no_exit__none__volatility_scaled,robustness,0.9066686295501484,41.0,6.146341463414634,21.0
hold_60d__no_exit__none__volatility_scaled,robustness,0.9100545301682949,61.0,4.131147540983607,21.0
hold_120d__no_exit__none__volatility_scaled,robustness,0.9111056340620867,121.0,2.0826446280991737,21.0
hold_20d__time_stop__time_stop_days10__fixed_size,robustness,1.0,11.0,22.90909090909091,21.0
hold_20d__time_stop__time_stop_days10__volatility_scaled,robustness,0.9056490768786898,11.0,22.90909090909091,21.0
