pool_id,r04d_reconstructed_event_count,r04c_volume_money_event_count,overlap_event_count,overlap_share_vs_r04d,overlap_share_vs_r04c,anchor_date_mismatch_count,entry_date_mismatch_count,entry_price_rel_diff_p95,entry_price_rel_diff_max,entry_price_rel_diff_tolerance,reconciliation_status
r02_precision_volume_money,7940,7940,7940,1.0,1.0,0,0,0.0,0.0,0.0001,passed
