final_decision,selected_policy_id,selected_policy_family_id,selected_hold_rule_id,selected_exit_rule_family_id,selected_sizing_rule_id,validation_gate_pass,robustness_gate_pass,robustness_relative_improvement_status,net_return_metric_basis,decision_reason
r04d_no_policy_passed_validation,,,,,,False,False,,weighted_net_return,no validation-passed policy
