family,horizon,split,event_count,valid_date_count,family_score_rankIC_net,top_decile_minus_bottom_decile_matched_delta_net,spread_positive_date_share,ranking_metric,pocket_flag
close_location,H1,train,39216,226,0.00681092715869283,0.0005507561163200038,0.5353982300884956,r06_family_score_neutralized_rank,True
close_location,H1,validation,21981,98,0.0035209343099443587,0.00120910821302042,0.5918367346938775,r06_family_score_neutralized_rank,True
close_location,H1,robustness,23206,103,0.012974311547430967,0.0017263818639976938,0.5825242718446602,r06_family_score_neutralized_rank,True
close_location,H3,train,39008,226,0.020933659980851088,0.002291062162909389,0.5796460176991151,r06_family_score_neutralized_rank,False
close_location,H3,validation,21890,98,-0.006695293855212592,0.00010838968012581357,0.47959183673469385,r06_family_score_neutralized_rank,False
close_location,H3,robustness,22858,102,0.0008378776831187158,0.00028643802456343025,0.49019607843137253,r06_family_score_neutralized_rank,False
close_location,H5,train,38578,225,0.01282220332428354,0.0013046992113226448,0.5022222222222222,r06_family_score_neutralized_rank,False
close_location,H5,validation,21599,97,-0.00792815191995751,-0.0018791543451263442,0.41237113402061853,r06_family_score_neutralized_rank,False
close_location,H5,robustness,22784,102,-0.00028434799204365356,0.0005058548409052566,0.5,r06_family_score_neutralized_rank,False
close_location,H10,train,38013,224,0.025126130596374245,0.0028299885117311035,0.5178571428571429,r06_family_score_neutralized_rank,False
close_location,H10,validation,21230,96,-0.038167023718041586,-0.006326208475318256,0.40625,r06_family_score_neutralized_rank,False
close_location,H10,robustness,22393,101,0.0001727451658785326,0.0014416517766938713,0.5148514851485149,r06_family_score_neutralized_rank,False
composite_price_volume,H1,train,39216,226,0.03259439943039871,0.0021801195824718857,0.5973451327433629,r06_family_score_neutralized_rank,True
composite_price_volume,H1,validation,21981,98,0.020974937313595548,0.0010865731551781106,0.5510204081632653,r06_family_score_neutralized_rank,True
composite_price_volume,H1,robustness,23206,103,0.03360983001548543,0.0025828826149997936,0.6504854368932039,r06_family_score_neutralized_rank,True
composite_price_volume,H3,train,39008,226,0.035227333557093864,0.00446130110673614,0.6371681415929203,r06_family_score_neutralized_rank,True
composite_price_volume,H3,validation,21890,98,0.007804146066419531,0.0012133418813678098,0.5408163265306123,r06_family_score_neutralized_rank,True
composite_price_volume,H3,robustness,22858,102,0.015155036706563645,0.0013796055755297102,0.5980392156862745,r06_family_score_neutralized_rank,True
composite_price_volume,H5,train,38578,225,0.024013405672674765,0.0027062569851827394,0.5511111111111111,r06_family_score_neutralized_rank,False
composite_price_volume,H5,validation,21599,97,0.008043996044245367,0.0006549100099551133,0.4845360824742268,r06_family_score_neutralized_rank,False
composite_price_volume,H5,robustness,22784,102,0.014516903350200009,0.0021987689346864006,0.5588235294117647,r06_family_score_neutralized_rank,False
composite_price_volume,H10,train,38013,224,0.03623384914036394,0.004791142467096177,0.59375,r06_family_score_neutralized_rank,False
composite_price_volume,H10,validation,21230,96,-0.0021909325397378872,0.00017339828249399178,0.4375,r06_family_score_neutralized_rank,False
composite_price_volume,H10,robustness,22393,101,0.012144332821521935,0.0007841528784210133,0.5544554455445545,r06_family_score_neutralized_rank,False
other_gtja191,H1,train,39216,226,0.013878967846547357,0.0009611209070089345,0.5,r06_family_score_neutralized_rank,True
other_gtja191,H1,validation,21981,98,0.0136452887106903,0.0007314898047283827,0.5102040816326531,r06_family_score_neutralized_rank,True
other_gtja191,H1,robustness,23206,103,0.012897463984485992,0.0013786109884025013,0.5728155339805825,r06_family_score_neutralized_rank,True
other_gtja191,H3,train,39008,226,0.0240033462619208,0.0033889042825416445,0.5619469026548672,r06_family_score_neutralized_rank,False
other_gtja191,H3,validation,21890,98,-0.003507578806736614,0.0004167264760240602,0.5306122448979592,r06_family_score_neutralized_rank,False
other_gtja191,H3,robustness,22858,102,0.0002638198145004133,-0.0009259899291625774,0.4803921568627451,r06_family_score_neutralized_rank,False
other_gtja191,H5,train,38578,225,0.017856121778389265,0.0032129634320023064,0.5511111111111111,r06_family_score_neutralized_rank,False
other_gtja191,H5,validation,21599,97,-0.00691320351293018,-0.0014109696257193583,0.4020618556701031,r06_family_score_neutralized_rank,False
other_gtja191,H5,robustness,22784,102,0.00027018555431255434,-0.00021485203824447,0.5294117647058824,r06_family_score_neutralized_rank,False
other_gtja191,H10,train,38013,224,0.021969179120788978,0.004929970496255542,0.5714285714285714,r06_family_score_neutralized_rank,False
other_gtja191,H10,validation,21230,96,-0.018785533772529242,-0.0024073173089955726,0.3854166666666667,r06_family_score_neutralized_rank,False
other_gtja191,H10,robustness,22393,101,-0.004191837263896611,-0.002722364043979537,0.42574257425742573,r06_family_score_neutralized_rank,False
range_volatility,H1,train,39216,226,0.0015627061721372054,-0.00010506675289116793,0.5132743362831859,r06_family_score_neutralized_rank,False
range_volatility,H1,validation,21981,98,-0.00576039208188615,-6.129458169137962e-05,0.5,r06_family_score_neutralized_rank,False
range_volatility,H1,robustness,23206,103,-0.008362194898157729,-0.0008548303208331236,0.4174757281553398,r06_family_score_neutralized_rank,False
range_volatility,H3,train,39008,226,-0.0012662286150952004,-0.0018949517225518072,0.4557522123893805,r06_family_score_neutralized_rank,False
range_volatility,H3,validation,21890,98,-0.0031104792193431935,0.00017340634803284682,0.5510204081632653,r06_family_score_neutralized_rank,False
range_volatility,H3,robustness,22858,102,0.0021446439803755966,0.00027609452899488636,0.49019607843137253,r06_family_score_neutralized_rank,False
range_volatility,H5,train,38578,225,-0.001152918571791947,0.0004547164592960163,0.5066666666666667,r06_family_score_neutralized_rank,False
range_volatility,H5,validation,21599,97,0.001480549798613619,-7.417751590229309e-05,0.4639175257731959,r06_family_score_neutralized_rank,False
