family,horizon,split,event_count,valid_date_count,family_score_rankIC_net,top_decile_minus_bottom_decile_matched_delta_net,spread_positive_date_share,ranking_metric,pocket_flag
range_volatility,H5,robustness,22784,102,-0.0002783989687010146,0.0007449063754314159,0.5196078431372549,r06_family_score_neutralized_rank,False
range_volatility,H10,train,38013,224,0.0061792666066022945,-0.0004483233317245902,0.48214285714285715,r06_family_score_neutralized_rank,False
range_volatility,H10,validation,21230,96,-0.008355246412260034,-0.0026375018912594464,0.4270833333333333,r06_family_score_neutralized_rank,False
range_volatility,H10,robustness,22393,101,-0.001455573206364442,-0.0002838101778971093,0.48514851485148514,r06_family_score_neutralized_rank,False
rank_ts_rank_structure,H1,train,39216,226,0.012392683225992709,0.0011875982548325934,0.5530973451327433,r06_family_score_neutralized_rank,True
rank_ts_rank_structure,H1,validation,21981,98,0.024452268639386245,0.002289348510880546,0.6020408163265306,r06_family_score_neutralized_rank,True
rank_ts_rank_structure,H1,robustness,23206,103,0.010048663751912164,0.00046812712829673314,0.5533980582524272,r06_family_score_neutralized_rank,True
rank_ts_rank_structure,H3,train,39008,226,0.024540930376507387,0.004167627131375079,0.5663716814159292,r06_family_score_neutralized_rank,True
rank_ts_rank_structure,H3,validation,21890,98,0.018355222490506678,0.0009772622235150034,0.5306122448979592,r06_family_score_neutralized_rank,True
rank_ts_rank_structure,H3,robustness,22858,102,-0.006633571036919933,-0.0010379678411974605,0.4411764705882353,r06_family_score_neutralized_rank,True
rank_ts_rank_structure,H5,train,38578,225,0.013927043564581763,0.0034425146825557296,0.5555555555555556,r06_family_score_neutralized_rank,False
rank_ts_rank_structure,H5,validation,21599,97,0.013624347215113497,0.00047596463658453557,0.44329896907216493,r06_family_score_neutralized_rank,False
rank_ts_rank_structure,H5,robustness,22784,102,-0.0029279988908224052,-0.0021585380723700685,0.4117647058823529,r06_family_score_neutralized_rank,False
rank_ts_rank_structure,H10,train,38013,224,0.01234250106521525,0.0036290127575576226,0.5848214285714286,r06_family_score_neutralized_rank,False
rank_ts_rank_structure,H10,validation,21230,96,0.007139096031092397,9.447623226497479e-05,0.4791666666666667,r06_family_score_neutralized_rank,False
rank_ts_rank_structure,H10,robustness,22393,101,-0.0075110559137721395,-0.0036319631479741618,0.42574257425742573,r06_family_score_neutralized_rank,False
volume_price_correlation,H1,train,39216,226,0.018171300234449607,0.001512737989424784,0.5752212389380531,r06_family_score_neutralized_rank,True
volume_price_correlation,H1,validation,21981,98,0.025805414101808356,0.002467979117535721,0.6122448979591837,r06_family_score_neutralized_rank,True
volume_price_correlation,H1,robustness,23206,103,0.016843620284257677,0.000949395828138488,0.5728155339805825,r06_family_score_neutralized_rank,True
volume_price_correlation,H3,train,39008,226,0.019540971607474148,0.0035837137820559192,0.588495575221239,r06_family_score_neutralized_rank,True
volume_price_correlation,H3,validation,21890,98,0.009274504917514572,0.00333524964436549,0.6122448979591837,r06_family_score_neutralized_rank,True
volume_price_correlation,H3,robustness,22858,102,0.017506392008822404,0.0016958666892862647,0.5294117647058824,r06_family_score_neutralized_rank,True
volume_price_correlation,H5,train,38578,225,0.012528445544021464,-0.0003955552537911984,0.4666666666666667,r06_family_score_neutralized_rank,False
volume_price_correlation,H5,validation,21599,97,0.006275355943212688,0.00023026670837505753,0.5154639175257731,r06_family_score_neutralized_rank,False
volume_price_correlation,H5,robustness,22784,102,0.011792740108319438,0.0011802772416158883,0.5098039215686274,r06_family_score_neutralized_rank,False
volume_price_correlation,H10,train,38013,224,0.0037277771807222087,0.0002535902313699667,0.5267857142857143,r06_family_score_neutralized_rank,False
volume_price_correlation,H10,validation,21230,96,0.01147190615849302,0.0016003623660546726,0.4895833333333333,r06_family_score_neutralized_rank,False
volume_price_correlation,H10,robustness,22393,101,0.005806684152471224,2.3022853308441834e-05,0.5346534653465347,r06_family_score_neutralized_rank,False
volume_surge_money_flow,H1,train,39216,226,0.028155345027038283,0.0013616347569154678,0.5619469026548672,r06_family_score_neutralized_rank,True
volume_surge_money_flow,H1,validation,21981,98,0.024346641256013796,0.0019402985931358519,0.6122448979591837,r06_family_score_neutralized_rank,True
volume_surge_money_flow,H1,robustness,23206,103,0.02701814480045531,0.002066316404221549,0.6213592233009708,r06_family_score_neutralized_rank,True
volume_surge_money_flow,H3,train,39008,226,0.032583370915636616,0.004307332514216979,0.6017699115044248,r06_family_score_neutralized_rank,True
volume_surge_money_flow,H3,validation,21890,98,0.017000134609387686,0.002375527361413331,0.5714285714285714,r06_family_score_neutralized_rank,True
volume_surge_money_flow,H3,robustness,22858,102,0.007705945496671471,0.0010083559285075617,0.5392156862745098,r06_family_score_neutralized_rank,True
volume_surge_money_flow,H5,train,38578,225,0.02400073374986675,0.003170532185079583,0.5955555555555555,r06_family_score_neutralized_rank,True
volume_surge_money_flow,H5,validation,21599,97,0.011481764718108214,0.002740536618850118,0.5463917525773195,r06_family_score_neutralized_rank,True
volume_surge_money_flow,H5,robustness,22784,102,0.008639931945464328,0.0003796450603436094,0.5,r06_family_score_neutralized_rank,True
volume_surge_money_flow,H10,train,38013,224,0.030447224273892563,0.004148497586334077,0.5758928571428571,r06_family_score_neutralized_rank,True
volume_surge_money_flow,H10,validation,21230,96,0.007814419645168205,0.0010932723492684349,0.5104166666666666,r06_family_score_neutralized_rank,True
volume_surge_money_flow,H10,robustness,22393,101,0.012344719839145181,0.0012460495407772124,0.5445544554455446,r06_family_score_neutralized_rank,True
vwap_deviation,H1,train,39216,226,0.013285585363821495,0.0012210097190644904,0.5796460176991151,r06_family_score_neutralized_rank,True
vwap_deviation,H1,validation,21981,98,0.013210312481683823,0.0023022082192879116,0.5816326530612245,r06_family_score_neutralized_rank,True
vwap_deviation,H1,robustness,23206,103,0.01674915233284398,0.0008903436609175604,0.5631067961165048,r06_family_score_neutralized_rank,True
vwap_deviation,H3,train,39008,226,0.016947601414435538,0.0010862887599961278,0.5265486725663717,r06_family_score_neutralized_rank,False
vwap_deviation,H3,validation,21890,98,-0.00584082369248675,0.0022480150652474163,0.5918367346938775,r06_family_score_neutralized_rank,False
vwap_deviation,H3,robustness,22858,102,0.001957829818322035,0.00070725912307946,0.5196078431372549,r06_family_score_neutralized_rank,False
vwap_deviation,H5,train,38578,225,0.008510697143704284,0.0017456464150185389,0.5288888888888889,r06_family_score_neutralized_rank,True
vwap_deviation,H5,validation,21599,97,0.008971916004704266,0.00115170971272227,0.5876288659793815,r06_family_score_neutralized_rank,True
vwap_deviation,H5,robustness,22784,102,0.016030101427775643,0.0012292198958616992,0.5196078431372549,r06_family_score_neutralized_rank,True
vwap_deviation,H10,train,38013,224,0.014761585377002484,0.0028484385094268657,0.5892857142857143,r06_family_score_neutralized_rank,False
vwap_deviation,H10,validation,21230,96,-0.010688988795578558,0.002441161559617841,0.5625,r06_family_score_neutralized_rank,False
vwap_deviation,H10,robustness,22393,101,0.007509888390877913,-0.0022690431447186083,0.48514851485148514,r06_family_score_neutralized_rank,False
