family,horizon,state_cell,trigger_satisfied,local_hedge_data_status,hedge_instrument_available,hedge_slippage_band,hedge_financing_band,hedge_paired_date_count,hedged_preflight_skipped,skipped_reason,preflight_conclusion
,,,False,not_applicable_trigger_not_satisfied,False,,,0,True,no_Q3_stable_relative_trigger,not_triggered_skipped
