fold_order,fold,decision_date,expected_row_n,observed_row_n,expected_row_key_sha256,observed_row_key_sha256,denominator_exact_match,status,reason
0,train,,335393,335393,d1d22a89e6b8096645f1f91b7941f22cd30670aabfbb37d3e388ca324daf6e4e,d1d22a89e6b8096645f1f91b7941f22cd30670aabfbb37d3e388ca324daf6e4e,True,pass,
0,train,2018-01-02,296,296,3ed040f181a3cbd605290186e6d152505fde994eddc83819e94655a012ac38b9,3ed040f181a3cbd605290186e6d152505fde994eddc83819e94655a012ac38b9,True,pass,
0,train,2018-01-03,302,302,e1f4c660d5ac9e21c7c23822b6622b8e10910d32c18eb89d16cc34eeb6af70ea,e1f4c660d5ac9e21c7c23822b6622b8e10910d32c18eb89d16cc34eeb6af70ea,True,pass,
0,train,2018-01-04,304,304,8d3b0de5d625c5b6f74866cfa09e64d2fe5f5f9981e75c5f7aa90944bad2e519,8d3b0de5d625c5b6f74866cfa09e64d2fe5f5f9981e75c5f7aa90944bad2e519,True,pass,
0,train,2018-01-05,306,306,93edcbf76f03558773e00390c6aa54f3398400cc484da2e624c1688f63582237,93edcbf76f03558773e00390c6aa54f3398400cc484da2e624c1688f63582237,True,pass,
0,train,2018-01-08,303,303,e7f6189cb4dc201fc6b62be1c0d7c0a89bfd78ee94702e5d2d470af7c1752dd2,e7f6189cb4dc201fc6b62be1c0d7c0a89bfd78ee94702e5d2d470af7c1752dd2,True,pass,
0,train,2018-01-12,313,313,a1a902ae81eaaa6718ef96509e5c683a4448afd39cf117ff16851a6a7de99b7c,a1a902ae81eaaa6718ef96509e5c683a4448afd39cf117ff16851a6a7de99b7c,True,pass,
0,train,2018-01-15,311,311,c5e6b7101462f67a7bb678d27918c4737436bbfb4b7be038287fee934d44fcac,c5e6b7101462f67a7bb678d27918c4737436bbfb4b7be038287fee934d44fcac,True,pass,
0,train,2018-01-25,308,308,809d0e1ac472f1aa1a7df0b0da88d72dba7546135470b4f137e90b11dec21bb2,809d0e1ac472f1aa1a7df0b0da88d72dba7546135470b4f137e90b11dec21bb2,True,pass,
0,train,2018-01-26,309,309,ab68ff66ee715df41354983e779669fb4f2e5c8e39b3d4891aa65a2851f21699,ab68ff66ee715df41354983e779669fb4f2e5c8e39b3d4891aa65a2851f21699,True,pass,
0,train,2018-01-29,311,311,9c972e87f64255455b47a8319399e383cf665c765c623d0164c638d2ff4ef78d,9c972e87f64255455b47a8319399e383cf665c765c623d0164c638d2ff4ef78d,True,pass,
0,train,2018-01-30,310,310,7787c12a73266cfde0a7a767d4c2b1b864f1600726e871530fbb8b32ee7eebf2,7787c12a73266cfde0a7a767d4c2b1b864f1600726e871530fbb8b32ee7eebf2,True,pass,
0,train,2018-02-09,310,310,0c10bfa9a9c42a752ddb112f4f990e14997467da31395f16e9d8c4a71ff8941d,0c10bfa9a9c42a752ddb112f4f990e14997467da31395f16e9d8c4a71ff8941d,True,pass,
0,train,2018-02-12,310,310,acd198266172fde20d677e4bb2ff03000066e771298017b6e983dbc264a043c5,acd198266172fde20d677e4bb2ff03000066e771298017b6e983dbc264a043c5,True,pass,
0,train,2018-02-22,314,314,25b705c215c81b7b7c4dd649348dcd97c77c028298d81739a61b1b9bf67c07fa,25b705c215c81b7b7c4dd649348dcd97c77c028298d81739a61b1b9bf67c07fa,True,pass,
0,train,2018-02-26,313,313,b0a8547272fc936696e512eda1842eead2aecd3bebd837180e1c872b0b6121e8,b0a8547272fc936696e512eda1842eead2aecd3bebd837180e1c872b0b6121e8,True,pass,
0,train,2018-02-27,315,315,11cee9c370948c0a7ed9da8ba0601af04c0e3c07616abb702398e8d5168a7f40,11cee9c370948c0a7ed9da8ba0601af04c0e3c07616abb702398e8d5168a7f40,True,pass,
0,train,2018-03-05,313,313,82e4e5fb32f77c38bda6be5d99a49d1ad231c29d14f9d41cc4db8ad9194316bf,82e4e5fb32f77c38bda6be5d99a49d1ad231c29d14f9d41cc4db8ad9194316bf,True,pass,
