contrast,current_variant,reference_variant,seed,metric,current,reference,delta
volume_given_momentum,plus_momentum_volume,plus_momentum,20260723,validation_paper_proxy_ic,0.006751460700434784,0.013307325744861225,-0.006555865044426441
volume_given_momentum,plus_momentum_volume,plus_momentum,20260723,validation_executable_bridge_ic,0.005201098151173368,0.013725523957861313,-0.008524425806687944
volume_given_momentum,plus_momentum_volume,plus_momentum,20260723,historical_test_paper_proxy_ic,0.006330353856770903,0.010385614024576075,-0.004055260167805172
volume_given_momentum,plus_momentum_volume,plus_momentum,20260723,historical_test_executable_bridge_ic,0.00752980925664798,0.014693801035507539,-0.007163991778859559
volume_given_momentum,plus_momentum_volume,plus_momentum,20260723,historical_test_paper_proxy_net_arr,0.09335260086037511,0.13430112973440855,-0.04094852887403344
volume_given_momentum,plus_momentum_volume,plus_momentum,20260723,historical_test_executable_bridge_net_arr,0.09709196750843163,0.16269427200515807,-0.06560230449672644
volume_given_momentum,plus_momentum_volume,plus_momentum,20260724,validation_paper_proxy_ic,0.007525169547780186,0.014020147210328203,-0.006494977662548017
volume_given_momentum,plus_momentum_volume,plus_momentum,20260724,validation_executable_bridge_ic,0.002978016047485473,0.009842087557094677,-0.006864071509609204
volume_given_momentum,plus_momentum_volume,plus_momentum,20260724,historical_test_paper_proxy_ic,0.007845196220506443,0.009725727960435054,-0.001880531739928611
volume_given_momentum,plus_momentum_volume,plus_momentum,20260724,historical_test_executable_bridge_ic,0.007991370392032853,0.01352282791860118,-0.005531457526568327
volume_given_momentum,plus_momentum_volume,plus_momentum,20260724,historical_test_paper_proxy_net_arr,0.17700543308869543,0.18801234030308445,-0.011006907214389017
volume_given_momentum,plus_momentum_volume,plus_momentum,20260724,historical_test_executable_bridge_net_arr,0.21033022174325722,0.21834622988825414,-0.008016008144996922
volume_given_momentum,plus_momentum_volume,plus_momentum,20260725,validation_paper_proxy_ic,0.010963636903393146,0.011920145430103508,-0.0009565085267103628
volume_given_momentum,plus_momentum_volume,plus_momentum,20260725,validation_executable_bridge_ic,0.010339598449040801,0.01285359023205962,-0.0025139917830188183
volume_given_momentum,plus_momentum_volume,plus_momentum,20260725,historical_test_paper_proxy_ic,0.009224889293839127,0.008673750158408464,0.0005511391354306623
volume_given_momentum,plus_momentum_volume,plus_momentum,20260725,historical_test_executable_bridge_ic,0.012859696269520085,0.015523014613174657,-0.0026633183436545714
volume_given_momentum,plus_momentum_volume,plus_momentum,20260725,historical_test_paper_proxy_net_arr,0.20020182088008176,0.11269338654295913,0.08750843433712263
volume_given_momentum,plus_momentum_volume,plus_momentum,20260725,historical_test_executable_bridge_net_arr,0.22485603986111657,0.14673464622465304,0.07812139363646353
volume_given_momentum,plus_momentum_volume,plus_momentum,20260726,validation_paper_proxy_ic,0.013750467921844908,0.010169880466483629,0.0035805874553612796
volume_given_momentum,plus_momentum_volume,plus_momentum,20260726,validation_executable_bridge_ic,0.012968245352375783,0.007879679735597651,0.005088565616778132
volume_given_momentum,plus_momentum_volume,plus_momentum,20260726,historical_test_paper_proxy_ic,0.00975003611524332,0.009457703246708183,0.0002923328685351372
volume_given_momentum,plus_momentum_volume,plus_momentum,20260726,historical_test_executable_bridge_ic,0.015697472131067442,0.012315125838873795,0.0033823462921936474
volume_given_momentum,plus_momentum_volume,plus_momentum,20260726,historical_test_paper_proxy_net_arr,0.2063809607913143,0.18148397034989738,0.02489699044141691
volume_given_momentum,plus_momentum_volume,plus_momentum,20260726,historical_test_executable_bridge_net_arr,0.25834053656406364,0.1941965709893423,0.06414396557472135
volume_given_momentum,plus_momentum_volume,plus_momentum,20260727,validation_paper_proxy_ic,0.01279171844643323,0.015992197541317355,-0.0032004790948841257
volume_given_momentum,plus_momentum_volume,plus_momentum,20260727,validation_executable_bridge_ic,0.009374463519479959,0.015880166824880186,-0.0065057033054002275
volume_given_momentum,plus_momentum_volume,plus_momentum,20260727,historical_test_paper_proxy_ic,0.011095358860446276,0.013523572910890359,-0.0024282140504440827
volume_given_momentum,plus_momentum_volume,plus_momentum,20260727,historical_test_executable_bridge_ic,0.013110898842528907,0.01679940752886233,-0.003688508686333424
volume_given_momentum,plus_momentum_volume,plus_momentum,20260727,historical_test_paper_proxy_net_arr,0.22814993588938193,0.1874727258916753,0.04067720999770663
volume_given_momentum,plus_momentum_volume,plus_momentum,20260727,historical_test_executable_bridge_net_arr,0.2684419282159365,0.21828849656360383,0.05015343165233266
momentum_given_volume,plus_momentum_volume,plus_volume,20260723,validation_paper_proxy_ic,0.006751460700434784,0.008586678571393216,-0.0018352178709584322
momentum_given_volume,plus_momentum_volume,plus_volume,20260723,validation_executable_bridge_ic,0.005201098151173368,0.0063596555830086245,-0.001158557431835257
momentum_given_volume,plus_momentum_volume,plus_volume,20260723,historical_test_paper_proxy_ic,0.006330353856770903,0.008331179104274389,-0.002000825247503486
momentum_given_volume,plus_momentum_volume,plus_volume,20260723,historical_test_executable_bridge_ic,0.00752980925664798,0.013496349660529601,-0.005966540403881621
momentum_given_volume,plus_momentum_volume,plus_volume,20260723,historical_test_paper_proxy_net_arr,0.09335260086037511,0.14846430017073087,-0.055111699310355755
momentum_given_volume,plus_momentum_volume,plus_volume,20260723,historical_test_executable_bridge_net_arr,0.09709196750843163,0.16323313030270103,-0.0661411627942694
momentum_given_volume,plus_momentum_volume,plus_volume,20260724,validation_paper_proxy_ic,0.007525169547780186,0.006962265799880539,0.0005629037478996467
momentum_given_volume,plus_momentum_volume,plus_volume,20260724,validation_executable_bridge_ic,0.002978016047485473,0.0010157076845855033,0.00196230836289997
momentum_given_volume,plus_momentum_volume,plus_volume,20260724,historical_test_paper_proxy_ic,0.007845196220506443,0.00605544541713175,0.0017897508033746937
momentum_given_volume,plus_momentum_volume,plus_volume,20260724,historical_test_executable_bridge_ic,0.007991370392032853,0.006127485948624968,0.0018638844434078856
momentum_given_volume,plus_momentum_volume,plus_volume,20260724,historical_test_paper_proxy_net_arr,0.17700543308869543,0.11758856253945393,0.059416870549241496
momentum_given_volume,plus_momentum_volume,plus_volume,20260724,historical_test_executable_bridge_net_arr,0.21033022174325722,0.12968655638380922,0.080643665359448
momentum_given_volume,plus_momentum_volume,plus_volume,20260725,validation_paper_proxy_ic,0.010963636903393146,0.011259896914607975,-0.000296260011214829
momentum_given_volume,plus_momentum_volume,plus_volume,20260725,validation_executable_bridge_ic,0.010339598449040801,0.008049929350689392,0.0022896690983514097
momentum_given_volume,plus_momentum_volume,plus_volume,20260725,historical_test_paper_proxy_ic,0.009224889293839127,0.011549356227700557,-0.00232446693386143
momentum_given_volume,plus_momentum_volume,plus_volume,20260725,historical_test_executable_bridge_ic,0.012859696269520085,0.012013436859932974,0.000846259409587111
momentum_given_volume,plus_momentum_volume,plus_volume,20260725,historical_test_paper_proxy_net_arr,0.20020182088008176,0.1516942503480374,0.04850757053204435
momentum_given_volume,plus_momentum_volume,plus_volume,20260725,historical_test_executable_bridge_net_arr,0.22485603986111657,0.18505502508615046,0.039801014774966115
momentum_given_volume,plus_momentum_volume,plus_volume,20260726,validation_paper_proxy_ic,0.013750467921844908,0.009574358126868155,0.004176109794976754
momentum_given_volume,plus_momentum_volume,plus_volume,20260726,validation_executable_bridge_ic,0.012968245352375783,0.00860152921579137,0.004366716136584414
momentum_given_volume,plus_momentum_volume,plus_volume,20260726,historical_test_paper_proxy_ic,0.00975003611524332,0.007390085201709402,0.002359950913533918
momentum_given_volume,plus_momentum_volume,plus_volume,20260726,historical_test_executable_bridge_ic,0.015697472131067442,0.01359603290804089,0.002101439223026552
momentum_given_volume,plus_momentum_volume,plus_volume,20260726,historical_test_paper_proxy_net_arr,0.2063809607913143,0.12963584495824265,0.07674511583307164
momentum_given_volume,plus_momentum_volume,plus_volume,20260726,historical_test_executable_bridge_net_arr,0.25834053656406364,0.15540009667312682,0.10294043989093682
momentum_given_volume,plus_momentum_volume,plus_volume,20260727,validation_paper_proxy_ic,0.01279171844643323,0.013796065940891618,-0.0010043474944583883
momentum_given_volume,plus_momentum_volume,plus_volume,20260727,validation_executable_bridge_ic,0.009374463519479959,0.00932330819296517,5.1155326514788074e-05
momentum_given_volume,plus_momentum_volume,plus_volume,20260727,historical_test_paper_proxy_ic,0.011095358860446276,0.010839456935173988,0.0002559019252722887
momentum_given_volume,plus_momentum_volume,plus_volume,20260727,historical_test_executable_bridge_ic,0.013110898842528907,0.013804269181695271,-0.0006933703391663638
momentum_given_volume,plus_momentum_volume,plus_volume,20260727,historical_test_paper_proxy_net_arr,0.22814993588938193,0.20581127594189397,0.02233865994748796
momentum_given_volume,plus_momentum_volume,plus_volume,20260727,historical_test_executable_bridge_net_arr,0.2684419282159365,0.2301597348669857,0.03828219334895078
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260723,validation_paper_proxy_ic,0.006779929131757872,0.006751460700434784,2.8468431323087733e-05
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260723,validation_executable_bridge_ic,0.009244529189812221,0.005201098151173368,0.0040434310386388535
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260723,historical_test_paper_proxy_ic,0.006878052176193715,0.006330353856770903,0.0005476983194228121
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260723,historical_test_executable_bridge_ic,0.00946857717181852,0.00752980925664798,0.0019387679151705401
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260723,historical_test_paper_proxy_net_arr,0.1542680676669439,0.09335260086037511,0.060915466806568785
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260723,historical_test_executable_bridge_net_arr,0.18333684439380526,0.09709196750843163,0.08624487688537363
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260724,validation_paper_proxy_ic,0.012638327384574884,0.007525169547780186,0.005113157836794698
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260724,validation_executable_bridge_ic,0.009966073256773714,0.002978016047485473,0.006988057209288241
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260724,historical_test_paper_proxy_ic,0.014493598999909981,0.007845196220506443,0.006648402779403538
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260724,historical_test_executable_bridge_ic,0.015798227370461323,0.007991370392032853,0.007806856978428469
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260724,historical_test_paper_proxy_net_arr,0.13945428119332548,0.17700543308869543,-0.03755115189536995
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260724,historical_test_executable_bridge_net_arr,0.1871178421387829,0.21033022174325722,-0.02321237960447431
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260725,validation_paper_proxy_ic,0.011677036829612561,0.010963636903393146,0.0007133999262194154
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260725,validation_executable_bridge_ic,0.01130946212871888,0.010339598449040801,0.0009698636796780791
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260725,historical_test_paper_proxy_ic,0.010919979045009074,0.009224889293839127,0.0016950897511699477
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260725,historical_test_executable_bridge_ic,0.013383772252114581,0.012859696269520085,0.0005240759825944959
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260725,historical_test_paper_proxy_net_arr,0.13340451099896677,0.20020182088008176,-0.06679730988111499
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260725,historical_test_executable_bridge_net_arr,0.156434006342703,0.22485603986111657,-0.06842203351841358
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260726,validation_paper_proxy_ic,0.014774834101933048,0.013750467921844908,0.0010243661800881394
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260726,validation_executable_bridge_ic,0.012128944295077918,0.012968245352375783,-0.000839301057297865
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260726,historical_test_paper_proxy_ic,0.011969457235295211,0.00975003611524332,0.0022194211200518912
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260726,historical_test_executable_bridge_ic,0.01534586351905327,0.015697472131067442,-0.00035160861201417176
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260726,historical_test_paper_proxy_net_arr,0.22128687248876178,0.2063809607913143,0.014905911697447483
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260726,historical_test_executable_bridge_net_arr,0.2758668190104623,0.25834053656406364,0.017526282446398644
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260727,validation_paper_proxy_ic,0.013723844384455541,0.01279171844643323,0.0009321259380223115
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260727,validation_executable_bridge_ic,0.011316594635922153,0.009374463519479959,0.0019421311164421941
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260727,historical_test_paper_proxy_ic,0.011662297384009394,0.011095358860446276,0.0005669385235631177
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260727,historical_test_executable_bridge_ic,0.014009231539231991,0.013110898842528907,0.0008983326967030841
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260727,historical_test_paper_proxy_net_arr,0.18679150930822153,0.22814993588938193,-0.0413584265811604
reversal_given_core,plus_core_reversal,plus_momentum_volume,20260727,historical_test_executable_bridge_net_arr,0.20485656585024214,0.2684419282159365,-0.06358536236569434
close_location_given_core,plus_core_close_location,plus_momentum_volume,20260723,validation_paper_proxy_ic,0.014465304329902158,0.006751460700434784,0.007713843629467374
close_location_given_core,plus_core_close_location,plus_momentum_volume,20260723,validation_executable_bridge_ic,0.012687811875809243,0.005201098151173368,0.0074867137246358755
close_location_given_core,plus_core_close_location,plus_momentum_volume,20260723,historical_test_paper_proxy_ic,0.010944063000636328,0.006330353856770903,0.004613709143865425
close_location_given_core,plus_core_close_location,plus_momentum_volume,20260723,historical_test_executable_bridge_ic,0.017139242420277628,0.00752980925664798,0.009609433163629649
close_location_given_core,plus_core_close_location,plus_momentum_volume,20260723,historical_test_paper_proxy_net_arr,0.23845109907295337,0.09335260086037511,0.14509849821257825
close_location_given_core,plus_core_close_location,plus_momentum_volume,20260723,historical_test_executable_bridge_net_arr,0.24132285774811257,0.09709196750843163,0.14423089023968094
