summary_id,denominator_scope,split,active_regime_dimensions,lift_vs_parent,matching_background_rate,matching_background_denominator,matching_background_status,lift_vs_matching_background,industry_regime_bucket,row_count,path_complete_denominator,metric_denominator,success_count,plus10_before_minus5_rate,wilson_lower,wilson_upper,race_ambiguous_count,race_ambiguous_rate,good_path_rate,bad_path_rate,early_failure_rate,first_minus5_hit_rate,first_plus10_hit_rate,max_gain_120d_p50,max_gain_120d_p75,max_gain_120d_p90,max_drawdown_120d_p50,max_drawdown_120d_p75,max_drawdown_120d_p90,close_return_t20_p50,close_return_t60_p50,close_return_t120_p50,max_gain50_proxy_rate,denominator_sufficiency_status
industry_regime_bucket,rps_episode_primary,train,industry_regime_bucket,0.03295364519822025,0.3727295171586781,28353,sufficient,0.04080431742778806,industry_lagging,906,759,665,275,0.41353383458646614,0.3767052657189456,0.45135563199698125,94,0.12384716732542819,0.3097744360902256,0.6,0.4857142857142857,0.8075187969924812,0.7458646616541353,0.2035560885061249,0.4356351926487236,0.7679075095479807,-0.2821889777928135,-0.214859423523028,-0.16890764999357533,0.0056923057441111,0.0,-0.0303030018416752,0.21954887218045113,sufficient
industry_regime_bucket,rps_episode_primary,train,industry_regime_bucket,-0.0027430732333727503,0.319442007369714,11398,sufficient,0.05839510878515913,industry_leading,1069,900,749,283,0.37783711615487314,0.3438210138066724,0.41309991840837246,151,0.16777777777777778,0.2363150867823765,0.7142857142857143,0.6021361815754339,0.87716955941255,0.7089452603471295,0.2090512388444676,0.456706405796949,0.785147419579749,-0.3264833293309374,-0.2665589790169312,-0.19222624061191282,-0.022711320026053902,-0.05344422168371545,-0.019880793631865998,0.22429906542056074,sufficient
industry_regime_bucket,rps_episode_primary,train,industry_regime_bucket,-0.04724685605491258,0.3186323092170466,10090,sufficient,0.01470102411628671,industry_neutral,722,588,465,155,0.3333333333333333,0.29200646523817053,0.37739137259408717,123,0.20918367346938777,0.23870967741935484,0.6645161290322581,0.5290322580645161,0.8817204301075269,0.7032258064516129,0.1947610009139906,0.3863363800701265,0.6161906789131234,-0.2983870983247826,-0.2410611458127318,-0.18496195041476649,-0.0170198712166017,-0.0522174224706414,-0.0272772213619695,0.15698924731182795,sufficient
industry_regime_bucket,rps_episode_primary,train,industry_regime_bucket,0.05079235963136197,0.35385845661735305,2501,sufficient,0.07751409240225482,industry_rebound_from_drawdown,216,174,153,66,0.43137254901960786,0.3555251776015447,0.5105816530929606,21,0.1206896551724138,0.3333333333333333,0.5490196078431373,0.42483660130718953,0.8169934640522876,0.7712418300653595,0.2224429215960359,0.4370419297742454,0.7006539271554547,-0.2991432545903689,-0.2258806024621883,-0.17100119668024866,0.0297828209964369,0.0486507302405092,-0.0133963064019655,0.20261437908496732,insufficient_rps_denominator
industry_regime_bucket,rps_episode_primary,train,industry_regime_bucket,-0.007324375434757502,0.35199372624721,16577,sufficient,0.02126208770627841,missing_industry,1049,922,860,321,0.3732558139534884,0.3415608165311358,0.40607806121199674,62,0.06724511930585683,0.2651162790697674,0.6709302325581395,0.5581395348837209,0.836046511627907,0.7465116279069768,0.25181692374260245,0.4961884422191489,0.9619940848125039,-0.3159909578118219,-0.24206119367552775,-0.191363074620111,-0.00333473678497495,-0.0190961292174668,0.00787025595105135,0.24883720930232558,sufficient
industry_regime_bucket,rps_episode_primary,train,industry_regime_bucket,0.00016961119670494407,0.3626801861450569,79293,sufficient,0.01806961443989391,thin_industry,4283,3945,3761,1432,0.38074980058495084,0.36536043369316307,0.3963825215384823,184,0.04664131812420786,0.27519276788088276,0.6370646104759372,0.5025259239563946,0.8319595852166977,0.754320659399096,0.2430555772968679,0.4822484441895043,0.830315634131259,-0.2879256936028179,-0.2191901273214016,-0.1766233364111005,0.0022189150854625,0.00616435074015805,0.02592931819481825,0.24009571922361075,sufficient
industry_regime_bucket,rps_episode_primary,validation,industry_regime_bucket,-0.028272577493204054,0.3107054484336337,21419,sufficient,-0.023310490450440424,industry_lagging,768,686,595,171,0.28739495798319326,0.2524874573434134,0.32503010381837383,91,0.1326530612244898,0.20504201680672268,0.7159663865546219,0.5445378151260504,0.9226890756302522,0.6352941176470588,0.139789341477508,0.25443422785558645,0.39784683192364845,-0.2986708136213921,-0.23510640567059427,-0.17739009791304264,-0.0150140616998957,-0.0530973631820257,-0.0722879512804824,0.058823529411764705,sufficient
industry_regime_bucket,rps_episode_primary,validation,industry_regime_bucket,-0.025850303100418193,0.2862073726356482,7243,sufficient,0.0036098597403309007,industry_leading,464,438,383,111,0.2898172323759791,0.24664685942667058,0.3371619688958761,55,0.12557077625570776,0.18798955613577023,0.6553524804177546,0.5065274151436031,0.9190600522193212,0.556135770234987,0.1167023698908482,0.1956956594306494,0.2855925153393777,-0.2364864726991936,-0.18335891360488327,-0.15457006785318478,-0.0355161643029445,-0.0333659679013239,-0.0759493780034595,0.018276762402088774,sufficient
industry_regime_bucket,rps_episode_primary,validation,industry_regime_bucket,-0.03625577077051495,0.3773057574063723,8945,sufficient,-0.09789399270048993,industry_neutral,426,397,340,95,0.27941176470588236,0.23438422106115347,0.32936821148590095,57,0.14357682619647355,0.18823529411764706,0.7,0.5411764705882353,0.8794117647058823,0.5647058823529412,0.11837750032421429,0.21656426624860092,0.34900363490144537,-0.26386072718113285,-0.2010428367029613,-0.1620498107280041,-0.0388877428101969,-0.0470242933514211,-0.0690868828929212,0.03529411764705882,sufficient
industry_regime_bucket,rps_episode_primary,validation,industry_regime_bucket,-0.048225675011281055,0.29557522123893804,1130,sufficient,-0.02813336077382178,industry_rebound_from_drawdown,103,100,86,23,0.26744186046511625,0.18532084622257783,0.36945040832893017,14,0.14,0.23255813953488372,0.686046511627907,0.627906976744186,0.9186046511627907,0.6976744186046512,0.15795908308888112,0.2821246068892116,0.4250946006063179,-0.2732326047808283,-0.24051833509292597,-0.18579147605998955,-0.033308658216385095,0.0057425911753048,-0.09760857108738555,0.08139534883720931,insufficient_rps_denominator
