input_group,input_name,input_path,status,validation_status,failure_reason
upstream_path_query,manifest,ep4/outputs/r02_family_signal_120d_path_query_v1/manifests/r02_family_signal_120d_path_query_manifest.json,present,,
upstream_path_query,validation,ep4/outputs/r02_family_signal_120d_path_query_v1/manifests/r02_family_signal_120d_path_query_validation.json,present,passed,
upstream_path_query,single_momentum_episode_audit,ep4/outputs/r02_family_signal_120d_path_query_v1/reports/episode_signals/single_momentum_rps_120d_episode_audit.csv,present,,
upstream_path_query,single_momentum_signal_path,ep4/outputs/r02_family_signal_120d_path_query_v1/reports/signals/single_momentum_rps_120d_path.csv,present,,
upstream_coverage,manifest,ep4/outputs/r02_big_winner_coverage_ratio_search_v1/manifests/r02_big_winner_coverage_manifest.json,present,,
upstream_coverage,eligible_day_density_panel,ep4/outputs/r02_big_winner_coverage_ratio_search_v1/cache/r02_eligible_day_density_panel.parquet,present,,
local_inputs,calendar,data/qlib/cn_data_pit/calendars/day.txt,present,,
local_inputs,pit_industry_membership,data/targets/pit_industry_membership.csv,present,,
