audit_item,denominator_scope,split,count,rate
membership_duplicate_instrument_date_rows,all,all,0,
missing_industry_membership_after_asof_join,rps_episode_primary,train,0,0.0
missing_industry_membership_after_asof_join,rps_episode_primary,validation,0,0.0
missing_industry_membership_after_asof_join,rps_episode_primary,robustness,0,0.0
missing_industry_membership_after_asof_join,rps_episode_primary,all,0,0.0
missing_industry_membership_after_asof_join,background_action_time,train,257774,0.4700671253535433
missing_industry_membership_after_asof_join,background_action_time,validation,45683,0.17837536020241618
missing_industry_membership_after_asof_join,background_action_time,robustness,33184,0.12927504840412476
missing_industry_membership_after_asof_join,background_action_time,all,337506,0.3063165432497656
missing_industry_membership_after_asof_join,raw_action_time_audit,train,0,0.0
missing_industry_membership_after_asof_join,raw_action_time_audit,validation,0,0.0
missing_industry_membership_after_asof_join,raw_action_time_audit,robustness,0,0.0
missing_industry_membership_after_asof_join,raw_action_time_audit,all,0,0.0
