ablation_id,ablation_type,parent_ablation_id,split,parent_metric_denominator,parent_plus10_before_minus5_rate,lift_vs_parent,denominator_shrink_vs_parent,max_gain50_proxy_retention_vs_parent,matching_background_rate,matching_background_denominator,matching_background_status,lift_vs_matching_background,denominator_sufficiency_status,row_count,path_complete_denominator,metric_denominator,success_count,plus10_before_minus5_rate,wilson_lower,wilson_upper,race_ambiguous_count,race_ambiguous_rate,good_path_rate,bad_path_rate,early_failure_rate,first_minus5_hit_rate,first_plus10_hit_rate,max_gain_120d_p50,max_gain_120d_p75,max_gain_120d_p90,max_drawdown_120d_p50,max_drawdown_120d_p75,max_drawdown_120d_p90,close_return_t20_p50,close_return_t60_p50,close_return_t120_p50,max_gain50_proxy_rate
mask_A_all_rps,rps_mask,,train,,,,,,0.3569346611610396,148212.0,sufficient,0.02364552822720628,sufficient,8245,7288,6653,2532,0.3805801893882459,0.36898537984124335,0.3923128259475569,635,0.08712952799121844,0.2717571020592214,0.6463249661806704,0.5193145949195852,0.8382684503231624,0.7441755598977905,0.2308549415414373,0.4709962439301725,0.8126206071505087,-0.2950654798719982,-0.2267276159602163,-0.1786064543445014,-0.001932878394648,-0.0073495330688416495,0.0083333250549106,0.23072298211333234
mask_A_all_rps,rps_mask,,validation,,,,,,0.3308908170464532,80791.0,sufficient,-0.015223281570055869,sufficient,4130,3865,3453,1090,0.3156675354763973,0.3003772608285207,0.3313674936924791,412,0.10659767141009055,0.21980886185925283,0.6823052418187083,0.5296843324645236,0.9006660874601795,0.6185925282363163,0.1392284073094829,0.2528926395526203,0.43668743286735334,-0.2839347257469526,-0.2181001050274662,-0.1708943835892251,-0.0223240782280027,-0.0425686316682431,-0.0788218818391824,0.07413843035041992
mask_A_all_rps,rps_mask,,robustness,,,,,,0.40253404966633277,76873.0,sufficient,-0.044867266571676834,sufficient,4207,3441,2863,1024,0.35766678309465594,0.34031096770928954,0.3754040407044444,578,0.16797442603894217,0.28326929793922456,0.5637443241355222,0.4593084177436256,0.8138316451274886,0.7383863080684596,0.197333873810132,0.34617959000523635,0.5733518725702068,-0.2477622628243073,-0.18773494005111163,-0.1450857801056093,-0.0063477488991916,-0.0028689288998015,0.0230871328346808,0.1355221795319595
mask_A_all_rps,rps_mask,,all,,,,,,0.3615157776353817,305876.0,sufficient,-0.0032769003125348584,sufficient,16582,14594,12969,4646,0.3582388773228468,0.35002980503551295,0.3665319049281992,1625,0.11134712895710566,0.2604672681008559,0.6376744544683476,0.5088287454699668,0.8494872388002159,0.7094610224381217,0.1918429007373401,0.3792373979358809,0.6660147807781612,-0.282236087224572,-0.2136849549264788,-0.16676246696595398,-0.0083614527202244,-0.0176870906296177,-0.015125996409376,0.16801603824504588
mask_B_market_non_missing,rps_mask,mask_A_all_rps,train,6653.0,0.3805801893882459,0.022096674856495968,0.21388847136630096,1.2149024981159808,0.375611918578892,112933.0,sufficient,0.027064945665849882,sufficient,6820,5864,5230,2106,0.40267686424474186,0.38946129123792844,0.41603530089052715,634,0.10811732605729878,0.2925430210325048,0.627151051625239,0.5173996175908222,0.8154875717017208,0.7887189292543021,0.27481128848136627,0.5469927767172473,0.8895551467075955,-0.2936746759751409,-0.2275302387934501,-0.17601842028434514,0.0057471668609487,0.0134653525777381,0.041292178773826,0.28030592734225623
mask_B_market_non_missing,rps_mask,mask_A_all_rps,validation,3453.0,0.3156675354763973,-0.04695352396008251,0.6982334202143063,1.3332945957293667,0.2660084380361849,24329.0,sufficient,0.002705573480129897,sufficient,1712,1454,1042,280,0.2687140115163148,0.24268405726607775,0.29644302941156264,412,0.2833562585969739,0.17178502879078694,0.7514395393474088,0.5988483685220729,0.9261036468330134,0.6238003838771593,0.13993036467064895,0.25092384415829827,0.49438370294156136,-0.30288763317105316,-0.23254447024735514,-0.18754020976505262,-0.0290878720500057,-0.0552336940474218,-0.08802236447881215,0.09884836852207293
mask_B_market_non_missing,rps_mask,mask_A_all_rps,robustness,2863.0,0.35766678309465594,0.01868505540570453,0.5155431365700314,0.7873627721329873,0.3939724798108072,36720.0,sufficient,-0.017620641310446716,sufficient,1943,1586,1387,522,0.37635183850036047,0.35123002147675186,0.4021566799156322,199,0.12547288776796975,0.3143475126171593,0.5385724585436193,0.43330930064888246,0.8002883922134102,0.802451333813987,0.2154047372299354,0.3401189288852341,0.5134176004366624,-0.2513859388473953,-0.19895120759760904,-0.15159686192339683,0.000338417229781,0.01710932030169185,0.02845594987915115,0.10670511896178803
mask_B_market_non_missing,rps_mask,mask_A_all_rps,all,12969.0,0.3582388773228468,0.0214451545350981,0.40943789035392086,1.3342815649218667,0.36385795271322574,173982.0,sufficient,0.015826079144719174,sufficient,10475,8904,7659,2908,0.3796840318579449,0.3688781521060068,0.3906105427986067,1245,0.13982479784366578,0.2800626713670192,0.6280193236714976,0.5132523828176002,0.8277843060451756,0.7687687687687688,0.2336244955208539,0.46161080502066787,0.7851895743500702,-0.2862509616454557,-0.2210604091407796,-0.1702992487005086,-0.000231496222531,0.0039406387428011,0.01869448865228855,0.224180702441572
mask_B_market_constructive_no_default_rebound_penalty,rps_mask,mask_A_all_rps,train,6653.0,0.3805801893882459,0.0235402543518492,0.24124455133022693,1.208047177067578,0.37443476349028043,107341.0,sufficient,0.02968568024981466,sufficient,6638,5682,5048,2040,0.4041204437400951,0.3906612826621784,0.41772541991142714,634,0.11158042942625836,0.29061014263074486,0.632527733755943,0.5198098256735341,0.820324881141046,0.7832805071315373,0.26965028622441123,0.5459264922486674,0.888371324563812,-0.2960251335069167,-0.2289803532859965,-0.1776698922153604,0.00582968307438055,0.007507179610064901,0.0365651105218497,0.2787242472266244
mask_B_market_constructive_no_default_rebound_penalty,rps_mask,mask_A_all_rps,validation,3453.0,0.3156675354763973,-0.10148519104803261,0.7998841587025775,0.858877532561505,0.2433977644986692,16117.0,sufficient,-0.029215420070304504,sufficient,1189,1027,691,148,0.2141823444283647,0.18521751746040516,0.24630748009744657,336,0.32716650438169426,0.11432706222865413,0.804630969609262,0.6208393632416788,0.9667149059334298,0.507959479015919,0.1021167359893451,0.19589185212909077,0.3496458693435822,-0.3026086558466372,-0.2348178284198997,-0.1854124235094044,-0.0422705212463786,-0.09950741204275396,-0.1169678672079375,0.06367583212735166
