split,group_id,metric_denominator,top1_year_share,top1_industry_share,top1_instrument_share,top5_instrument_share,concentration_warning,share_of_scope_denominator,market_regime_bucket,industry_regime_bucket
train,baseline_C_market_industry_bucket,512,0.482421875,0.30859375,0.0390625,0.146484375,False,0.07695776341500075,normal_uptrend,industry_lagging
train,baseline_C_market_industry_bucket,663,0.521870286576169,0.2971342383107089,0.03469079939668175,0.14328808446455504,True,0.09965429129715918,normal_uptrend,industry_leading
train,baseline_C_market_industry_bucket,448,0.48214285714285715,0.296875,0.022321428571428572,0.10491071428571429,False,0.06733804298812565,normal_uptrend,industry_neutral
train,baseline_C_market_industry_bucket,140,0.5714285714285714,0.3142857142857143,0.04285714285714286,0.17142857142857143,True,0.021043138433789268,normal_uptrend,industry_rebound_from_drawdown
train,baseline_C_market_industry_bucket,643,0.42457231726283046,0.17107309486780714,0.03576982892690513,0.1181959564541213,False,0.09664812866376071,normal_uptrend,missing_industry
train,baseline_C_market_industry_bucket,2357,0.4599066610097582,0.08442935935511243,0.017819261773440814,0.08230801866779805,False,0.35427626634600934,normal_uptrend,thin_industry
validation,baseline_A_rps_only,3453,0.6718795250506806,0.08774978279756733,0.008398494063133507,0.04112366058499855,True,1.0,,
validation,baseline_B_market_bucket,351,1.0,0.09116809116809117,0.019943019943019943,0.08262108262108261,True,0.10165073848827107,downtrend_low_breadth,
validation,baseline_B_market_bucket,2411,0.6163417669017005,0.08875985068436333,0.009954375777685608,0.04106180008295313,True,0.6982334202143065,missing_market_regime,
validation,baseline_B_market_bucket,65,1.0,0.15384615384615385,0.03076923076923077,0.1076923076923077,True,0.018824210831161307,normal_range,
validation,baseline_B_market_bucket,626,0.6677316293929713,0.08626198083067092,0.012779552715654952,0.054313099041533544,True,0.18129163046626123,normal_uptrend,
validation,baseline_C_market_industry_bucket,119,1.0,0.2689075630252101,0.058823529411764705,0.18487394957983194,True,0.034462785983203015,downtrend_low_breadth,industry_lagging
validation,baseline_C_market_industry_bucket,1,1.0,1.0,1.0,1.0,True,0.0002896032435563278,downtrend_low_breadth,industry_leading
validation,baseline_C_market_industry_bucket,16,1.0,0.5625,0.125,0.5,True,0.004633651896901245,downtrend_low_breadth,industry_neutral
validation,baseline_C_market_industry_bucket,30,1.0,0.5333333333333333,0.1,0.36666666666666664,True,0.008688097306689836,downtrend_low_breadth,industry_rebound_from_drawdown
validation,baseline_C_market_industry_bucket,12,1.0,1.0,0.16666666666666666,0.6666666666666666,True,0.0034752389226759338,downtrend_low_breadth,missing_industry
validation,baseline_C_market_industry_bucket,173,1.0,0.11560693641618497,0.03468208092485549,0.15028901734104047,True,0.050101361135244715,downtrend_low_breadth,thin_industry
validation,baseline_C_market_industry_bucket,286,0.5594405594405595,0.3811188811188811,0.03496503496503497,0.15384615384615385,True,0.08282652765710977,missing_market_regime,industry_lagging
validation,baseline_C_market_industry_bucket,305,0.6426229508196721,0.28524590163934427,0.03278688524590164,0.13114754098360656,True,0.08832898928467998,missing_market_regime,industry_leading
validation,baseline_C_market_industry_bucket,256,0.51171875,0.234375,0.03515625,0.140625,True,0.07413843035041992,missing_market_regime,industry_neutral
validation,baseline_C_market_industry_bucket,38,0.9210526315789473,0.2894736842105263,0.05263157894736842,0.23684210526315788,True,0.011004923255140457,missing_market_regime,industry_rebound_from_drawdown
validation,baseline_C_market_industry_bucket,559,0.8246869409660107,0.1520572450805009,0.02146690518783542,0.09123434704830054,True,0.16188821314798726,missing_market_regime,missing_industry
validation,baseline_C_market_industry_bucket,967,0.6163391933815926,0.10031023784901758,0.02481902792140641,0.10031023784901758,True,0.280046336518969,missing_market_regime,thin_industry
validation,baseline_C_market_industry_bucket,12,1.0,0.25,0.08333333333333333,0.4166666666666667,True,0.0034752389226759338,normal_range,industry_lagging
validation,baseline_C_market_industry_bucket,10,1.0,0.9,0.1,0.5,True,0.0028960324355632784,normal_range,industry_leading
validation,baseline_C_market_industry_bucket,5,1.0,0.6,0.2,1.0,True,0.0014480162177816392,normal_range,industry_neutral
validation,baseline_C_market_industry_bucket,2,1.0,0.5,0.5,1.0,True,0.0005792064871126556,normal_range,industry_rebound_from_drawdown
validation,baseline_C_market_industry_bucket,1,1.0,1.0,1.0,1.0,True,0.0002896032435563278,normal_range,missing_industry
validation,baseline_C_market_industry_bucket,35,1.0,0.14285714285714285,0.05714285714285714,0.17142857142857143,True,0.010136113524471474,normal_range,thin_industry
validation,baseline_C_market_industry_bucket,178,0.7303370786516854,0.2752808988764045,0.03932584269662921,0.15730337078651685,True,0.05154937735302635,normal_uptrend,industry_lagging
validation,baseline_C_market_industry_bucket,67,0.7164179104477612,0.373134328358209,0.05970149253731343,0.23880597014925373,True,0.019403417318273965,normal_uptrend,industry_leading
validation,baseline_C_market_industry_bucket,63,0.5873015873015873,0.25396825396825395,0.047619047619047616,0.19047619047619047,True,0.018245004344048653,normal_uptrend,industry_neutral
validation,baseline_C_market_industry_bucket,16,0.75,0.3125,0.0625,0.3125,True,0.004633651896901245,normal_uptrend,industry_rebound_from_drawdown
validation,baseline_C_market_industry_bucket,57,0.7192982456140351,0.2807017543859649,0.05263157894736842,0.24561403508771928,True,0.016507384882710686,normal_uptrend,missing_industry
validation,baseline_C_market_industry_bucket,245,0.6448979591836734,0.12244897959183673,0.02857142857142857,0.12244897959183673,True,0.07095279467130032,normal_uptrend,thin_industry
robustness,baseline_A_rps_only,2863,0.6849458609849808,0.12609151239958086,0.010129235068110374,0.046804051694027245,True,1.0,,
robustness,baseline_B_market_bucket,200,1.0,0.105,0.02,0.09,True,0.069856793573175,downtrend_low_breadth,
robustness,baseline_B_market_bucket,1476,0.6111111111111112,0.16124661246612465,0.013550135501355014,0.06029810298102981,True,0.5155431365700315,missing_market_regime,
robustness,baseline_B_market_bucket,144,1.0,0.10416666666666667,0.034722222222222224,0.125,True,0.050296891372685996,normal_range,
robustness,baseline_B_market_bucket,1043,1.0,0.10354745925215723,0.012464046021093002,0.05465004793863854,True,0.3643031784841076,normal_uptrend,
robustness,baseline_C_market_industry_bucket,33,1.0,0.5757575757575758,0.09090909090909091,0.36363636363636365,True,0.011526370939573873,downtrend_low_breadth,industry_lagging
robustness,baseline_C_market_industry_bucket,29,1.0,0.5862068965517241,0.13793103448275862,0.4482758620689655,True,0.010129235068110374,downtrend_low_breadth,industry_leading
robustness,baseline_C_market_industry_bucket,18,1.0,0.6111111111111112,0.16666666666666666,0.5,True,0.0062871114215857496,downtrend_low_breadth,industry_neutral
robustness,baseline_C_market_industry_bucket,6,1.0,0.6666666666666666,0.16666666666666666,0.8333333333333334,True,0.00209570380719525,downtrend_low_breadth,industry_rebound_from_drawdown
robustness,baseline_C_market_industry_bucket,13,1.0,0.6923076923076923,0.15384615384615385,0.5384615384615384,True,0.0045406915822563745,downtrend_low_breadth,missing_industry
robustness,baseline_C_market_industry_bucket,101,1.0,0.12871287128712872,0.039603960396039604,0.1485148514851485,True,0.035277680754453374,downtrend_low_breadth,thin_industry
robustness,baseline_C_market_industry_bucket,170,0.8588235294117647,0.28823529411764703,0.03529411764705882,0.15294117647058825,True,0.059378274537198746,missing_market_regime,industry_lagging
robustness,baseline_C_market_industry_bucket,223,0.8161434977578476,0.4484304932735426,0.04484304932735426,0.17488789237668162,True,0.07789032483409011,missing_market_regime,industry_leading
robustness,baseline_C_market_industry_bucket,135,0.9851851851851852,0.24444444444444444,0.037037037037037035,0.15555555555555556,True,0.04715333566189312,missing_market_regime,industry_neutral
robustness,baseline_C_market_industry_bucket,27,1.0,0.4444444444444444,0.07407407407407407,0.3333333333333333,True,0.009430667132378624,missing_market_regime,industry_rebound_from_drawdown
robustness,baseline_C_market_industry_bucket,471,0.7091295116772823,0.22929936305732485,0.025477707006369428,0.12101910828025478,True,0.1645127488648271,missing_market_regime,missing_industry
robustness,baseline_C_market_industry_bucket,450,0.6155555555555555,0.13111111111111112,0.044444444444444446,0.16444444444444445,True,0.15717778553964373,missing_market_regime,thin_industry
robustness,baseline_C_market_industry_bucket,13,1.0,0.3076923076923077,0.15384615384615385,0.46153846153846156,True,0.0045406915822563745,normal_range,industry_lagging
robustness,baseline_C_market_industry_bucket,22,1.0,0.5,0.09090909090909091,0.4090909090909091,True,0.007684247293049249,normal_range,industry_leading
robustness,baseline_C_market_industry_bucket,4,1.0,1.0,0.5,1.0,True,0.0013971358714634998,normal_range,industry_neutral
robustness,baseline_C_market_industry_bucket,12,1.0,0.5,0.16666666666666666,0.5,True,0.0041914076143905,normal_range,industry_rebound_from_drawdown
robustness,baseline_C_market_industry_bucket,9,1.0,0.7777777777777778,0.1111111111111111,0.5555555555555556,True,0.0031435557107928748,normal_range,missing_industry
robustness,baseline_C_market_industry_bucket,84,1.0,0.17857142857142858,0.05952380952380952,0.20238095238095238,True,0.029339853300733496,normal_range,thin_industry
robustness,baseline_C_market_industry_bucket,145,1.0,0.38620689655172413,0.041379310344827586,0.1793103448275862,True,0.050646175340551866,normal_uptrend,industry_lagging
robustness,baseline_C_market_industry_bucket,182,1.0,0.3076923076923077,0.04945054945054945,0.17032967032967034,True,0.06356968215158924,normal_uptrend,industry_leading
robustness,baseline_C_market_industry_bucket,126,1.0,0.40476190476190477,0.05555555555555555,0.20634920634920634,True,0.044009779951100246,normal_uptrend,industry_neutral
robustness,baseline_C_market_industry_bucket,19,1.0,0.7894736842105263,0.10526315789473684,0.3157894736842105,True,0.006636395389451624,normal_uptrend,industry_rebound_from_drawdown
robustness,baseline_C_market_industry_bucket,146,1.0,0.3561643835616438,0.0410958904109589,0.1917808219178082,True,0.05099545930841774,normal_uptrend,missing_industry
robustness,baseline_C_market_industry_bucket,425,1.0,0.0988235294117647,0.02823529411764706,0.10352941176470588,True,0.14844568634299685,normal_uptrend,thin_industry
all,baseline_A_rps_only,12969,0.17888811781941552,0.1040943789035392,0.008173336417611227,0.03770529724728198,False,1.0,,
all,baseline_B_market_bucket,733,0.47885402455661663,0.08867667121418826,0.013642564802182811,0.061391541609822645,False,0.056519392397254994,downtrend_low_breadth,
all,baseline_B_market_bucket,5310,0.27984934086629004,0.09642184557438795,0.008662900188323917,0.04124293785310734,False,0.40943789035392086,missing_market_regime,
all,baseline_B_market_bucket,494,0.37044534412955465,0.08097165991902834,0.018218623481781375,0.07692307692307693,False,0.03809083198396176,normal_range,
all,baseline_B_market_bucket,6432,0.3306902985074627,0.11722636815920398,0.009017412935323384,0.04291044776119403,False,0.4959518852648624,normal_uptrend,
all,baseline_C_market_industry_bucket,160,0.74375,0.225,0.05,0.15,True,0.012337111573752795,downtrend_low_breadth,industry_lagging
all,baseline_C_market_industry_bucket,57,0.5087719298245614,0.47368421052631576,0.08771929824561403,0.3333333333333333,True,0.004395095998149434,downtrend_low_breadth,industry_leading
all,baseline_C_market_industry_bucket,38,0.47368421052631576,0.3684210526315789,0.07894736842105263,0.34210526315789475,True,0.002930063998766289,downtrend_low_breadth,industry_neutral
all,baseline_C_market_industry_bucket,36,0.8333333333333334,0.5555555555555556,0.08333333333333333,0.3333333333333333,True,0.002775850104094379,downtrend_low_breadth,industry_rebound_from_drawdown
all,baseline_C_market_industry_bucket,29,0.4482758620689655,0.5517241379310345,0.10344827586206896,0.3793103448275862,True,0.0022361014727426943,downtrend_low_breadth,missing_industry
all,baseline_C_market_industry_bucket,413,0.4188861985472155,0.09685230024213075,0.024213075060532687,0.09927360774818401,False,0.0318451692497494,downtrend_low_breadth,thin_industry
all,baseline_C_market_industry_bucket,558,0.2867383512544803,0.2114695340501792,0.025089605734767026,0.10215053763440861,False,0.04302567661346287,missing_market_regime,industry_lagging
all,baseline_C_market_industry_bucket,574,0.34146341463414637,0.28222996515679444,0.02264808362369338,0.0975609756097561,False,0.044259387770838154,missing_market_regime,industry_leading
all,baseline_C_market_industry_bucket,401,0.3316708229426434,0.19950124688279303,0.02743142144638404,0.11471321695760599,False,0.030919885881717943,missing_market_regime,industry_neutral
all,baseline_C_market_industry_bucket,72,0.4861111111111111,0.2777777777777778,0.041666666666666664,0.18055555555555555,True,0.005551700208188758,missing_market_regime,industry_rebound_from_drawdown
all,baseline_C_market_industry_bucket,1220,0.3778688524590164,0.1360655737704918,0.018032786885245903,0.07950819672131147,False,0.09407047574986506,missing_market_regime,missing_industry
all,baseline_C_market_industry_bucket,2485,0.2925553319919517,0.06720321931589537,0.016901408450704224,0.0772635814889336,False,0.1916107641298481,missing_market_regime,thin_industry
all,baseline_C_market_industry_bucket,68,0.36764705882352944,0.27941176470588236,0.04411764705882353,0.17647058823529413,True,0.005243272418844938,normal_range,industry_lagging
all,baseline_C_market_industry_bucket,45,0.4888888888888889,0.35555555555555557,0.06666666666666667,0.24444444444444444,True,0.0034698126301179735,normal_range,industry_leading
all,baseline_C_market_industry_bucket,12,0.4166666666666667,0.5833333333333334,0.16666666666666666,0.5,True,0.0009252833680314596,normal_range,industry_neutral
all,baseline_C_market_industry_bucket,20,0.6,0.4,0.1,0.35,True,0.0015421389467190994,normal_range,industry_rebound_from_drawdown
all,baseline_C_market_industry_bucket,33,0.36363636363636365,0.42424242424242425,0.09090909090909091,0.36363636363636365,True,0.002544529262086514,normal_range,missing_industry
all,baseline_C_market_industry_bucket,316,0.4462025316455696,0.08544303797468354,0.028481012658227847,0.11392405063291139,False,0.02436579535816177,normal_range,thin_industry
all,baseline_C_market_industry_bucket,835,0.2958083832335329,0.24311377245508983,0.023952095808383235,0.10538922155688622,False,0.0643843010255224,normal_uptrend,industry_lagging
all,baseline_C_market_industry_bucket,912,0.3793859649122807,0.22807017543859648,0.027412280701754384,0.10964912280701754,False,0.07032153597039094,normal_uptrend,industry_leading
all,baseline_C_market_industry_bucket,637,0.3390894819466248,0.22762951334379905,0.01726844583987441,0.07849293563579278,False,0.04911712545300331,normal_uptrend,industry_neutral
all,baseline_C_market_industry_bucket,175,0.45714285714285713,0.2914285714285714,0.03428571428571429,0.15428571428571428,True,0.01349371578379212,normal_uptrend,industry_rebound_from_drawdown
all,baseline_C_market_industry_bucket,846,0.32269503546099293,0.15839243498817968,0.027186761229314422,0.1016548463356974,False,0.0652324774462179,normal_uptrend,missing_industry
all,baseline_C_market_industry_bucket,3027,0.3581103402708953,0.07565246118268913,0.01684836471754212,0.07168814007267922,False,0.2334027295859357,normal_uptrend,thin_industry
