summary_id,denominator_scope,split,active_regime_dimensions,lift_vs_parent,matching_background_rate,matching_background_denominator,matching_background_status,lift_vs_matching_background,row_count,path_complete_denominator,metric_denominator,success_count,plus10_before_minus5_rate,wilson_lower,wilson_upper,race_ambiguous_count,race_ambiguous_rate,good_path_rate,bad_path_rate,early_failure_rate,first_minus5_hit_rate,first_plus10_hit_rate,max_gain_120d_p50,max_gain_120d_p75,max_gain_120d_p90,max_drawdown_120d_p50,max_drawdown_120d_p75,max_drawdown_120d_p90,close_return_t20_p50,close_return_t60_p50,close_return_t120_p50,max_gain50_proxy_rate,denominator_sufficiency_status,market_regime_bucket,industry_regime_bucket
baseline_A_rps_only,rps_episode_primary,train,none,0.0,0.3569346611610396,148212,sufficient,0.02364552822720628,8245,7288,6653,2532,0.3805801893882459,0.36898537984124335,0.3923128259475569,635,0.08712952799121844,0.2717571020592214,0.6463249661806704,0.5193145949195852,0.8382684503231624,0.7441755598977905,0.2308549415414373,0.4709962439301725,0.8126206071505087,-0.2950654798719982,-0.2267276159602163,-0.1786064543445014,-0.001932878394648,-0.0073495330688416495,0.0083333250549106,0.23072298211333234,sufficient,,
baseline_A_rps_only,rps_episode_primary,validation,none,0.0,0.3308908170464532,80791,sufficient,-0.015223281570055869,4130,3865,3453,1090,0.3156675354763973,0.3003772608285207,0.3313674936924791,412,0.10659767141009055,0.21980886185925283,0.6823052418187083,0.5296843324645236,0.9006660874601795,0.6185925282363163,0.1392284073094829,0.2528926395526203,0.43668743286735334,-0.2839347257469526,-0.2181001050274662,-0.1708943835892251,-0.0223240782280027,-0.0425686316682431,-0.0788218818391824,0.07413843035041992,sufficient,,
baseline_A_rps_only,rps_episode_primary,robustness,none,0.0,0.40253404966633277,76873,sufficient,-0.044867266571676834,4207,3441,2863,1024,0.35766678309465594,0.34031096770928954,0.3754040407044444,578,0.16797442603894217,0.28326929793922456,0.5637443241355222,0.4593084177436256,0.8138316451274886,0.7383863080684596,0.197333873810132,0.34617959000523635,0.5733518725702068,-0.2477622628243073,-0.18773494005111163,-0.1450857801056093,-0.0063477488991916,-0.0028689288998015,0.0230871328346808,0.1355221795319595,sufficient,,
baseline_A_rps_only,rps_episode_primary,all,none,0.0,0.3615157776353817,305876,sufficient,-0.0032769003125348584,16582,14594,12969,4646,0.3582388773228468,0.35002980503551295,0.3665319049281992,1625,0.11134712895710566,0.2604672681008559,0.6376744544683476,0.5088287454699668,0.8494872388002159,0.7094610224381217,0.1918429007373401,0.3792373979358809,0.6660147807781612,-0.282236087224572,-0.2136849549264788,-0.16676246696595398,-0.0083614527202244,-0.0176870906296177,-0.015125996409376,0.16801603824504588,sufficient,,
baseline_B_market_bucket,rps_episode_primary,train,market_regime_bucket,-0.017942826750883267,0.4082618025751073,5592,sufficient,-0.045624439937744676,182,182,182,66,0.3626373626373626,0.29629802079568407,0.4346554471910173,0,0.0,0.34615384615384615,0.47802197802197804,0.45054945054945056,0.6813186813186813,0.9395604395604396,0.37287141770742527,0.576326167091304,0.919587481410531,-0.24969686695676466,-0.1931463909753528,-0.1557712166227799,0.0,0.1358994939607616,0.10957594960757294,0.3241758241758242,insufficient_rps_denominator,downtrend_low_breadth,
baseline_B_market_bucket,rps_episode_primary,train,market_regime_bucket,-0.08121265600806316,0.2758014682955866,35279,sufficient,0.023566065084596133,1425,1424,1423,426,0.29936753338018274,0.27613820166317404,0.3236771832416493,1,0.0007022471910112359,0.19536191145467321,0.7167955024595924,0.5263527758257203,0.9219957835558679,0.5804638088545326,0.1239317140635687,0.24206508673292054,0.3993565385344949,-0.2997512262247153,-0.2259532943830373,-0.1874337400324112,-0.0239361474461661,-0.0653465195457534,-0.0946023914145176,0.04848910751932537,sufficient,missing_market_regime,
baseline_B_market_bucket,rps_episode_primary,train,market_regime_bucket,0.2650338456994734,0.5628861660906901,9549,sufficient,0.08272786899702922,285,285,285,184,0.6456140350877193,0.5884810626375124,0.6988738078816966,0,0.0,0.5894736842105263,0.28771929824561404,0.24561403508771928,0.5368421052631579,0.9368421052631579,0.3763440639686832,0.6643893857922074,1.0219691557618247,-0.2312338455472214,-0.1752208226195797,-0.1498010350212627,0.0725608107636006,0.1274828961636862,0.17860366743641104,0.37894736842105264,sufficient,normal_range,
baseline_B_market_bucket,rps_episode_primary,train,market_regime_bucket,0.009090186425317004,0.36315854057591623,97792,sufficient,0.026511835237646664,6353,5397,4763,1856,0.3896703758135629,0.37591493585754765,0.40360363863684834,634,0.11747267000185288,0.2727272727272727,0.653159773252152,0.5362166701658618,0.8372874238925048,0.7740919588494646,0.262729124631835,0.5359282174463156,0.879094740077984,-0.2995658090498312,-0.2326935273123256,-0.180846500753154,0.0002385664893727,0.0,0.028778946973056448,0.2727272727272727,sufficient,normal_uptrend,
baseline_B_market_bucket,rps_episode_primary,validation,market_regime_bucket,0.060400840591978755,0.3105211885046274,8212,sufficient,0.06554718756374867,523,427,351,132,0.37606837606837606,0.3269919212082594,0.4278281601623276,76,0.17798594847775176,0.2849002849002849,0.6467236467236467,0.5555555555555556,0.8461538461538461,0.8518518518518519,0.2267441538103611,0.37999129078002003,0.6544458019866881,-0.305121699465981,-0.23111063333607385,-0.1879017420546492,0.0051915236883124,0.0374901865042891,-0.0137102199529829,0.16809116809116809,sufficient,downtrend_low_breadth,
baseline_B_market_bucket,rps_episode_primary,validation,market_regime_bucket,0.02029264702049194,0.3594984237186072,56462,sufficient,-0.023538241221717937,2418,2411,2411,810,0.33596018249688925,0.31738089329282076,0.3550613711420913,0,0.0,0.24056408129406884,0.6524263790958109,0.4997926171712982,0.8896723351306511,0.6163417669017005,0.1387921830602845,0.25403771975388684,0.4209081377539658,-0.2734227847523819,-0.2116505111462766,-0.1670030028712237,-0.020655988965510602,-0.0386665897738464,-0.0761387947442903,0.06345914558274575,sufficient,missing_market_regime,
