same_day_bundle_key,same_day_family_count,context_bucket_id,split,year,checkpoint,survival_definition_version,pre_checkpoint_row_count,survivor_count,non_survivor_count,survivor_rate,survivor_label_denominator_count,survivor_P_good,survivor_P_bad,survivor_P_neutral,survivor_EV_R_diagnostic,non_survivor_label_denominator_count,non_survivor_P_good,non_survivor_P_bad,non_survivor_P_neutral,non_survivor_EV_R_diagnostic,survival_lift_good_vs_pre_checkpoint,survival_lift_bad_vs_pre_checkpoint,sample_sufficiency_status
momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,5,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2020|family_count=5|risk=na,train,2020,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,634,372,262,0.5867507886435331,371,0.5714285714285714,0.42318059299191374,0.005390835579514825,,261,0.0,1.0,0.0,,0.23598553345388784,-0.23821181207137737,sufficient
momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,5,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=train|year=2021|family_count=5|risk=na,train,2021,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,824,397,427,0.4817961165048544,184,0.42391304347826086,0.5706521739130435,0.005434782608695652,,213,0.0,1.0,0.0,,0.22743949184098128,-0.2303553827620195,sufficient
momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,5,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=validation|year=2022|family_count=5|risk=na,validation,2022,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,464,293,171,0.6314655172413793,293,0.4641638225255973,0.5290102389078498,0.006825938566552901,,171,0.0,1.0,0.0,,0.17106037424973525,-0.1735759679887019,sufficient
momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,5,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|split=validation|year=2023|family_count=5|risk=na,validation,2023,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,357,254,103,0.711484593837535,174,0.41379310344827586,0.5747126436781609,0.011494252873563218,,81,0.0,1.0,0.0,,0.13144016227180527,-0.1350912778904666,sufficient
momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,6,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=robustness|year=2024|family_count=6|risk=na,robustness,2024,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,68,41,27,0.6029411764705882,41,0.4878048780487805,0.4878048780487805,0.024390243902439025,,27,0.0,1.0,0.0,,0.19368723098995694,-0.2033715925394548,thin_bucket_report_only
momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,6,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=robustness|year=2025|family_count=6|risk=na,robustness,2025,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,128,86,42,0.671875,29,0.4482758620689655,0.5517241379310345,0.0,,11,0.0,1.0,0.0,,0.12327586206896551,-0.12327586206896557,too_sparse_use_fallback
momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,6,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2017|family_count=6|risk=na,train,2017,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,17,11,6,0.6470588235294118,11,0.5454545454545454,0.45454545454545453,0.0,,6,0.0,1.0,0.0,,0.19251336898395716,-0.19251336898395727,too_sparse_use_fallback
momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,6,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2018|family_count=6|risk=na,train,2018,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,45,31,14,0.6888888888888889,31,0.2903225806451613,0.6451612903225806,0.06451612903225806,,14,0.0,1.0,0.0,,0.0903225806451613,-0.11039426523297491,too_sparse_use_fallback
momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,6,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2019|family_count=6|risk=na,train,2019,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,70,46,24,0.6571428571428571,46,0.6304347826086957,0.3695652173913043,0.0,,24,0.0,1.0,0.0,,0.21614906832298136,-0.21614906832298142,thin_bucket_report_only
momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,6,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2020|family_count=6|risk=na,train,2020,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,82,43,39,0.524390243902439,43,0.6046511627906976,0.3953488372093023,0.0,,39,0.0,1.0,0.0,,0.2875779920589903,-0.28757799205899043,thin_bucket_report_only
momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,6,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2021|family_count=6|risk=na,train,2021,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,133,75,58,0.5639097744360902,38,0.42105263157894735,0.5526315789473685,0.02631578947368421,,26,0.0,1.0,0.0,,0.17105263157894735,-0.18174342105263153,thin_bucket_report_only
momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,6,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=validation|year=2022|family_count=6|risk=na,validation,2022,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,104,75,29,0.7211538461538461,75,0.48,0.5066666666666667,0.013333333333333334,,28,0.0,1.0,0.0,,0.13048543689320385,-0.13411003236245955,thin_bucket_report_only
momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,6,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=validation|year=2023|family_count=6|risk=na,validation,2023,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,93,70,23,0.7526881720430108,48,0.3541666666666667,0.6458333333333334,0.0,,17,0.0,1.0,0.0,,0.09262820512820513,-0.09262820512820513,thin_bucket_report_only
momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money,5,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|split=robustness|year=2024|family_count=5|risk=na,robustness,2024,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,29,12,17,0.41379310344827586,12,0.5,0.5,0.0,,17,0.0,1.0,0.0,,0.2931034482758621,-0.2931034482758621,too_sparse_use_fallback
momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money,5,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|split=robustness|year=2025|family_count=5|risk=na,robustness,2025,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,31,20,11,0.6451612903225806,13,0.5384615384615384,0.46153846153846156,0.0,,1,0.0,1.0,0.0,,0.038461538461538436,-0.038461538461538436,too_sparse_use_fallback
momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money,5,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|split=train|year=2017|family_count=5|risk=na,train,2017,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,1,0,1.0,1,0.0,0.0,1.0,,0,,,,,0.0,0.0,too_sparse_use_fallback
momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money,5,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|split=train|year=2018|family_count=5|risk=na,train,2018,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,13,12,1,0.9230769230769231,12,0.25,0.75,0.0,,1,0.0,1.0,0.0,,0.019230769230769218,-0.019230769230769273,too_sparse_use_fallback
momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money,5,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|split=train|year=2019|family_count=5|risk=na,train,2019,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,19,16,3,0.8421052631578947,16,0.75,0.25,0.0,,3,0.0,1.0,0.0,,0.11842105263157898,-0.11842105263157893,too_sparse_use_fallback
momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money,5,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|split=train|year=2020|family_count=5|risk=na,train,2020,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,41,31,10,0.7560975609756098,31,0.5806451612903226,0.41935483870967744,0.0,,10,0.0,1.0,0.0,,0.14162077104642018,-0.14162077104642018,too_sparse_use_fallback
momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money,5,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|split=train|year=2021|family_count=5|risk=na,train,2021,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,77,46,31,0.5974025974025974,26,0.5,0.5,0.0,,16,0.0,1.0,0.0,,0.19047619047619047,-0.19047619047619047,too_sparse_use_fallback
momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money,5,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|split=validation|year=2022|family_count=5|risk=na,validation,2022,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,31,21,10,0.6774193548387096,21,0.3333333333333333,0.6666666666666666,0.0,,10,0.0,1.0,0.0,,0.1075268817204301,-0.10752688172043012,too_sparse_use_fallback
momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money,5,bundle=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|split=validation|year=2023|family_count=5|risk=na,validation,2023,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,19,14,5,0.7368421052631579,9,0.2222222222222222,0.7777777777777778,0.0,,3,0.0,1.0,0.0,,0.05555555555555555,-0.05555555555555558,too_sparse_use_fallback
momentum_rps|price_trend|pullback_drawdown|volatility_band,4,bundle=momentum_rps|price_trend|pullback_drawdown|volatility_band|split=robustness|year=2024|family_count=4|risk=na,robustness,2024,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,0,1,0.0,0,,,,,1,0.0,1.0,0.0,,,,too_sparse_use_fallback
momentum_rps|price_trend|pullback_drawdown|volatility_band,4,bundle=momentum_rps|price_trend|pullback_drawdown|volatility_band|split=robustness|year=2025|family_count=4|risk=na,robustness,2025,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,2,2,0,1.0,0,,,,,0,,,,,,,unusable
momentum_rps|price_trend|pullback_drawdown|volatility_band,4,bundle=momentum_rps|price_trend|pullback_drawdown|volatility_band|split=train|year=2017|family_count=4|risk=na,train,2017,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,0,1,0.0,0,,,,,1,0.0,1.0,0.0,,,,too_sparse_use_fallback
momentum_rps|price_trend|pullback_drawdown|volatility_band,4,bundle=momentum_rps|price_trend|pullback_drawdown|volatility_band|split=train|year=2019|family_count=4|risk=na,train,2019,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,0,1,0.0,0,,,,,1,0.0,1.0,0.0,,,,too_sparse_use_fallback
momentum_rps|price_trend|pullback_drawdown|volatility_band,4,bundle=momentum_rps|price_trend|pullback_drawdown|volatility_band|split=train|year=2020|family_count=4|risk=na,train,2020,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,3,1,2,0.3333333333333333,1,0.0,1.0,0.0,,2,0.0,1.0,0.0,,0.0,0.0,too_sparse_use_fallback
momentum_rps|price_trend|pullback_drawdown|volatility_band,4,bundle=momentum_rps|price_trend|pullback_drawdown|volatility_band|split=train|year=2021|family_count=4|risk=na,train,2021,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,1,0,1.0,1,1.0,0.0,0.0,,0,,,,,0.0,0.0,too_sparse_use_fallback
momentum_rps|price_trend|pullback_drawdown|volatility_band,4,bundle=momentum_rps|price_trend|pullback_drawdown|volatility_band|split=validation|year=2023|family_count=4|risk=na,validation,2023,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,4,4,0,1.0,2,1.0,0.0,0.0,,0,,,,,0.0,0.0,too_sparse_use_fallback
momentum_rps|price_trend|pullback_drawdown|volume_money,4,bundle=momentum_rps|price_trend|pullback_drawdown|volume_money|split=robustness|year=2024|family_count=4|risk=na,robustness,2024,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,17,6,11,0.35294117647058826,6,0.8333333333333334,0.16666666666666666,0.0,,11,0.0,1.0,0.0,,0.5392156862745099,-0.5392156862745099,too_sparse_use_fallback
momentum_rps|price_trend|pullback_drawdown|volume_money,4,bundle=momentum_rps|price_trend|pullback_drawdown|volume_money|split=robustness|year=2025|family_count=4|risk=na,robustness,2025,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,14,6,8,0.42857142857142855,1,0.0,1.0,0.0,,1,0.0,1.0,0.0,,0.0,0.0,too_sparse_use_fallback
momentum_rps|price_trend|pullback_drawdown|volume_money,4,bundle=momentum_rps|price_trend|pullback_drawdown|volume_money|split=train|year=2017|family_count=4|risk=na,train,2017,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,1,0,1.0,1,1.0,0.0,0.0,,0,,,,,0.0,0.0,too_sparse_use_fallback
momentum_rps|price_trend|pullback_drawdown|volume_money,4,bundle=momentum_rps|price_trend|pullback_drawdown|volume_money|split=train|year=2018|family_count=4|risk=na,train,2018,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,7,5,2,0.7142857142857143,5,0.6,0.4,0.0,,2,0.0,1.0,0.0,,0.17142857142857143,-0.17142857142857137,too_sparse_use_fallback
momentum_rps|price_trend|pullback_drawdown|volume_money,4,bundle=momentum_rps|price_trend|pullback_drawdown|volume_money|split=train|year=2019|family_count=4|risk=na,train,2019,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,9,1,8,0.1111111111111111,1,1.0,0.0,0.0,,8,0.0,1.0,0.0,,0.8888888888888888,-0.8888888888888888,too_sparse_use_fallback
momentum_rps|price_trend|pullback_drawdown|volume_money,4,bundle=momentum_rps|price_trend|pullback_drawdown|volume_money|split=train|year=2020|family_count=4|risk=na,train,2020,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,30,14,16,0.4666666666666667,14,0.21428571428571427,0.7857142857142857,0.0,,16,0.0,1.0,0.0,,0.11428571428571427,-0.11428571428571432,too_sparse_use_fallback
momentum_rps|price_trend|pullback_drawdown|volume_money,4,bundle=momentum_rps|price_trend|pullback_drawdown|volume_money|split=train|year=2021|family_count=4|risk=na,train,2021,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,35,17,18,0.4857142857142857,7,0.7142857142857143,0.2857142857142857,0.0,,11,0.0,1.0,0.0,,0.4365079365079365,-0.4365079365079365,too_sparse_use_fallback
momentum_rps|price_trend|pullback_drawdown|volume_money,4,bundle=momentum_rps|price_trend|pullback_drawdown|volume_money|split=validation|year=2022|family_count=4|risk=na,validation,2022,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,18,9,9,0.5,9,0.8888888888888888,0.1111111111111111,0.0,,9,0.0,1.0,0.0,,0.4444444444444444,-0.4444444444444445,too_sparse_use_fallback
momentum_rps|price_trend|pullback_drawdown|volume_money,4,bundle=momentum_rps|price_trend|pullback_drawdown|volume_money|split=validation|year=2023|family_count=4|risk=na,validation,2023,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,16,14,2,0.875,9,0.5555555555555556,0.4444444444444444,0.0,,1,0.0,1.0,0.0,,0.05555555555555558,-0.05555555555555558,too_sparse_use_fallback
momentum_rps|price_trend|range_breakout,3,bundle=momentum_rps|price_trend|range_breakout|split=robustness|year=2024|family_count=3|risk=na,robustness,2024,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,21,17,4,0.8095238095238095,17,0.17647058823529413,0.7647058823529411,0.058823529411764705,,4,0.0,1.0,0.0,,0.03361344537815128,-0.04481792717086841,too_sparse_use_fallback
momentum_rps|price_trend|range_breakout,3,bundle=momentum_rps|price_trend|range_breakout|split=robustness|year=2025|family_count=3|risk=na,robustness,2025,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,23,18,5,0.782608695652174,5,0.6,0.4,0.0,,0,,,,,0.0,0.0,too_sparse_use_fallback
momentum_rps|price_trend|range_breakout,3,bundle=momentum_rps|price_trend|range_breakout|split=train|year=2017|family_count=3|risk=na,train,2017,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,8,4,4,0.5,4,0.5,0.5,0.0,,4,0.0,1.0,0.0,,0.25,-0.25,too_sparse_use_fallback
momentum_rps|price_trend|range_breakout,3,bundle=momentum_rps|price_trend|range_breakout|split=train|year=2018|family_count=3|risk=na,train,2018,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,26,15,11,0.5769230769230769,15,0.4,0.6,0.0,,11,0.0,1.0,0.0,,0.16923076923076924,-0.1692307692307693,too_sparse_use_fallback
momentum_rps|price_trend|range_breakout,3,bundle=momentum_rps|price_trend|range_breakout|split=train|year=2019|family_count=3|risk=na,train,2019,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,18,14,4,0.7777777777777778,14,0.7142857142857143,0.2857142857142857,0.0,,4,0.0,1.0,0.0,,0.15873015873015872,-0.15873015873015872,too_sparse_use_fallback
momentum_rps|price_trend|range_breakout,3,bundle=momentum_rps|price_trend|range_breakout|split=train|year=2020|family_count=3|risk=na,train,2020,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,52,39,13,0.75,39,0.5641025641025641,0.38461538461538464,0.05128205128205128,,13,0.0,1.0,0.0,,0.14102564102564102,-0.1538461538461538,thin_bucket_report_only
momentum_rps|price_trend|range_breakout,3,bundle=momentum_rps|price_trend|range_breakout|split=train|year=2021|family_count=3|risk=na,train,2021,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,94,58,36,0.6170212765957447,26,0.6153846153846154,0.38461538461538464,0.0,,12,0.0,1.0,0.0,,0.19433198380566807,-0.19433198380566802,too_sparse_use_fallback
momentum_rps|price_trend|range_breakout,3,bundle=momentum_rps|price_trend|range_breakout|split=validation|year=2022|family_count=3|risk=na,validation,2022,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,73,43,30,0.589041095890411,43,0.32558139534883723,0.6744186046511628,0.0,,30,0.0,1.0,0.0,,0.13380057343102902,-0.13380057343102902,thin_bucket_report_only
momentum_rps|price_trend|range_breakout,3,bundle=momentum_rps|price_trend|range_breakout|split=validation|year=2023|family_count=3|risk=na,validation,2023,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,32,26,6,0.8125,18,0.16666666666666666,0.8333333333333334,0.0,,2,0.0,1.0,0.0,,0.016666666666666663,-0.016666666666666607,too_sparse_use_fallback
momentum_rps|price_trend|range_breakout|volatility_band,4,bundle=momentum_rps|price_trend|range_breakout|volatility_band|split=robustness|year=2024|family_count=4|risk=na,robustness,2024,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,30,23,7,0.7666666666666667,23,0.5652173913043478,0.34782608695652173,0.08695652173913043,,7,0.0,1.0,0.0,,0.13188405797101443,-0.15217391304347827,too_sparse_use_fallback
momentum_rps|price_trend|range_breakout|volatility_band,4,bundle=momentum_rps|price_trend|range_breakout|volatility_band|split=robustness|year=2025|family_count=4|risk=na,robustness,2025,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,34,24,10,0.7058823529411765,10,0.5,0.4,0.1,,3,0.0,1.0,0.0,,0.11538461538461536,-0.1384615384615384,too_sparse_use_fallback
momentum_rps|price_trend|range_breakout|volatility_band,4,bundle=momentum_rps|price_trend|range_breakout|volatility_band|split=train|year=2017|family_count=4|risk=na,train,2017,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,7,6,1,0.8571428571428571,6,0.6666666666666666,0.3333333333333333,0.0,,1,0.0,1.0,0.0,,0.09523809523809523,-0.09523809523809523,too_sparse_use_fallback
momentum_rps|price_trend|range_breakout|volatility_band,4,bundle=momentum_rps|price_trend|range_breakout|volatility_band|split=train|year=2018|family_count=4|risk=na,train,2018,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,19,14,5,0.7368421052631579,14,0.2857142857142857,0.6428571428571429,0.07142857142857142,,5,0.0,1.0,0.0,,0.07518796992481203,-0.09398496240601495,too_sparse_use_fallback
momentum_rps|price_trend|range_breakout|volatility_band,4,bundle=momentum_rps|price_trend|range_breakout|volatility_band|split=train|year=2019|family_count=4|risk=na,train,2019,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,21,17,4,0.8095238095238095,17,0.4117647058823529,0.5882352941176471,0.0,,4,0.0,1.0,0.0,,0.0784313725490196,-0.07843137254901955,too_sparse_use_fallback
momentum_rps|price_trend|range_breakout|volatility_band,4,bundle=momentum_rps|price_trend|range_breakout|volatility_band|split=train|year=2020|family_count=4|risk=na,train,2020,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,31,24,7,0.7741935483870968,24,0.6666666666666666,0.3333333333333333,0.0,,7,0.0,1.0,0.0,,0.15053763440860213,-0.15053763440860218,too_sparse_use_fallback
momentum_rps|price_trend|range_breakout|volatility_band,4,bundle=momentum_rps|price_trend|range_breakout|volatility_band|split=train|year=2021|family_count=4|risk=na,train,2021,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,63,43,20,0.6825396825396826,16,0.5625,0.4375,0.0,,10,0.0,1.0,0.0,,0.21634615384615385,-0.21634615384615385,too_sparse_use_fallback
momentum_rps|price_trend|range_breakout|volatility_band,4,bundle=momentum_rps|price_trend|range_breakout|volatility_band|split=validation|year=2022|family_count=4|risk=na,validation,2022,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,54,36,18,0.6666666666666666,36,0.4444444444444444,0.5555555555555556,0.0,,18,0.0,1.0,0.0,,0.14814814814814814,-0.14814814814814814,thin_bucket_report_only
momentum_rps|price_trend|range_breakout|volatility_band,4,bundle=momentum_rps|price_trend|range_breakout|volatility_band|split=validation|year=2023|family_count=4|risk=na,validation,2023,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,27,20,7,0.7407407407407407,5,0.4,0.6,0.0,,6,0.0,1.0,0.0,,0.2181818181818182,-0.21818181818181825,too_sparse_use_fallback
momentum_rps|price_trend|range_breakout|volatility_band|volume_money,5,bundle=momentum_rps|price_trend|range_breakout|volatility_band|volume_money|split=robustness|year=2024|family_count=5|risk=na,robustness,2024,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,62,44,18,0.7096774193548387,44,0.4090909090909091,0.5909090909090909,0.0,,18,0.0,1.0,0.0,,0.1187683284457478,-0.1187683284457478,thin_bucket_report_only
momentum_rps|price_trend|range_breakout|volatility_band|volume_money,5,bundle=momentum_rps|price_trend|range_breakout|volatility_band|volume_money|split=robustness|year=2025|family_count=5|risk=na,robustness,2025,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,62,49,13,0.7903225806451613,17,0.4117647058823529,0.5882352941176471,0.0,,7,0.0,1.0,0.0,,0.12009803921568624,-0.12009803921568629,too_sparse_use_fallback
momentum_rps|price_trend|range_breakout|volatility_band|volume_money,5,bundle=momentum_rps|price_trend|range_breakout|volatility_band|volume_money|split=train|year=2017|family_count=5|risk=na,train,2017,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,13,11,2,0.8461538461538461,11,0.5454545454545454,0.45454545454545453,0.0,,2,0.0,1.0,0.0,,0.08391608391608385,-0.0839160839160839,too_sparse_use_fallback
momentum_rps|price_trend|range_breakout|volatility_band|volume_money,5,bundle=momentum_rps|price_trend|range_breakout|volatility_band|volume_money|split=train|year=2018|family_count=5|risk=na,train,2018,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,30,19,11,0.6333333333333333,19,0.3157894736842105,0.5789473684210527,0.10526315789473684,,11,0.0,1.0,0.0,,0.1157894736842105,-0.15438596491228063,too_sparse_use_fallback
momentum_rps|price_trend|range_breakout|volatility_band|volume_money,5,bundle=momentum_rps|price_trend|range_breakout|volatility_band|volume_money|split=train|year=2019|family_count=5|risk=na,train,2019,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,46,31,15,0.6739130434782609,31,0.3225806451612903,0.6774193548387096,0.0,,15,0.0,1.0,0.0,,0.10518934081346423,-0.10518934081346432,too_sparse_use_fallback
momentum_rps|price_trend|range_breakout|volatility_band|volume_money,5,bundle=momentum_rps|price_trend|range_breakout|volatility_band|volume_money|split=train|year=2020|family_count=5|risk=na,train,2020,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,54,37,17,0.6851851851851852,37,0.3783783783783784,0.5675675675675675,0.05405405405405406,,17,0.0,1.0,0.0,,0.11911911911911915,-0.13613613613613618,thin_bucket_report_only
momentum_rps|price_trend|range_breakout|volatility_band|volume_money,5,bundle=momentum_rps|price_trend|range_breakout|volatility_band|volume_money|split=train|year=2021|family_count=5|risk=na,train,2021,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,98,67,31,0.6836734693877551,35,0.37142857142857144,0.6285714285714286,0.0,,14,0.0,1.0,0.0,,0.10612244897959183,-0.10612244897959189,too_sparse_use_fallback
momentum_rps|price_trend|range_breakout|volatility_band|volume_money,5,bundle=momentum_rps|price_trend|range_breakout|volatility_band|volume_money|split=validation|year=2022|family_count=5|risk=na,validation,2022,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,77,57,20,0.7402597402597403,57,0.38596491228070173,0.5789473684210527,0.03508771929824561,,20,0.0,1.0,0.0,,0.10025062656641603,-0.10936431989063566,thin_bucket_report_only
momentum_rps|price_trend|range_breakout|volatility_band|volume_money,5,bundle=momentum_rps|price_trend|range_breakout|volatility_band|volume_money|split=validation|year=2023|family_count=5|risk=na,validation,2023,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,102,82,20,0.803921568627451,40,0.45,0.55,0.0,,13,0.0,1.0,0.0,,0.11037735849056607,-0.11037735849056596,thin_bucket_report_only
momentum_rps|price_trend|range_breakout|volume_money,4,bundle=momentum_rps|price_trend|range_breakout|volume_money|split=robustness|year=2024|family_count=4|risk=na,robustness,2024,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,46,34,12,0.7391304347826086,34,0.3235294117647059,0.6470588235294118,0.029411764705882353,,12,0.0,1.0,0.0,,0.0843989769820972,-0.09207161125319685,too_sparse_use_fallback
momentum_rps|price_trend|range_breakout|volume_money,4,bundle=momentum_rps|price_trend|range_breakout|volume_money|split=robustness|year=2025|family_count=4|risk=na,robustness,2025,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,46,30,16,0.6521739130434783,10,0.4,0.4,0.2,,7,0.0,1.0,0.0,,0.1647058823529412,-0.24705882352941178,too_sparse_use_fallback
momentum_rps|price_trend|range_breakout|volume_money,4,bundle=momentum_rps|price_trend|range_breakout|volume_money|split=train|year=2017|family_count=4|risk=na,train,2017,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,6,5,1,0.8333333333333334,5,0.2,0.8,0.0,,1,0.0,1.0,0.0,,0.033333333333333354,-0.033333333333333326,too_sparse_use_fallback
momentum_rps|price_trend|range_breakout|volume_money,4,bundle=momentum_rps|price_trend|range_breakout|volume_money|split=train|year=2018|family_count=4|risk=na,train,2018,T+3,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,25,16,9,0.64,16,0.125,0.875,0.0,,9,0.0,1.0,0.0,,0.045,-0.04500000000000004,too_sparse_use_fallback
