same_day_bundle_key,same_day_family_count,context_bucket_id,split,year,checkpoint,survival_definition_version,pre_checkpoint_row_count,survivor_count,non_survivor_count,survivor_rate,survivor_label_denominator_count,survivor_P_good,survivor_P_bad,survivor_P_neutral,survivor_EV_R_diagnostic,non_survivor_label_denominator_count,non_survivor_P_good,non_survivor_P_bad,non_survivor_P_neutral,non_survivor_EV_R_diagnostic,survival_lift_good_vs_pre_checkpoint,survival_lift_bad_vs_pre_checkpoint,sample_sufficiency_status
oscillator|pullback_drawdown|range_breakout,3,bundle=oscillator|pullback_drawdown|range_breakout|split=robustness|year=2025|family_count=3|risk=na,robustness,2025,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,32,22,10,0.6875,8,0.375,0.5,0.125,,6,0.0,1.0,0.0,,0.16071428571428573,-0.2142857142857143,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout,3,bundle=oscillator|pullback_drawdown|range_breakout|split=train|year=2017|family_count=3|risk=na,train,2017,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,12,9,3,0.75,9,0.8888888888888888,0.1111111111111111,0.0,,3,0.0,1.0,0.0,,0.2222222222222222,-0.2222222222222222,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout,3,bundle=oscillator|pullback_drawdown|range_breakout|split=train|year=2018|family_count=3|risk=na,train,2018,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,23,7,16,0.30434782608695654,7,0.42857142857142855,0.5714285714285714,0.0,,16,0.0,1.0,0.0,,0.2981366459627329,-0.2981366459627329,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout,3,bundle=oscillator|pullback_drawdown|range_breakout|split=train|year=2019|family_count=3|risk=na,train,2019,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,36,21,15,0.5833333333333334,21,0.6666666666666666,0.3333333333333333,0.0,,15,0.0,1.0,0.0,,0.27777777777777773,-0.27777777777777785,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout,3,bundle=oscillator|pullback_drawdown|range_breakout|split=train|year=2020|family_count=3|risk=na,train,2020,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,50,31,19,0.62,31,0.8709677419354839,0.12903225806451613,0.0,,19,0.0,1.0,0.0,,0.33096774193548384,-0.3309677419354839,thin_bucket_report_only
oscillator|pullback_drawdown|range_breakout,3,bundle=oscillator|pullback_drawdown|range_breakout|split=train|year=2021|family_count=3|risk=na,train,2021,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,54,21,33,0.3888888888888889,12,0.4166666666666667,0.5833333333333334,0.0,,19,0.0,1.0,0.0,,0.2553763440860215,-0.2553763440860215,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout,3,bundle=oscillator|pullback_drawdown|range_breakout|split=validation|year=2022|family_count=3|risk=na,validation,2022,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,52,30,22,0.5769230769230769,30,0.6,0.4,0.0,,22,0.0,1.0,0.0,,0.25384615384615383,-0.25384615384615383,thin_bucket_report_only
oscillator|pullback_drawdown|range_breakout,3,bundle=oscillator|pullback_drawdown|range_breakout|split=validation|year=2023|family_count=3|risk=na,validation,2023,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,35,23,12,0.6571428571428571,16,0.625,0.3125,0.0625,,5,0.0,1.0,0.0,,0.14880952380952384,-0.16369047619047616,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volatility_band,4,bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|split=robustness|year=2024|family_count=4|risk=na,robustness,2024,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,71,52,19,0.7323943661971831,52,0.7115384615384616,0.21153846153846154,0.07692307692307693,,19,0.0,1.0,0.0,,0.1904117009750813,-0.2109967497291441,thin_bucket_report_only
oscillator|pullback_drawdown|range_breakout|volatility_band,4,bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|split=robustness|year=2025|family_count=4|risk=na,robustness,2025,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,43,29,14,0.6744186046511628,9,0.5555555555555556,0.3333333333333333,0.1111111111111111,,2,0.0,1.0,0.0,,0.10101010101010105,-0.12121212121212122,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volatility_band,4,bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|split=train|year=2017|family_count=4|risk=na,train,2017,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,9,8,1,0.8888888888888888,8,0.75,0.25,0.0,,1,0.0,1.0,0.0,,0.08333333333333337,-0.08333333333333331,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volatility_band,4,bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|split=train|year=2018|family_count=4|risk=na,train,2018,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,8,5,3,0.625,5,0.2,0.8,0.0,,3,0.0,1.0,0.0,,0.07500000000000001,-0.07499999999999996,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volatility_band,4,bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|split=train|year=2019|family_count=4|risk=na,train,2019,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,21,15,6,0.7142857142857143,15,0.7333333333333333,0.26666666666666666,0.0,,6,0.0,1.0,0.0,,0.20952380952380945,-0.2095238095238095,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volatility_band,4,bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|split=train|year=2020|family_count=4|risk=na,train,2020,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,16,11,5,0.6875,11,0.5454545454545454,0.36363636363636365,0.09090909090909091,,5,0.0,1.0,0.0,,0.17045454545454541,-0.19886363636363635,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volatility_band,4,bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|split=train|year=2021|family_count=4|risk=na,train,2021,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,18,12,6,0.6666666666666666,6,0.3333333333333333,0.6666666666666666,0.0,,3,0.0,1.0,0.0,,0.1111111111111111,-0.11111111111111116,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volatility_band,4,bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|split=validation|year=2022|family_count=4|risk=na,validation,2022,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,29,17,12,0.5862068965517241,17,0.5882352941176471,0.4117647058823529,0.0,,12,0.0,1.0,0.0,,0.2434077079107505,-0.2434077079107505,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volatility_band,4,bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|split=validation|year=2023|family_count=4|risk=na,validation,2023,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,31,16,15,0.5161290322580645,8,0.5,0.5,0.0,,4,0.0,1.0,0.0,,0.16666666666666669,-0.16666666666666663,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money,5,bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money|split=robustness|year=2024|family_count=5|risk=na,robustness,2024,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,14,12,2,0.8571428571428571,12,0.6666666666666666,0.25,0.08333333333333333,,2,0.0,1.0,0.0,,0.09523809523809523,-0.10714285714285715,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money,5,bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money|split=robustness|year=2025|family_count=5|risk=na,robustness,2025,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,9,5,4,0.5555555555555556,1,1.0,0.0,0.0,,1,0.0,1.0,0.0,,0.5,-0.5,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money,5,bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2017|family_count=5|risk=na,train,2017,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,3,2,1,0.6666666666666666,2,0.5,0.0,0.5,,1,0.0,1.0,0.0,,0.16666666666666669,-0.3333333333333333,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money,5,bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2018|family_count=5|risk=na,train,2018,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,9,7,2,0.7777777777777778,7,0.42857142857142855,0.5714285714285714,0.0,,2,0.0,1.0,0.0,,0.09523809523809523,-0.09523809523809523,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money,5,bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2019|family_count=5|risk=na,train,2019,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,18,14,4,0.7777777777777778,14,0.35714285714285715,0.6428571428571429,0.0,,4,0.0,1.0,0.0,,0.07936507936507936,-0.0793650793650793,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money,5,bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2020|family_count=5|risk=na,train,2020,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,11,10,1,0.9090909090909091,10,0.5,0.5,0.0,,1,0.0,1.0,0.0,,0.04545454545454547,-0.045454545454545414,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money,5,bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2021|family_count=5|risk=na,train,2021,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,12,10,2,0.8333333333333334,4,0.0,1.0,0.0,,2,0.0,1.0,0.0,,0.0,0.0,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money,5,bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money|split=validation|year=2022|family_count=5|risk=na,validation,2022,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,9,7,2,0.7777777777777778,7,0.42857142857142855,0.5714285714285714,0.0,,2,0.0,1.0,0.0,,0.09523809523809523,-0.09523809523809523,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money,5,bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money|split=validation|year=2023|family_count=5|risk=na,validation,2023,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,17,8,9,0.47058823529411764,5,0.4,0.4,0.2,,3,0.0,1.0,0.0,,0.15000000000000002,-0.22499999999999998,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volume_money,4,bundle=oscillator|pullback_drawdown|range_breakout|volume_money|split=robustness|year=2024|family_count=4|risk=na,robustness,2024,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,8,5,3,0.625,5,0.8,0.0,0.2,,3,0.0,1.0,0.0,,0.30000000000000004,-0.375,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volume_money,4,bundle=oscillator|pullback_drawdown|range_breakout|volume_money|split=robustness|year=2025|family_count=4|risk=na,robustness,2025,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,5,2,3,0.4,1,0.0,1.0,0.0,,2,0.0,1.0,0.0,,0.0,0.0,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volume_money,4,bundle=oscillator|pullback_drawdown|range_breakout|volume_money|split=train|year=2017|family_count=4|risk=na,train,2017,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,1,0,1.0,1,1.0,0.0,0.0,,0,,,,,0.0,0.0,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volume_money,4,bundle=oscillator|pullback_drawdown|range_breakout|volume_money|split=train|year=2018|family_count=4|risk=na,train,2018,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,7,3,4,0.42857142857142855,3,0.3333333333333333,0.6666666666666666,0.0,,4,0.0,1.0,0.0,,0.19047619047619047,-0.19047619047619047,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volume_money,4,bundle=oscillator|pullback_drawdown|range_breakout|volume_money|split=train|year=2019|family_count=4|risk=na,train,2019,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,16,11,5,0.6875,11,0.8181818181818182,0.18181818181818182,0.0,,5,0.0,1.0,0.0,,0.25568181818181823,-0.2556818181818182,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volume_money,4,bundle=oscillator|pullback_drawdown|range_breakout|volume_money|split=train|year=2020|family_count=4|risk=na,train,2020,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,13,5,8,0.38461538461538464,5,0.6,0.4,0.0,,8,0.0,1.0,0.0,,0.3692307692307692,-0.36923076923076925,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volume_money,4,bundle=oscillator|pullback_drawdown|range_breakout|volume_money|split=train|year=2021|family_count=4|risk=na,train,2021,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,10,6,4,0.6,1,0.0,1.0,0.0,,4,0.0,1.0,0.0,,0.0,0.0,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volume_money,4,bundle=oscillator|pullback_drawdown|range_breakout|volume_money|split=validation|year=2022|family_count=4|risk=na,validation,2022,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,20,15,5,0.75,15,0.4666666666666667,0.4666666666666667,0.06666666666666667,,5,0.0,1.0,0.0,,0.1166666666666667,-0.1333333333333333,too_sparse_use_fallback
oscillator|pullback_drawdown|range_breakout|volume_money,4,bundle=oscillator|pullback_drawdown|range_breakout|volume_money|split=validation|year=2023|family_count=4|risk=na,validation,2023,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,18,9,9,0.5,5,1.0,0.0,0.0,,3,0.0,1.0,0.0,,0.375,-0.375,too_sparse_use_fallback
oscillator|pullback_drawdown|volume_money,3,bundle=oscillator|pullback_drawdown|volume_money|split=robustness|year=2024|family_count=3|risk=na,robustness,2024,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,6,5,1,0.8333333333333334,5,1.0,0.0,0.0,,1,0.0,1.0,0.0,,0.16666666666666663,-0.16666666666666666,too_sparse_use_fallback
oscillator|pullback_drawdown|volume_money,3,bundle=oscillator|pullback_drawdown|volume_money|split=robustness|year=2025|family_count=3|risk=na,robustness,2025,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,1,0,1.0,1,1.0,0.0,0.0,,0,,,,,0.0,0.0,too_sparse_use_fallback
oscillator|pullback_drawdown|volume_money,3,bundle=oscillator|pullback_drawdown|volume_money|split=train|year=2019|family_count=3|risk=na,train,2019,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,0,1,0.0,0,,,,,1,0.0,1.0,0.0,,,,too_sparse_use_fallback
oscillator|pullback_drawdown|volume_money,3,bundle=oscillator|pullback_drawdown|volume_money|split=train|year=2020|family_count=3|risk=na,train,2020,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,4,1,3,0.25,1,0.0,0.0,1.0,,3,0.0,1.0,0.0,,0.0,-0.75,too_sparse_use_fallback
oscillator|pullback_drawdown|volume_money,3,bundle=oscillator|pullback_drawdown|volume_money|split=train|year=2021|family_count=3|risk=na,train,2021,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,3,1,2,0.3333333333333333,1,1.0,0.0,0.0,,2,0.0,1.0,0.0,,0.6666666666666667,-0.6666666666666666,too_sparse_use_fallback
oscillator|pullback_drawdown|volume_money,3,bundle=oscillator|pullback_drawdown|volume_money|split=validation|year=2022|family_count=3|risk=na,validation,2022,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,5,2,3,0.4,2,0.0,1.0,0.0,,3,0.0,1.0,0.0,,0.0,0.0,too_sparse_use_fallback
oscillator|pullback_drawdown|volume_money,3,bundle=oscillator|pullback_drawdown|volume_money|split=validation|year=2023|family_count=3|risk=na,validation,2023,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,1,1,0,1.0,0,,,,,0,,,,,,,unusable
oscillator|range_breakout,2,bundle=oscillator|range_breakout|split=robustness|year=2024|family_count=2|risk=na,robustness,2024,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,426,303,123,0.7112676056338029,303,0.5973597359735974,0.3465346534653465,0.056105610561056105,,123,0.0,1.0,0.0,,0.17247710686561613,-0.18867661414028725,sufficient
oscillator|range_breakout,2,bundle=oscillator|range_breakout|split=robustness|year=2025|family_count=2|risk=na,robustness,2025,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,488,407,81,0.8340163934426229,242,0.5413223140495868,0.38016528925619836,0.07851239669421488,,49,0.0,1.0,0.0,,0.09115049274374482,-0.10437079321802845,sufficient
oscillator|range_breakout,2,bundle=oscillator|range_breakout|split=train|year=2017|family_count=2|risk=na,train,2017,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,43,37,6,0.8604651162790697,37,0.7297297297297297,0.24324324324324326,0.02702702702702703,,6,0.0,1.0,0.0,,0.10182275298554366,-0.10559396605908233,too_sparse_use_fallback
oscillator|range_breakout,2,bundle=oscillator|range_breakout|split=train|year=2018|family_count=2|risk=na,train,2018,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,169,106,63,0.6272189349112426,106,0.36792452830188677,0.6132075471698113,0.018867924528301886,,63,0.0,1.0,0.0,,0.13715529753265598,-0.1441889025343307,thin_bucket_report_only
oscillator|range_breakout,2,bundle=oscillator|range_breakout|split=train|year=2019|family_count=2|risk=na,train,2019,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,283,224,59,0.7915194346289752,224,0.45982142857142855,0.45535714285714285,0.08482142857142858,,59,0.0,1.0,0.0,,0.0958638313982837,-0.11354745078243317,sufficient
oscillator|range_breakout,2,bundle=oscillator|range_breakout|split=train|year=2020|family_count=2|risk=na,train,2020,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,161,114,47,0.7080745341614907,114,0.6403508771929824,0.23684210526315788,0.12280701754385964,,47,0.0,1.0,0.0,,0.18693472812465944,-0.22278522392938868,thin_bucket_report_only
oscillator|range_breakout,2,bundle=oscillator|range_breakout|split=train|year=2021|family_count=2|risk=na,train,2021,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,182,123,59,0.6758241758241759,63,0.3492063492063492,0.3968253968253968,0.25396825396825395,,31,0.0,1.0,0.0,,0.11516379601485982,-0.198919284025667,thin_bucket_report_only
oscillator|range_breakout,2,bundle=oscillator|range_breakout|split=validation|year=2022|family_count=2|risk=na,validation,2022,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,274,189,85,0.6897810218978102,189,0.42857142857142855,0.4603174603174603,0.1111111111111111,,85,0.0,1.0,0.0,,0.13295099061522414,-0.16741976595991198,sufficient
oscillator|range_breakout,2,bundle=oscillator|range_breakout|split=validation|year=2023|family_count=2|risk=na,validation,2023,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,420,321,99,0.7642857142857142,170,0.6647058823529411,0.2529411764705882,0.08235294117647059,,48,0.0,1.0,0.0,,0.14635725849973014,-0.16449001618996223,sufficient
oscillator|range_breakout|volatility_band,3,bundle=oscillator|range_breakout|volatility_band|split=robustness|year=2024|family_count=3|risk=na,robustness,2024,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,281,229,52,0.8149466192170819,229,0.611353711790393,0.35807860262008734,0.03056768558951965,,52,0.0,1.0,0.0,,0.11313307122099797,-0.11878972478204791,sufficient
oscillator|range_breakout|volatility_band,3,bundle=oscillator|range_breakout|volatility_band|split=robustness|year=2025|family_count=3|risk=na,robustness,2025,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,303,248,55,0.8184818481848185,121,0.5206611570247934,0.36363636363636365,0.11570247933884298,,23,0.0,1.0,0.0,,0.08316115702479343,-0.10164141414141414,thin_bucket_report_only
oscillator|range_breakout|volatility_band,3,bundle=oscillator|range_breakout|volatility_band|split=train|year=2017|family_count=3|risk=na,train,2017,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,36,34,2,0.9444444444444444,34,0.5588235294117647,0.38235294117647056,0.058823529411764705,,2,0.0,1.0,0.0,,0.03104575163398693,-0.03431372549019612,too_sparse_use_fallback
oscillator|range_breakout|volatility_band,3,bundle=oscillator|range_breakout|volatility_band|split=train|year=2018|family_count=3|risk=na,train,2018,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,50,37,13,0.74,37,0.40540540540540543,0.5675675675675675,0.02702702702702703,,13,0.0,1.0,0.0,,0.10540540540540544,-0.1124324324324325,thin_bucket_report_only
oscillator|range_breakout|volatility_band,3,bundle=oscillator|range_breakout|volatility_band|split=train|year=2019|family_count=3|risk=na,train,2019,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,107,91,16,0.8504672897196262,91,0.45054945054945056,0.46153846153846156,0.08791208791208792,,16,0.0,1.0,0.0,,0.06737188045599263,-0.08051761322789353,thin_bucket_report_only
oscillator|range_breakout|volatility_band,3,bundle=oscillator|range_breakout|volatility_band|split=train|year=2020|family_count=3|risk=na,train,2020,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,49,36,13,0.7346938775510204,36,0.5277777777777778,0.3055555555555556,0.16666666666666666,,13,0.0,1.0,0.0,,0.14002267573696148,-0.18424036281179135,too_sparse_use_fallback
oscillator|range_breakout|volatility_band,3,bundle=oscillator|range_breakout|volatility_band|split=train|year=2021|family_count=3|risk=na,train,2021,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,60,52,8,0.8666666666666667,32,0.09375,0.625,0.28125,,7,0.0,1.0,0.0,,0.016826923076923073,-0.06730769230769229,too_sparse_use_fallback
oscillator|range_breakout|volatility_band,3,bundle=oscillator|range_breakout|volatility_band|split=validation|year=2022|family_count=3|risk=na,validation,2022,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,93,78,15,0.8387096774193549,78,0.46153846153846156,0.38461538461538464,0.15384615384615385,,15,0.0,1.0,0.0,,0.07444168734491319,-0.09925558312655086,thin_bucket_report_only
oscillator|range_breakout|volatility_band,3,bundle=oscillator|range_breakout|volatility_band|split=validation|year=2023|family_count=3|risk=na,validation,2023,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,150,129,21,0.86,72,0.6805555555555556,0.2361111111111111,0.08333333333333333,,8,0.0,1.0,0.0,,0.06805555555555554,-0.0763888888888889,thin_bucket_report_only
oscillator|range_breakout|volatility_band|volume_money,4,bundle=oscillator|range_breakout|volatility_band|volume_money|split=robustness|year=2024|family_count=4|risk=na,robustness,2024,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,76,61,15,0.8026315789473685,61,0.6885245901639344,0.26229508196721313,0.04918032786885246,,15,0.0,1.0,0.0,,0.13589301121656594,-0.14559965487489213,thin_bucket_report_only
oscillator|range_breakout|volatility_band|volume_money,4,bundle=oscillator|range_breakout|volatility_band|volume_money|split=robustness|year=2025|family_count=4|risk=na,robustness,2025,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,163,132,31,0.8098159509202454,61,0.5901639344262295,0.3442622950819672,0.06557377049180328,,13,0.0,1.0,0.0,,0.10367744793974298,-0.11519716437749228,thin_bucket_report_only
oscillator|range_breakout|volatility_band|volume_money,4,bundle=oscillator|range_breakout|volatility_band|volume_money|split=train|year=2017|family_count=4|risk=na,train,2017,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,29,22,7,0.7586206896551724,22,0.8181818181818182,0.09090909090909091,0.09090909090909091,,7,0.0,1.0,0.0,,0.19749216300940442,-0.219435736677116,too_sparse_use_fallback
oscillator|range_breakout|volatility_band|volume_money,4,bundle=oscillator|range_breakout|volatility_band|volume_money|split=train|year=2018|family_count=4|risk=na,train,2018,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,50,30,20,0.6,30,0.36666666666666664,0.5,0.13333333333333333,,20,0.0,1.0,0.0,,0.14666666666666664,-0.19999999999999996,thin_bucket_report_only
oscillator|range_breakout|volatility_band|volume_money,4,bundle=oscillator|range_breakout|volatility_band|volume_money|split=train|year=2019|family_count=4|risk=na,train,2019,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,94,81,13,0.8617021276595744,81,0.32098765432098764,0.6666666666666666,0.012345679012345678,,13,0.0,1.0,0.0,,0.04439190964013656,-0.046099290780141855,thin_bucket_report_only
oscillator|range_breakout|volatility_band|volume_money,4,bundle=oscillator|range_breakout|volatility_band|volume_money|split=train|year=2020|family_count=4|risk=na,train,2020,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,80,64,16,0.8,64,0.53125,0.40625,0.0625,,16,0.0,1.0,0.0,,0.10625000000000001,-0.11875000000000002,thin_bucket_report_only
oscillator|range_breakout|volatility_band|volume_money,4,bundle=oscillator|range_breakout|volatility_band|volume_money|split=train|year=2021|family_count=4|risk=na,train,2021,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,58,49,9,0.8448275862068966,27,0.2222222222222222,0.5925925925925926,0.18518518518518517,,6,0.0,1.0,0.0,,0.04040404040404039,-0.07407407407407407,too_sparse_use_fallback
oscillator|range_breakout|volatility_band|volume_money,4,bundle=oscillator|range_breakout|volatility_band|volume_money|split=validation|year=2022|family_count=4|risk=na,validation,2022,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,86,78,8,0.9069767441860465,78,0.5384615384615384,0.2564102564102564,0.20512820512820512,,8,0.0,1.0,0.0,,0.05008944543828264,-0.06917113893858085,thin_bucket_report_only
oscillator|range_breakout|volatility_band|volume_money,4,bundle=oscillator|range_breakout|volatility_band|volume_money|split=validation|year=2023|family_count=4|risk=na,validation,2023,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,160,142,18,0.8875,97,0.7010309278350515,0.23711340206185566,0.061855670103092786,,9,0.0,1.0,0.0,,0.05952149387278738,-0.06477339039097452,thin_bucket_report_only
oscillator|range_breakout|volume_money,3,bundle=oscillator|range_breakout|volume_money|split=robustness|year=2024|family_count=3|risk=na,robustness,2024,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,149,115,34,0.7718120805369127,115,0.4434782608695652,0.4782608695652174,0.0782608695652174,,34,0.0,1.0,0.0,,0.10119638167493433,-0.11905456667639336,thin_bucket_report_only
oscillator|range_breakout|volume_money,3,bundle=oscillator|range_breakout|volume_money|split=robustness|year=2025|family_count=3|risk=na,robustness,2025,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,241,207,34,0.8589211618257261,102,0.6274509803921569,0.3137254901960784,0.058823529411764705,,18,0.0,1.0,0.0,,0.09411764705882353,-0.10294117647058826,thin_bucket_report_only
oscillator|range_breakout|volume_money,3,bundle=oscillator|range_breakout|volume_money|split=train|year=2017|family_count=3|risk=na,train,2017,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,27,21,6,0.7777777777777778,21,0.5714285714285714,0.38095238095238093,0.047619047619047616,,6,0.0,1.0,0.0,,0.12698412698412698,-0.13756613756613756,too_sparse_use_fallback
oscillator|range_breakout|volume_money,3,bundle=oscillator|range_breakout|volume_money|split=train|year=2018|family_count=3|risk=na,train,2018,T+10,entry_valid_and_no_minus5_before_or_at_checkpoint_v1,109,64,45,0.5871559633027523,64,0.34375,0.609375,0.046875,,45,0.0,1.0,0.0,,0.1419151376146789,-0.16126720183486243,thin_bucket_report_only
