original_bucket_key,original_sample_count,fallback_level,fallback_bucket_key,fallback_sample_count,fallback_reason
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=robustness|year=2024|family_count=6|risk=na,310,same_day_bundle_key,bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=robustness|year=2024|family_count=6|risk=na,310,sufficient
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=robustness|year=2025|family_count=6|risk=na,26,same_day_family_count,family_count=6|split=robustness|year=2025,26,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2017|family_count=6|risk=na,11,same_day_family_count,family_count=6|split=train|year=2017,11,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2018|family_count=6|risk=na,53,same_day_family_count,family_count=6|split=train|year=2018,53,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2019|family_count=6|risk=na,141,same_day_family_count,family_count=6|split=train|year=2019,141,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2020|family_count=6|risk=na,205,same_day_bundle_key,bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2020|family_count=6|risk=na,205,sufficient
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2021|family_count=6|risk=na,69,same_day_family_count,family_count=6|split=train|year=2021,69,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=validation|year=2022|family_count=6|risk=na,43,same_day_family_count,family_count=6|split=validation|year=2022,43,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|split=validation|year=2023|family_count=6|risk=na,45,same_day_family_count,family_count=6|split=validation|year=2023,45,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volume_money|split=robustness|year=2024|family_count=5|risk=na,43,same_day_family_count,family_count=5|split=robustness|year=2024,43,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volume_money|split=robustness|year=2025|family_count=5|risk=na,6,same_day_family_count,family_count=5|split=robustness|year=2025,6,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volume_money|split=train|year=2017|family_count=5|risk=na,2,same_day_family_count,family_count=5|split=train|year=2017,2,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volume_money|split=train|year=2018|family_count=5|risk=na,20,same_day_family_count,family_count=5|split=train|year=2018,20,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volume_money|split=train|year=2019|family_count=5|risk=na,44,same_day_family_count,family_count=5|split=train|year=2019,44,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volume_money|split=train|year=2020|family_count=5|risk=na,64,same_day_family_count,family_count=5|split=train|year=2020,64,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volume_money|split=train|year=2021|family_count=5|risk=na,33,same_day_family_count,family_count=5|split=train|year=2021,33,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volume_money|split=validation|year=2022|family_count=5|risk=na,45,same_day_family_count,family_count=5|split=validation|year=2022,45,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|range_breakout|volume_money|split=validation|year=2023|family_count=5|risk=na,24,same_day_family_count,family_count=5|split=validation|year=2023,24,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|split=robustness|year=2024|family_count=3|risk=na,13,same_day_family_count,family_count=3|split=robustness|year=2024,13,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|split=robustness|year=2025|family_count=3|risk=na,1,same_day_family_count,family_count=3|split=robustness|year=2025,1,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|split=train|year=2017|family_count=3|risk=na,1,same_day_family_count,family_count=3|split=train|year=2017,1,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|split=train|year=2018|family_count=3|risk=na,4,same_day_family_count,family_count=3|split=train|year=2018,4,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|split=train|year=2019|family_count=3|risk=na,10,same_day_family_count,family_count=3|split=train|year=2019,10,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|split=train|year=2020|family_count=3|risk=na,29,same_day_family_count,family_count=3|split=train|year=2020,29,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|split=train|year=2021|family_count=3|risk=na,12,same_day_family_count,family_count=3|split=train|year=2021,12,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|split=validation|year=2022|family_count=3|risk=na,9,same_day_family_count,family_count=3|split=validation|year=2022,9,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|split=validation|year=2023|family_count=3|risk=na,2,same_day_family_count,family_count=3|split=validation|year=2023,2,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|volatility_band|split=train|year=2021|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=train|year=2021,1,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|volume_money|split=robustness|year=2024|family_count=4|risk=na,11,same_day_family_count,family_count=4|split=robustness|year=2024,11,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|volume_money|split=robustness|year=2025|family_count=4|risk=na,0,same_day_family_count,family_count=4|split=robustness|year=2025,0,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|volume_money|split=train|year=2017|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=train|year=2017,1,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|volume_money|split=train|year=2018|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=train|year=2018,1,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|volume_money|split=train|year=2019|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=train|year=2019,1,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|volume_money|split=train|year=2020|family_count=4|risk=na,7,same_day_family_count,family_count=4|split=train|year=2020,7,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|volume_money|split=train|year=2021|family_count=4|risk=na,2,same_day_family_count,family_count=4|split=train|year=2021,2,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|volume_money|split=validation|year=2022|family_count=4|risk=na,2,same_day_family_count,family_count=4|split=validation|year=2022,2,bucket_below_n_min
bundle=oscillator|price_trend|pullback_drawdown|volume_money|split=validation|year=2023|family_count=4|risk=na,0,same_day_family_count,family_count=4|split=validation|year=2023,0,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|split=robustness|year=2024|family_count=3|risk=na,14,same_day_family_count,family_count=3|split=robustness|year=2024,14,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|split=robustness|year=2025|family_count=3|risk=na,4,same_day_family_count,family_count=3|split=robustness|year=2025,4,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|split=train|year=2017|family_count=3|risk=na,1,same_day_family_count,family_count=3|split=train|year=2017,1,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|split=train|year=2018|family_count=3|risk=na,9,same_day_family_count,family_count=3|split=train|year=2018,9,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|split=train|year=2019|family_count=3|risk=na,10,same_day_family_count,family_count=3|split=train|year=2019,10,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|split=train|year=2020|family_count=3|risk=na,22,same_day_family_count,family_count=3|split=train|year=2020,22,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|split=train|year=2021|family_count=3|risk=na,14,same_day_family_count,family_count=3|split=train|year=2021,14,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|split=validation|year=2022|family_count=3|risk=na,16,same_day_family_count,family_count=3|split=validation|year=2022,16,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|split=validation|year=2023|family_count=3|risk=na,3,same_day_family_count,family_count=3|split=validation|year=2023,3,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volatility_band|split=robustness|year=2024|family_count=4|risk=na,23,same_day_family_count,family_count=4|split=robustness|year=2024,23,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volatility_band|split=robustness|year=2025|family_count=4|risk=na,6,same_day_family_count,family_count=4|split=robustness|year=2025,6,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volatility_band|split=train|year=2017|family_count=4|risk=na,2,same_day_family_count,family_count=4|split=train|year=2017,2,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volatility_band|split=train|year=2018|family_count=4|risk=na,5,same_day_family_count,family_count=4|split=train|year=2018,5,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volatility_band|split=train|year=2019|family_count=4|risk=na,8,same_day_family_count,family_count=4|split=train|year=2019,8,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volatility_band|split=train|year=2020|family_count=4|risk=na,9,same_day_family_count,family_count=4|split=train|year=2020,9,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volatility_band|split=train|year=2021|family_count=4|risk=na,2,same_day_family_count,family_count=4|split=train|year=2021,2,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volatility_band|split=validation|year=2022|family_count=4|risk=na,6,same_day_family_count,family_count=4|split=validation|year=2022,6,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volatility_band|split=validation|year=2023|family_count=4|risk=na,5,same_day_family_count,family_count=4|split=validation|year=2023,5,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volatility_band|volume_money|split=robustness|year=2024|family_count=5|risk=na,39,same_day_family_count,family_count=5|split=robustness|year=2024,39,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volatility_band|volume_money|split=robustness|year=2025|family_count=5|risk=na,16,same_day_family_count,family_count=5|split=robustness|year=2025,16,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volatility_band|volume_money|split=train|year=2017|family_count=5|risk=na,6,same_day_family_count,family_count=5|split=train|year=2017,6,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volatility_band|volume_money|split=train|year=2018|family_count=5|risk=na,16,same_day_family_count,family_count=5|split=train|year=2018,16,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volatility_band|volume_money|split=train|year=2019|family_count=5|risk=na,28,same_day_family_count,family_count=5|split=train|year=2019,28,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volatility_band|volume_money|split=train|year=2020|family_count=5|risk=na,31,same_day_family_count,family_count=5|split=train|year=2020,31,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volatility_band|volume_money|split=train|year=2021|family_count=5|risk=na,21,same_day_family_count,family_count=5|split=train|year=2021,21,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volatility_band|volume_money|split=validation|year=2022|family_count=5|risk=na,20,same_day_family_count,family_count=5|split=validation|year=2022,20,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volatility_band|volume_money|split=validation|year=2023|family_count=5|risk=na,19,same_day_family_count,family_count=5|split=validation|year=2023,19,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volume_money|split=robustness|year=2024|family_count=4|risk=na,30,same_day_family_count,family_count=4|split=robustness|year=2024,30,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volume_money|split=robustness|year=2025|family_count=4|risk=na,18,same_day_family_count,family_count=4|split=robustness|year=2025,18,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volume_money|split=train|year=2017|family_count=4|risk=na,3,same_day_family_count,family_count=4|split=train|year=2017,3,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volume_money|split=train|year=2018|family_count=4|risk=na,32,same_day_family_count,family_count=4|split=train|year=2018,32,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volume_money|split=train|year=2019|family_count=4|risk=na,33,same_day_family_count,family_count=4|split=train|year=2019,33,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volume_money|split=train|year=2020|family_count=4|risk=na,40,same_day_family_count,family_count=4|split=train|year=2020,40,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volume_money|split=train|year=2021|family_count=4|risk=na,15,same_day_family_count,family_count=4|split=train|year=2021,15,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volume_money|split=validation|year=2022|family_count=4|risk=na,33,same_day_family_count,family_count=4|split=validation|year=2022,33,bucket_below_n_min
bundle=oscillator|price_trend|range_breakout|volume_money|split=validation|year=2023|family_count=4|risk=na,19,same_day_family_count,family_count=4|split=validation|year=2023,19,bucket_below_n_min
bundle=oscillator|price_trend|split=robustness|year=2025|family_count=2|risk=na,0,same_day_family_count,family_count=2|split=robustness|year=2025,0,bucket_below_n_min
bundle=oscillator|price_trend|split=train|year=2018|family_count=2|risk=na,3,same_day_family_count,family_count=2|split=train|year=2018,3,bucket_below_n_min
bundle=oscillator|price_trend|split=train|year=2020|family_count=2|risk=na,3,same_day_family_count,family_count=2|split=train|year=2020,3,bucket_below_n_min
bundle=oscillator|price_trend|split=train|year=2021|family_count=2|risk=na,4,same_day_family_count,family_count=2|split=train|year=2021,4,bucket_below_n_min
bundle=oscillator|price_trend|split=validation|year=2022|family_count=2|risk=na,2,same_day_family_count,family_count=2|split=validation|year=2022,2,bucket_below_n_min
bundle=oscillator|price_trend|split=validation|year=2023|family_count=2|risk=na,2,same_day_family_count,family_count=2|split=validation|year=2023,2,bucket_below_n_min
bundle=oscillator|price_trend|volatility_band|split=train|year=2021|family_count=3|risk=na,0,same_day_family_count,family_count=3|split=train|year=2021,0,bucket_below_n_min
bundle=oscillator|price_trend|volatility_band|split=validation|year=2023|family_count=3|risk=na,1,same_day_family_count,family_count=3|split=validation|year=2023,1,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|split=robustness|year=2024|family_count=3|risk=na,45,same_day_family_count,family_count=3|split=robustness|year=2024,45,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|split=robustness|year=2025|family_count=3|risk=na,14,same_day_family_count,family_count=3|split=robustness|year=2025,14,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|split=train|year=2017|family_count=3|risk=na,12,same_day_family_count,family_count=3|split=train|year=2017,12,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|split=train|year=2018|family_count=3|risk=na,23,same_day_family_count,family_count=3|split=train|year=2018,23,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|split=train|year=2019|family_count=3|risk=na,36,same_day_family_count,family_count=3|split=train|year=2019,36,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|split=train|year=2020|family_count=3|risk=na,50,same_day_family_count,family_count=3|split=train|year=2020,50,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|split=train|year=2021|family_count=3|risk=na,31,same_day_family_count,family_count=3|split=train|year=2021,31,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|split=validation|year=2022|family_count=3|risk=na,52,same_day_family_count,family_count=3|split=validation|year=2022,52,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|split=validation|year=2023|family_count=3|risk=na,21,same_day_family_count,family_count=3|split=validation|year=2023,21,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|split=robustness|year=2024|family_count=4|risk=na,71,same_day_family_count,family_count=4|split=robustness|year=2024,71,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|split=robustness|year=2025|family_count=4|risk=na,11,same_day_family_count,family_count=4|split=robustness|year=2025,11,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|split=train|year=2017|family_count=4|risk=na,9,same_day_family_count,family_count=4|split=train|year=2017,9,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|split=train|year=2018|family_count=4|risk=na,8,same_day_family_count,family_count=4|split=train|year=2018,8,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|split=train|year=2019|family_count=4|risk=na,21,same_day_family_count,family_count=4|split=train|year=2019,21,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|split=train|year=2020|family_count=4|risk=na,16,same_day_family_count,family_count=4|split=train|year=2020,16,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|split=train|year=2021|family_count=4|risk=na,9,same_day_family_count,family_count=4|split=train|year=2021,9,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|split=validation|year=2022|family_count=4|risk=na,29,same_day_family_count,family_count=4|split=validation|year=2022,29,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|split=validation|year=2023|family_count=4|risk=na,12,same_day_family_count,family_count=4|split=validation|year=2023,12,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money|split=robustness|year=2024|family_count=5|risk=na,14,same_day_family_count,family_count=5|split=robustness|year=2024,14,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money|split=robustness|year=2025|family_count=5|risk=na,2,same_day_family_count,family_count=5|split=robustness|year=2025,2,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2017|family_count=5|risk=na,3,same_day_family_count,family_count=5|split=train|year=2017,3,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2018|family_count=5|risk=na,9,same_day_family_count,family_count=5|split=train|year=2018,9,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2019|family_count=5|risk=na,18,same_day_family_count,family_count=5|split=train|year=2019,18,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2020|family_count=5|risk=na,11,same_day_family_count,family_count=5|split=train|year=2020,11,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money|split=train|year=2021|family_count=5|risk=na,6,same_day_family_count,family_count=5|split=train|year=2021,6,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money|split=validation|year=2022|family_count=5|risk=na,9,same_day_family_count,family_count=5|split=validation|year=2022,9,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money|split=validation|year=2023|family_count=5|risk=na,8,same_day_family_count,family_count=5|split=validation|year=2023,8,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volume_money|split=robustness|year=2024|family_count=4|risk=na,8,same_day_family_count,family_count=4|split=robustness|year=2024,8,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volume_money|split=robustness|year=2025|family_count=4|risk=na,3,same_day_family_count,family_count=4|split=robustness|year=2025,3,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volume_money|split=train|year=2017|family_count=4|risk=na,1,same_day_family_count,family_count=4|split=train|year=2017,1,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volume_money|split=train|year=2018|family_count=4|risk=na,7,same_day_family_count,family_count=4|split=train|year=2018,7,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volume_money|split=train|year=2019|family_count=4|risk=na,16,same_day_family_count,family_count=4|split=train|year=2019,16,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volume_money|split=train|year=2020|family_count=4|risk=na,13,same_day_family_count,family_count=4|split=train|year=2020,13,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volume_money|split=train|year=2021|family_count=4|risk=na,5,same_day_family_count,family_count=4|split=train|year=2021,5,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volume_money|split=validation|year=2022|family_count=4|risk=na,20,same_day_family_count,family_count=4|split=validation|year=2022,20,bucket_below_n_min
bundle=oscillator|pullback_drawdown|range_breakout|volume_money|split=validation|year=2023|family_count=4|risk=na,8,same_day_family_count,family_count=4|split=validation|year=2023,8,bucket_below_n_min
bundle=oscillator|pullback_drawdown|split=robustness|year=2024|family_count=2|risk=na,22,same_day_family_count,family_count=2|split=robustness|year=2024,22,bucket_below_n_min
bundle=oscillator|pullback_drawdown|split=robustness|year=2025|family_count=2|risk=na,4,same_day_family_count,family_count=2|split=robustness|year=2025,4,bucket_below_n_min
bundle=oscillator|pullback_drawdown|split=train|year=2017|family_count=2|risk=na,3,same_day_family_count,family_count=2|split=train|year=2017,3,bucket_below_n_min
bundle=oscillator|pullback_drawdown|split=train|year=2018|family_count=2|risk=na,8,same_day_family_count,family_count=2|split=train|year=2018,8,bucket_below_n_min
bundle=oscillator|pullback_drawdown|split=train|year=2019|family_count=2|risk=na,12,same_day_family_count,family_count=2|split=train|year=2019,12,bucket_below_n_min
bundle=oscillator|pullback_drawdown|split=train|year=2020|family_count=2|risk=na,22,same_day_family_count,family_count=2|split=train|year=2020,22,bucket_below_n_min
bundle=oscillator|pullback_drawdown|split=train|year=2021|family_count=2|risk=na,7,same_day_family_count,family_count=2|split=train|year=2021,7,bucket_below_n_min
bundle=oscillator|pullback_drawdown|split=validation|year=2022|family_count=2|risk=na,21,same_day_family_count,family_count=2|split=validation|year=2022,21,bucket_below_n_min
bundle=oscillator|pullback_drawdown|split=validation|year=2023|family_count=2|risk=na,7,same_day_family_count,family_count=2|split=validation|year=2023,7,bucket_below_n_min
bundle=oscillator|pullback_drawdown|volume_money|split=robustness|year=2024|family_count=3|risk=na,6,same_day_family_count,family_count=3|split=robustness|year=2024,6,bucket_below_n_min
bundle=oscillator|pullback_drawdown|volume_money|split=robustness|year=2025|family_count=3|risk=na,1,same_day_family_count,family_count=3|split=robustness|year=2025,1,bucket_below_n_min
bundle=oscillator|pullback_drawdown|volume_money|split=train|year=2019|family_count=3|risk=na,1,same_day_family_count,family_count=3|split=train|year=2019,1,bucket_below_n_min
bundle=oscillator|pullback_drawdown|volume_money|split=train|year=2020|family_count=3|risk=na,4,same_day_family_count,family_count=3|split=train|year=2020,4,bucket_below_n_min
bundle=oscillator|pullback_drawdown|volume_money|split=train|year=2021|family_count=3|risk=na,3,same_day_family_count,family_count=3|split=train|year=2021,3,bucket_below_n_min
bundle=oscillator|pullback_drawdown|volume_money|split=validation|year=2022|family_count=3|risk=na,5,same_day_family_count,family_count=3|split=validation|year=2022,5,bucket_below_n_min
bundle=oscillator|pullback_drawdown|volume_money|split=validation|year=2023|family_count=3|risk=na,0,same_day_family_count,family_count=3|split=validation|year=2023,0,bucket_below_n_min
bundle=oscillator|range_breakout|split=robustness|year=2024|family_count=2|risk=na,426,same_day_bundle_key,bundle=oscillator|range_breakout|split=robustness|year=2024|family_count=2|risk=na,426,sufficient
bundle=oscillator|range_breakout|split=robustness|year=2025|family_count=2|risk=na,291,same_day_bundle_key,bundle=oscillator|range_breakout|split=robustness|year=2025|family_count=2|risk=na,291,sufficient
bundle=oscillator|range_breakout|split=train|year=2017|family_count=2|risk=na,43,same_day_family_count,family_count=2|split=train|year=2017,43,bucket_below_n_min
bundle=oscillator|range_breakout|split=train|year=2018|family_count=2|risk=na,169,same_day_family_count,family_count=2|split=train|year=2018,169,bucket_below_n_min
bundle=oscillator|range_breakout|split=train|year=2019|family_count=2|risk=na,283,same_day_bundle_key,bundle=oscillator|range_breakout|split=train|year=2019|family_count=2|risk=na,283,sufficient
bundle=oscillator|range_breakout|split=train|year=2020|family_count=2|risk=na,161,same_day_family_count,family_count=2|split=train|year=2020,161,bucket_below_n_min
bundle=oscillator|range_breakout|split=train|year=2021|family_count=2|risk=na,94,same_day_family_count,family_count=2|split=train|year=2021,94,bucket_below_n_min
bundle=oscillator|range_breakout|split=validation|year=2022|family_count=2|risk=na,274,same_day_bundle_key,bundle=oscillator|range_breakout|split=validation|year=2022|family_count=2|risk=na,274,sufficient
bundle=oscillator|range_breakout|split=validation|year=2023|family_count=2|risk=na,218,same_day_bundle_key,bundle=oscillator|range_breakout|split=validation|year=2023|family_count=2|risk=na,218,sufficient
bundle=oscillator|range_breakout|volatility_band|split=robustness|year=2024|family_count=3|risk=na,281,same_day_bundle_key,bundle=oscillator|range_breakout|volatility_band|split=robustness|year=2024|family_count=3|risk=na,281,sufficient
bundle=oscillator|range_breakout|volatility_band|split=robustness|year=2025|family_count=3|risk=na,144,same_day_family_count,family_count=3|split=robustness|year=2025,144,bucket_below_n_min
bundle=oscillator|range_breakout|volatility_band|split=train|year=2017|family_count=3|risk=na,36,same_day_family_count,family_count=3|split=train|year=2017,36,bucket_below_n_min
bundle=oscillator|range_breakout|volatility_band|split=train|year=2018|family_count=3|risk=na,50,same_day_family_count,family_count=3|split=train|year=2018,50,bucket_below_n_min
bundle=oscillator|range_breakout|volatility_band|split=train|year=2019|family_count=3|risk=na,107,same_day_family_count,family_count=3|split=train|year=2019,107,bucket_below_n_min
bundle=oscillator|range_breakout|volatility_band|split=train|year=2020|family_count=3|risk=na,49,same_day_family_count,family_count=3|split=train|year=2020,49,bucket_below_n_min
bundle=oscillator|range_breakout|volatility_band|split=train|year=2021|family_count=3|risk=na,39,same_day_family_count,family_count=3|split=train|year=2021,39,bucket_below_n_min
bundle=oscillator|range_breakout|volatility_band|split=validation|year=2022|family_count=3|risk=na,93,same_day_family_count,family_count=3|split=validation|year=2022,93,bucket_below_n_min
bundle=oscillator|range_breakout|volatility_band|split=validation|year=2023|family_count=3|risk=na,80,same_day_family_count,family_count=3|split=validation|year=2023,80,bucket_below_n_min
bundle=oscillator|range_breakout|volatility_band|volume_money|split=robustness|year=2024|family_count=4|risk=na,76,same_day_family_count,family_count=4|split=robustness|year=2024,76,bucket_below_n_min
bundle=oscillator|range_breakout|volatility_band|volume_money|split=robustness|year=2025|family_count=4|risk=na,74,same_day_family_count,family_count=4|split=robustness|year=2025,74,bucket_below_n_min
bundle=oscillator|range_breakout|volatility_band|volume_money|split=train|year=2017|family_count=4|risk=na,29,same_day_family_count,family_count=4|split=train|year=2017,29,bucket_below_n_min
bundle=oscillator|range_breakout|volatility_band|volume_money|split=train|year=2018|family_count=4|risk=na,50,same_day_family_count,family_count=4|split=train|year=2018,50,bucket_below_n_min
bundle=oscillator|range_breakout|volatility_band|volume_money|split=train|year=2019|family_count=4|risk=na,94,same_day_family_count,family_count=4|split=train|year=2019,94,bucket_below_n_min
bundle=oscillator|range_breakout|volatility_band|volume_money|split=train|year=2020|family_count=4|risk=na,80,same_day_family_count,family_count=4|split=train|year=2020,80,bucket_below_n_min
bundle=oscillator|range_breakout|volatility_band|volume_money|split=train|year=2021|family_count=4|risk=na,33,same_day_family_count,family_count=4|split=train|year=2021,33,bucket_below_n_min
bundle=oscillator|range_breakout|volatility_band|volume_money|split=validation|year=2022|family_count=4|risk=na,86,same_day_family_count,family_count=4|split=validation|year=2022,86,bucket_below_n_min
bundle=oscillator|range_breakout|volatility_band|volume_money|split=validation|year=2023|family_count=4|risk=na,106,same_day_family_count,family_count=4|split=validation|year=2023,106,bucket_below_n_min
bundle=oscillator|range_breakout|volume_money|split=robustness|year=2024|family_count=3|risk=na,149,same_day_family_count,family_count=3|split=robustness|year=2024,149,bucket_below_n_min
bundle=oscillator|range_breakout|volume_money|split=robustness|year=2025|family_count=3|risk=na,120,same_day_family_count,family_count=3|split=robustness|year=2025,120,bucket_below_n_min
bundle=oscillator|range_breakout|volume_money|split=train|year=2017|family_count=3|risk=na,27,same_day_family_count,family_count=3|split=train|year=2017,27,bucket_below_n_min
