fresh_evidence_status,fresh_family_id,fresh_offset_bucket,seed_same_day_bundle_key,seed_same_day_family_count,seed_pre_fresh_state,survival_checkpoint_state,split,year,row_count,label_denominator_count,posterior_denominator_policy,P_good,P_bad,P_neutral,EV_R_diagnostic,fresh_before_observable_failure_rate,fresh_without_prior_observable_failure_rate,median_fresh_offset,sample_sufficiency_status
found_within_t3_t30,oscillator,T3_T5,range_breakout,1,alive_before_fresh,survived_t5,train,2019,3,3,include_labeled,0.3333333333333333,0.6666666666666666,0.0,,0.6666666666666666,1.0,5.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout,1,alive_before_fresh,survived_t5,train,2020,2,2,include_labeled,1.0,0.0,0.0,,0.0,1.0,5.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout,1,alive_before_fresh,survived_t5,train,2021,3,2,include_labeled,0.5,0.5,0.0,,0.3333333333333333,1.0,5.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout,1,alive_before_fresh,survived_t5,validation,2022,5,5,include_labeled,0.8,0.2,0.0,,0.4,1.0,5.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout,1,alive_before_fresh,survived_t5,validation,2023,9,5,include_labeled,0.6,0.4,0.0,,0.6666666666666666,1.0,5.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volatility_band,2,alive_before_fresh,survived_t3,robustness,2024,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,4.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volatility_band,2,alive_before_fresh,survived_t3,robustness,2025,3,2,include_labeled,0.5,0.5,0.0,,0.3333333333333333,1.0,3.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volatility_band,2,alive_before_fresh,survived_t3,train,2019,1,1,include_labeled,1.0,0.0,0.0,,1.0,1.0,3.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volatility_band,2,alive_before_fresh,survived_t3,train,2020,1,1,include_labeled,0.0,1.0,0.0,,1.0,1.0,3.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volatility_band,2,alive_before_fresh,survived_t3,validation,2022,2,2,include_labeled,0.5,0.5,0.0,,0.5,1.0,3.5,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volatility_band,2,alive_before_fresh,survived_t3,validation,2023,1,0,include_labeled,,,,,0.0,1.0,3.0,unusable
found_within_t3_t30,oscillator,T3_T5,range_breakout|volatility_band,2,alive_before_fresh,survived_t5,robustness,2024,2,2,include_labeled,1.0,0.0,0.0,,0.0,1.0,5.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volatility_band,2,alive_before_fresh,survived_t5,robustness,2025,3,2,include_labeled,1.0,0.0,0.0,,0.3333333333333333,1.0,5.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volatility_band,2,alive_before_fresh,survived_t5,train,2017,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,5.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volatility_band,2,alive_before_fresh,survived_t5,train,2021,1,0,include_labeled,,,,,0.0,1.0,5.0,unusable
found_within_t3_t30,oscillator,T3_T5,range_breakout|volatility_band|volume_money,3,alive_before_fresh,survived_t3,robustness,2024,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,3.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volatility_band|volume_money,3,alive_before_fresh,survived_t3,train,2017,3,3,include_labeled,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.6666666666666666,1.0,3.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volatility_band|volume_money,3,alive_before_fresh,survived_t3,train,2018,1,1,include_labeled,1.0,0.0,0.0,,1.0,1.0,3.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volatility_band|volume_money,3,alive_before_fresh,survived_t3,train,2020,5,5,include_labeled,0.6,0.4,0.0,,0.8,1.0,3.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volatility_band|volume_money,3,alive_before_fresh,survived_t3,train,2021,1,0,include_labeled,,,,,0.0,1.0,3.0,unusable
found_within_t3_t30,oscillator,T3_T5,range_breakout|volatility_band|volume_money,3,alive_before_fresh,survived_t3,validation,2022,3,3,include_labeled,1.0,0.0,0.0,,0.0,1.0,3.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volatility_band|volume_money,3,alive_before_fresh,survived_t3,validation,2023,2,2,include_labeled,0.0,1.0,0.0,,1.0,1.0,3.5,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volatility_band|volume_money,3,alive_before_fresh,survived_t5,robustness,2025,1,0,include_labeled,,,,,0.0,1.0,5.0,unusable
found_within_t3_t30,oscillator,T3_T5,range_breakout|volume_money,2,alive_before_fresh,survived_t3,robustness,2024,13,13,include_labeled,0.7692307692307693,0.15384615384615385,0.07692307692307693,,0.23076923076923078,1.0,3.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volume_money,2,alive_before_fresh,survived_t3,robustness,2025,11,4,include_labeled,0.75,0.0,0.25,,0.5454545454545454,1.0,4.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volume_money,2,alive_before_fresh,survived_t3,train,2017,2,2,include_labeled,1.0,0.0,0.0,,0.0,1.0,3.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volume_money,2,alive_before_fresh,survived_t3,train,2018,5,5,include_labeled,0.0,1.0,0.0,,1.0,1.0,3.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volume_money,2,alive_before_fresh,survived_t3,train,2019,9,9,include_labeled,0.3333333333333333,0.5555555555555556,0.1111111111111111,,0.5555555555555556,1.0,3.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volume_money,2,alive_before_fresh,survived_t3,train,2020,9,9,include_labeled,0.4444444444444444,0.3333333333333333,0.2222222222222222,,0.5555555555555556,1.0,3.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volume_money,2,alive_before_fresh,survived_t3,train,2021,2,1,include_labeled,0.0,1.0,0.0,,0.5,1.0,4.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volume_money,2,alive_before_fresh,survived_t3,validation,2022,14,14,include_labeled,0.2857142857142857,0.6428571428571429,0.07142857142857142,,0.7857142857142857,1.0,3.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volume_money,2,alive_before_fresh,survived_t3,validation,2023,10,6,include_labeled,0.5,0.5,0.0,,0.6,1.0,3.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volume_money,2,alive_before_fresh,survived_t5,robustness,2024,3,3,include_labeled,1.0,0.0,0.0,,0.0,1.0,5.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volume_money,2,alive_before_fresh,survived_t5,robustness,2025,3,1,include_labeled,0.0,1.0,0.0,,1.0,1.0,5.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volume_money,2,alive_before_fresh,survived_t5,train,2017,1,1,include_labeled,0.0,1.0,0.0,,1.0,1.0,5.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volume_money,2,alive_before_fresh,survived_t5,train,2018,3,3,include_labeled,0.3333333333333333,0.6666666666666666,0.0,,0.6666666666666666,1.0,5.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volume_money,2,alive_before_fresh,survived_t5,train,2019,3,3,include_labeled,1.0,0.0,0.0,,0.3333333333333333,1.0,5.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volume_money,2,alive_before_fresh,survived_t5,train,2020,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,5.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volume_money,2,alive_before_fresh,survived_t5,train,2021,1,1,include_labeled,0.0,0.0,1.0,,0.0,1.0,5.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volume_money,2,alive_before_fresh,survived_t5,validation,2022,1,1,include_labeled,0.0,0.0,1.0,,1.0,1.0,5.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,range_breakout|volume_money,2,alive_before_fresh,survived_t5,validation,2023,6,1,include_labeled,1.0,0.0,0.0,,0.16666666666666666,1.0,5.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,volatility_band,1,alive_before_fresh,survived_t3,robustness,2024,2,2,include_labeled,1.0,0.0,0.0,,0.5,1.0,3.5,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,volatility_band,1,alive_before_fresh,survived_t3,robustness,2025,1,0,include_labeled,,,,,0.0,1.0,3.0,unusable
found_within_t3_t30,oscillator,T3_T5,volatility_band,1,alive_before_fresh,survived_t3,train,2018,1,1,include_labeled,0.0,1.0,0.0,,1.0,1.0,3.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,volatility_band,1,alive_before_fresh,survived_t3,train,2019,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,3.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,volatility_band,1,alive_before_fresh,survived_t3,train,2020,3,3,include_labeled,0.6666666666666666,0.3333333333333333,0.0,,0.3333333333333333,1.0,3.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,volatility_band,1,alive_before_fresh,survived_t3,validation,2022,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,4.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,volatility_band,1,alive_before_fresh,survived_t5,robustness,2024,1,1,include_labeled,1.0,0.0,0.0,,1.0,1.0,5.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,volatility_band,1,alive_before_fresh,survived_t5,robustness,2025,1,0,include_labeled,,,,,0.0,1.0,5.0,unusable
found_within_t3_t30,oscillator,T3_T5,volatility_band|volume_money,2,alive_before_fresh,survived_t3,robustness,2025,1,0,include_labeled,,,,,1.0,1.0,3.0,unusable
found_within_t3_t30,oscillator,T3_T5,volume_money,1,alive_before_fresh,survived_t3,robustness,2024,4,4,include_labeled,0.75,0.25,0.0,,0.25,1.0,3.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,volume_money,1,alive_before_fresh,survived_t3,robustness,2025,6,2,include_labeled,0.5,0.5,0.0,,0.5,1.0,3.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,volume_money,1,alive_before_fresh,survived_t3,train,2017,2,2,include_labeled,1.0,0.0,0.0,,0.5,1.0,3.5,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,volume_money,1,alive_before_fresh,survived_t3,train,2018,1,1,include_labeled,0.0,1.0,0.0,,1.0,1.0,4.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,volume_money,1,alive_before_fresh,survived_t3,train,2019,4,4,include_labeled,1.0,0.0,0.0,,0.25,1.0,3.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,volume_money,1,alive_before_fresh,survived_t3,train,2020,5,5,include_labeled,0.8,0.2,0.0,,0.4,1.0,3.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,volume_money,1,alive_before_fresh,survived_t3,train,2021,5,3,include_labeled,0.6666666666666666,0.3333333333333333,0.0,,0.8,1.0,3.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,volume_money,1,alive_before_fresh,survived_t3,validation,2022,5,5,include_labeled,0.4,0.4,0.2,,0.6,1.0,3.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,volume_money,1,alive_before_fresh,survived_t3,validation,2023,6,3,include_labeled,1.0,0.0,0.0,,0.6666666666666666,1.0,3.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,volume_money,1,alive_before_fresh,survived_t5,robustness,2024,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,5.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,volume_money,1,alive_before_fresh,survived_t5,robustness,2025,1,0,include_labeled,,,,,1.0,1.0,5.0,unusable
found_within_t3_t30,oscillator,T3_T5,volume_money,1,alive_before_fresh,survived_t5,train,2019,1,1,include_labeled,0.0,0.0,1.0,,0.0,1.0,5.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,volume_money,1,alive_before_fresh,survived_t5,train,2020,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,5.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T3_T5,volume_money,1,alive_before_fresh,survived_t5,validation,2023,1,1,include_labeled,0.0,1.0,0.0,,1.0,1.0,5.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps,1,alive_before_fresh,survived_t10,train,2019,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,10.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps,1,alive_before_fresh,survived_t5,robustness,2024,1,1,include_labeled,0.0,1.0,0.0,,1.0,1.0,8.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps,1,alive_before_fresh,survived_t5,train,2021,1,1,include_labeled,1.0,0.0,0.0,,1.0,1.0,7.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown,3,alive_before_fresh,survived_t5,train,2021,1,1,include_labeled,0.0,1.0,0.0,,1.0,1.0,7.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown,3,alive_before_fresh,survived_t5,validation,2022,1,1,include_labeled,1.0,0.0,0.0,,1.0,1.0,8.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown|range_breakout,4,alive_before_fresh,survived_t5,robustness,2025,1,0,include_labeled,,,,,0.0,1.0,6.0,unusable
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown|range_breakout,4,alive_before_fresh,survived_t5,train,2019,2,2,include_labeled,0.5,0.5,0.0,,1.0,1.0,7.5,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown|range_breakout,4,alive_before_fresh,survived_t5,train,2020,3,3,include_labeled,0.6666666666666666,0.3333333333333333,0.0,,1.0,1.0,8.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown|range_breakout,4,alive_before_fresh,survived_t5,train,2021,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,7.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown|range_breakout,4,alive_before_fresh,survived_t5,validation,2022,2,2,include_labeled,1.0,0.0,0.0,,1.0,1.0,7.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,5,alive_before_fresh,survived_t10,train,2018,1,1,include_labeled,1.0,0.0,0.0,,1.0,1.0,10.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,5,alive_before_fresh,survived_t10,train,2021,1,1,include_labeled,1.0,0.0,0.0,,1.0,1.0,10.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,5,alive_before_fresh,survived_t5,robustness,2024,3,3,include_labeled,0.6666666666666666,0.3333333333333333,0.0,,1.0,1.0,7.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,5,alive_before_fresh,survived_t5,robustness,2025,2,0,include_labeled,,,,,0.5,1.0,7.5,unusable
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,5,alive_before_fresh,survived_t5,train,2017,1,1,include_labeled,1.0,0.0,0.0,,1.0,1.0,9.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,5,alive_before_fresh,survived_t5,train,2019,4,4,include_labeled,0.75,0.0,0.25,,1.0,1.0,8.5,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,5,alive_before_fresh,survived_t5,train,2020,1,1,include_labeled,1.0,0.0,0.0,,1.0,1.0,9.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,5,alive_before_fresh,survived_t5,train,2021,2,0,include_labeled,,,,,1.0,1.0,7.5,unusable
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,5,alive_before_fresh,survived_t5,validation,2022,2,2,include_labeled,1.0,0.0,0.0,,1.0,1.0,7.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,5,alive_before_fresh,survived_t5,validation,2023,3,2,include_labeled,1.0,0.0,0.0,,0.6666666666666666,1.0,9.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,6,alive_before_fresh,survived_t10,robustness,2025,2,0,include_labeled,,,,,0.5,1.0,10.0,unusable
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,6,alive_before_fresh,survived_t5,robustness,2024,1,1,include_labeled,0.0,0.0,1.0,,1.0,1.0,9.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,6,alive_before_fresh,survived_t5,robustness,2025,1,1,include_labeled,1.0,0.0,0.0,,1.0,1.0,9.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,6,alive_before_fresh,survived_t5,train,2018,1,1,include_labeled,0.0,1.0,0.0,,1.0,1.0,8.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,6,alive_before_fresh,survived_t5,train,2020,1,1,include_labeled,1.0,0.0,0.0,,1.0,1.0,7.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,6,alive_before_fresh,survived_t5,validation,2022,1,1,include_labeled,1.0,0.0,0.0,,1.0,1.0,8.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money,5,alive_before_fresh,survived_t10,train,2018,1,1,include_labeled,1.0,0.0,0.0,,1.0,1.0,10.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money,5,alive_before_fresh,survived_t5,robustness,2024,1,1,include_labeled,1.0,0.0,0.0,,1.0,1.0,7.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money,5,alive_before_fresh,survived_t5,robustness,2025,1,1,include_labeled,1.0,0.0,0.0,,1.0,1.0,8.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money,5,alive_before_fresh,survived_t5,train,2019,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,7.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|range_breakout,3,alive_before_fresh,survived_t5,train,2018,1,1,include_labeled,1.0,0.0,0.0,,1.0,1.0,7.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|range_breakout,3,alive_before_fresh,survived_t5,train,2020,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,8.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|range_breakout|volatility_band,4,alive_before_fresh,survived_t5,robustness,2024,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,9.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|range_breakout|volatility_band,4,alive_before_fresh,survived_t5,robustness,2025,1,0,include_labeled,,,,,1.0,1.0,7.0,unusable
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|range_breakout|volatility_band|volume_money,5,alive_before_fresh,survived_t5,robustness,2024,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,8.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|range_breakout|volatility_band|volume_money,5,alive_before_fresh,survived_t5,validation,2023,1,0,include_labeled,,,,,1.0,1.0,8.0,unusable
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|range_breakout|volume_money,4,alive_before_fresh,survived_t5,train,2020,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,9.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|range_breakout|volume_money,4,alive_before_fresh,survived_t5,train,2021,1,0,include_labeled,,,,,1.0,1.0,6.0,unusable
found_within_t3_t30,oscillator,T6_T10,momentum_rps|price_trend|range_breakout|volume_money,4,alive_before_fresh,survived_t5,validation,2023,1,1,include_labeled,1.0,0.0,0.0,,1.0,1.0,9.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|pullback_drawdown,2,alive_before_fresh,survived_t5,robustness,2025,1,1,include_labeled,1.0,0.0,0.0,,1.0,1.0,6.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|pullback_drawdown,2,alive_before_fresh,survived_t5,train,2020,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,6.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|pullback_drawdown,2,alive_before_fresh,survived_t5,validation,2022,1,1,include_labeled,0.0,1.0,0.0,,1.0,1.0,7.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|pullback_drawdown|range_breakout,3,alive_before_fresh,survived_t10,train,2020,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,10.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|pullback_drawdown|range_breakout,3,alive_before_fresh,survived_t10,train,2021,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,10.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|pullback_drawdown|range_breakout,3,alive_before_fresh,survived_t5,robustness,2024,1,1,include_labeled,0.0,1.0,0.0,,1.0,1.0,6.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|pullback_drawdown|range_breakout,3,alive_before_fresh,survived_t5,robustness,2025,2,1,include_labeled,1.0,0.0,0.0,,0.5,1.0,7.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|pullback_drawdown|range_breakout,3,alive_before_fresh,survived_t5,train,2019,2,2,include_labeled,0.5,0.5,0.0,,1.0,1.0,7.5,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|pullback_drawdown|range_breakout,3,alive_before_fresh,survived_t5,train,2020,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,8.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|pullback_drawdown|range_breakout,3,alive_before_fresh,survived_t5,train,2021,2,0,include_labeled,,,,,1.0,1.0,8.0,unusable
found_within_t3_t30,oscillator,T6_T10,momentum_rps|pullback_drawdown|range_breakout,3,alive_before_fresh,survived_t5,validation,2022,2,2,include_labeled,1.0,0.0,0.0,,1.0,1.0,6.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|pullback_drawdown|range_breakout,3,alive_before_fresh,survived_t5,validation,2023,4,3,include_labeled,0.3333333333333333,0.6666666666666666,0.0,,1.0,1.0,6.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|pullback_drawdown|range_breakout|volatility_band,4,alive_before_fresh,survived_t10,train,2021,1,0,include_labeled,,,,,0.0,1.0,10.0,unusable
found_within_t3_t30,oscillator,T6_T10,momentum_rps|pullback_drawdown|range_breakout|volatility_band,4,alive_before_fresh,survived_t5,robustness,2025,2,1,include_labeled,1.0,0.0,0.0,,0.5,1.0,8.5,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|pullback_drawdown|range_breakout|volatility_band,4,alive_before_fresh,survived_t5,train,2019,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,6.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|pullback_drawdown|range_breakout|volatility_band,4,alive_before_fresh,survived_t5,train,2020,1,1,include_labeled,1.0,0.0,0.0,,0.0,1.0,6.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|pullback_drawdown|range_breakout|volatility_band|volume_money,5,alive_before_fresh,survived_t5,robustness,2025,1,1,include_labeled,0.0,1.0,0.0,,1.0,1.0,6.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|pullback_drawdown|range_breakout|volatility_band|volume_money,5,alive_before_fresh,survived_t5,validation,2023,1,0,include_labeled,,,,,1.0,1.0,6.0,unusable
found_within_t3_t30,oscillator,T6_T10,momentum_rps|range_breakout,2,alive_before_fresh,survived_t5,train,2020,2,2,include_labeled,1.0,0.0,0.0,,0.5,1.0,6.5,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|range_breakout,2,alive_before_fresh,survived_t5,validation,2023,1,1,include_labeled,0.0,1.0,0.0,,1.0,1.0,7.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|range_breakout|volatility_band,3,alive_before_fresh,survived_t10,robustness,2024,1,1,include_labeled,0.0,1.0,0.0,,1.0,1.0,10.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,momentum_rps|range_breakout|volatility_band,3,alive_before_fresh,survived_t5,robustness,2025,1,0,include_labeled,,,,,1.0,1.0,6.0,unusable
found_within_t3_t30,oscillator,T6_T10,momentum_rps|range_breakout|volume_money,3,alive_before_fresh,survived_t5,train,2018,1,1,include_labeled,1.0,0.0,0.0,,1.0,1.0,6.0,too_sparse_use_fallback
found_within_t3_t30,oscillator,T6_T10,price_trend,1,alive_before_fresh,survived_t5,robustness,2025,1,0,include_labeled,,,,,1.0,1.0,6.0,unusable
found_within_t3_t30,oscillator,T6_T10,price_trend|pullback_drawdown|range_breakout,3,alive_before_fresh,survived_t5,train,2019,1,1,include_labeled,0.0,1.0,0.0,,1.0,1.0,7.0,too_sparse_use_fallback
