grouping_type,grouping_key,train_P_good,train_P_bad,train_EV_R_diagnostic,validation_P_good,validation_P_bad,validation_EV_R_diagnostic,robustness_P_good,robustness_P_bad,robustness_EV_R_diagnostic,max_abs_P_good_drift,max_abs_P_bad_drift,stability_status
same_day_bundle_prior,same_day_bundle_key=momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|same_day_family_count=5,0.3626373626373626,0.6351648351648351,,0.31092436974789917,0.680672268907563,,0.33043478260869563,0.6521739130434783,,0.05171299288946346,0.04550743374272792,stable_enough_for_requirement_input
same_day_bundle_prior,same_day_bundle_key=momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|same_day_family_count=6,0.2868080094228504,0.6984687868080094,,0.2342931937172775,0.75,,0.32946298984034833,0.6473149492017417,,0.09516979612307083,0.10268505079825829,stable_enough_for_requirement_input
same_day_bundle_prior,same_day_bundle_key=momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|same_day_family_count=7,0.3585247883917775,0.6366384522370012,,0.2991556091676719,0.6948130277442702,,0.33376623376623377,0.6519480519480519,,0.05936917922410556,0.05817457550726901,stable_enough_for_requirement_input
same_day_bundle_prior,same_day_bundle_key=momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volume_money|same_day_family_count=6,0.34532374100719426,0.6546762589928058,,0.29559748427672955,0.6918238993710691,,0.2826086956521739,0.7065217391304348,,0.06271504535502037,0.05184548013762902,stable_enough_for_requirement_input
same_day_bundle_prior,same_day_bundle_key=momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|same_day_family_count=5,0.5,0.5,,0.0,1.0,,,,,0.5,0.5,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|volume_money|same_day_family_count=6,,,,,,,,,,,,missing_split
same_day_bundle_prior,same_day_bundle_key=momentum_rps|oscillator|price_trend|pullback_drawdown|volume_money|same_day_family_count=5,0.14285714285714285,0.8571428571428571,,0.3888888888888889,0.6111111111111112,,0.5,0.5,,0.35714285714285715,0.3571428571428571,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|oscillator|price_trend|range_breakout|same_day_family_count=4,0.23728813559322035,0.7288135593220338,,0.4,0.6,,0.3333333333333333,0.6666666666666666,,0.16271186440677968,0.12881355932203387,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|oscillator|price_trend|range_breakout|volatility_band|same_day_family_count=5,0.30612244897959184,0.673469387755102,,0.16129032258064516,0.8387096774193549,,0.5,0.5,,0.33870967741935487,0.33870967741935487,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|oscillator|price_trend|range_breakout|volatility_band|volume_money|same_day_family_count=6,0.4258373205741627,0.569377990430622,,0.22105263157894736,0.7157894736842105,,0.2777777777777778,0.6805555555555556,,0.20478468899521532,0.14641148325358855,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|oscillator|price_trend|range_breakout|volume_money|same_day_family_count=5,0.3611111111111111,0.6018518518518519,,0.38235294117647056,0.6176470588235294,,0.5116279069767442,0.4883720930232558,,0.1505167958656331,0.12927496580027364,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|oscillator|price_trend|volatility_band|same_day_family_count=4,0.0,1.0,,0.0,1.0,,1.0,0.0,,1.0,1.0,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|oscillator|pullback_drawdown|same_day_family_count=3,0.5142857142857142,0.4857142857142857,,0.2727272727272727,0.7272727272727273,,0.42857142857142855,0.5238095238095238,,0.24155844155844153,0.24155844155844158,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|oscillator|pullback_drawdown|range_breakout|same_day_family_count=4,0.33613445378151263,0.6554621848739496,,0.25,0.7272727272727273,,0.31343283582089554,0.6716417910447762,,0.08613445378151263,0.07181054239877771,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|oscillator|pullback_drawdown|range_breakout|volatility_band|same_day_family_count=5,0.38461538461538464,0.5641025641025641,,0.21951219512195122,0.6585365853658537,,0.46464646464646464,0.5050505050505051,,0.24513426952451342,0.1534860803153486,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money|same_day_family_count=6,0.41025641025641024,0.5641025641025641,,0.48148148148148145,0.5185185185185185,,0.43243243243243246,0.5405405405405406,,0.07122507122507121,0.04558404558404561,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|oscillator|pullback_drawdown|range_breakout|volume_money|same_day_family_count=5,0.358974358974359,0.6153846153846154,,0.47058823529411764,0.5294117647058824,,0.42105263157894735,0.5789473684210527,,0.11161387631975866,0.08597285067873306,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|oscillator|pullback_drawdown|volatility_band|same_day_family_count=4,,,,,,,0.0,1.0,,,,missing_split
same_day_bundle_prior,same_day_bundle_key=momentum_rps|oscillator|pullback_drawdown|volume_money|same_day_family_count=4,0.16666666666666666,0.8333333333333334,,,,,0.5,0.5,,0.33333333333333337,0.33333333333333337,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|oscillator|range_breakout|same_day_family_count=3,0.125,0.875,,0.3333333333333333,0.6666666666666666,,0.5,0.5,,0.375,0.375,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|oscillator|range_breakout|volatility_band|same_day_family_count=4,0.0,1.0,,0.0,1.0,,0.5,0.5,,0.5,0.5,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|oscillator|range_breakout|volatility_band|volume_money|same_day_family_count=5,1.0,0.0,,0.0,1.0,,1.0,0.0,,1.0,1.0,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|oscillator|range_breakout|volume_money|same_day_family_count=4,0.4,0.6,,0.3333333333333333,0.3333333333333333,,0.0,1.0,,0.4,0.6666666666666667,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|price_trend|same_day_family_count=2,0.33695652173913043,0.6467391304347826,,0.33766233766233766,0.6493506493506493,,0.375,0.625,,0.03804347826086957,0.024350649350649345,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|price_trend|pullback_drawdown|same_day_family_count=3,0.31605351170568563,0.681438127090301,,0.30418943533697634,0.6830601092896175,,0.31746031746031744,0.6798941798941799,,0.013270882123341099,0.0031659293954375833,stable_enough_for_requirement_input
same_day_bundle_prior,same_day_bundle_key=momentum_rps|price_trend|pullback_drawdown|range_breakout|same_day_family_count=4,0.34657270980140936,0.6476617552850736,,0.27041499330655955,0.7255689424364123,,0.2843373493975904,0.6963855421686747,,0.07615771649484981,0.07790718715133871,stable_enough_for_requirement_input
same_day_bundle_prior,same_day_bundle_key=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|same_day_family_count=5,0.2998256827425915,0.6961069145845439,,0.28929068150208626,0.7051460361613352,,0.29563492063492064,0.6884920634920635,,0.01053500124050527,0.01665397266927171,stable_enough_for_requirement_input
same_day_bundle_prior,same_day_bundle_key=momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|same_day_family_count=6,0.30935251798561153,0.6798561151079137,,0.31547619047619047,0.6785714285714286,,0.3055555555555556,0.6851851851851852,,0.009920634920634885,0.006613756613756627,stable_enough_for_requirement_input
same_day_bundle_prior,same_day_bundle_key=momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money|same_day_family_count=5,0.39655172413793105,0.5948275862068966,,0.20930232558139536,0.7906976744186046,,0.3023255813953488,0.6976744186046512,,0.1872493985565357,0.19587008821170804,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|price_trend|pullback_drawdown|volatility_band|same_day_family_count=4,0.16666666666666666,0.8333333333333334,,1.0,0.0,,0.0,1.0,,1.0,1.0,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|price_trend|pullback_drawdown|volume_money|same_day_family_count=4,0.2,0.8,,0.4642857142857143,0.5357142857142857,,0.2631578947368421,0.7368421052631579,,0.2642857142857143,0.26428571428571435,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|price_trend|range_breakout|same_day_family_count=3,0.39436619718309857,0.5915492957746479,,0.1827956989247312,0.8172043010752689,,0.23076923076923078,0.7307692307692307,,0.21157049825836738,0.225655005300621,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|price_trend|range_breakout|volatility_band|same_day_family_count=4,0.38461538461538464,0.6057692307692307,,0.27692307692307694,0.7230769230769231,,0.4186046511627907,0.5116279069767442,,0.14168157423971378,0.21144901610017885,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|price_trend|range_breakout|volatility_band|volume_money|same_day_family_count=5,0.2552083333333333,0.7239583333333334,,0.3076923076923077,0.676923076923077,,0.29069767441860467,0.7093023255813954,,0.052483974358974395,0.04703525641025641,stable_enough_for_requirement_input
same_day_bundle_prior,same_day_bundle_key=momentum_rps|price_trend|range_breakout|volume_money|same_day_family_count=4,0.3652694610778443,0.6167664670658682,,0.33663366336633666,0.6633663366336634,,0.23809523809523808,0.7142857142857143,,0.12717422298260622,0.09751924721984606,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|price_trend|volatility_band|same_day_family_count=3,0.421875,0.5625,,0.3684210526315789,0.6052631578947368,,0.375,0.625,,0.05345394736842107,0.0625,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|price_trend|volatility_band|volume_money|same_day_family_count=4,0.6,0.4,,0.1111111111111111,0.8888888888888888,,0.4,0.6,,0.4888888888888889,0.4888888888888888,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|price_trend|volume_money|same_day_family_count=3,0.15789473684210525,0.8421052631578947,,0.25,0.75,,0.45454545454545453,0.5454545454545454,,0.2966507177033493,0.2966507177033493,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|pullback_drawdown|same_day_family_count=2,0.36354247353472763,0.6276788019623031,,0.28863826232247286,0.7005012531328321,,0.3390914907229686,0.6449136276391555,,0.07490421121225477,0.07282245117052899,stable_enough_for_requirement_input
same_day_bundle_prior,same_day_bundle_key=momentum_rps|pullback_drawdown|range_breakout|same_day_family_count=3,0.34769947582993593,0.6435643564356436,,0.30526315789473685,0.6795321637426901,,0.3466666666666667,0.624,,0.042436317935199086,0.0555321637426901,stable_enough_for_requirement_input
same_day_bundle_prior,same_day_bundle_key=momentum_rps|pullback_drawdown|range_breakout|volatility_band|same_day_family_count=4,0.3887240356083086,0.6023738872403561,,0.27586206896551724,0.7068965517241379,,0.32974910394265233,0.6487455197132617,,0.11286196664279136,0.10452266448378178,stable_enough_for_requirement_input
same_day_bundle_prior,same_day_bundle_key=momentum_rps|pullback_drawdown|range_breakout|volatility_band|volume_money|same_day_family_count=5,0.5294117647058824,0.47058823529411764,,0.2222222222222222,0.7777777777777778,,0.38461538461538464,0.5769230769230769,,0.30718954248366015,0.30718954248366015,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|pullback_drawdown|range_breakout|volume_money|same_day_family_count=4,0.33962264150943394,0.6415094339622641,,0.34375,0.65625,,0.26666666666666666,0.6666666666666666,,0.07708333333333334,0.02515723270440251,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|pullback_drawdown|volatility_band|same_day_family_count=3,0.0,1.0,,,,,0.0,1.0,,0.0,0.0,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|pullback_drawdown|volume_money|same_day_family_count=3,0.25,0.75,,0.3333333333333333,0.6666666666666666,,0.3684210526315789,0.631578947368421,,0.11842105263157893,0.11842105263157898,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|range_breakout|same_day_family_count=2,0.4520547945205479,0.5205479452054794,,0.21212121212121213,0.7878787878787878,,0.23529411764705882,0.7647058823529411,,0.2399335823993358,0.2673308426733084,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|range_breakout|volatility_band|same_day_family_count=3,0.5263157894736842,0.47368421052631576,,0.5454545454545454,0.45454545454545453,,0.7777777777777778,0.2222222222222222,,0.2514619883040936,0.25146198830409355,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|range_breakout|volatility_band|volume_money|same_day_family_count=4,0.23076923076923078,0.6923076923076923,,0.3333333333333333,0.6666666666666666,,0.4,0.6,,0.16923076923076924,0.09230769230769231,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|range_breakout|volume_money|same_day_family_count=3,0.2608695652173913,0.7391304347826086,,0.2727272727272727,0.7272727272727273,,0.05555555555555555,0.8888888888888888,,0.21717171717171715,0.16161616161616155,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|volatility_band|same_day_family_count=2,0.5,0.4583333333333333,,0.45454545454545453,0.5454545454545454,,0.46153846153846156,0.5384615384615384,,0.04545454545454547,0.0871212121212121,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|volatility_band|volume_money|same_day_family_count=3,0.0,1.0,,0.3333333333333333,0.6666666666666666,,0.6,0.4,,0.6,0.6,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=momentum_rps|volume_money|same_day_family_count=2,0.3333333333333333,0.6666666666666666,,0.2,0.8,,0.3125,0.6875,,0.1333333333333333,0.13333333333333341,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=oscillator|same_day_family_count=1,0.352112676056338,0.5774647887323944,,0.3055555555555556,0.6296296296296297,,0.42735042735042733,0.5299145299145299,,0.12179487179487175,0.09971509971509973,stable_enough_for_requirement_input
same_day_bundle_prior,same_day_bundle_key=oscillator|price_trend|same_day_family_count=2,0.5,0.5,,0.0,1.0,,,,,0.5,0.5,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=oscillator|price_trend|pullback_drawdown|same_day_family_count=3,0.39285714285714285,0.5892857142857143,,0.09090909090909091,0.9090909090909091,,0.5714285714285714,0.42857142857142855,,0.48051948051948046,0.4805194805194805,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=oscillator|price_trend|pullback_drawdown|range_breakout|same_day_family_count=4,0.31759656652360513,0.6652360515021459,,0.2926829268292683,0.7073170731707317,,0.2608695652173913,0.717391304347826,,0.05672700130621383,0.05215525284568012,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|same_day_family_count=5,0.3829787234042553,0.6090425531914894,,0.23595505617977527,0.7640449438202247,,0.4470198675496689,0.5298013245033113,,0.2110648113698936,0.2342436193169134,unstable_do_not_freeze
same_day_bundle_prior,same_day_bundle_key=oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|same_day_family_count=6,0.3966597077244259,0.592901878914405,,0.3409090909090909,0.6363636363636364,,0.375,0.6101190476190477,,0.055750616815335,0.04346175744923131,stable_enough_for_requirement_input
same_day_bundle_prior,same_day_bundle_key=oscillator|price_trend|pullback_drawdown|range_breakout|volume_money|same_day_family_count=5,0.3619631901840491,0.6257668711656442,,0.3188405797101449,0.6666666666666666,,0.24489795918367346,0.7346938775510204,,0.11706523100037564,0.10892700638537622,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=oscillator|price_trend|pullback_drawdown|volatility_band|same_day_family_count=4,0.0,1.0,,,,,,,,,,missing_split
same_day_bundle_prior,same_day_bundle_key=oscillator|price_trend|pullback_drawdown|volume_money|same_day_family_count=4,0.4166666666666667,0.5833333333333334,,0.0,1.0,,0.18181818181818182,0.8181818181818182,,0.4166666666666667,0.41666666666666663,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=oscillator|price_trend|range_breakout|same_day_family_count=3,0.26785714285714285,0.6964285714285714,,0.42105263157894735,0.5789473684210527,,0.4444444444444444,0.5555555555555556,,0.17658730158730157,0.14087301587301582,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=oscillator|price_trend|range_breakout|volatility_band|same_day_family_count=4,0.15384615384615385,0.8076923076923077,,0.45454545454545453,0.5454545454545454,,0.5862068965517241,0.3448275862068966,,0.43236074270557023,0.46286472148541113,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=oscillator|price_trend|range_breakout|volatility_band|volume_money|same_day_family_count=5,0.29411764705882354,0.6666666666666666,,0.41025641025641024,0.5641025641025641,,0.5636363636363636,0.43636363636363634,,0.26951871657754006,0.2303030303030303,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=oscillator|price_trend|range_breakout|volume_money|same_day_family_count=4,0.2845528455284553,0.6666666666666666,,0.4230769230769231,0.5192307692307693,,0.3541666666666667,0.625,,0.1385240775484678,0.14743589743589736,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=oscillator|price_trend|volatility_band|same_day_family_count=3,,,,0.0,0.0,,,,,,,missing_split
same_day_bundle_prior,same_day_bundle_key=oscillator|pullback_drawdown|same_day_family_count=2,0.3076923076923077,0.6538461538461539,,0.21428571428571427,0.6785714285714286,,0.34615384615384615,0.6538461538461539,,0.13186813186813187,0.02472527472527475,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=oscillator|pullback_drawdown|range_breakout|same_day_family_count=3,0.375,0.625,,0.3835616438356164,0.6027397260273972,,0.4576271186440678,0.5254237288135594,,0.0826271186440678,0.09957627118644063,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=oscillator|pullback_drawdown|range_breakout|volatility_band|same_day_family_count=4,0.4126984126984127,0.5714285714285714,,0.34146341463414637,0.6585365853658537,,0.5121951219512195,0.4268292682926829,,0.17073170731707316,0.23170731707317077,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money|same_day_family_count=5,0.2978723404255319,0.6808510638297872,,0.29411764705882354,0.6470588235294118,,0.5625,0.375,,0.26838235294117646,0.3058510638297872,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=oscillator|pullback_drawdown|range_breakout|volume_money|same_day_family_count=4,0.3333333333333333,0.6666666666666666,,0.42857142857142855,0.5357142857142857,,0.36363636363636365,0.5454545454545454,,0.09523809523809523,0.13095238095238093,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=oscillator|pullback_drawdown|volume_money|same_day_family_count=3,0.125,0.75,,0.0,1.0,,0.8571428571428571,0.14285714285714285,,0.8571428571428571,0.8571428571428572,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=oscillator|range_breakout|same_day_family_count=2,0.352,0.5786666666666667,,0.3943089430894309,0.5345528455284553,,0.4351464435146444,0.5146443514644351,,0.0831464435146444,0.06402231520223156,stable_enough_for_requirement_input
same_day_bundle_prior,same_day_bundle_key=oscillator|range_breakout|volatility_band|same_day_family_count=3,0.34519572953736655,0.5622775800711743,,0.4913294797687861,0.4046242774566474,,0.4776470588235294,0.47294117647058825,,0.14613375023141956,0.15765330261452692,stable_enough_for_requirement_input
same_day_bundle_prior,same_day_bundle_key=oscillator|range_breakout|volatility_band|volume_money|same_day_family_count=4,0.3321678321678322,0.6118881118881119,,0.5729166666666666,0.3125,,0.52,0.43333333333333335,,0.24074883449883444,0.2993881118881119,unstable_do_not_freeze
same_day_bundle_prior,same_day_bundle_key=oscillator|range_breakout|volume_money|same_day_family_count=3,0.3512476007677543,0.5950095969289827,,0.4326241134751773,0.5,,0.4275092936802974,0.516728624535316,,0.08137651270742302,0.0950095969289827,stable_enough_for_requirement_input
same_day_bundle_prior,same_day_bundle_key=oscillator|volatility_band|same_day_family_count=2,0.5,0.5,,0.0,1.0,,,,,0.5,0.5,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=oscillator|volume_money|same_day_family_count=2,0.30303030303030304,0.5151515151515151,,0.3125,0.6875,,0.5384615384615384,0.46153846153846156,,0.2354312354312354,0.22596153846153844,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=price_trend|same_day_family_count=1,0.3474576271186441,0.6468926553672316,,0.27044025157232704,0.7232704402515723,,0.42592592592592593,0.5740740740740741,,0.1554856743535989,0.1491963661774982,stable_enough_for_requirement_input
same_day_bundle_prior,same_day_bundle_key=price_trend|pullback_drawdown|same_day_family_count=2,0.276657060518732,0.7175792507204611,,0.28735632183908044,0.7011494252873564,,0.35294117647058826,0.6470588235294118,,0.07628411595185625,0.07052042719104934,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=price_trend|pullback_drawdown|range_breakout|same_day_family_count=3,0.2881002087682672,0.7035490605427975,,0.33507853403141363,0.6544502617801047,,0.3445378151260504,0.6470588235294118,,0.05643760635778322,0.056490237013385736,stable_enough_for_requirement_input
same_day_bundle_prior,same_day_bundle_key=price_trend|pullback_drawdown|range_breakout|volatility_band|same_day_family_count=4,0.3246492985971944,0.6673346693386774,,0.3111111111111111,0.6888888888888889,,0.4418604651162791,0.5232558139534884,,0.13074935400516796,0.16563307493540047,stable_enough_for_requirement_input
same_day_bundle_prior,same_day_bundle_key=price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money|same_day_family_count=5,0.34838709677419355,0.6516129032258065,,0.2698412698412698,0.7301587301587301,,0.28,0.7066666666666667,,0.07854582693292372,0.07854582693292367,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=price_trend|pullback_drawdown|range_breakout|volume_money|same_day_family_count=4,0.2440944881889764,0.7480314960629921,,0.3058823529411765,0.6941176470588235,,0.3584905660377358,0.6415094339622641,,0.11439607784875944,0.10652206210072801,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=price_trend|pullback_drawdown|volatility_band|same_day_family_count=3,0.16666666666666666,0.8333333333333334,,0.0,1.0,,0.1,0.9,,0.16666666666666666,0.16666666666666663,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=price_trend|pullback_drawdown|volatility_band|volume_money|same_day_family_count=4,0.0,1.0,,0.0,1.0,,,,,0.0,0.0,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=price_trend|pullback_drawdown|volume_money|same_day_family_count=3,0.15384615384615385,0.8461538461538461,,0.16666666666666666,0.8333333333333334,,0.05,0.95,,0.11666666666666665,0.11666666666666659,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=price_trend|range_breakout|same_day_family_count=2,0.33962264150943394,0.6477987421383647,,0.3709677419354839,0.6129032258064516,,0.4772727272727273,0.5,,0.13765008576329335,0.14779874213836475,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=price_trend|range_breakout|volatility_band|same_day_family_count=3,0.2926829268292683,0.6829268292682927,,0.32653061224489793,0.673469387755102,,0.5263157894736842,0.47368421052631576,,0.2336328626444159,0.20924261874197697,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=price_trend|range_breakout|volatility_band|volume_money|same_day_family_count=4,0.37209302325581395,0.6162790697674418,,0.34,0.64,,0.5238095238095238,0.4603174603174603,,0.1838095238095238,0.17968253968253972,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=price_trend|range_breakout|volume_money|same_day_family_count=3,0.34334763948497854,0.648068669527897,,0.3958333333333333,0.59375,,0.42528735632183906,0.5632183908045977,,0.08193971683686052,0.08485027872329931,stable_enough_for_requirement_input
same_day_bundle_prior,same_day_bundle_key=price_trend|volatility_band|same_day_family_count=2,0.3333333333333333,0.6666666666666666,,0.4864864864864865,0.4594594594594595,,0.41935483870967744,0.5806451612903226,,0.1531531531531532,0.20720720720720714,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=price_trend|volatility_band|volume_money|same_day_family_count=3,0.2222222222222222,0.7777777777777778,,0.8,0.2,,0.5,0.5,,0.5777777777777778,0.5777777777777777,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=price_trend|volume_money|same_day_family_count=2,0.3181818181818182,0.6818181818181818,,0.5,0.5,,0.3333333333333333,0.6666666666666666,,0.18181818181818182,0.18181818181818177,insufficient_sample
same_day_bundle_prior,same_day_bundle_key=pullback_drawdown|same_day_family_count=1,0.31525522041763343,0.6763341067285383,,0.29760986892829605,0.6954510408635313,,0.3283898305084746,0.6451271186440678,,0.03077996158017854,0.05032392221946347,stable_enough_for_requirement_input
same_day_bundle_prior,same_day_bundle_key=pullback_drawdown|range_breakout|same_day_family_count=2,0.315035799522673,0.6666666666666666,,0.31938325991189426,0.6541850220264317,,0.4540059347181009,0.5281899109792285,,0.1389701351954279,0.1384767556874381,stable_enough_for_requirement_input
same_day_bundle_prior,same_day_bundle_key=pullback_drawdown|range_breakout|volatility_band|same_day_family_count=3,0.31724137931034485,0.6758620689655173,,0.3177570093457944,0.6261682242990654,,0.44715447154471544,0.5121951219512195,,0.1299130922343706,0.16366694701429774,stable_enough_for_requirement_input
same_day_bundle_prior,same_day_bundle_key=pullback_drawdown|range_breakout|volatility_band|volume_money|same_day_family_count=4,0.3220338983050847,0.6779661016949152,,0.3783783783783784,0.5945945945945946,,0.625,0.375,,0.3029661016949153,0.3029661016949152,insufficient_sample
